2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
1267.4611850427139,1122.766555786078,985.2897302446253,940.2958554697907,936.6646461943092,1311.0032278107665,1350.2351705796243,1199.860642578839,1373.444779491402,1118.528369380336,1004.8814629890257,1304.764605897939,1311.758953425007,1568.2481634548762,1343.0452024441379,967.6840149,1956.002089
1255.8880934466742,1073.785924761095,1000.9929189496881,966.6080303135624,996.5981405466856,1268.9478608526813,1245.0136225794847,1120.9892092625687,1272.1337829367737,1109.3065346511603,974.7156690288753,1342.00612867297,1245.118276848027,1582.4821965080857,1335.9381298215087,982.3042333,1891.06556
1229.528162576227,1023.80077325252,990.8249177690184,977.3731824414243,1004.7049817356722,1204.3985252653656,1192.7086453487411,1069.944183823372,1197.724283505871,1070.9809072789863,956.5122544982519,1328.5366040252056,1168.076924860383,1567.6507722248602,1297.1034871942002,991.871744,1815.909613
1188.6340235704145,960.2304443297821,989.4482656693928,974.4065412871688,1055.5313565738147,1150.3578841681435,1140.6310204947424,1028.6737747975842,1134.720882492736,1036.1638403218462,936.3475096869507,1319.998690513296,1095.972307591686,1541.0223432560292,1259.3577085654142,991.4246346,1739.007802
1165.1402055765184,939.2994768766689,971.4408513273487,970.2290592168212,1050.0242302980348,1103.570455558407,1115.8630363030702,985.7316192795487,1096.300382949865,1008.9460756514106,921.3116008365052,1296.7616830194263,1034.7459653219892,1526.6376173200797,1235.5523002622538,984.5939246,1691.228853
1161.3130302431064,929.1674426052545,941.1829138355838,964.6227058765216,1054.6648697066578,1073.1676394268825,1094.8972111897529,963.4502086983565,1051.4465997574964,988.3419890530158,910.8573280744864,1298.392568145714,1014.8066318076048,1516.6555635984853,1232.859134963422,986.0993592,1683.750687
1189.173648710453,913.9282782554282,945.007123298684,965.5188115299977,1070.4169760742102,1070.8443389835768,1121.4659260015765,965.1917827758589,1073.0444986185478,1022.5944096550824,943.4362810600899,1320.870429939975,1027.3578633403044,1520.0387188777147,1250.237115694418,992.3903765,1740.978599
1267.1538930431395,998.8371572963975,1021.3867601909712,1015.702853101158,1072.9083697305953,1182.1770148993064,1252.0398397542763,1023.1370863743194,1178.5830235582555,1119.304911964629,1017.5819260375767,1420.4901834338361,1106.2631387643983,1584.6409823164454,1340.2077363516796,1046.6441793,1882.021676
1331.2521907100343,1081.2085900538582,1088.5484522187137,1082.0480181506591,1187.2410543856035,1323.4986711720062,1417.5146841427124,1103.062063749665,1291.5877249024172,1230.883853335619,1130.8376871465132,1482.3230307108372,1177.2181244102678,1602.2685486811524,1392.444184343183,1101.3364913,1987.769115
1335.468628042043,1085.3419989359988,1082.8273369611861,1060.399296848018,1118.1783260751176,1360.5303820426816,1495.56710088793,1095.7925104163733,1321.430297296252,1251.9060047872829,1156.4008942574483,1482.523652481535,1170.131391058022,1575.5196914387227,1388.5244883546422,1091.2418769,2012.168566
1335.628488470598,1075.6866442583678,1047.3216125502188,1039.0848962387897,1084.0913054347648,1402.048911147895,1526.1042216453536,1101.4619467178836,1369.502619836128,1255.2778695673867,1163.9168519196812,1467.1272647186795,1154.2091365628164,1545.8468550593338,1382.000590030053,1067.0742105,2027.695331
1301.7960873302602,1061.732604973904,1018.6155917372272,1004.0929513660697,1083.142002545845,1379.843232120106,1530.4608153909203,1070.721005786413,1404.1100571920508,1264.817683201337,1156.7152253948402,1383.6757932340597,1113.2336588969936,1499.2023826879397,1355.153199169028,1028.1827525,2009.949776
1229.9747771927728,1021.3952489573694,970.305201988816,954.0261485271661,1044.4650146472632,1314.203514731043,1470.8176131686453,1026.2366948718457,1384.159705994122,1248.6990202277382,1114.3816781697017,1350.5688213167125,1052.5181599304735,1428.9556343686497,1310.1976473801437,972.0676055,1945.96311
1152.81051,981.3266799999999,902.2268599999999,885.46277,961.4660600000002,1280.26867,1447.5372200000004,967.3751399999999,1357.87273,1222.19466,1068.5182999999997,1321.4616099999998,994.99527,1355.13512,1252.295,907.8821962,1893.638031
1184.9568280867131,1012.9941035985938,846.186356078168,833.5735843985968,920.0646683484983,1308.1552130036362,1330.1920843837977,834.4325884424387,1300.9952462015617,1201.0647110789828,1021.29183130624,1272.4563253169297,970.5214363394782,1310.195920223102,1228.109991995855,860.940482,1877.850143
1176.0862783259784,1026.6340417341073,831.4150574848665,792.5198423947548,876.9768589952715,1302.269752207672,1354.6949041401092,811.9312979815285,1309.955284211164,1182.4643634372335,1001.302062723185,1254.335866878908,982.6298109009863,1272.9581688071487,1209.686996346838,825.6095364,1863.547398
1192.628207460208,1039.2012118620275,808.6201794584251,770.3011992861749,860.8641530069513,1284.8452077723427,1364.1980231136415,793.2640070192471,1325.546635105405,1197.724585244648,1005.5700035071404,1254.0641236117278,1027.0678431962099,1249.8065785534022,1199.575162102404,808.3112821,1870.34964
1223.7592554953023,1062.127454768244,799.5213148199664,759.9796311142615,837.0491712109338,1319.3398027582352,1379.8182120186805,785.9076199273264,1315.8248724037048,1214.396289633124,1020.6138179250282,1274.4664289215316,1101.3760710000336,1252.318807742444,1191.547501396267,806.1627583,1884.483748
1276.3281613123243,1116.5513852060851,800.4777691639565,747.4361353570675,833.5098568525744,1370.3469377816405,1468.936724447267,795.0666802273048,1350.4686676196523,1254.825611114841,1061.4595066606917,1313.5552323555955,1204.8648302677102,1276.343527587209,1201.689973102247,814.8047836,1923.416604
1382.37330163887,1180.3961656869972,852.0801618947037,760.7342163392259,859.7017133611174,1474.903799708634,1570.6358647669924,852.8179387232525,1419.774405379529,1322.5619078066852,1144.2137976296417,1388.1067154003013,1356.185815330982,1331.1165383298398,1244.921748193234,844.2621659,2006.795898
1532.68381299561,1319.5540717242802,925.7371453585401,784.3558230246895,910.7990700576638,1627.3198261307812,1747.947347131759,915.3755353678263,1501.6333783497812,1406.053548277927,1256.6188029875502,1496.2542038274682,1542.4030898866677,1407.537211578113,1290.694871338252,892.2438526,2114.644121
1615.6544264346778,1412.650577753789,991.2944970844529,825.3047480839639,937.6136325445725,1681.000671733376,1827.2851862037353,945.5209318259228,1538.366037377673,1473.9341985603764,1316.9548573551804,1602.5772789039652,1667.819646565858,1474.5853987381213,1328.2233180907688,930.9259696,2187.384829
1630.7259469883536,1421.8764772290187,1020.2520283813124,886.5040339682068,1021.2132336337218,1629.751046615571,1751.2913667878047,974.0219371409689,1542.7808490781904,1521.4906332815476,1355.4497659470844,1625.7844430492748,1708.563709267473,1501.8011053739313,1360.027243648529,965.8512633,2235.55871
1608.6285451228748,1410.0306201557598,1068.385619998546,937.1786154866295,1098.3504617944898,1562.843753456394,1734.588767173376,1013.0761830138356,1489.3343871385675,1451.7246938392404,1327.6451550559373,1631.1743277690694,1704.647856510441,1578.436398349967,1399.696100643086,1006.9597194,2254.583602
1603.0508173871708,1382.507434062594,1109.0488397862637,975.3592724714787,1149.362123780148,1461.3775388336703,1696.3965553382347,1063.7894141056522,1415.5909778845662,1369.3810579556523,1292.4151700783127,1677.062713900265,1664.5984013471798,1599.3231731751525,1407.66091376307,1036.1187625,2190.934461
1537.9665288356075,1339.714532436475,1138.2095689348503,1007.0693521478894,1162.3874822664304,1416.587060692266,1629.4009886738713,1086.4770039081468,1302.418634766046,1247.233896915326,1221.198996291725,1643.119053730514,1603.6744880082676,1604.768868421055,1376.4571108046077,1059.8815225,2152.005718
1503.043338702713,1289.2347902840409,1133.4444494788513,1033.322575027256,1198.6506012214973,1353.0108198466844,1514.03427129775,1086.784732205499,1192.739631830701,1186.515686248842,1228.9036214965524,1645.229948452978,1535.7196317117089,1596.66535611181,1327.75224929666,1073.8171988,2157.797559
1443.479047321314,1252.4562061836584,1135.3812252242296,1043.2737581560564,1206.9100394307184,1297.819737443746,1518.6046866064921,1079.0020161091497,1110.6611034900607,1126.0852503938513,1203.9204861706078,1606.1664208958484,1502.2084256895823,1579.6741456954787,1278.1335266137658,1087.7431779,2125.448498
1413.022512104307,1210.1438631215972,1130.0093840957397,1045.9417158190236,1217.085257135661,1244.4956212727147,1475.779187185295,1055.932732960553,1062.9440938262962,1086.646416442377,1163.380845286493,1531.7650254163236,1484.8898721993637,1557.5264305914138,1249.7341349182022,1093.3222228,2085.825759
1403.0570426983297,1174.080487948102,1108.236341706184,1045.0817900485367,1211.0767851722444,1217.1611457729769,1482.32812785761,1038.191501778747,1044.65488615859,1056.9741282086707,1145.111629360308,1590.0887621900763,1470.9862255965547,1545.666802376215,1231.6714639330248,1084.8642928,2107.649023
1429.246910261052,1182.4312234653205,1099.4973106993018,1056.2297698556176,1182.212756697111,1215.423148885805,1541.3335604341562,1017.1385033828774,1055.18278394664,1077.5952152219188,1157.8985300982345,1596.1433761627654,1499.208017966674,1555.685446014191,1249.780655550374,1085.6686071,2126.89917
1546.721240977095,1271.4491090069316,1127.5230549090988,1121.3020593462497,1244.128812286402,1331.8337620848017,1667.553716543334,1052.5546268955623,1170.0471344286598,1207.6119540159257,1294.7088203731641,1693.1993165861743,1620.8389888792287,1614.3304483878203,1319.154936796885,1121.1533841,2222.170151
1671.785288342761,1387.1512608469998,1199.0522025432397,1201.5945764648889,1292.4029505548122,1467.8167618533948,1804.8952252358397,1127.9111284551163,1333.0325005215404,1393.5904273794235,1424.6180720638622,1742.8967192800599,1748.0733015206563,1603.60185114491,1367.183991945578,1179.0205362,2274.207068
1682.6285305931776,1398.7850319274003,1173.3644217576073,1177.9685312048375,1271.150281591086,1493.2223134971557,1806.8201898446505,1110.841349338376,1379.416987841478,1406.0244906117223,1460.882245984807,1733.3261947614517,1756.821326751883,1611.414576843945,1363.050502861691,1160.0367532,2258.653598
1667.502207662344,1385.778315256816,1141.005773308934,1140.5960000432203,1236.005677316217,1494.2308375811444,1814.3710291801096,1096.75450020409,1384.856816820002,1434.012198317888,1496.3180085562285,1700.383187613559,1773.668082397881,1573.9850773239805,1354.947733389936,1132.7774106,2229.261247
1642.114885838684,1364.856904318882,1073.5195362728518,1094.7965627904216,1156.0256132475763,1470.8728655770676,1794.5791065390713,1054.1390398300773,1375.7680071137277,1422.738842013296,1506.6404227316525,1647.6223163719776,1717.1510378919195,1520.1439462097303,1319.299328706545,1086.1925973,2186.806203
1567.7957654427062,1300.4721524250172,1035.8019680369011,1040.3891399695399,1079.29655837782,1383.9958810926203,1755.427970465832,994.1953217947158,1355.8506627448749,1377.2395499264164,1441.5811284468673,1558.6330824244724,1615.655656782246,1454.1501235755093,1262.520912247383,1008.8993124,2087.447707
1479.54683,1214.53768,939.26833,962.95641,989.1598200000002,1291.7175999999997,1674.02138,921.3203100000002,1313.3308499999998,1325.58952,1389.9082199999998,1428.15718,1572.1409700000004,1371.82731,1198.36079,928.8763962,2015.03306
1485.0644705386303,1173.2619093247204,875.20897284403,877.7152707305128,955.9651509553582,1279.4024203219235,1662.878785095865,878.9393291070301,1260.2077214837889,1252.0804096138077,1337.0116368456956,1445.5055924992944,1569.77374486877,1308.999513936442,1145.734868707064,903.0501692,1946.170317
1474.4829230877683,1160.6369460841372,850.4787847694024,838.2839222560431,955.7212553852653,1260.4495978410655,1668.376579153566,842.5073992001056,1242.3969798102612,1286.009650226426,1318.5991671877616,1438.449285939583,1609.4855648109435,1294.4529835415144,1119.076295271199,881.6122483,1947.370711
1474.1869549901148,1171.6310959180437,828.8105201531519,822.2350825466938,954.8739227629486,1254.419576029184,1693.705325588298,811.9137063700986,1239.7992245639002,1302.3771014035049,1330.2928671463087,1401.4972761963325,1617.1270462712364,1252.386630528943,1102.1394137464133,874.0801214,1965.863037
1519.6081407537536,1196.1481650982817,817.9155835856469,823.4316322474895,993.9111756724561,1273.787383215361,1695.2040960390627,797.2503760461626,1262.483367080402,1331.9868663587033,1351.4604033047597,1424.2427212131602,1661.2880152245573,1245.30085054724,1106.6451401086779,882.6856427,1990.373409
1581.7949717321412,1238.2428989054022,817.7748136118787,839.4266240372389,1019.1985967844493,1316.6212166061507,1750.784868862543,812.9247948924155,1285.9886143781475,1402.1945854334535,1419.867923200708,1475.1168821508325,1713.9096817086267,1263.4127904147228,1128.345391178381,903.462528,2041.120407
1680.7745679960203,1353.9484318545763,834.5388761286334,902.3012095317393,1136.0101499269697,1410.5748515796263,1854.006993545025,822.4557634266198,1346.547062671891,1513.560297140873,1579.6982192966502,1570.496102008934,1799.0033317184852,1278.8615486899853,1172.153873224794,980.2267248,2145.644499
1826.0536707163403,1510.6504485143696,866.6712273276719,1030.697551474939,1313.6750891156237,1560.0441188761683,1951.9583427783512,862.0443435777441,1402.1290868438637,1618.9431795525743,1810.305482184693,1690.2901670073622,1895.6491177689757,1324.501063661068,1229.200947632335,1121.6781519,2274.348944
1888.8270343499437,1553.6446522494211,895.3577559014805,1114.314700902519,1347.618397749208,1594.4282686391525,1980.6053731039249,870.1036030434876,1458.792989995505,1644.39296446193,1811.9622859429512,1749.152383130074,1970.628193259982,1344.2264300770407,1286.3074222625671,1199.5510136,2311.384249
1832.9909625101395,1516.713891907074,946.4505367031405,1150.1225868936992,1344.0406512309103,1543.095049555353,1901.0030071769925,898.7607121386072,1518.2996688419212,1587.2498118383005,1705.3139984320703,1747.1574161674998,1917.6556863757835,1385.3926063140395,1312.031896472898,1204.9670959,2251.321313
1763.497491916862,1444.608420700002,1017.9690156291638,1191.1264486499401,1322.310869911071,1477.765216120918,1884.5519316914435,976.0104003965798,1490.0301898039388,1558.0442965899083,1626.6031805270522,1686.2525094033238,1847.3782121272236,1461.78880034759,1260.8362254074516,1197.9958984,2161.634595
1664.7473659816076,1376.146575116766,1067.3996353690682,1233.271228198143,1269.4503761073402,1429.009928434439,1829.1911627503575,1025.6949895060914,1427.4326485485751,1473.060894900993,1516.6692703802637,1617.8074426774751,1753.1771287548925,1478.6561107439845,1179.0253791933396,1182.0945836,2060.181052
1590.9756300881595,1303.9795679554022,1094.0756552801272,1272.6539815318888,1239.615338164375,1359.5562694480036,1729.3325294020829,1055.4515626026869,1330.963043296257,1404.0690007734563,1440.157732443585,1519.1600580760437,1624.7050986322201,1470.531522851932,1113.7061057817828,1217.1648072,1931.574852
1495.810310793904,1235.7847721914045,1105.4949204468876,1293.1199166610047,1217.4107058828524,1304.8939166364921,1629.650083276344,1056.1044721741027,1295.716199998291,1334.835963615886,1365.7206342173397,1445.0369202471627,1525.9276358547493,1452.1926449476643,1077.5309593674317,1216.5233536,1762.165597
1421.4679594522436,1198.3255633526603,1094.240893602475,1325.187662945444,1195.1005001832277,1287.0069039838752,1513.6132618636643,1070.8310751015392,1268.5665471834202,1294.2630227604977,1299.729470456556,1406.5550548292183,1441.0631476437402,1413.091528699389,1049.1608585686936,1229.7844251,1665.619866
1366.7193592326144,1142.210314467426,1085.4354695544803,1339.8232824022823,1171.8515237813137,1271.045835928522,1507.6723679148188,1055.2807120449377,1215.9087425750097,1248.3314123830232,1260.6981183732344,1365.690266081697,1379.330302886617,1319.628511554111,1019.1265572375572,1245.3457421,1594.477976
1322.2984530055055,1102.0809041545726,1070.307752684331,1327.695873037295,1162.0569463709464,1262.067097034014,1510.41043828599,1059.2386213822217,1195.4960146326737,1221.857179786473,1243.6751968928816,1394.3518640314344,1352.7858985432629,1312.0343678818,1010.1069093620988,1241.7235478,1549.723121
1341.3039347274403,1102.8419469946436,1067.4361482467664,1355.617781167668,1117.332656064145,1285.8708640791851,1541.3515178132268,1058.5044876941463,1223.161042715986,1250.137203871009,1283.6224166320224,1434.1636066270778,1353.9757007622577,1270.581165995879,1032.4978761690925,1260.5552058,1626.017766
1432.4933519176905,1152.227422629596,1120.2776764943005,1400.9797238779481,1154.7928269740971,1375.9129065522163,1639.1884111831123,1080.1403654069725,1299.8440421019195,1261.4821208279247,1381.9470922959922,1515.0940349023963,1453.8075017459796,1385.982019792973,1127.097379469534,1332.6081301,1726.240618
1577.3514325497683,1238.7824825129849,1186.5687014764453,1450.3847934881019,1269.7333734283877,1442.2110096540378,1764.724307925318,1128.7188639702283,1372.3793008776083,1411.0370985099703,1507.544098837768,1578.1409435090943,1586.5051838231695,1500.6733887650682,1245.61207553502,1410.0667858,1866.238618
1632.0828370272484,1234.0874169550095,1163.281594536108,1426.5667203901676,1257.8225046365237,1440.441383181383,1799.7996416786625,1098.0505435864136,1391.824867633877,1418.2227762666273,1534.5696559892256,1562.4924403700372,1617.429385322695,1523.168531851289,1287.928183890322,1412.6189832,1934.792386
1658.77052237805,1226.1918241316769,1130.615394669919,1365.9088197341823,1250.1139667797056,1409.1033669166902,1755.82841712008,1064.8275686329232,1414.519106754041,1370.9284245187882,1537.680607124166,1550.834297111565,1629.5782068836736,1549.1914936102849,1295.5236064954252,1405.4068574,1967.630928
1636.4741089724828,1210.9719436499547,1083.1019159226917,1311.1618584735822,1187.496307967445,1342.8542647562756,1752.4138092354003,1019.0691287901844,1392.3046852458156,1336.9096865668996,1510.4836542715243,1518.723560774498,1613.031541608151,1526.952963311919,1286.995883518755,1383.352403,1956.69322
1562.5558750273988,1171.5818506106923,1036.1434558618305,1213.6286798553772,1121.6402415552789,1241.5192580352543,1677.932608449898,975.0010496201384,1333.919633261855,1266.188794077396,1411.4756729058815,1454.4222104045098,1563.3163391875996,1476.2219989591463,1238.66457743997,1308.5406068,1893.821022
1489.4538200000004,1122.2480500000001,963.92817,1118.91258,1020.9367200000002,1142.90283,1611.63908,932.35059,1273.4991299999997,1188.02215,1350.5069500000002,1377.48441,1474.44504,1415.26423,1188.7821399999998,1190.7883551,1855.40931
1530.705102491391,1055.1909599526657,906.6098126936143,1020.2870416882902,912.5298503591652,1077.9970105429206,1640.3820565393796,856.445058340969,1230.0509481267632,1129.2732704095545,1292.202716830133,1320.9913317846772,1462.084716545918,1388.3719794037872,1164.955729497011,1179.5149548,1818.648628
1534.108549807287,1036.7762860763014,867.7865246635703,967.1281439912062,931.4949835209655,1044.2322207614832,1616.158970300417,804.5025001485127,1217.2609239190683,1108.3512263757857,1294.923495696428,1272.9995797116037,1428.774157908219,1362.879398368883,1167.048694070664,1181.0235071,1818.567638
1532.0598201690523,1033.1672675512848,837.4398540547882,906.5669310770598,894.5926981011409,1033.9489898838601,1588.9851945288915,772.0007965937262,1220.144136682724,1092.097691048857,1293.0268529997638,1275.665331925294,1443.2736589148287,1364.8940853708427,1194.0403678970613,1195.4076558,1832.375341
1558.076380983303,1051.1766156687224,822.9929668840989,945.9140540666541,918.0140491798963,1030.990350190451,1514.951983192705,763.3699069624622,1266.0955931703324,1085.1065371878212,1283.39619811871,1257.1219710698367,1429.030528605664,1370.0085354306939,1245.517896159468,1274.4804774,1861.487165
1609.531310834238,1072.0881520461605,819.880997017685,921.2322919707823,908.3179416093328,1044.016378279879,1606.9261879249789,772.6315437252227,1332.7830716789767,1106.0350234871732,1310.786155305002,1303.9106939088438,1448.8563119816747,1387.0160419794151,1317.0784212764,1341.8883704,1919.614535
1705.6738246163577,1119.6004226345813,833.8911491386236,941.1468627170018,980.7773139274718,1123.189054474844,1713.342818186793,783.5176459584386,1451.3970001058885,1199.7354727123804,1413.3683623196384,1385.5916270431098,1488.7574642464901,1442.987291993001,1444.7708909260705,1444.01182,2009.686213
1843.132405270532,1184.1404418926704,859.652742442093,1090.5142168170062,1103.6425813270548,1266.425751053174,1858.6510113348763,806.1983978197351,1633.0776646160623,1331.5210162193205,1601.8553873232202,1489.8997905343322,1529.5888278078291,1497.2182165305578,1593.0811780960778,1608.2054758,2138.239974
1913.0494901708064,1241.5008066148416,888.6410389834099,1171.4596830915377,1164.2331834517297,1312.4509109515197,1850.8821320525517,861.1039569002111,1673.50691021183,1371.0051947935056,1635.440052551834,1505.0369406732036,1545.4250912005805,1562.330507760522,1630.300092986246,1651.2878931,2169.900489
1859.816720544788,1264.0103769064256,937.5590342758477,1178.6468735325673,1148.554175195383,1298.941484614672,1759.847143015553,944.7548983072704,1615.3032144552956,1339.1813982491235,1534.5578093940933,1575.462184451287,1539.4050709797148,1587.9108798535226,1587.572555729446,1689.3226059,2141.48413
1769.136935541089,1244.6340193621397,970.235554177501,1202.776190930592,1150.985084176178,1301.8356636865137,1722.1877634758944,1008.6588900475356,1635.4593548811483,1308.2623453001402,1460.3565296400045,1561.2240286064532,1481.9520203756076,1530.778535422118,1513.4562195464277,1654.592643,2010.816258
1677.4156327090777,1182.408349124283,983.8289103529961,1276.7124994031024,1152.41782372908,1312.1997077734204,1659.6464326909197,1052.454031515268,1625.388746198662,1243.041187699106,1391.7257455695485,1544.89077368287,1379.5499072899684,1521.1239362088743,1428.97289973777,1590.5938633,1878.747905
1565.6815245808396,1127.2133681690373,1008.056711379506,1258.4215584370097,1149.4104139220065,1290.3049750422,1572.4011648606172,1042.8732753506213,1551.0844170408998,1266.541640559094,1316.536507696782,1538.3085131572304,1324.517034332973,1509.5741983386013,1387.8198883160371,1597.5360211,1766.356063
1462.93964399507,1077.7357457098421,1019.2890144557344,1307.0756289468404,1151.3526552627272,1266.692996243033,1504.1566264748037,1056.6833496390211,1479.7636812905562,1257.3685017611915,1261.6570037817637,1488.8301878098164,1252.210418937382,1471.65771245542,1338.4576705034651,1570.0345266,1655.5341
1384.4780142546545,1034.9800431151402,1017.150002319855,1322.6750953644607,1154.4357669670003,1253.1345518668404,1418.208258972494,1060.0526398738464,1443.7171722819924,1229.322661002429,1200.528737216527,1432.789932562249,1154.1706004192092,1450.3217783702787,1308.63366936326,1556.1180233,1592.494294
1343.0664682638749,1002.5859239616364,1018.7032465830102,1328.5827850507596,1144.4935439226151,1230.0699508383898,1369.417828736883,1070.6281160254591,1387.6030699135829,1218.7124525148283,1185.0943429251201,1410.1232569094443,1131.5199046818122,1430.381931236072,1314.041836164966,1541.9329598,1516.678493
1310.7099566173601,974.9375389011456,1003.6209530514138,1332.0760867887127,1127.1906594561672,1214.1166604792463,1353.5325187664903,1046.9884769939924,1375.9389366288162,1206.849636548361,1157.552490096985,1381.234766589298,1110.2890539495097,1411.4465918819822,1293.1417921200928,1514.9288883,1496.113035
1296.6808533546796,965.2074068359456,1007.4564467887539,1327.8751752948556,1124.3615041040323,1216.5749307691344,1350.830034743184,1099.8970325305688,1425.1802196244216,1240.4854147099588,1161.6188520973449,1402.147199707171,1099.0402910433897,1474.530153648354,1281.888076397966,1530.4771222,1535.568584
1356.169530666536,1019.6466045828312,1059.8738256559473,1353.469714718177,1154.9816555094592,1283.963355483408,1383.4569162886378,1188.635788826453,1545.516660177973,1307.894514127914,1241.1820502682183,1469.140207365794,1189.1542284819727,1591.6097255314437,1353.9635969526016,1617.6813285,1637.096747
1414.2148649385451,1119.7323130445002,1115.487945715363,1416.8260518832003,1237.635110357474,1369.7371205768727,1441.9263296826844,1264.4278201083064,1719.2039824823628,1364.7681957702555,1352.3771634798943,1520.05740298439,1198.7065037779685,1663.6559605298703,1463.7488643641627,1681.0003914,1738.515627
1394.1606440493335,1121.4991362988749,1113.25679167223,1407.241384512843,1219.3848579382898,1370.5554328393603,1390.8647708820738,1267.123981771255,1729.6357910292236,1328.7234466478055,1361.9688681718055,1514.8006045524749,1237.5452445874862,1728.7787467597964,1501.861859808702,1673.5550236,1768.74797
1363.3099143557224,1100.4647368233461,1097.067535091106,1355.4867544494343,1183.192954592447,1344.2928395002402,1343.7036366687778,1287.276818773213,1724.237544000369,1296.9663895607518,1362.652149093117,1490.8323283463099,1233.3035140695813,1778.6910651239873,1507.2525807037948,1645.290094,1752.141667
1327.6630655920198,1081.7894217596902,1069.519379404397,1312.2273079085303,1142.4314851107697,1277.5457021526056,1288.3113913770824,1269.215609036034,1710.0236743829123,1248.3145943865868,1338.003596912906,1461.8882709328454,1183.246297515644,1771.2749296787024,1477.4898818168788,1581.7268435,1760.947241
1250.4746619206103,1041.2754993980348,1019.6327817455976,1242.7926564619509,1066.8603398688656,1167.677871002861,1274.8217718952371,1198.6780154859855,1651.1025991645363,1157.3913017283485,1253.145007433083,1394.4841316222587,1134.554346264088,1721.1578709719802,1442.8174916190817,1484.0031545,1682.897608
1183.8781399999998,999.36373,977.9313900000002,1075.81832,976.9954500000001,1069.5877500000001,1189.86109,1140.90258,1551.6866,1090.74602,1201.5930600000002,1340.50968,1063.99734,1660.3431300000004,1387.18768,1420.7160139,1626.888886
1139.7789994630398,939.5847101126407,1035.137898538305,976.9600590395538,952.6312377859923,1031.1424399579887,1140.8513220418597,1084.432333929617,1525.7797539098003,1010.6540956966462,1189.3035462993196,1289.03104617579,1013.1466413389992,1627.3991628474628,1379.0558094411992,1310.9801231,1611.805657
1118.4632891823055,937.6189628457279,1017.7087343191272,953.9165995975663,929.0432172096899,997.9724005267868,1096.3340290133963,1056.6743629881803,1555.0982204736003,950.6252325422881,1185.4803672162457,1235.118088928694,972.8668305317624,1634.76011559723,1362.9770578707742,1330.2311054,1619.965095
1086.4654684293373,936.224209626708,1007.1444281706732,888.5212915542576,903.3948399445152,977.5615286609312,1071.7931467659364,1024.2885108705311,1585.822635600166,968.0278181594492,1115.1673329064222,1227.9956515009787,952.6509115732298,1626.848872446926,1381.109551568057,1255.1509116,1596.114619
