# file...... xout_power_data.csv
# date...... Mon Jun 17 14:20:34 2019
# user...... austinchang
# host...... (null)
# target.... regulator 118
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,power_out.real, power_out.imag, power_losses.real
2018-01-01 18:15:00 EST,+3.02509e+06,+281017,+4.65661e-10
2018-01-01 18:30:00 EST,+3.02509e+06,+281017,+4.65661e-10
2018-01-01 18:45:00 EST,+3.02509e+06,+281017,+4.65661e-10
2018-01-01 19:00:00 EST,+3.05489e+06,+285139,+1.16415e-10
2018-01-01 19:15:00 EST,+1.46885e+06,+145223,+0
2018-01-01 19:30:00 EST,+1.46885e+06,+145223,+0
2018-01-01 19:45:00 EST,+1.46885e+06,+145223,+0
2018-01-01 20:00:00 EST,+1.50286e+06,+95941.9,+1.16415e-10
2018-01-01 20:15:00 EST,+1.35986e+06,+75396.9,+1.16415e-10
2018-01-01 20:30:00 EST,+1.35986e+06,+75396.9,+1.16415e-10
2018-01-01 20:45:00 EST,+1.35986e+06,+75396.9,+1.16415e-10
2018-01-01 21:00:00 EST,+1.35601e+06,+81811,+5.82077e-11
2018-01-01 21:15:00 EST,+331349,+46676,+0
2018-01-01 21:30:00 EST,+331349,+46676,+0
2018-01-01 21:45:00 EST,+331349,+46676,+0
2018-01-01 22:00:00 EST,+331478,+37340.5,+5.82077e-11
2018-01-01 22:15:00 EST,+384336,+29539.9,+2.91038e-11
2018-01-01 22:30:00 EST,+384336,+29539.9,+2.91038e-11
2018-01-01 22:45:00 EST,+384336,+29539.9,+2.91038e-11
2018-01-01 23:00:00 EST,+382231,+34742.6,+4.36557e-11
2018-01-01 23:15:00 EST,+598943,+470687,+8.73115e-11
2018-01-01 23:30:00 EST,+598943,+470687,+8.73115e-11
2018-01-01 23:45:00 EST,+598943,+470687,+8.73115e-11
2018-01-02 00:00:00 EST,+597919,+472700,+8.73115e-11
2018-01-02 00:15:00 EST,+147059,+38327.5,+3.63798e-11
2018-01-02 00:30:00 EST,+147059,+38327.5,+3.63798e-11
2018-01-02 00:45:00 EST,+147059,+38327.5,+3.63798e-11
2018-01-02 01:00:00 EST,+145520,+37004.1,+7.27596e-12
2018-01-02 01:15:00 EST,+563853,+100919,+5.82077e-11
2018-01-02 01:30:00 EST,+563853,+100919,+5.82077e-11
2018-01-02 01:45:00 EST,+563853,+100919,+5.82077e-11
2018-01-02 02:00:00 EST,+563329,+108850,+2.91038e-11
2018-01-02 02:15:00 EST,+576363,+89460.3,+5.82077e-11
2018-01-02 02:30:00 EST,+576363,+89460.3,+5.82077e-11
2018-01-02 02:45:00 EST,+576363,+89460.3,+5.82077e-11
2018-01-02 03:00:00 EST,+576360,+91113.8,+5.82077e-11
2018-01-02 03:15:00 EST,+491641,+81608,+2.91038e-11
2018-01-02 03:30:00 EST,+491641,+81608,+2.91038e-11
2018-01-02 03:45:00 EST,+491641,+81608,+2.91038e-11
2018-01-02 04:00:00 EST,+491838,+83840.5,+2.91038e-11
2018-01-02 04:15:00 EST,+1.37892e+06,+77051,+5.82077e-11
2018-01-02 04:30:00 EST,+1.37892e+06,+77051,+5.82077e-11
2018-01-02 04:45:00 EST,+1.37892e+06,+77051,+5.82077e-11
2018-01-02 05:00:00 EST,+1.36185e+06,+122304,+0
2018-01-02 05:15:00 EST,+2.23729e+06,+132473,+0
2018-01-02 05:30:00 EST,+2.23729e+06,+132473,+0
2018-01-02 05:45:00 EST,+2.23729e+06,+132473,+0
2018-01-02 06:00:00 EST,+2.2089e+06,+190634,+0
2018-01-02 06:15:00 EST,+2.14048e+06,+167181,+0
2018-01-02 06:30:00 EST,+2.14048e+06,+167181,+0
2018-01-02 06:45:00 EST,+2.14048e+06,+167181,+0
2018-01-02 07:00:00 EST,+2.13676e+06,+175278,+0
2018-01-02 07:15:00 EST,+1.2835e+06,+99019.2,+0
2018-01-02 07:30:00 EST,+1.2835e+06,+99019.2,+0
2018-01-02 07:45:00 EST,+1.2835e+06,+99019.2,+0
2018-01-02 08:00:00 EST,+1.29221e+06,+91217.1,+0
2018-01-02 08:15:00 EST,+636140,+41007.2,+5.82077e-11
2018-01-02 08:30:00 EST,+636140,+41007.2,+5.82077e-11
2018-01-02 08:45:00 EST,+636140,+41007.2,+5.82077e-11
2018-01-02 09:00:00 EST,+641170,+29981.6,+2.91038e-11
2018-01-02 09:15:00 EST,+187500,+33936.9,+0
2018-01-02 09:30:00 EST,+187500,+33936.9,+0
2018-01-02 09:45:00 EST,+187500,+33936.9,+0
2018-01-02 10:00:00 EST,+188183,+33281.9,+1.45519e-11
2018-01-02 10:15:00 EST,+188576,+41681.8,+1.45519e-11
2018-01-02 10:30:00 EST,+188576,+41681.8,+1.45519e-11
2018-01-02 10:45:00 EST,+188576,+41681.8,+1.45519e-11
2018-01-02 11:00:00 EST,+188651,+41726.5,+1.45519e-11
2018-01-02 11:15:00 EST,+232760,+50436.5,+2.18279e-11
2018-01-02 11:30:00 EST,+232760,+50436.5,+2.18279e-11
2018-01-02 11:45:00 EST,+232760,+50436.5,+2.18279e-11
2018-01-02 12:00:00 EST,+232762,+50927.1,+2.18279e-11
2018-01-02 12:15:00 EST,+354440,+83133.6,+0
2018-01-02 12:30:00 EST,+354440,+83133.6,+0
2018-01-02 12:45:00 EST,+354440,+83133.6,+0
2018-01-02 13:00:00 EST,+354528,+84710.8,+4.36557e-11
2018-01-02 13:15:00 EST,+288494,+68679.6,+0
2018-01-02 13:30:00 EST,+288494,+68679.6,+0
2018-01-02 13:45:00 EST,+288494,+68679.6,+0
2018-01-02 14:00:00 EST,+288601,+69242.7,+0
2018-01-02 14:15:00 EST,+307743,+69001.3,+1.45519e-11
2018-01-02 14:30:00 EST,+307743,+69001.3,+1.45519e-11
2018-01-02 14:45:00 EST,+307743,+69001.3,+1.45519e-11
2018-01-02 15:00:00 EST,+308194,+69841.6,+1.45519e-11
2018-01-02 15:15:00 EST,+339445,+82167.7,+1.45519e-11
2018-01-02 15:30:00 EST,+339445,+82167.7,+1.45519e-11
2018-01-02 15:45:00 EST,+339445,+82167.7,+1.45519e-11
2018-01-02 16:00:00 EST,+339595,+82842.9,+1.45519e-11
2018-01-02 16:15:00 EST,+987555,+71159.4,+5.82077e-11
2018-01-02 16:30:00 EST,+987555,+71159.4,+5.82077e-11
2018-01-02 16:45:00 EST,+987555,+71159.4,+5.82077e-11
2018-01-02 17:00:00 EST,+979520,+95452.5,+2.91038e-11
2018-01-02 17:15:00 EST,+2.63988e+06,+143211,+1.16415e-10
2018-01-02 17:30:00 EST,+2.63988e+06,+143211,+1.16415e-10
2018-01-02 17:45:00 EST,+2.63988e+06,+143211,+1.16415e-10
2018-01-02 18:00:00 EST,+2.6005e+06,+278742,+1.16415e-10
2018-01-02 18:15:00 EST,+2.02447e+06,+174171,+3.49246e-10
2018-01-02 18:30:00 EST,+2.02447e+06,+174171,+3.49246e-10
2018-01-02 18:45:00 EST,+2.02447e+06,+174171,+3.49246e-10
2018-01-02 19:00:00 EST,+2.0464e+06,+181789,+2.32831e-10
2018-01-02 19:15:00 EST,+1.40667e+06,+138117,+1.74623e-10
2018-01-02 19:30:00 EST,+1.40667e+06,+138117,+1.74623e-10
2018-01-02 19:45:00 EST,+1.40667e+06,+138117,+1.74623e-10
2018-01-02 20:00:00 EST,+1.41627e+06,+112093,+2.32831e-10
2018-01-02 20:15:00 EST,+500525,+81851.6,+5.82077e-11
2018-01-02 20:30:00 EST,+500525,+81851.6,+5.82077e-11
2018-01-02 20:45:00 EST,+500525,+81851.6,+5.82077e-11
2018-01-02 21:00:00 EST,+501745,+71015.7,+2.91038e-11
2018-01-02 21:15:00 EST,+370482,+57192.4,+2.91038e-11
2018-01-02 21:30:00 EST,+370482,+57192.4,+2.91038e-11
2018-01-02 21:45:00 EST,+370482,+57192.4,+2.91038e-11
2018-01-02 22:00:00 EST,+368909,+58140.3,+0
2018-01-02 22:15:00 EST,+112311,+12762.3,+0
2018-01-02 22:30:00 EST,+112311,+12762.3,+0
2018-01-02 22:45:00 EST,+112311,+12762.3,+0
2018-01-02 23:00:00 EST,+112501,+12239.3,+7.27596e-12
2018-01-02 23:15:00 EST,+446031,+434749,+5.82077e-11
2018-01-02 23:30:00 EST,+446031,+434749,+5.82077e-11
2018-01-02 23:45:00 EST,+446031,+434749,+5.82077e-11
2018-01-03 00:00:00 EST,+443090,+435814,+2.91038e-11
2018-01-03 00:15:00 EST,+13456.2,+114.543,+5.42101e-20
2018-01-03 00:30:00 EST,+13456.2,+114.543,+5.42101e-20
2018-01-03 00:45:00 EST,+13456.2,+114.543,+5.42101e-20
2018-01-03 01:00:00 EST,+13671.8,+23.3499,+5.42101e-20
2018-01-03 01:15:00 EST,+124842,+28020.4,+1.54614e-11
2018-01-03 01:30:00 EST,+124842,+28020.4,+1.54614e-11
2018-01-03 01:45:00 EST,+124842,+28020.4,+1.54614e-11
2018-01-03 02:00:00 EST,+125002,+29290.1,+9.09495e-13
2018-01-03 02:15:00 EST,+344767,+77562,+1.45519e-11
2018-01-03 02:30:00 EST,+344767,+77562,+1.45519e-11
2018-01-03 02:45:00 EST,+344767,+77562,+1.45519e-11
2018-01-03 03:00:00 EST,+344912,+80324.4,+2.91038e-11
2018-01-03 03:15:00 EST,+304366,+77695.8,+1.45519e-11
2018-01-03 03:30:00 EST,+304366,+77695.8,+1.45519e-11
2018-01-03 03:45:00 EST,+304366,+77695.8,+1.45519e-11
2018-01-03 04:00:00 EST,+304520,+78277.8,+0
2018-01-03 04:15:00 EST,+894644,+88842.8,+5.82077e-11
2018-01-03 04:30:00 EST,+894644,+88842.8,+5.82077e-11
2018-01-03 04:45:00 EST,+894644,+88842.8,+5.82077e-11
2018-01-03 05:00:00 EST,+890418,+110997,+1.16415e-10
2018-01-03 05:15:00 EST,+2.30306e+06,+111006,+1.16415e-10
2018-01-03 05:30:00 EST,+2.30306e+06,+111006,+1.16415e-10
2018-01-03 05:45:00 EST,+2.30306e+06,+111006,+1.16415e-10
2018-01-03 06:00:00 EST,+2.257e+06,+210890,+1.16415e-10
2018-01-03 06:15:00 EST,+1.84083e+06,+146945,+0
2018-01-03 06:30:00 EST,+1.84083e+06,+146945,+0
2018-01-03 06:45:00 EST,+1.84083e+06,+146945,+0
2018-01-03 07:00:00 EST,+1.84804e+06,+136158,+1.16415e-10
2018-01-03 07:15:00 EST,+1.23035e+06,+64808.6,+5.82077e-11
2018-01-03 07:30:00 EST,+1.23035e+06,+64808.6,+5.82077e-11
2018-01-03 07:45:00 EST,+1.23035e+06,+64808.6,+5.82077e-11
2018-01-03 08:00:00 EST,+1.22697e+06,+77339.8,+0
2018-01-03 08:15:00 EST,+704264,+39621.1,+5.82077e-11
2018-01-03 08:30:00 EST,+704264,+39621.1,+5.82077e-11
2018-01-03 08:45:00 EST,+704264,+39621.1,+5.82077e-11
2018-01-03 09:00:00 EST,+706968,+31108.7,+0
2018-01-03 09:15:00 EST,+81219.6,+14259.3,+1.45519e-11
2018-01-03 09:30:00 EST,+81219.6,+14259.3,+1.45519e-11
2018-01-03 09:45:00 EST,+81219.6,+14259.3,+1.45519e-11
2018-01-03 10:00:00 EST,+81226.2,+14512.3,+0
2018-01-03 10:15:00 EST,+233481,+40488.9,+7.27596e-12
2018-01-03 10:30:00 EST,+233481,+40488.9,+7.27596e-12
2018-01-03 10:45:00 EST,+233481,+40488.9,+7.27596e-12
2018-01-03 11:00:00 EST,+233090,+42458.7,+0
2018-01-03 11:15:00 EST,+546459,+89577.8,+0
2018-01-03 11:30:00 EST,+546459,+89577.8,+0
2018-01-03 11:45:00 EST,+546459,+89577.8,+0
2018-01-03 12:00:00 EST,+544883,+96094.7,+0
2018-01-03 12:15:00 EST,+637049,+85336.2,+8.73115e-11
2018-01-03 12:30:00 EST,+637049,+85336.2,+8.73115e-11
2018-01-03 12:45:00 EST,+637049,+85336.2,+8.73115e-11
2018-01-03 13:00:00 EST,+636234,+88944,+0
2018-01-03 13:15:00 EST,+577297,+74630,+2.91038e-11
2018-01-03 13:30:00 EST,+577297,+74630,+2.91038e-11
2018-01-03 13:45:00 EST,+577297,+74630,+2.91038e-11
2018-01-03 14:00:00 EST,+576862,+76350.2,+0
2018-01-03 14:15:00 EST,+571963,+72927.2,+2.91038e-11
2018-01-03 14:30:00 EST,+571963,+72927.2,+2.91038e-11
2018-01-03 14:45:00 EST,+571963,+72927.2,+2.91038e-11
2018-01-03 15:00:00 EST,+570912,+75655.8,+2.91038e-11
2018-01-03 15:15:00 EST,+655945,+95046.6,+2.91038e-11
2018-01-03 15:30:00 EST,+655945,+95046.6,+2.91038e-11
2018-01-03 15:45:00 EST,+655945,+95046.6,+2.91038e-11
2018-01-03 16:00:00 EST,+655154,+98956.4,+0
2018-01-03 16:15:00 EST,+1.44036e+06,+90363.3,+1.74623e-10
2018-01-03 16:30:00 EST,+1.44036e+06,+90363.3,+1.74623e-10
2018-01-03 16:45:00 EST,+1.44036e+06,+90363.3,+1.74623e-10
2018-01-03 17:00:00 EST,+1.42535e+06,+128758,+0
2018-01-03 17:15:00 EST,+2.99376e+06,+164042,+1.16415e-10
2018-01-03 17:30:00 EST,+2.99376e+06,+164042,+1.16415e-10
2018-01-03 17:45:00 EST,+2.99376e+06,+164042,+1.16415e-10
2018-01-03 18:00:00 EST,+2.95225e+06,+295772,+2.32831e-10
2018-01-03 18:15:00 EST,+2.81457e+06,+241782,+2.32831e-10
2018-01-03 18:30:00 EST,+2.81457e+06,+241782,+2.32831e-10
2018-01-03 18:45:00 EST,+2.81457e+06,+241782,+2.32831e-10
2018-01-03 19:00:00 EST,+2.84396e+06,+250931,+3.49246e-10
2018-01-03 19:15:00 EST,+1.56096e+06,+146787,+2.32831e-10
2018-01-03 19:30:00 EST,+1.56096e+06,+146787,+2.32831e-10
2018-01-03 19:45:00 EST,+1.56096e+06,+146787,+2.32831e-10
2018-01-03 20:00:00 EST,+1.59093e+06,+96745.3,+0
2018-01-03 20:15:00 EST,+1.04791e+06,+77341.9,+0
2018-01-03 20:30:00 EST,+1.04791e+06,+77341.9,+0
2018-01-03 20:45:00 EST,+1.04791e+06,+77341.9,+0
2018-01-03 21:00:00 EST,+1.0473e+06,+67045.3,+5.82077e-11
2018-01-03 21:15:00 EST,+524320,+49984.3,+0
2018-01-03 21:30:00 EST,+524320,+49984.3,+0
2018-01-03 21:45:00 EST,+524320,+49984.3,+0
2018-01-03 22:00:00 EST,+524742,+45483.9,+4.36557e-11
2018-01-03 22:15:00 EST,+263857,+31246,+4.36557e-11
2018-01-03 22:30:00 EST,+263857,+31246,+4.36557e-11
2018-01-03 22:45:00 EST,+263857,+31246,+4.36557e-11
2018-01-03 23:00:00 EST,+264478,+31050.1,+2.91038e-11
2018-01-03 23:15:00 EST,+599109,+466679,+5.82077e-11
2018-01-03 23:30:00 EST,+599109,+466679,+5.82077e-11
2018-01-03 23:45:00 EST,+599109,+466679,+5.82077e-11
2018-01-04 00:00:00 EST,+596078,+470572,+2.91038e-11
2018-01-04 00:15:00 EST,+143249,+36251,+2.18279e-11
2018-01-04 00:30:00 EST,+143249,+36251,+2.18279e-11
2018-01-04 00:45:00 EST,+143249,+36251,+2.18279e-11
2018-01-04 01:00:00 EST,+141809,+34579.6,+2.18279e-11
2018-01-04 01:15:00 EST,+487136,+73712,+0
2018-01-04 01:30:00 EST,+487136,+73712,+0
2018-01-04 01:45:00 EST,+487136,+73712,+0
2018-01-04 02:00:00 EST,+485353,+81825.8,+7.27596e-11
2018-01-04 02:15:00 EST,+577997,+87642.9,+2.91038e-11
2018-01-04 02:30:00 EST,+577997,+87642.9,+2.91038e-11
2018-01-04 02:45:00 EST,+577997,+87642.9,+2.91038e-11
2018-01-04 03:00:00 EST,+577669,+92413,+5.82077e-11
2018-01-04 03:15:00 EST,+581522,+66603.8,+8.73115e-11
2018-01-04 03:30:00 EST,+581522,+66603.8,+8.73115e-11
2018-01-04 03:45:00 EST,+581522,+66603.8,+8.73115e-11
2018-01-04 04:00:00 EST,+580839,+71498.7,+2.91038e-11
2018-01-04 04:15:00 EST,+1.18132e+06,+76229,+1.45519e-10
2018-01-04 04:30:00 EST,+1.18132e+06,+76229,+1.45519e-10
2018-01-04 04:45:00 EST,+1.18132e+06,+76229,+1.45519e-10
2018-01-04 05:00:00 EST,+1.17069e+06,+105194,+1.45519e-10
2018-01-04 05:15:00 EST,+2.28371e+06,+118280,+2.32831e-10
2018-01-04 05:30:00 EST,+2.28371e+06,+118280,+2.32831e-10
2018-01-04 05:45:00 EST,+2.28371e+06,+118280,+2.32831e-10
2018-01-04 06:00:00 EST,+2.24418e+06,+200285,+1.16415e-10
2018-01-04 06:15:00 EST,+2.37222e+06,+182998,+3.49246e-10
2018-01-04 06:30:00 EST,+2.37222e+06,+182998,+3.49246e-10
2018-01-04 06:45:00 EST,+2.37222e+06,+182998,+3.49246e-10
2018-01-04 07:00:00 EST,+2.38294e+06,+201769,+2.32831e-10
2018-01-04 07:15:00 EST,+1.34111e+06,+99887.7,+2.32831e-10
2018-01-04 07:30:00 EST,+1.34111e+06,+99887.7,+2.32831e-10
2018-01-04 07:45:00 EST,+1.34111e+06,+99887.7,+2.32831e-10
2018-01-04 08:00:00 EST,+1.34702e+06,+92473.2,+1.45519e-10
2018-01-04 08:15:00 EST,+694194,+44166.7,+8.73115e-11
2018-01-04 08:30:00 EST,+694194,+44166.7,+8.73115e-11
2018-01-04 08:45:00 EST,+694194,+44166.7,+8.73115e-11
2018-01-04 09:00:00 EST,+698708,+33315.6,+5.82077e-11
2018-01-04 09:15:00 EST,+139414,+29178.6,+4.00178e-11
2018-01-04 09:30:00 EST,+139414,+29178.6,+4.00178e-11
2018-01-04 09:45:00 EST,+139414,+29178.6,+4.00178e-11
2018-01-04 10:00:00 EST,+139541,+28506.8,+3.63798e-12
2018-01-04 10:15:00 EST,+560586,+74522.6,+5.82077e-11
2018-01-04 10:30:00 EST,+560586,+74522.6,+5.82077e-11
2018-01-04 10:45:00 EST,+560586,+74522.6,+5.82077e-11
2018-01-04 11:00:00 EST,+558781,+83350.9,+8.73115e-11
2018-01-04 11:15:00 EST,+609792,+87213,+0
2018-01-04 11:30:00 EST,+609792,+87213,+0
2018-01-04 11:45:00 EST,+609792,+87213,+0
2018-01-04 12:00:00 EST,+607729,+92525.4,+5.82077e-11
2018-01-04 12:15:00 EST,+843590,+124483,+5.82077e-11
2018-01-04 12:30:00 EST,+843590,+124483,+5.82077e-11
2018-01-04 12:45:00 EST,+843590,+124483,+5.82077e-11
2018-01-04 13:00:00 EST,+841370,+131223,+1.16415e-10
2018-01-04 13:15:00 EST,+919960,+85791.4,+0
2018-01-04 13:30:00 EST,+919960,+85791.4,+0
2018-01-04 13:45:00 EST,+919960,+85791.4,+0
2018-01-04 14:00:00 EST,+918871,+91978.5,+1.45519e-10
2018-01-04 14:15:00 EST,+1.22936e+06,+84159.4,+1.16415e-10
2018-01-04 14:30:00 EST,+1.22936e+06,+84159.4,+1.16415e-10
2018-01-04 14:45:00 EST,+1.22936e+06,+84159.4,+1.16415e-10
2018-01-04 15:00:00 EST,+1.22406e+06,+97575.2,+0
2018-01-04 15:15:00 EST,+1.02511e+06,+82798.7,+0
2018-01-04 15:30:00 EST,+1.02511e+06,+82798.7,+0
2018-01-04 15:45:00 EST,+1.02511e+06,+82798.7,+0
2018-01-04 16:00:00 EST,+1.02508e+06,+82721.6,+2.91038e-11
2018-01-04 16:15:00 EST,+1.83765e+06,+109830,+5.82077e-11
2018-01-04 16:30:00 EST,+1.83765e+06,+109830,+5.82077e-11
2018-01-04 16:45:00 EST,+1.83765e+06,+109830,+5.82077e-11
2018-01-04 17:00:00 EST,+1.81601e+06,+156923,+1.16415e-10
2018-01-04 17:15:00 EST,+3.19757e+06,+205728,+0
2018-01-04 17:30:00 EST,+3.19757e+06,+205728,+0
2018-01-04 17:45:00 EST,+3.19757e+06,+205728,+0
2018-01-04 18:00:00 EST,+3.16034e+06,+330869,+2.32831e-10
2018-01-04 18:15:00 EST,+3.1051e+06,+292538,+4.65661e-10
2018-01-04 18:30:00 EST,+3.1051e+06,+292538,+4.65661e-10
2018-01-04 18:45:00 EST,+3.1051e+06,+292538,+4.65661e-10
2018-01-04 19:00:00 EST,+3.13528e+06,+300917,+2.32831e-10
2018-01-04 19:15:00 EST,+2.18653e+06,+215399,+4.65661e-10
2018-01-04 19:30:00 EST,+2.18653e+06,+215399,+4.65661e-10
2018-01-04 19:45:00 EST,+2.18653e+06,+215399,+4.65661e-10
2018-01-04 20:00:00 EST,+2.21807e+06,+163989,+4.65661e-10
2018-01-04 20:15:00 EST,+1.07273e+06,+74108.4,+1.16415e-10
2018-01-04 20:30:00 EST,+1.07273e+06,+74108.4,+1.16415e-10
2018-01-04 20:45:00 EST,+1.07273e+06,+74108.4,+1.16415e-10
2018-01-04 21:00:00 EST,+1.08916e+06,+45385.2,+2.32831e-10
2018-01-04 21:15:00 EST,+1.01093e+06,+43020.8,+1.16415e-10
2018-01-04 21:30:00 EST,+1.01093e+06,+43020.8,+1.16415e-10
2018-01-04 21:45:00 EST,+1.01093e+06,+43020.8,+1.16415e-10
2018-01-04 22:00:00 EST,+998323,+52761.2,+5.82077e-11
2018-01-04 22:15:00 EST,+236503,+20001,+4.36557e-11
2018-01-04 22:30:00 EST,+236503,+20001,+4.36557e-11
2018-01-04 22:45:00 EST,+236503,+20001,+4.36557e-11
2018-01-04 23:00:00 EST,+238965,+15551.7,+5.82077e-11
2018-01-04 23:15:00 EST,+803252,+478928,+5.82077e-11
2018-01-04 23:30:00 EST,+803252,+478928,+5.82077e-11
2018-01-04 23:45:00 EST,+803252,+478928,+5.82077e-11
2018-01-05 00:00:00 EST,+792506,+493145,+2.91038e-11
2018-01-05 00:15:00 EST,+136563,+35415.1,+1.45519e-11
2018-01-05 00:30:00 EST,+136563,+35415.1,+1.45519e-11
2018-01-05 00:45:00 EST,+136563,+35415.1,+1.45519e-11
2018-01-05 01:00:00 EST,+135445,+32372.1,+0
2018-01-05 01:15:00 EST,+799080,+56788.3,+5.82077e-11
2018-01-05 01:30:00 EST,+799080,+56788.3,+5.82077e-11
2018-01-05 01:45:00 EST,+799080,+56788.3,+5.82077e-11
2018-01-05 02:00:00 EST,+793309,+73451.8,+8.73115e-11
2018-01-05 02:15:00 EST,+1.25379e+06,+85978.8,+1.74623e-10
