# file...... caliSubCheck.csv
# date...... Fri Feb 20 17:18:18 2015
# user...... dpinney
# host...... (null)
# target.... underground_line 1
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,power_in.real,power_in.imag
2014-01-02 14:00:00 PST,+3.06207e+06,+954693
2014-01-02 15:00:00 PST,+3.23278e+06,+999326
2014-01-02 16:00:00 PST,+3.2425e+06,+988744
2014-01-02 17:00:00 PST,+3.38869e+06,+1.01206e+06
2014-01-02 18:00:00 PST,+3.80903e+06,+1.09685e+06
2014-01-02 19:00:00 PST,+3.41065e+06,+970218
2014-01-02 20:00:00 PST,+3.35387e+06,+953956
2014-01-02 21:00:00 PST,+3.03618e+06,+863036
2014-01-02 22:00:00 PST,+2.58438e+06,+733937
2014-01-02 23:00:00 PST,+2.16021e+06,+612947
2014-01-03 00:00:00 PST,+2.1091e+06,+598381
2014-01-03 01:00:00 PST,+2.00879e+06,+569805
2014-01-03 02:00:00 PST,+1.87855e+06,+532722
2014-01-03 03:00:00 PST,+1.80715e+06,+512399
2014-01-03 04:00:00 PST,+2.03772e+06,+578048
2014-01-03 05:00:00 PST,+2.29231e+06,+650606
2014-01-03 06:00:00 PST,+2.57956e+06,+732561
2014-01-03 07:00:00 PST,+2.65995e+06,+755949
2014-01-03 08:00:00 PST,+2.86577e+06,+820093
2014-01-03 09:00:00 PST,+2.91552e+06,+844078
2014-01-03 10:00:00 PST,+3.16572e+06,+924550
2014-01-03 11:00:00 PST,+3.02577e+06,+912570
2014-01-03 12:00:00 PST,+3.38057e+06,+989341
2014-01-03 13:00:00 PST,+3.33824e+06,+986353
2014-01-03 14:00:00 PST,+3.22988e+06,+949937
2014-01-03 15:00:00 PST,+3.20096e+06,+936962
2014-01-03 16:00:00 PST,+3.12411e+06,+908552
2014-01-03 17:00:00 PST,+3.72066e+06,+1.07008e+06
2014-01-03 18:00:00 PST,+3.63411e+06,+1.03861e+06
2014-01-03 19:00:00 PST,+3.56942e+06,+1.01571e+06
2014-01-03 20:00:00 PST,+3.41835e+06,+972423
2014-01-03 21:00:00 PST,+3.08722e+06,+877633
2014-01-03 22:00:00 PST,+2.55451e+06,+725409
2014-01-03 23:00:00 PST,+2.38294e+06,+676452
2014-01-04 00:00:00 PST,+2.15153e+06,+610474
2014-01-04 01:00:00 PST,+2.02808e+06,+575300
2014-01-04 02:00:00 PST,+1.79943e+06,+510202
2014-01-04 03:00:00 PST,+1.7753e+06,+503337
2014-01-04 04:00:00 PST,+1.76276e+06,+499768
2014-01-04 05:00:00 PST,+1.78302e+06,+505534
2014-01-04 06:00:00 PST,+2.06857e+06,+586840
2014-01-04 07:00:00 PST,+2.2266e+06,+632739
2014-01-04 08:00:00 PST,+2.48688e+06,+714976
2014-01-04 09:00:00 PST,+2.67516e+06,+798744
2014-01-04 10:00:00 PST,+2.84983e+06,+823144
2014-01-04 11:00:00 PST,+2.79897e+06,+849770
2014-01-04 12:00:00 PST,+2.9423e+06,+893310
2014-01-04 13:00:00 PST,+2.93848e+06,+884447
2014-01-04 14:00:00 PST,+3.0139e+06,+886828
2014-01-04 15:00:00 PST,+2.89715e+06,+878143
2014-01-04 16:00:00 PST,+3.06712e+06,+916935
2014-01-04 17:00:00 PST,+3.11153e+06,+916592
2014-01-04 18:00:00 PST,+3.59772e+06,+1.03228e+06
2014-01-04 19:00:00 PST,+3.48956e+06,+992824
2014-01-04 20:00:00 PST,+3.24222e+06,+921988
2014-01-04 21:00:00 PST,+3.17772e+06,+903528
2014-01-04 22:00:00 PST,+2.80406e+06,+796680
2014-01-04 23:00:00 PST,+2.54294e+06,+722108
2014-01-05 00:00:00 PST,+2.23639e+06,+634661
2014-01-05 01:00:00 PST,+2.24121e+06,+636036
2014-01-05 02:00:00 PST,+2.0657e+06,+586016
2014-01-05 03:00:00 PST,+2.03483e+06,+577223
2014-01-05 04:00:00 PST,+1.97985e+06,+561563
2014-01-05 05:00:00 PST,+2.18528e+06,+620093
2014-01-05 06:00:00 PST,+2.46486e+06,+699827
2014-01-05 07:00:00 PST,+2.72145e+06,+774113
2014-01-05 08:00:00 PST,+2.54551e+06,+737827
2014-01-05 09:00:00 PST,+2.5825e+06,+783109
2014-01-05 10:00:00 PST,+2.43597e+06,+760381
2014-01-05 11:00:00 PST,+2.69917e+06,+844142
2014-01-05 12:00:00 PST,+2.81019e+06,+879985
2014-01-05 13:00:00 PST,+2.92939e+06,+915543
2014-01-05 14:00:00 PST,+2.93809e+06,+918579
2014-01-05 15:00:00 PST,+2.84615e+06,+879351
2014-01-05 16:00:00 PST,+3.18152e+06,+943081
2014-01-05 17:00:00 PST,+3.75866e+06,+1.07835e+06
2014-01-05 18:00:00 PST,+3.91665e+06,+1.11751e+06
2014-01-05 19:00:00 PST,+3.62137e+06,+1.0306e+06
2014-01-05 20:00:00 PST,+3.35002e+06,+952853
2014-01-05 21:00:00 PST,+3.32211e+06,+944860
2014-01-05 22:00:00 PST,+3.04966e+06,+866891
2014-01-05 23:00:00 PST,+2.83296e+06,+804938
2014-01-06 00:00:00 PST,+2.72988e+06,+775487
2014-01-06 01:00:00 PST,+2.59595e+06,+737238
2014-01-06 02:00:00 PST,+2.61426e+06,+742466
2014-01-06 03:00:00 PST,+2.49186e+06,+707529
2014-01-06 04:00:00 PST,+2.4909e+06,+707254
2014-01-06 05:00:00 PST,+2.61715e+06,+743291
2014-01-06 06:00:00 PST,+2.6316e+06,+747418
2014-01-06 07:00:00 PST,+3.0388e+06,+864414
2014-01-06 08:00:00 PST,+3.00482e+06,+859193
2014-01-06 09:00:00 PST,+3.16754e+06,+930361
2014-01-06 10:00:00 PST,+3.14782e+06,+942303
2014-01-06 11:00:00 PST,+3.18482e+06,+955272
2014-01-06 12:00:00 PST,+2.97937e+06,+919041
2014-01-06 13:00:00 PST,+3.30863e+06,+992503
2014-01-06 14:00:00 PST,+3.39708e+06,+1.0151e+06
2014-01-06 15:00:00 PST,+3.25774e+06,+955438
2014-01-06 16:00:00 PST,+3.322e+06,+981943
2014-01-06 17:00:00 PST,+3.48155e+06,+1.01608e+06
2014-01-06 18:00:00 PST,+3.62413e+06,+1.03364e+06
2014-01-06 19:00:00 PST,+3.72815e+06,+1.06122e+06
2014-01-06 20:00:00 PST,+3.51169e+06,+999165
2014-01-06 21:00:00 PST,+3.30382e+06,+939624
2014-01-06 22:00:00 PST,+3.06122e+06,+870196
2014-01-06 23:00:00 PST,+2.78191e+06,+790349
2014-01-07 00:00:00 PST,+2.59113e+06,+735863
2014-01-07 01:00:00 PST,+2.57956e+06,+732561
2014-01-07 02:00:00 PST,+2.25085e+06,+638785
2014-01-07 03:00:00 PST,+2.36848e+06,+672327
2014-01-07 04:00:00 PST,+2.28074e+06,+647307
2014-01-07 05:00:00 PST,+2.41861e+06,+686626
2014-01-07 06:00:00 PST,+2.42534e+06,+688551
2014-01-07 07:00:00 PST,+2.66874e+06,+758701
2014-01-07 08:00:00 PST,+2.74825e+06,+790649
2014-01-07 09:00:00 PST,+2.7773e+06,+824608
2014-01-07 10:00:00 PST,+2.90054e+06,+887010
2014-01-07 11:00:00 PST,+3.01892e+06,+935618
2014-01-07 12:00:00 PST,+2.96631e+06,+924625
2014-01-07 13:00:00 PST,+3.05472e+06,+951375
2014-01-07 14:00:00 PST,+2.91524e+06,+911964
2014-01-07 15:00:00 PST,+3.08319e+06,+947143
2014-01-07 16:00:00 PST,+3.09293e+06,+924376
2014-01-07 17:00:00 PST,+3.4155e+06,+1.0037e+06
2014-01-07 18:00:00 PST,+3.98621e+06,+1.14376e+06
2014-01-07 19:00:00 PST,+3.70506e+06,+1.0546e+06
2014-01-07 20:00:00 PST,+3.65504e+06,+1.04025e+06
2014-01-07 21:00:00 PST,+3.38563e+06,+963051
2014-01-07 22:00:00 PST,+3.06218e+06,+870472
2014-01-07 23:00:00 PST,+2.73952e+06,+778239
2014-01-08 00:00:00 PST,+2.5015e+06,+710279
2014-01-08 01:00:00 PST,+2.50921e+06,+712480
2014-01-08 02:00:00 PST,+2.30774e+06,+655005
2014-01-08 03:00:00 PST,+2.27014e+06,+644282
2014-01-08 04:00:00 PST,+2.35884e+06,+669577
2014-01-08 05:00:00 PST,+2.33956e+06,+664078
2014-01-08 06:00:00 PST,+2.49185e+06,+707529
2014-01-08 07:00:00 PST,+2.75613e+06,+784021
2014-01-08 08:00:00 PST,+2.69968e+06,+781857
2014-01-08 09:00:00 PST,+2.78573e+06,+841204
2014-01-08 10:00:00 PST,+3.09754e+06,+949612
2014-01-08 11:00:00 PST,+3.07567e+06,+951882
2014-01-08 12:00:00 PST,+3.07307e+06,+955223
2014-01-08 13:00:00 PST,+3.10858e+06,+966813
2014-01-08 14:00:00 PST,+3.28147e+06,+1.01756e+06
2014-01-08 15:00:00 PST,+3.10388e+06,+962377
2014-01-08 16:00:00 PST,+3.10784e+06,+950146
2014-01-08 17:00:00 PST,+3.27133e+06,+978420
2014-01-08 18:00:00 PST,+3.8129e+06,+1.09796e+06
2014-01-08 19:00:00 PST,+3.52516e+06,+1.00303e+06
2014-01-08 20:00:00 PST,+3.4963e+06,+994753
2014-01-08 21:00:00 PST,+3.14402e+06,+893886
2014-01-08 22:00:00 PST,+2.62004e+06,+744117
2014-01-08 23:00:00 PST,+2.33666e+06,+663253
2014-01-09 00:00:00 PST,+2.22578e+06,+631638
2014-01-09 01:00:00 PST,+2.14575e+06,+608825
2014-01-09 02:00:00 PST,+2.03965e+06,+578597
2014-01-09 03:00:00 PST,+1.99818e+06,+566783
2014-01-09 04:00:00 PST,+1.99142e+06,+564860
2014-01-09 05:00:00 PST,+2.32027e+06,+658579
2014-01-09 06:00:00 PST,+2.53233e+06,+719082
2014-01-09 07:00:00 PST,+2.75052e+06,+781818
2014-01-09 08:00:00 PST,+2.71646e+06,+777427
2014-01-09 09:00:00 PST,+2.73316e+06,+793424
2014-01-09 10:00:00 PST,+2.98245e+06,+887979
2014-01-09 11:00:00 PST,+3.01786e+06,+905930
2014-01-09 12:00:00 PST,+3.02178e+06,+916736
2014-01-09 13:00:00 PST,+3.3204e+06,+974464
2014-01-09 14:00:00 PST,+3.20228e+06,+941390
2014-01-09 15:00:00 PST,+2.96565e+06,+897704
2014-01-09 16:00:00 PST,+3.11256e+06,+929333
2014-01-09 17:00:00 PST,+3.28018e+06,+961501
2014-01-09 18:00:00 PST,+3.6641e+06,+1.04993e+06
2014-01-09 19:00:00 PST,+3.51843e+06,+1.0011e+06
2014-01-09 20:00:00 PST,+3.35195e+06,+953404
2014-01-09 21:00:00 PST,+3.1421e+06,+893335
2014-01-09 22:00:00 PST,+2.57764e+06,+732011
2014-01-09 23:00:00 PST,+2.25375e+06,+639609
2014-01-10 00:00:00 PST,+2.08691e+06,+592061
2014-01-10 01:00:00 PST,+1.95187e+06,+553597
2014-01-10 02:00:00 PST,+1.84478e+06,+523109
2014-01-10 03:00:00 PST,+1.8168e+06,+515145
2014-01-10 04:00:00 PST,+1.75407e+06,+497297
2014-01-10 05:00:00 PST,+2.00686e+06,+569256
2014-01-10 06:00:00 PST,+2.15442e+06,+611298
2014-01-10 07:00:00 PST,+2.38954e+06,+678928
2014-01-10 08:00:00 PST,+2.65968e+06,+760362
2014-01-10 09:00:00 PST,+2.68482e+06,+778005
2014-01-10 10:00:00 PST,+3.02474e+06,+881282
2014-01-10 11:00:00 PST,+3.19727e+06,+936136
2014-01-10 12:00:00 PST,+3.20131e+06,+937515
2014-01-10 13:00:00 PST,+3.2237e+06,+946622
2014-01-10 14:00:00 PST,+3.39011e+06,+991821
2014-01-10 15:00:00 PST,+3.12656e+06,+912699
2014-01-10 16:00:00 PST,+3.16777e+06,+918461
2014-01-10 17:00:00 PST,+3.33876e+06,+960603
2014-01-10 18:00:00 PST,+3.43163e+06,+979877
2014-01-10 19:00:00 PST,+3.30286e+06,+939349
2014-01-10 20:00:00 PST,+3.2634e+06,+928050
2014-01-10 21:00:00 PST,+2.96588e+06,+842932
2014-01-10 22:00:00 PST,+2.60462e+06,+739714
2014-01-10 23:00:00 PST,+2.31063e+06,+655830
