# file...... xout_all_trip_meters.csv
# date...... Thu Apr 11 12:53:42 2019
# user...... dpinney
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,max(measured_voltage_1.mag),max(measured_voltage_2.mag),avg(measured_voltage_1.mag),avg(measured_voltage_2.mag),min(measured_voltage_1.mag),min(measured_voltage_2.mag),sum(measured_real_energy),sum(measured_reactive_energy)
2017-01-02 08:00:00 EST,+122.692,+122.692,+119.121,+119.121,+115.047,+115.047,+4.98489e+07,+2.11883e+06
2017-01-02 09:00:00 EST,+121.665,+121.665,+119.153,+119.153,+114.991,+114.991,+5.16083e+07,+2.13322e+06
2017-01-02 10:00:00 EST,+122.002,+122.002,+119.779,+119.779,+117.068,+117.068,+5.3036e+07,+2.17824e+06
2017-01-02 11:00:00 EST,+120.352,+120.352,+119.069,+119.069,+116.963,+116.963,+5.40038e+07,+2.24226e+06
2017-01-02 12:00:00 EST,+121.12,+121.12,+119.023,+119.023,+116.007,+116.007,+5.54193e+07,+2.32869e+06
2017-01-02 13:00:00 EST,+120.455,+120.455,+119.023,+119.023,+117.577,+117.577,+5.68647e+07,+2.40876e+06
2017-01-02 14:00:00 EST,+120.909,+120.909,+119.232,+119.232,+115.928,+115.928,+5.83249e+07,+2.48172e+06
2017-01-02 15:00:00 EST,+120.686,+120.686,+119.503,+119.503,+118.331,+118.331,+5.96718e+07,+2.54791e+06
2017-01-02 16:00:00 EST,+121.61,+121.61,+120.212,+120.212,+117.571,+117.571,+6.0812e+07,+2.61641e+06
2017-01-02 17:00:00 EST,+121.832,+121.832,+119.953,+119.953,+117.467,+117.467,+6.13239e+07,+2.67775e+06
2017-01-02 18:00:00 EST,+121.942,+121.942,+117.905,+117.905,+112.876,+112.876,+6.214e+07,+2.68038e+06
2017-01-02 19:00:00 EST,+121.656,+121.656,+119.199,+119.199,+116.175,+116.175,+6.46446e+07,+2.69303e+06
2017-01-02 20:00:00 EST,+121.802,+121.802,+120.146,+120.146,+116.729,+116.729,+6.62555e+07,+2.70477e+06
2017-01-02 21:00:00 EST,+121.929,+121.929,+119.592,+119.592,+116.815,+116.815,+6.71843e+07,+2.76674e+06
2017-01-02 22:00:00 EST,+121.324,+121.324,+119.763,+119.763,+117.169,+117.169,+6.84831e+07,+2.83756e+06
2017-01-02 23:00:00 EST,+122.107,+122.107,+119.62,+119.62,+117.416,+117.416,+6.91141e+07,+2.88336e+06
2017-01-03 00:00:00 EST,+120.201,+120.67,+118.093,+118.49,+115.918,+116.401,+6.97683e+07,+2.92089e+06
2017-01-03 01:00:00 EST,+121.839,+121.839,+120.128,+120.128,+117.538,+117.538,+7.07398e+07,+3.40704e+06
2017-01-03 02:00:00 EST,+120.563,+120.563,+118.982,+118.982,+117.283,+117.283,+7.14386e+07,+3.48119e+06
2017-01-03 03:00:00 EST,+121.342,+121.342,+119.67,+119.67,+117.009,+117.009,+7.28602e+07,+3.58209e+06
2017-01-03 04:00:00 EST,+120.562,+120.562,+119.11,+119.11,+116.909,+116.909,+7.38459e+07,+3.66744e+06
2017-01-03 05:00:00 EST,+120.872,+120.872,+118.785,+118.785,+115.202,+115.202,+7.52591e+07,+3.74298e+06
2017-01-03 06:00:00 EST,+119.564,+119.564,+117.708,+117.708,+115.121,+115.121,+7.68902e+07,+3.80466e+06
2017-01-03 07:00:00 EST,+120.45,+120.45,+117.805,+117.805,+115.477,+115.477,+7.94441e+07,+3.84004e+06
2017-01-03 08:00:00 EST,+122.317,+122.317,+119.135,+119.135,+115.775,+115.775,+8.19447e+07,+3.86432e+06
2017-01-03 09:00:00 EST,+122.376,+122.376,+119.684,+119.684,+115.415,+115.415,+8.35133e+07,+3.87736e+06
2017-01-03 10:00:00 EST,+121.893,+121.893,+119.982,+119.982,+117.235,+117.235,+8.47894e+07,+3.92113e+06
2017-01-03 11:00:00 EST,+121.345,+121.345,+119.375,+119.375,+116.909,+116.909,+8.5608e+07,+3.99571e+06
2017-01-03 12:00:00 EST,+120.605,+120.605,+119.153,+119.153,+117.19,+117.19,+8.6768e+07,+4.08929e+06
2017-01-03 13:00:00 EST,+121.253,+121.253,+119.254,+119.254,+117.173,+117.173,+8.81082e+07,+4.18801e+06
2017-01-03 14:00:00 EST,+120.662,+120.662,+119.368,+119.368,+117.041,+117.041,+8.93641e+07,+4.27583e+06
2017-01-03 15:00:00 EST,+121.447,+121.447,+119.693,+119.693,+117.717,+117.717,+9.06189e+07,+4.34618e+06
2017-01-03 16:00:00 EST,+121.102,+121.102,+119.868,+119.868,+117.591,+117.591,+9.16436e+07,+4.40268e+06
2017-01-03 17:00:00 EST,+121.068,+121.068,+119.044,+119.044,+116.5,+116.5,+9.25306e+07,+4.47975e+06
2017-01-03 18:00:00 EST,+120.621,+120.621,+117.298,+117.298,+113.56,+113.56,+9.41484e+07,+4.55188e+06
2017-01-03 19:00:00 EST,+121.655,+121.655,+117.55,+117.55,+114.789,+114.789,+9.69797e+07,+4.58712e+06
2017-01-03 20:00:00 EST,+120.738,+120.738,+119.246,+119.246,+117.447,+117.447,+9.98645e+07,+4.60232e+06
2017-01-03 21:00:00 EST,+122.157,+122.157,+120.172,+120.172,+118.435,+118.435,+1.01658e+08,+4.61515e+06
2017-01-03 22:00:00 EST,+121.285,+121.285,+119.85,+119.85,+117.193,+117.193,+1.02869e+08,+4.63433e+06
2017-01-03 23:00:00 EST,+122.176,+122.176,+119.742,+119.742,+118.038,+118.038,+1.03679e+08,+4.65563e+06
2017-01-04 00:00:00 EST,+119.991,+120.46,+118.204,+118.601,+116.045,+116.528,+1.04418e+08,+4.68948e+06
2017-01-04 01:00:00 EST,+121.388,+121.388,+120.265,+120.265,+119.143,+119.143,+1.0548e+08,+5.18257e+06
2017-01-04 02:00:00 EST,+120.668,+120.668,+119.072,+119.072,+117.127,+117.127,+1.06251e+08,+5.2552e+06
2017-01-04 03:00:00 EST,+121.082,+121.082,+119.733,+119.733,+118.113,+118.113,+1.07786e+08,+5.35364e+06
2017-01-04 04:00:00 EST,+119.924,+119.924,+118.511,+118.511,+116.413,+116.413,+1.08909e+08,+5.43957e+06
2017-01-04 05:00:00 EST,+120.317,+120.317,+118.482,+118.482,+115.717,+115.717,+1.10933e+08,+5.48694e+06
2017-01-04 06:00:00 EST,+120.207,+120.207,+117.697,+117.697,+115.012,+115.012,+1.13003e+08,+5.50691e+06
2017-01-04 07:00:00 EST,+120,+120,+117.501,+117.501,+114.56,+114.56,+1.15593e+08,+5.52469e+06
2017-01-04 08:00:00 EST,+122.611,+122.611,+119.503,+119.503,+115.684,+115.684,+1.18296e+08,+5.54121e+06
2017-01-04 09:00:00 EST,+121.829,+121.829,+119.134,+119.134,+115.317,+115.317,+1.20193e+08,+5.55506e+06
2017-01-04 10:00:00 EST,+121.921,+121.921,+119.505,+119.505,+117.769,+117.769,+1.21874e+08,+5.58641e+06
2017-01-04 11:00:00 EST,+120.23,+120.23,+118.804,+118.804,+116.775,+116.775,+1.23238e+08,+5.6202e+06
2017-01-04 12:00:00 EST,+120.416,+120.416,+118.655,+118.655,+116.78,+116.78,+1.25145e+08,+5.6399e+06
2017-01-04 13:00:00 EST,+120.507,+120.507,+118.653,+118.653,+116.487,+116.487,+1.27115e+08,+5.65442e+06
2017-01-04 14:00:00 EST,+120.668,+120.668,+119.631,+119.631,+118.195,+118.195,+1.29103e+08,+5.66724e+06
2017-01-04 15:00:00 EST,+121.364,+121.364,+120.783,+120.783,+119.805,+119.805,+1.30483e+08,+5.67595e+06
2017-01-04 16:00:00 EST,+121.588,+121.588,+121.004,+121.004,+119.992,+119.992,+1.30617e+08,+5.70386e+06
2017-01-04 17:00:00 EST,+121.172,+121.172,+120.034,+120.034,+118.45,+118.45,+1.3065e+08,+5.70405e+06
2017-01-04 18:00:00 EST,+120.364,+120.364,+118.99,+118.99,+117.644,+117.644,+1.31383e+08,+5.72062e+06
2017-01-04 19:00:00 EST,+120.736,+120.736,+119.459,+119.459,+118.218,+118.218,+1.32684e+08,+5.81198e+06
2017-01-04 20:00:00 EST,+121.012,+121.012,+120.373,+120.373,+119.63,+119.63,+1.33639e+08,+5.90265e+06
2017-01-04 21:00:00 EST,+121.495,+121.495,+120.907,+120.907,+119.735,+119.735,+1.33974e+08,+5.97288e+06
2017-01-04 22:00:00 EST,+121.626,+121.626,+120.692,+120.692,+119.287,+119.287,+1.34043e+08,+5.98907e+06
2017-01-04 23:00:00 EST,+121.326,+121.326,+120.086,+120.086,+117.543,+117.543,+1.34267e+08,+6.00976e+06
2017-01-05 00:00:00 EST,+119.121,+119.485,+117.564,+117.96,+115.998,+116.482,+1.34904e+08,+6.02734e+06
2017-01-05 01:00:00 EST,+120.477,+120.477,+119.458,+119.458,+118.424,+118.424,+1.36335e+08,+6.4961e+06
2017-01-05 02:00:00 EST,+120.117,+120.117,+117.807,+117.807,+116.021,+116.021,+1.37529e+08,+6.56068e+06
2017-01-05 03:00:00 EST,+119.91,+119.91,+118.615,+118.615,+116.516,+116.516,+1.39913e+08,+6.57945e+06
2017-01-05 04:00:00 EST,+120.146,+120.146,+118.433,+118.433,+116.653,+116.653,+1.41796e+08,+6.59438e+06
2017-01-05 05:00:00 EST,+119.408,+119.408,+117.612,+117.612,+115.188,+115.188,+1.43781e+08,+6.60742e+06
2017-01-05 06:00:00 EST,+119.903,+119.903,+117.339,+117.339,+114.578,+114.578,+1.46308e+08,+6.62137e+06
2017-01-05 07:00:00 EST,+119.486,+119.486,+117.355,+117.355,+114.493,+114.493,+1.48987e+08,+6.63621e+06
2017-01-05 08:00:00 EST,+121.752,+121.752,+118.941,+118.941,+115.298,+115.298,+1.5178e+08,+6.65159e+06
2017-01-05 09:00:00 EST,+121.939,+121.939,+119.126,+119.126,+115.336,+115.336,+1.53868e+08,+6.66378e+06
2017-01-05 10:00:00 EST,+121.762,+121.762,+119.433,+119.433,+116.894,+116.894,+1.56011e+08,+6.68167e+06
2017-01-05 11:00:00 EST,+120.833,+120.833,+119.384,+119.384,+116.89,+116.89,+1.5789e+08,+6.69558e+06
2017-01-05 12:00:00 EST,+121.071,+121.071,+119.104,+119.104,+116.32,+116.32,+1.59837e+08,+6.71064e+06
2017-01-05 13:00:00 EST,+121.032,+121.032,+119.256,+119.256,+117.221,+117.221,+1.61956e+08,+6.72407e+06
2017-01-05 14:00:00 EST,+121.119,+121.119,+119.354,+119.354,+116.96,+116.96,+1.64002e+08,+6.73721e+06
2017-01-05 15:00:00 EST,+121.994,+121.994,+119.761,+119.761,+116.755,+116.755,+1.6592e+08,+6.74957e+06
2017-01-05 16:00:00 EST,+121.937,+121.937,+120.544,+120.544,+118.683,+118.683,+1.67642e+08,+6.76058e+06
2017-01-05 17:00:00 EST,+122.177,+122.177,+119.542,+119.542,+116.652,+116.652,+1.68631e+08,+6.78321e+06
2017-01-05 18:00:00 EST,+122.016,+122.016,+117.936,+117.936,+113.4,+113.4,+1.70184e+08,+6.86419e+06
2017-01-05 19:00:00 EST,+121.337,+121.337,+117.848,+117.848,+115.983,+115.983,+1.72859e+08,+6.88655e+06
2017-01-05 20:00:00 EST,+121.383,+121.383,+118.856,+118.856,+117.203,+117.203,+1.75565e+08,+6.90252e+06
2017-01-05 21:00:00 EST,+121.599,+121.599,+119.583,+119.583,+117.131,+117.131,+1.77629e+08,+6.91761e+06
2017-01-05 22:00:00 EST,+122.063,+122.063,+119.264,+119.264,+116.185,+116.185,+1.79211e+08,+6.92825e+06
2017-01-05 23:00:00 EST,+122.528,+122.528,+119.658,+119.658,+117.22,+117.22,+1.80648e+08,+6.94937e+06
2017-01-06 00:00:00 EST,+119.803,+119.846,+117.664,+118.06,+115.784,+116.267,+1.81834e+08,+6.97524e+06
2017-01-06 01:00:00 EST,+120.964,+120.964,+119.494,+119.494,+117.236,+117.236,+1.8359e+08,+7.42533e+06
2017-01-06 02:00:00 EST,+120.255,+120.255,+118.249,+118.249,+116.198,+116.198,+1.85051e+08,+7.45681e+06
2017-01-06 03:00:00 EST,+120.321,+120.321,+118.814,+118.814,+116.486,+116.486,+1.87382e+08,+7.47297e+06
2017-01-06 04:00:00 EST,+120.612,+120.612,+118.67,+118.67,+117.44,+117.44,+1.89326e+08,+7.4856e+06
2017-01-06 05:00:00 EST,+119.926,+119.926,+117.737,+117.737,+114.261,+114.261,+1.91384e+08,+7.4993e+06
2017-01-06 06:00:00 EST,+120.113,+120.113,+117.572,+117.572,+114.514,+114.514,+1.93993e+08,+7.51405e+06
2017-01-06 07:00:00 EST,+120.227,+120.227,+117.623,+117.623,+114.125,+114.125,+1.96725e+08,+7.52934e+06
2017-01-06 08:00:00 EST,+121.168,+121.168,+118.641,+118.641,+115.662,+115.662,+1.99549e+08,+7.54484e+06
2017-01-06 09:00:00 EST,+121.954,+121.954,+118.995,+118.995,+115.064,+115.064,+2.01857e+08,+7.55847e+06
2017-01-06 10:00:00 EST,+121.129,+121.129,+118.955,+118.955,+116.437,+116.437,+2.04081e+08,+7.57249e+06
2017-01-06 11:00:00 EST,+120.619,+120.619,+118.921,+118.921,+116.517,+116.517,+2.06268e+08,+7.58654e+06
2017-01-06 12:00:00 EST,+120.372,+120.372,+118.958,+118.958,+116.171,+116.171,+2.08532e+08,+7.60122e+06
2017-01-06 13:00:00 EST,+120.482,+120.482,+118.904,+118.904,+116.56,+116.56,+2.10737e+08,+7.61544e+06
2017-01-06 14:00:00 EST,+120.914,+120.914,+119.067,+119.067,+116.424,+116.424,+2.12994e+08,+7.62988e+06
2017-01-06 15:00:00 EST,+121.613,+121.613,+120.645,+120.645,+119.113,+119.113,+2.15088e+08,+7.64365e+06
2017-01-06 16:00:00 EST,+121.607,+121.607,+120.609,+120.609,+119.095,+119.095,+2.15989e+08,+7.65447e+06
2017-01-06 17:00:00 EST,+121.337,+121.337,+119.806,+119.806,+117.428,+117.428,+2.16533e+08,+7.72515e+06
2017-01-06 18:00:00 EST,+121.299,+121.299,+118.022,+118.022,+113.923,+113.923,+2.17544e+08,+7.76576e+06
2017-01-06 19:00:00 EST,+121.706,+121.706,+120.435,+120.435,+118.784,+118.784,+2.19924e+08,+7.78936e+06
2017-01-06 20:00:00 EST,+121.36,+121.36,+120.783,+120.783,+119.686,+119.686,+2.20667e+08,+7.8048e+06
2017-01-06 21:00:00 EST,+121.599,+121.599,+120.271,+120.271,+118.343,+118.343,+2.20821e+08,+7.82966e+06
2017-01-06 22:00:00 EST,+121.341,+121.341,+118.799,+118.799,+116.166,+116.166,+2.21135e+08,+7.85655e+06
2017-01-06 23:00:00 EST,+121.921,+121.921,+118.879,+118.879,+116.893,+116.893,+2.2235e+08,+7.89321e+06
2017-01-07 00:00:00 EST,+118.958,+119.419,+116.735,+117.131,+114.722,+115.205,+2.23596e+08,+7.9246e+06
2017-01-07 01:00:00 EST,+120.607,+120.607,+119.027,+119.027,+117.829,+117.829,+2.25627e+08,+8.37296e+06
2017-01-07 02:00:00 EST,+119.761,+119.761,+117.81,+117.81,+115.603,+115.603,+2.27267e+08,+8.40578e+06
2017-01-07 03:00:00 EST,+120.45,+120.45,+118.159,+118.159,+116.211,+116.211,+2.29717e+08,+8.42186e+06
2017-01-07 04:00:00 EST,+120.145,+120.145,+118.259,+118.259,+116.228,+116.228,+2.31964e+08,+8.43658e+06
2017-01-07 05:00:00 EST,+119.803,+119.803,+117.518,+117.518,+114.484,+114.484,+2.34139e+08,+8.45089e+06
2017-01-07 06:00:00 EST,+119.728,+119.728,+117.294,+117.294,+114.31,+114.31,+2.36891e+08,+8.46631e+06
2017-01-07 07:00:00 EST,+119.981,+119.981,+117.365,+117.365,+114.146,+114.146,+2.39787e+08,+8.48256e+06
2017-01-07 08:00:00 EST,+120.404,+120.404,+117.871,+117.871,+115.209,+115.209,+2.42634e+08,+8.49829e+06
2017-01-07 09:00:00 EST,+120.505,+120.505,+118.236,+118.236,+114.941,+114.941,+2.45106e+08,+8.51308e+06
2017-01-07 10:00:00 EST,+119.972,+119.972,+118.427,+118.427,+116.678,+116.678,+2.47461e+08,+8.52709e+06
2017-01-07 11:00:00 EST,+120.476,+120.476,+118.268,+118.268,+116.177,+116.177,+2.49628e+08,+8.54107e+06
2017-01-07 12:00:00 EST,+120.172,+120.172,+118.034,+118.034,+116.165,+116.165,+2.51961e+08,+8.5563e+06
2017-01-07 13:00:00 EST,+120.614,+120.614,+118.071,+118.071,+116.389,+116.389,+2.54395e+08,+8.57204e+06
2017-01-07 14:00:00 EST,+121.181,+121.181,+119.259,+119.259,+116.892,+116.892,+2.56803e+08,+8.58759e+06
2017-01-07 15:00:00 EST,+121.784,+121.784,+120.696,+120.696,+119.566,+119.566,+2.5848e+08,+8.5985e+06
2017-01-07 16:00:00 EST,+121.56,+121.56,+120.997,+120.997,+119.966,+119.966,+2.58859e+08,+8.64812e+06
2017-01-07 17:00:00 EST,+121.292,+121.292,+120.204,+120.204,+118.339,+118.339,+2.58896e+08,+8.64831e+06
2017-01-07 18:00:00 EST,+120.65,+120.65,+119.51,+119.51,+118.338,+118.338,+2.59525e+08,+8.65156e+06
2017-01-07 19:00:00 EST,+120.92,+120.92,+119.475,+119.475,+118.404,+118.404,+2.60606e+08,+8.68192e+06
2017-01-07 20:00:00 EST,+121.408,+121.408,+120.562,+120.562,+119.415,+119.415,+2.61569e+08,+8.76803e+06
2017-01-07 21:00:00 EST,+121.602,+121.602,+120.949,+120.949,+119.834,+119.834,+2.61815e+08,+8.81815e+06
2017-01-07 22:00:00 EST,+121.988,+121.988,+120.469,+120.469,+118.719,+118.719,+2.61862e+08,+8.8289e+06
2017-01-07 23:00:00 EST,+121.768,+121.768,+119.765,+119.765,+117.32,+117.32,+2.6228e+08,+8.85062e+06
2017-01-08 00:00:00 EST,+118.886,+118.976,+117.046,+117.442,+115.115,+115.598,+2.63102e+08,+8.87007e+06
2017-01-08 01:00:00 EST,+120.314,+120.314,+118.878,+118.878,+117.297,+117.297,+2.6488e+08,+9.3268e+06
2017-01-08 02:00:00 EST,+120.122,+120.122,+117.698,+117.698,+115.872,+115.872,+2.66551e+08,+9.36299e+06
2017-01-08 03:00:00 EST,+119.81,+119.81,+118.068,+118.068,+115.948,+115.948,+2.69003e+08,+9.37905e+06
2017-01-08 04:00:00 EST,+120.163,+120.163,+117.848,+117.848,+116.22,+116.22,+2.71227e+08,+9.39376e+06
2017-01-08 05:00:00 EST,+119.046,+119.046,+117.359,+117.359,+114.457,+114.457,+2.73581e+08,+9.4091e+06
2017-01-08 06:00:00 EST,+119.355,+119.355,+116.969,+116.969,+114.298,+114.298,+2.76233e+08,+9.42397e+06
2017-01-08 07:00:00 EST,+119.605,+119.605,+117.316,+117.316,+114.469,+114.469,+2.79127e+08,+9.4402e+06
2017-01-08 08:00:00 EST,+120.921,+120.921,+118.195,+118.195,+115.097,+115.097,+2.81936e+08,+9.45555e+06
2017-01-08 09:00:00 EST,+120.355,+120.355,+118.461,+118.461,+115.134,+115.134,+2.84325e+08,+9.46991e+06
2017-01-08 10:00:00 EST,+119.897,+119.897,+118.427,+118.427,+116.278,+116.278,+2.86673e+08,+9.48383e+06
2017-01-08 11:00:00 EST,+120.263,+120.263,+118.492,+118.492,+115.672,+115.672,+2.89016e+08,+9.49887e+06
2017-01-08 12:00:00 EST,+120.014,+120.014,+118.371,+118.371,+116.221,+116.221,+2.9131e+08,+9.51385e+06
2017-01-08 13:00:00 EST,+120.26,+120.26,+118.123,+118.123,+116.09,+116.09,+2.93671e+08,+9.5291e+06
2017-01-08 14:00:00 EST,+121.413,+121.413,+119.796,+119.796,+118.163,+118.163,+2.96161e+08,+9.5451e+06
2017-01-08 15:00:00 EST,+121.933,+121.933,+120.767,+120.767,+119.102,+119.102,+2.97638e+08,+9.55486e+06
2017-01-08 16:00:00 EST,+121.558,+121.558,+121.039,+121.039,+120.049,+120.049,+2.97972e+08,+9.60514e+06
2017-01-08 17:00:00 EST,+121.141,+121.141,+120.035,+120.035,+118.461,+118.461,+2.97982e+08,+9.60533e+06
2017-01-08 18:00:00 EST,+120.532,+120.532,+119.123,+119.123,+117.765,+117.765,+2.98709e+08,+9.61935e+06
2017-01-08 19:00:00 EST,+120.735,+120.735,+119.388,+119.388,+118.334,+118.334,+2.99963e+08,+9.69184e+06
2017-01-08 20:00:00 EST,+121.01,+121.01,+120.42,+120.42,+119.605,+119.605,+3.00967e+08,+9.78712e+06
2017-01-08 21:00:00 EST,+121.503,+121.503,+120.86,+120.86,+119.835,+119.835,+3.01282e+08,+9.85345e+06
2017-01-08 22:00:00 EST,+121.933,+121.933,+120.485,+120.485,+118.489,+118.489,+3.01368e+08,+9.87372e+06
2017-01-08 23:00:00 EST,+121.365,+121.365,+119.836,+119.836,+117.563,+117.563,+3.01766e+08,+9.8935e+06
2017-01-09 00:00:00 EST,+119.468,+119.597,+117.353,+117.749,+115.944,+116.427,+3.02554e+08,+9.91111e+06
2017-01-09 01:00:00 EST,+120.741,+120.741,+119.114,+119.114,+117.351,+117.351,+3.04333e+08,+1.03707e+07
2017-01-09 02:00:00 EST,+120.061,+120.061,+118.009,+118.009,+115.912,+115.912,+3.06063e+08,+1.04107e+07
2017-01-09 03:00:00 EST,+120.303,+120.303,+118.734,+118.734,+116.549,+116.549,+3.08511e+08,+1.04267e+07
2017-01-09 04:00:00 EST,+120.154,+120.154,+118.436,+118.436,+116.153,+116.153,+3.1053e+08,+1.044e+07
2017-01-09 05:00:00 EST,+120.543,+120.543,+118.164,+118.164,+115.477,+115.477,+3.12711e+08,+1.04541e+07
2017-01-09 06:00:00 EST,+119.767,+119.767,+117.407,+117.407,+114.28,+114.28,+3.15088e+08,+1.0467e+07
2017-01-09 07:00:00 EST,+120.221,+120.221,+117.708,+117.708,+114.8,+114.8,+3.17922e+08,+1.04828e+07
2017-01-09 08:00:00 EST,+121.432,+121.432,+118.37,+118.37,+115.191,+115.191,+3.20694e+08,+1.0498e+07
2017-01-09 09:00:00 EST,+121.654,+121.654,+118.96,+118.96,+115.082,+115.082,+3.22956e+08,+1.05116e+07
2017-01-09 10:00:00 EST,+120.457,+120.457,+118.872,+118.872,+117.268,+117.268,+3.25003e+08,+1.05257e+07
2017-01-09 11:00:00 EST,+120.2,+120.2,+118.853,+118.853,+116.303,+116.303,+3.2704e+08,+1.05406e+07
2017-01-09 12:00:00 EST,+120.568,+120.568,+118.984,+118.984,+116.447,+116.447,+3.29112e+08,+1.05558e+07
2017-01-09 13:00:00 EST,+120.488,+120.488,+118.809,+118.809,+116.918,+116.918,+3.31089e+08,+1.05684e+07
2017-01-09 14:00:00 EST,+121.277,+121.277,+119.692,+119.692,+117.649,+117.649,+3.33201e+08,+1.05819e+07
2017-01-09 15:00:00 EST,+122.129,+122.129,+121.211,+121.211,+119.807,+119.807,+3.34713e+08,+1.05916e+07
2017-01-09 16:00:00 EST,+121.574,+121.574,+121.044,+121.044,+120.027,+120.027,+3.34884e+08,+1.06321e+07
2017-01-09 17:00:00 EST,+121.204,+121.204,+120.057,+120.057,+118.316,+118.316,+3.34889e+08,+1.06321e+07
2017-01-09 18:00:00 EST,+121.204,+121.204,+119.413,+119.413,+117.718,+117.718,+3.35602e+08,+1.06385e+07
2017-01-09 19:00:00 EST,+121.035,+121.035,+120.115,+120.115,+119.092,+119.092,+3.36793e+08,+1.06598e+07
2017-01-09 20:00:00 EST,+121.433,+121.433,+120.932,+120.932,+119.87,+119.87,+3.37473e+08,+1.0672e+07
