Name, Imax, %normal, %emergency, kW, kvar, NumCustomers, TotalCustomers, NumPhases, kVBase
Line.L45,    6.37628,     1.59,     1.06,    0.33736,  -0.269465, 0, 0, 3, 2.4 
Line.L46,    0.61607,     0.15,     0.10, -0.0108122, -0.0192947, 0, 0, 1, 2.4 
Line.L47,    2.66992,     0.67,     0.44,   0.201094,  -0.110072, 0, 0, 3, 2.4 
Line.L48,    2.50199,     0.63,     0.42,  0.0330716,  -0.141211, 0, 0, 3, 2.4 
Line.L49,    1.19303,     0.30,     0.20, -0.0419957, -0.0426679, 0, 0, 3, 2.4 
Line.L50,   0.616236,     0.15,     0.10, -0.0113826, -0.0180112, 0, 0, 3, 2.4 
Line.L51, 0.000237642,     0.00,     0.00, 9.96673E-11, -0.0000190335, 0, 0, 3, 2.4 
Line.L52,    2.75195,     0.69,     0.46, 0.00340145,  0.0595367, 0, 0, 3, 2.4 
Line.L53,    3.26172,     0.82,     0.54,  0.0126725,  0.0762334, 0, 0, 3, 2.4 
Line.L54,   0.625861,     0.16,     0.10, -0.0102845,  -0.015202, 0, 0, 3, 2.4 
Line.L55,    3.88062,     0.97,     0.65,  0.0222978,  0.0858009, 0, 0, 3, 2.4 
Line.L56,   0.614884,     0.15,     0.10, -0.00554419, -0.00472233, 0, 0, 3, 2.4 
Line.L57,    1.24575,     0.31,     0.21, -0.0119058, -0.0110194, 0, 0, 1, 2.4 
Line.L58,    3.88071,     0.97,     0.65,  0.0323401,  0.0803224, 0, 0, 3, 2.4 
Line.L59,   0.614871,     0.15,     0.10, -0.00595624, -0.00601057, 0, 0, 1, 2.4 
Line.L60, 0.00012167,     0.00,     0.00, -4.05941E-11, -3.17353E-6, 0, 0, 3, 2.4 
Line.L61,    2.92123,     0.73,     0.49, 0.00589414, -0.0459622, 0, 0, 3, 2.4 
Line.L62,    1.77489,     0.44,     0.30, 0.00576671, -0.0417751, 0, 0, 3, 2.4 
Line.L63,    1.83605,     0.46,     0.31,  0.0131987, -0.0319305, 0, 0, 3, 2.4 
Line.L64,    1.83596,     0.46,     0.31,  0.0457453, -0.0218353, 0, 0, 3, 2.4 
Line.L65,    2.38943,     0.60,     0.40, -0.0117972, -0.0183758, 0, 0, 3, 2.4 
Line.L66,    3.68089,     0.92,     0.61, -0.0164043,  -0.026465, 0, 0, 1, 2.4 
Line.L67,    14.0818,     3.52,     2.35,  0.0929374,   0.192799, 0, 0, 3, 2.4 
Line.L68,    5.57402,     1.39,     0.93, -0.0511001,  -0.094772, 0, 0, 3, 2.4 
Line.L69,     3.0668,     0.77,     0.51, -0.0146151,  -0.028731, 0, 0, 1, 2.4 
Line.L70,    1.83956,     0.46,     0.31, -0.00936953, -0.0218397, 0, 0, 1, 2.4 
Line.L71,    1.22624,     0.31,     0.20, -0.00655671, -0.0167221, 0, 0, 1, 2.4 
Line.L72,    3.87597,     0.97,     0.65, 0.00942916, -0.00285067, 0, 0, 1, 2.4 
Line.L73,    14.0819,     3.52,     2.35,  0.0752636,  0.0504029, 0, 0, 3, 2.4 
Line.L74,    2.60931,     0.65,     0.43, 0.00510646, -0.0100494, 0, 0, 1, 2.4 
Line.L75,    1.26486,     0.32,     0.21, 0.00197501, -0.00825146, 0, 0, 1, 2.4 
Line.L76,    14.9661,     3.74,     2.49,   0.101807,   0.026343, 0, 0, 3, 2.4 
Line.L77,    8.54304,     2.14,     1.42, -0.0429143,  -0.091214, 0, 0, 3, 2.4 
Line.L78,     14.966,     3.74,     2.49,  0.0912005,  -0.327678, 0, 0, 3, 2.4 
Line.L79,    1.37509,     0.34,     0.23, 0.00193685,  0.0190258, 0, 0, 3, 2.4 
Line.L80,    16.2465,     4.06,     2.71,   0.084545,  -0.440199, 0, 0, 3, 2.4 
Line.L81,    16.2464,     4.06,     2.71,  0.0586159,  -0.926894, 0, 0, 3, 2.4 
Line.L82,    16.8791,     4.22,     2.81,  0.0444295,   -1.16228, 0, 0, 3, 2.4 
Line.L83,    1.92346,     0.48,     0.32, 0.00490541,  0.0517238, 0, 0, 1, 2.4 
Line.L84,    17.4641,     4.37,     2.91,  0.0163608,   -1.48496, 0, 0, 3, 2.4 
Line.L85,    1.28194,     0.32,     0.21, 0.00239135,  0.0295967, 0, 0, 1, 2.4 
Line.L86,    8.02298,     2.01,     1.34,  -0.054404,  -0.234302, 0, 0, 3, 2.4 
Line.L87,   0.850167,     0.21,     0.14, -0.00924052, -0.00557977, 0, 0, 1, 2.4 
Line.L88,    7.00871,     1.75,     1.17, -0.0312656,  -0.282938, 0, 0, 3, 2.4 
Line.L89,    6.02755,     1.51,     1.00, -0.0293984,  -0.243022, 0, 0, 1, 2.4 
Line.L90,    3.40904,     0.85,     0.57, -0.00796287, -0.0803847, 0, 0, 3, 2.4 
Line.L91,    3.40895,     0.85,     0.57,  0.0299895, -0.0645902, 0, 0, 1, 2.4 
Line.L92,     1.2352,     0.31,     0.21, -0.0385564, -0.0215826, 0, 0, 3, 2.4 
Line.L93,    1.23521,     0.31,     0.21, -0.0092547,  0.0139497, 0, 0, 1, 2.4 
Line.L94,    1.13015,     0.28,     0.19, -0.0294409, -0.0368302, 0, 0, 3, 2.4 
Line.L95,   0.565045,     0.14,     0.09, -0.0147579, -0.0188584, 0, 0, 1, 2.4 
Line.L96,    1.34848,     0.34,     0.22, -0.0163777, -0.0322546, 0, 0, 3, 2.4 
Line.L97,    1.34845,     0.34,     0.22, -0.0103133, -0.0218931, 0, 0, 3, 2.4 
Line.L98,    1.34839,     0.34,     0.22, 0.00276908, -0.00927025, 0, 0, 3, 2.4 
Line.L99, 0.000187859,     0.00,     0.00, 1.24765E-12, -5.4598E-6, 0, 0, 3, 2.4 
Line.L118,      4.352,     1.09,     0.73, -0.0358633, -0.0876321, 0, 0, 3, 2.4 
Line.L100,    3.15115,     0.79,     0.53, 0.00554644, -0.0180493, 0, 0, 1, 2.4 
Line.L101,    4.35195,     1.09,     0.73, -0.0420862, -0.0833368, 0, 0, 3, 2.4 
Line.L102,    2.52035,     0.63,     0.42, 0.00368201, -0.0196645, 0, 0, 1, 2.4 
Line.L103,    1.25971,     0.31,     0.21, 0.00145185, -0.0128461, 0, 0, 1, 2.4 
Line.L104,    2.40096,     0.60,     0.40, -0.0230341, -0.0353712, 0, 0, 1, 2.4 
Line.L105,    4.35189,     1.09,     0.73, -0.0209992, -0.0629571, 0, 0, 3, 2.4 
Line.L106,    1.20018,     0.30,     0.20, -0.0116981, -0.0196555, 0, 0, 1, 2.4 
Line.L107,    4.35155,     1.09,     0.73, -0.0228702, -0.0767261, 0, 0, 1, 2.4 
Line.L108, 0.000267624,     0.00,     0.00, 3.60591E-12, -9.49734E-6, 0, 0, 3, 2.4 
Line.L109,    3.13387,     0.78,     0.52, -0.0187092, -0.0734284, 0, 0, 1, 2.4 
Line.L110,   0.608639,     0.15,     0.10, -0.00403532, -0.0159065, 0, 0, 1, 2.4 
Line.L111,    2.52518,     0.63,     0.42, -0.0160538, -0.0661652, 0, 0, 1, 2.4 
Line.L112,    1.89751,     0.47,     0.32, -0.0121173, -0.0515304, 0, 0, 1, 2.4 
Line.L113,   0.608231,     0.15,     0.10, -0.00406774, -0.0183181, 0, 0, 1, 2.4 
Line.L114,    5.80193,     1.45,     0.97,   0.202627,  -0.264897, 0, 0, 3, 2.4 
Line.L116,    2.75187,     0.69,     0.46, -0.00621783,  0.0451225, 0, 0, 3, 2.4 
Line.L117,    5.42509,     1.36,     0.90,  0.0269545,   0.100952, 0, 0, 3, 2.4 
Line.SW1,    12.2847,     3.07,     2.05, -1.01241E-7, -0.000511875, 0, 0, 3, 2.4 
Line.SW2,    2.75187,     0.69,     0.46, -0.00621591,  0.0451192, 0, 0, 3, 2.4 
Line.SW3,    5.80193,     1.45,     0.97,   0.202627,  -0.264897, 0, 0, 3, 2.4 
Line.SW4,    5.62853,     1.41,     0.94,  0.0269556,   0.101183, 0, 0, 3, 2.4 
Line.SW5,      4.352,     1.09,     0.73, -0.0358627, -0.0876332, 0, 0, 3, 2.4 
Line.SW6, 7.25282E-8,     0.00,     0.00, -4.26308E-11, 1.87151E-9, 0, 0, 3, 2.4 
Line.SW7,   4.165E-9,     0.00,     0.00,  2.519E-10, -7.34349E-11, 0, 0, 3, 2.4 
Line.SW8, 3.63798E-12,     0.00,     0.00, -4.76617E-14, -4.84265E-14, 0, 0, 1, 2.4 
Transformer.XFM1, 7.22896E-8,     0.00,     0.00, 3.67801E-18, 1.87325E-9, 0, 0, 3, 2.4 
Capacitor.C83,    17.5216,    15.59,    11.69, 1.42109E-17,   -1.80611, 0, 0, 3, 2.4 
Capacitor.C88A,    1.46306,     5.21,     3.90,          0, -0.0190002, 0, 0, 1, 2.4 
Capacitor.C90B,    5.07951,    18.08,    13.56,          0,  -0.229021, 0, 0, 1, 2.4 
Capacitor.C92C,     2.6443,     9.41,     7.06,          0,  -0.062066, 0, 0, 1, 2.4 
Transformer.REG2A,    1.88779,     0.21,     0.15, -0.0168945, -0.0329848, 0, 0, 1, 2.4 
Transformer.REG3A,    1.24744,     0.14,     0.10, -0.0110673,  -0.046339, 0, 0, 1, 2.4 
Transformer.REG4A,    5.16822,     0.56,     0.41,  0.0124236,  0.0524402, 0, 0, 1, 2.4 
Transformer.REG3C,    1.22167,     0.13,     0.10, -0.0211168, -0.0221827, 0, 0, 1, 2.4 
Transformer.REG4B,     1.9455,     0.21,     0.16,  0.0217483,  0.0172885, 0, 0, 1, 2.4 
Transformer.REG4C,    5.62853,     0.61,     0.45, -0.00721736,  0.0314561, 0, 0, 1, 2.4 
