# file...... Regulator_REG27.csv
# date...... Tue Feb 14 11:14:57 2017
# user...... brendanlewis
# host...... (null)
# target.... regulator 2
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag,phases
2011-05-02 14:00:00 PDT,6,6,6,+790820,+57125.2,+802314,+29344.5,+784024,+42393.4,+2.37716e+06,+128863,ABC
2011-05-02 15:00:00 PDT,6,6,6,+801796,+61648.6,+813718,+33177.7,+795009,+46543.4,+2.41052e+06,+141370,ABC
2011-05-02 16:00:00 PDT,6,6,6,+772039,+49430.2,+782818,+22812.5,+765237,+35326.8,+2.32009e+06,+107569,ABC
2011-05-02 17:00:00 PDT,6,6,6,+775707,+50928.3,+786624,+24085.5,+768905,+36703.4,+2.33124e+06,+111717,ABC
2011-05-02 18:00:00 PDT,6,6,6,+812303,+65996.8,+824643,+36857.8,+805527,+50529.7,+2.44247e+06,+153384,ABC
2011-05-02 19:00:00 PDT,6,6,6,+787616,+55808.5,+798986,+28227.8,+780819,+41184.9,+2.36742e+06,+125221,ABC
2011-05-02 20:00:00 PDT,6,6,6,+773873,+50179.1,+784721,+23448.9,+767071,+36015,+2.32567e+06,+109643,ABC
2011-05-02 21:00:00 PDT,6,6,6,+807280,+63915.6,+819418,+35097,+800498,+48622.1,+2.4272e+06,+147635,ABC
2011-05-02 22:00:00 PDT,6,6,6,+838292,+76828.3,+851695,+46006,+831556,+60447.5,+2.52154e+06,+183282,ABC
2011-05-02 23:00:00 PDT,6,6,6,+797681,+59950.7,+809442,+31739.4,+790891,+44985.9,+2.39801e+06,+136676,ABC
2011-05-03 00:00:00 PDT,6,6,6,+700705,+20714.9,+708977,-1696.22,+693959,+8873.7,+2.10364e+06,+27892.4,ABC
2011-05-03 01:00:00 PDT,6,6,6,+645115,-1103.37,+651658,-20469.7,+638500,-11318.3,+1.93527e+06,-32891.4,ABC
2011-05-03 02:00:00 PDT,6,6,6,+606481,-15980.6,+611935,-33352.6,+600000,-25135.8,+1.81842e+06,-74469,ABC
2011-05-03 03:00:00 PDT,6,6,6,+606014,-16158.8,+611456,-33507.3,+599535,-25301.5,+1.81701e+06,-74967.6,ABC
2011-05-03 04:00:00 PDT,6,6,6,+602749,-17405.2,+608103,-34589.9,+596283,-26461.1,+1.80713e+06,-78456.2,ABC
2011-05-03 05:00:00 PDT,6,6,6,+604149,-16871,+609540,-34126.1,+597677,-25964.2,+1.81137e+06,-76961.4,ABC
2011-05-03 06:00:00 PDT,6,6,6,+619997,-10802.5,+625821,-28860.8,+613465,-20322,+1.85928e+06,-59985.3,ABC
2011-05-03 07:00:00 PDT,6,6,6,+699781,+20348.2,+708023,-2010.47,+693036,+8535.22,+2.10084e+06,+26872.9,ABC
2011-05-03 08:00:00 PDT,6,6,6,+795852,+59196.7,+807541,+31100.5,+789060,+44294.3,+2.39245e+06,+134591,ABC
2011-05-03 09:00:00 PDT,6,6,6,+824623,+71117.7,+837461,+41186.2,+817863,+55220.7,+2.47995e+06,+167525,ABC
2011-05-03 10:00:00 PDT,6,6,6,+815955,+67512.3,+828441,+38139.4,+809183,+51918.2,+2.45358e+06,+157570,ABC
2011-05-03 11:00:00 PDT,6,6,6,+820518,+69408.8,+833189,+39742.5,+813752,+53655.5,+2.46746e+06,+162807,ABC
2011-05-03 12:00:00 PDT,6,6,6,+782121,+53554.1,+793281,+26314.9,+775321,+39115,+2.35072e+06,+118984,ABC
2011-05-03 13:00:00 PDT,6,6,6,+773873,+50179.1,+784721,+23448.8,+767071,+36015.1,+2.32567e+06,+109643,ABC
2011-05-03 14:00:00 PDT,6,6,6,+756896,+43266.7,+767116,+17569.9,+750095,+29660.1,+2.27411e+06,+90496.7,ABC
2011-05-03 15:00:00 PDT,6,6,6,+763324,+45878.1,+773779,+19792.5,+756521,+32061.8,+2.29362e+06,+97732.4,ABC
2011-05-03 16:00:00 PDT,6,6,6,+741729,+37130.1,+751403,+12340.7,+734935,+24012.1,+2.22807e+06,+73482.9,ABC
2011-05-03 17:00:00 PDT,6,6,6,+747247,+39358.4,+757118,+14240.8,+740450,+26063.7,+2.24482e+06,+79662.8,ABC
2011-05-03 18:00:00 PDT,6,6,6,+770664,+48868.7,+781391,+22335.4,+763861,+34810.9,+2.31592e+06,+106015,ABC
2011-05-03 19:00:00 PDT,6,6,6,+755059,+42521.4,+765212,+16935.4,+748258,+28974.5,+2.26853e+06,+88431.2,ABC
2011-05-03 20:00:00 PDT,6,6,6,+745408,+38615.3,+755213,+13607.1,+738612,+25379.7,+2.23923e+06,+77602.1,ABC
2011-05-03 21:00:00 PDT,6,6,6,+736208,+34905.3,+745687,+10442.4,+729418,+21963.1,+2.21131e+06,+67310.8,ABC
2011-05-03 22:00:00 PDT,6,6,6,+807736,+64104.6,+819893,+35257,+800955,+48795.5,+2.42858e+06,+148157,ABC
2011-05-03 23:00:00 PDT,6,6,6,+794023,+58443.1,+805641,+30461.8,+787229,+43602.8,+2.38689e+06,+132508,ABC
2011-05-04 00:00:00 PDT,6,6,6,+718242,+27699.5,+727100,+4285.25,+711470,+15320.4,+2.15681e+06,+47305.2,ABC
2011-05-04 01:00:00 PDT,6,6,6,+657187,+3593.05,+664088,-16417,+650537,-6964.85,+1.97181e+06,-19788.8,ABC
2011-05-04 02:00:00 PDT,6,6,6,+633494,-5602.97,+639699,-24358.9,+626916,-15493,+1.90011e+06,-45454.9,ABC
2011-05-04 03:00:00 PDT,6,6,6,+626515,-8295.09,+632522,-26688.8,+619960,-17992.5,+1.879e+06,-52976.4,ABC
2011-05-04 04:00:00 PDT,6,6,6,+626981,-8115.75,+633000,-26533.5,+620424,-17826.1,+1.8804e+06,-52475.3,ABC
2011-05-04 05:00:00 PDT,6,6,6,+636750,-4344.72,+643048,-23270.6,+630161,-14325.3,+1.90996e+06,-41940.7,ABC
2011-05-04 06:00:00 PDT,6,6,6,+668780,+8124.91,+676034,-12512.3,+662099,-2767.57,+2.00691e+06,-7154.98,ABC
2011-05-04 07:00:00 PDT,6,6,6,+749546,+40287.9,+759499,+15032.9,+742747,+26919.4,+2.25179e+06,+82240.2,ABC
2011-05-04 08:00:00 PDT,6,6,6,+851032,+82178,+864973,+50514.5,+844322,+65339.5,+2.56033e+06,+198032,ABC
2011-05-04 09:00:00 PDT,6,6,6,+854669,+83709.8,+868765,+51804.5,+847968,+66739.6,+2.5714e+06,+202254,ABC
2011-05-04 10:00:00 PDT,6,6,6,+835560,+75684.6,+848849,+45041.2,+828818,+59400.8,+2.51323e+06,+180127,ABC
2011-05-04 11:00:00 PDT,6,6,6,+785327,+54868.7,+796609,+27430.6,+778528,+40322.1,+2.36046e+06,+122621,ABC
2011-05-04 12:00:00 PDT,6,6,6,+741269,+36944.6,+750927,+12182.4,+734475,+23841.2,+2.22667e+06,+72968.2,ABC
2011-05-04 13:00:00 PDT,6,6,6,+725156,+30466.4,+734251,+6651.22,+718376,+17872.1,+2.17778e+06,+54989.8,ABC
2011-05-04 14:00:00 PDT,6,6,6,+691924,+17236.1,+699910,-4680.33,+685194,+5659.84,+2.07703e+06,+18215.7,ABC
2011-05-04 15:00:00 PDT,6,6,6,+675729,+10851.7,+683199,-10165.9,+669032,-243.961,+2.02796e+06,+441.798,ABC
2011-05-04 16:00:00 PDT,6,6,6,+652081,+1603.99,+658830,-18132.6,+645446,-8808.14,+1.95636e+06,-25336.8,ABC
2011-05-04 17:00:00 PDT,6,6,6,+653010,+1965.49,+659786,-17820.8,+646371,-8473.17,+1.95917e+06,-24328.5,ABC
2011-05-04 18:00:00 PDT,6,6,6,+678507,+11943.9,+686065,-9226.58,+671804,+766.617,+2.03638e+06,+3483.97,ABC
2011-05-04 19:00:00 PDT,6,6,6,+681285,+13037.1,+688930,-8286.8,+674576,+1777.76,+2.04479e+06,+6528.1,ABC
2011-05-04 20:00:00 PDT,6,6,6,+660898,+5041.52,+667911,-15168.3,+654238,-5622.92,+1.98305e+06,-15749.7,ABC
2011-05-04 21:00:00 PDT,6,6,6,+665998,+7035.82,+673168,-13450.1,+659325,-3775.97,+1.99849e+06,-10190.3,ABC
2011-05-04 22:00:00 PDT,6,6,6,+728381,+31759.5,+737587,+7756.3,+721598,+19064.3,+2.18757e+06,+58580.2,ABC
2011-05-04 23:00:00 PDT,6,6,6,+709478,+24202.6,+718040,+1292.35,+702717,+12094,+2.13024e+06,+37588.9,ABC
2011-05-05 00:00:00 PDT,6,6,6,+638609,-3625.08,+644962,-22648.6,+632014,-13657.5,+1.91559e+06,-39931.2,ABC
2011-05-05 01:00:00 PDT,6,6,6,+580796,-25741.7,+585578,-41843.6,+574424,-34224.4,+1.7408e+06,-101810,ABC
2011-05-05 02:00:00 PDT,6,6,6,+553640,-35950.6,+557753,-50758.2,+547397,-43749.9,+1.65879e+06,-130459,ABC
2011-05-05 03:00:00 PDT,6,6,6,+538625,-41545.8,+542389,-55659.3,+532461,-48979.4,+1.61347e+06,-146184,ABC
2011-05-05 04:00:00 PDT,6,6,6,+540972,-40673.2,+544790,-54894.3,+534796,-48163.6,+1.62056e+06,-143731,ABC
2011-05-05 05:00:00 PDT,6,6,6,+555046,-35424.7,+559193,-50298.1,+548796,-43258.8,+1.66304e+06,-128982,ABC
2011-05-05 06:00:00 PDT,6,6,6,+575184,-27861,+579823,-43691.3,+568836,-36200.2,+1.72384e+06,-107753,ABC
2011-05-05 07:00:00 PDT,6,6,6,+649760,+700.821,+656439,-18911.9,+643131,-9645.27,+1.94933e+06,-27856.4,ABC
2011-05-05 08:00:00 PDT,6,6,6,+748167,+39730,+758070,+14557.6,+741369,+26406,+2.24761e+06,+80693.7,ABC
2011-05-05 09:00:00 PDT,6,6,6,+778915,+52240.5,+789953,+25199.9,+772113,+37908.9,+2.34098e+06,+115349,ABC
2011-05-05 10:00:00 PDT,6,6,6,+790820,+57125.1,+802314,+29344.5,+784024,+42393.5,+2.37716e+06,+128863,ABC
2011-05-05 11:00:00 PDT,6,6,6,+788989,+56372.6,+800412,+28706.3,+782193,+41702.8,+2.37159e+06,+126782,ABC
2011-05-05 12:00:00 PDT,6,6,6,+774332,+50366.4,+785197,+23608,+767529,+36187.1,+2.32706e+06,+110161,ABC
2011-05-05 13:00:00 PDT,6,6,6,+766077,+46999,+776634,+20745.6,+759274,+33092.4,+2.30198e+06,+100837,ABC
2011-05-05 14:00:00 PDT,6,6,6,+740349,+36573.6,+749974,+11866,+733556,+23499.5,+2.22388e+06,+71939.1,ABC
2011-05-05 15:00:00 PDT,6,6,6,+721930,+29174.5,+730914,+5546.77,+715154,+16680.9,+2.168e+06,+51402.1,ABC
2011-05-05 16:00:00 PDT,6,6,6,+702091,+21265,+710408,-1224.61,+695342,+9381.79,+2.10784e+06,+29422.1,ABC
2011-05-05 17:00:00 PDT,6,6,6,+709478,+24202.6,+718040,+1292.41,+702718,+12093.9,+2.13024e+06,+37588.9,ABC
2011-05-05 18:00:00 PDT,6,6,6,+747247,+39358.4,+757118,+14240.7,+740450,+26063.8,+2.24482e+06,+79662.9,ABC
2011-05-05 19:00:00 PDT,6,6,6,+728842,+31944.5,+738064,+7914.18,+722058,+19234.6,+2.18896e+06,+59093.3,ABC
2011-05-05 20:00:00 PDT,6,6,6,+722391,+29359,+731391,+5704.47,+715614,+16851.1,+2.1694e+06,+51914.5,ABC
2011-05-05 21:00:00 PDT,6,6,6,+680822,+12854.9,+688453,-8443.5,+674114,+1609.2,+2.04339e+06,+6020.62,ABC
2011-05-05 22:00:00 PDT,6,6,6,+733446,+33794.2,+742829,+9494.01,+726658,+20939.4,+2.20293e+06,+64227.5,ABC
2011-05-05 23:00:00 PDT,6,6,6,+754141,+42148.9,+764260,+16618.2,+747340,+28631.8,+2.26574e+06,+87398.9,ABC
2011-05-06 00:00:00 PDT,6,6,6,+684061,+14131.3,+691795,-7346.64,+677346,+2789.57,+2.0532e+06,+9574.24,ABC
2011-05-06 01:00:00 PDT,6,6,6,+622791,-9728.5,+628693,-27930.3,+616249,-19324,+1.86773e+06,-56982.8,ABC
2011-05-06 02:00:00 PDT,6,6,6,+582199,-25211.3,+587016,-41381.4,+575820,-33730,+1.74504e+06,-100323,ABC
2011-05-06 03:00:00 PDT,6,6,6,+567227,-30857.1,+571669,-46306,+560917,-38994.6,+1.69981e+06,-116158,ABC
2011-05-06 04:00:00 PDT,6,6,6,+568632,-30328.8,+573109,-45844.9,+562315,-38501.9,+1.70406e+06,-114676,ABC
2011-05-06 05:00:00 PDT,6,6,6,+563949,-32088.5,+568311,-47381.6,+557655,-40143.9,+1.68992e+06,-119614,ABC
2011-05-06 06:00:00 PDT,6,6,6,+598549,-19006,+603791,-35981,+592100,-27950.7,+1.79444e+06,-82937.7,ABC
2011-05-06 07:00:00 PDT,6,6,6,+665535,+6854.35,+672690,-13606.4,+658863,-3943.89,+1.99709e+06,-10695.9,ABC
2011-05-06 08:00:00 PDT,6,6,6,+751384,+41031.9,+761403,+15666.9,+744584,+27604.2,+2.25737e+06,+84303,ABC
2011-05-06 09:00:00 PDT,6,6,6,+775707,+50928.3,+786624,+24085.4,+768905,+36703.5,+2.33124e+06,+111717,ABC
2011-05-06 10:00:00 PDT,6,6,6,+731144,+32869.1,+740446,+8703.92,+724358,+20086.7,+2.19595e+06,+61659.7,ABC
2011-05-06 11:00:00 PDT,6,6,6,+703476,+21815.3,+711839,-752.918,+696725,+9889.97,+2.11204e+06,+30952.4,ABC
2011-05-06 12:00:00 PDT,6,6,6,+674339,+10305.9,+681767,-10635.4,+667646,-749.009,+2.02375e+06,-1078.55,ABC
2011-05-06 13:00:00 PDT,6,6,6,+644186,-1463.94,+650701,-20781.1,+637574,-11652.7,+1.93246e+06,-33897.8,ABC
2011-05-06 14:00:00 PDT,6,6,6,+618134,-11518,+623906,-29481,+611608,-20986.8,+1.85365e+06,-61985.8,ABC
2011-05-06 15:00:00 PDT,6,6,6,+625119,-8832.83,+631086,-27154.4,+618569,-18492.1,+1.87477e+06,-54479.3,ABC
2011-05-06 16:00:00 PDT,6,6,6,+606481,-15980.6,+611935,-33352.7,+600000,-25135.6,+1.81842e+06,-74468.9,ABC
2011-05-06 17:00:00 PDT,6,6,6,+624188,-9191.19,+630129,-27464.7,+617641,-18825,+1.87196e+06,-55480.9,ABC
2011-05-06 18:00:00 PDT,6,6,6,+620463,-10623.6,+626300,-28705.8,+613929,-20155.6,+1.86069e+06,-59485,ABC
2011-05-06 19:00:00 PDT,6,6,6,+633029,-5782.65,+639221,-24514.2,+626452,-15659.9,+1.8987e+06,-45956.8,ABC
2011-05-06 20:00:00 PDT,6,6,6,+642327,-2184.77,+648788,-21403.8,+635721,-12321.3,+1.92684e+06,-35909.9,ABC
2011-05-06 21:00:00 PDT,6,6,6,+655330,+2869.34,+662176,-17040.9,+648686,-7635.49,+1.96619e+06,-21807.1,ABC
2011-05-06 22:00:00 PDT,6,6,6,+721930,+29174.4,+730914,+5546.81,+715154,+16680.9,+2.168e+06,+51402.1,ABC
2011-05-06 23:00:00 PDT,6,6,6,+725156,+30466.4,+734251,+6651.26,+718376,+17872.1,+2.17778e+06,+54989.8,ABC
2011-05-07 00:00:00 PDT,6,6,6,+672486,+9578.53,+679856,-11261.3,+665797,-1422.16,+2.01814e+06,-3104.91,ABC
2011-05-07 01:00:00 PDT,6,6,6,+597616,-19361.4,+602833,-36290,+591170,-28281.6,+1.79162e+06,-83933,ABC
2011-05-07 02:00:00 PDT,6,6,6,+551764,-36651.5,+555833,-51371.5,+545531,-44404.6,+1.65313e+06,-132428,ABC
2011-05-07 03:00:00 PDT,6,6,6,+529699,-44855.2,+533262,-58563.5,+523585,-52075.7,+1.58655e+06,-155494,ABC
2011-05-07 04:00:00 PDT,6,6,6,+522647,-47461.3,+526054,-60853.2,+516573,-54515.5,+1.56527e+06,-162830,ABC
2011-05-07 05:00:00 PDT,6,6,6,+524058,-46940.4,+527496,-60395.5,+517975,-54027.9,+1.56953e+06,-161364,ABC
2011-05-07 06:00:00 PDT,6,6,6,+534398,-43114.5,+538066,-57035.5,+528257,-50447,+1.60072e+06,-150597,ABC
2011-05-07 07:00:00 PDT,6,6,6,+561607,-32967.4,+565912,-48149.5,+555324,-40964.2,+1.68284e+06,-122081,ABC
2011-05-07 08:00:00 PDT,6,6,6,+602749,-17405.2,+608103,-34589.9,+596283,-26461.1,+1.80713e+06,-78456.3,ABC
2011-05-07 09:00:00 PDT,6,6,6,+658578,+4135.96,+665522,-15948.8,+651925,-6461.72,+1.97602e+06,-18274.5,ABC
2011-05-07 10:00:00 PDT,6,6,6,+698395,+19798.5,+706591,-2481.89,+691653,+8027.42,+2.09664e+06,+25344,ABC
2011-05-07 11:00:00 PDT,6,6,6,+684524,+14313.7,+692272,-7189.96,+677808,+2958.45,+2.0546e+06,+10082.2,ABC
2011-05-07 12:00:00 PDT,6,6,6,+687762,+15591.4,+695614,-6092.3,+681040,+4139.65,+2.06442e+06,+13638.8,ABC
2011-05-07 13:00:00 PDT,6,6,6,+657187,+3593.03,+664088,-16417,+650537,-6964.84,+1.97181e+06,-19788.8,ABC
2011-05-07 14:00:00 PDT,6,6,6,+650224,+881.453,+656917,-18756.1,+643594,-9477.84,+1.95074e+06,-27352.5,ABC
2011-05-07 15:00:00 PDT,6,6,6,+632564,-5962.25,+638743,-24669.7,+625989,-15826.5,+1.8973e+06,-46458.5,ABC
2011-05-07 16:00:00 PDT,6,6,6,+634424,-5243.61,+640656,-24048,+627843,-15159.5,+1.90292e+06,-44451.1,ABC
2011-05-07 17:00:00 PDT,6,6,6,+628842,-7398.36,+634915,-25912.4,+622279,-17159.8,+1.88604e+06,-50470.6,ABC
2011-05-07 18:00:00 PDT,6,6,6,+663217,+5947.61,+670301,-14387.5,+656551,-4783.62,+1.99007e+06,-13223.5,ABC
2011-05-07 19:00:00 PDT,6,6,6,+680359,+12672.6,+687975,-8600.12,+673652,+1440.67,+2.04199e+06,+5513.19,ABC
2011-05-07 20:00:00 PDT,6,6,6,+687762,+15591.4,+695614,-6092.27,+681040,+4139.61,+2.06442e+06,+13638.8,ABC
2011-05-07 21:00:00 PDT,6,6,6,+689150,+16139.4,+697046,-5621.75,+682425,+4646.24,+2.06862e+06,+15163.9,ABC
2011-05-07 22:00:00 PDT,6,6,6,+741269,+36944.5,+750927,+12182.5,+734475,+23841.3,+2.22667e+06,+72968.2,ABC
2011-05-07 23:00:00 PDT,6,6,6,+736668,+35090.6,+746164,+10600.5,+729878,+22133.7,+2.21271e+06,+67824.8,ABC
2011-05-08 00:00:00 PDT,6,6,6,+666462,+7217.34,+673646,-13293.9,+659788,-3607.94,+1.9999e+06,-9684.5,ABC
2011-05-08 01:00:00 PDT,6,6,6,+594347,-20604.6,+599478,-37371.1,+587916,-29438.9,+1.78174e+06,-87414.6,ABC
2011-05-08 02:00:00 PDT,6,6,6,+561138,-33143.1,+565432,-48303,+554858,-41128.2,+1.68143e+06,-122574,ABC
2011-05-08 03:00:00 PDT,6,6,6,+542850,-39974.8,+546711,-54282.1,+536663,-47510.5,+1.62622e+06,-141767,ABC
2011-05-08 04:00:00 PDT,6,6,6,+536746,-42243.3,+540468,-56271,+530593,-49631.8,+1.60781e+06,-148146,ABC
2011-05-08 05:00:00 PDT,6,6,6,+537216,-42068.9,+540948,-56118.1,+531060,-49468.8,+1.60922e+06,-147656,ABC
2011-05-08 06:00:00 PDT,6,6,6,+553639,-35950.6,+557753,-50758.2,+547397,-43750,+1.65879e+06,-130459,ABC
2011-05-08 07:00:00 PDT,6,6,6,+590611,-22023.9,+595644,-38605.9,+584195,-30760.5,+1.77045e+06,-91390.4,ABC
2011-05-08 08:00:00 PDT,6,6,6,+642792,-2004.63,+649266,-21248.1,+636184,-12154.1,+1.92824e+06,-35406.9,ABC
2011-05-08 09:00:00 PDT,6,6,6,+711785,+25121.9,+720425,+2079.57,+705021,+12942.5,+2.13723e+06,+40144,ABC
2011-05-08 10:00:00 PDT,6,6,6,+743569,+37872.4,+753308,+12973.9,+736773,+24695.7,+2.23365e+06,+75542,ABC
2011-05-08 11:00:00 PDT,6,6,6,+723313,+29728,+732344,+6020.03,+716535,+17191.3,+2.17219e+06,+52939.4,ABC
2011-05-08 12:00:00 PDT,6,6,6,+690537,+16687.7,+698478,-5151.11,+683809,+5152.96,+2.07282e+06,+16689.5,ABC
2011-05-08 13:00:00 PDT,6,6,6,+636750,-4344.67,+643048,-23270.7,+630160,-14325.2,+1.90996e+06,-41940.6,ABC
2011-05-08 14:00:00 PDT,6,6,6,+620928,-10444.6,+626778,-28550.7,+614393,-19989.2,+1.8621e+06,-58984.6,ABC
2011-05-08 15:00:00 PDT,6,6,6,+601816,-17761.1,+607144,-34899.2,+595353,-26792.1,+1.80431e+06,-79452.4,ABC
2011-05-08 16:00:00 PDT,6,6,6,+579394,-26271.9,+584139,-42305.7,+573027,-34718.5,+1.73656e+06,-103296,ABC
2011-05-08 17:00:00 PDT,6,6,6,+587808,-23087.3,+592769,-39531.5,+581404,-31751.1,+1.76198e+06,-94369.8,ABC
2011-05-08 18:00:00 PDT,6,6,6,+606947,-15802.4,+612414,-33197.8,+600464,-24970.2,+1.81983e+06,-73970.4,ABC
2011-05-08 19:00:00 PDT,6,6,6,+637215,-4164.87,+643527,-23115.2,+630624,-14158.3,+1.91137e+06,-41438.4,ABC
2011-05-08 20:00:00 PDT,6,6,6,+651153,+1242.63,+657874,-18444.3,+644520,-9143.18,+1.95355e+06,-26344.8,ABC
2011-05-08 21:00:00 PDT,6,6,6,+663217,+5947.61,+670301,-14387.4,+656551,-4783.75,+1.99007e+06,-13223.6,ABC
2011-05-08 22:00:00 PDT,6,6,6,+701167,+20898.1,+709454,-1538.98,+694420,+9043.12,+2.10504e+06,+28402.3,ABC
2011-05-08 23:00:00 PDT,6,6,6,+698395,+19798.5,+706591,-2481.92,+691653,+8027.42,+2.09664e+06,+25344,ABC
2011-05-09 00:00:00 PDT,6,6,6,+632099,-6141.82,+638264,-24825.1,+625525,-15993.3,+1.89589e+06,-46960.2,ABC
