# file...... xout_weather.csv
# date...... Fri Jun 21 22:52:50 2019
# user...... austinchang
# host...... (null)
# target.... climate 903
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,temperature,wind_speed,humidity, solar_direct,solar_diffuse,solar_global
2017-01-02 16:00:00 EST,+29.1,+2.62,+0.8,+4,+1,+6
2017-01-02 17:00:00 EST,+29.1,+2.88,+0.87,+12,+4,+16
2017-01-02 18:00:00 EST,+30,+2.92,+0.84,+21,+7,+29
2017-01-02 19:00:00 EST,+30.7,+1.96,+0.81,+19,+6,+26
2017-01-02 20:00:00 EST,+32.7,+1.44,+0.75,+17,+6,+23
2017-01-02 21:00:00 EST,+33.3,+1.5,+0.66,+12,+4,+16
2017-01-02 22:00:00 EST,+32,+1.71,+0.66,+5,+2,+7
2017-01-02 23:00:00 EST,+31.6,+1.49,+0.66,+1,+0,+1
2017-01-03 00:00:00 EST,+30.4,+1.87,+0.69,+0,+0,+0
2017-01-03 01:00:00 EST,+29.7,+0.83,+0.76,+0,+0,+0
2017-01-03 02:00:00 EST,+28.9,+1.4,+0.89,+0,+0,+0
2017-01-03 03:00:00 EST,+27.7,+1.55,+0.87,+0,+0,+0
2017-01-03 04:00:00 EST,+26.1,+2.69,+0.91,+0,+0,+0
2017-01-03 05:00:00 EST,+24.1,+3,+0.91,+0,+0,+0
2017-01-03 06:00:00 EST,+21.9,+3.25,+0.91,+0,+0,+0
2017-01-03 07:00:00 EST,+21.9,+3,+0.88,+0,+0,+0
2017-01-03 08:00:00 EST,+22.5,+2.31,+0.86,+0,+0,+0
2017-01-03 09:00:00 EST,+21.4,+2.56,+0.87,+0,+0,+0
2017-01-03 10:00:00 EST,+21.7,+2.69,+0.87,+0,+0,+0
2017-01-03 11:00:00 EST,+21,+2.55,+0.85,+0,+0,+0
2017-01-03 12:00:00 EST,+19.8,+3.65,+0.84,+0,+0,+0
2017-01-03 13:00:00 EST,+19.8,+2.97,+0.84,+0,+0,+0
2017-01-03 14:00:00 EST,+19.2,+2.97,+0.86,+0,+0,+0
2017-01-03 15:00:00 EST,+19.6,+3.75,+0.88,+1,+0,+1
2017-01-03 16:00:00 EST,+20.7,+3.28,+0.87,+4,+1,+6
2017-01-03 17:00:00 EST,+21,+2.87,+0.86,+8,+3,+11
2017-01-03 18:00:00 EST,+23.4,+1.84,+0.86,+13,+4,+17
2017-01-03 19:00:00 EST,+24.6,+0.76,+0.81,+14,+5,+18
2017-01-03 20:00:00 EST,+28.4,+0.75,+0.76,+32,+11,+42
2017-01-03 21:00:00 EST,+30.6,+1.02,+0.69,+22,+7,+30
2017-01-03 22:00:00 EST,+29.8,+0.94,+0.67,+11,+4,+14
2017-01-03 23:00:00 EST,+27,+1.15,+0.67,+4,+1,+5
2017-01-04 00:00:00 EST,+26.2,+1.79,+0.72,+0,+0,+0
2017-01-04 01:00:00 EST,+24.3,+1.06,+0.75,+0,+0,+0
2017-01-04 02:00:00 EST,+23.5,+0.42,+0.79,+0,+0,+0
2017-01-04 03:00:00 EST,+26.4,+1.29,+0.75,+0,+0,+0
2017-01-04 04:00:00 EST,+26.2,+1.35,+0.73,+0,+0,+0
2017-01-04 05:00:00 EST,+27.5,+1.81,+0.7,+0,+0,+0
2017-01-04 06:00:00 EST,+28.4,+1.22,+0.71,+0,+0,+0
2017-01-04 07:00:00 EST,+28.9,+0.76,+0.7,+0,+0,+0
2017-01-04 08:00:00 EST,+25.7,+0.71,+0.79,+0,+0,+0
2017-01-04 09:00:00 EST,+26.8,+0.89,+0.81,+0,+0,+0
2017-01-04 10:00:00 EST,+28.2,+1.7,+0.82,+0,+0,+0
2017-01-04 11:00:00 EST,+27.7,+2.11,+0.83,+0,+0,+0
2017-01-04 12:00:00 EST,+22.6,+1.3,+0.86,+0,+0,+0
2017-01-04 13:00:00 EST,+27.9,+1,+0.9,+0,+0,+0
2017-01-04 14:00:00 EST,+29.7,+2.2,+0.78,+0,+0,+0
2017-01-04 15:00:00 EST,+30,+2.26,+0.77,+1,+0,+2
2017-01-04 16:00:00 EST,+31.5,+2.64,+0.77,+4,+1,+5
2017-01-04 17:00:00 EST,+32,+2.68,+0.75,+4,+1,+6
2017-01-04 18:00:00 EST,+32.5,+2.19,+0.73,+7,+2,+10
2017-01-04 19:00:00 EST,+32,+2.94,+0.73,+8,+3,+10
2017-01-04 20:00:00 EST,+32.2,+3.75,+0.81,+8,+3,+11
2017-01-04 21:00:00 EST,+33.6,+3.32,+0.74,+6,+2,+8
2017-01-04 22:00:00 EST,+33.1,+1.86,+0.71,+5,+2,+6
2017-01-04 23:00:00 EST,+32.2,+1.88,+0.71,+1,+0,+1
2017-01-05 00:00:00 EST,+32.4,+2.24,+0.74,+0,+0,+0
2017-01-05 01:00:00 EST,+34.2,+2.88,+0.72,+0,+0,+0
2017-01-05 02:00:00 EST,+34.3,+3.17,+0.71,+0,+0,+0
2017-01-05 03:00:00 EST,+34,+3.25,+0.71,+0,+0,+0
2017-01-05 04:00:00 EST,+33.4,+2.9,+0.76,+0,+0,+0
2017-01-05 05:00:00 EST,+23.5,+2.55,+0.86,+0,+0,+0
2017-01-05 06:00:00 EST,+16.9,+4.06,+0.86,+0,+0,+0
2017-01-05 07:00:00 EST,+15.3,+4.22,+0.86,+0,+0,+0
2017-01-05 08:00:00 EST,+12.9,+4.37,+0.87,+0,+0,+0
2017-01-05 09:00:00 EST,+12.2,+4.28,+0.86,+0,+0,+0
2017-01-05 10:00:00 EST,+10.4,+4.75,+0.84,+0,+0,+0
2017-01-05 11:00:00 EST,+7.3,+6.27,+0.82,+0,+0,+0
2017-01-05 12:00:00 EST,+7.3,+7.73,+0.76,+0,+0,+0
2017-01-05 13:00:00 EST,+6.6,+6.64,+0.71,+0,+0,+0
2017-01-05 14:00:00 EST,+6.8,+6.28,+0.75,+0,+0,+0
2017-01-05 15:00:00 EST,+8.1,+5.24,+0.64,+2,+1,+2
2017-01-05 16:00:00 EST,+8.1,+4.96,+0.59,+8,+3,+11
2017-01-05 17:00:00 EST,+9,+5.06,+0.59,+16,+5,+21
2017-01-05 18:00:00 EST,+7.7,+4.51,+0.65,+9,+3,+12
2017-01-05 19:00:00 EST,+7.2,+4.44,+0.7,+10,+3,+13
2017-01-05 20:00:00 EST,+9.5,+4.93,+0.47,+16,+5,+22
2017-01-05 21:00:00 EST,+9,+4.17,+0.42,+11,+4,+14
2017-01-05 22:00:00 EST,+9.9,+1.72,+0.41,+5,+2,+7
2017-01-05 23:00:00 EST,+6.6,+0.76,+0.42,+1,+0,+1
2017-01-06 00:00:00 EST,+4.3,+0.58,+0.53,+0,+0,+0
2017-01-06 01:00:00 EST,+1.8,+0.59,+0.58,+0,+0,+0
2017-01-06 02:00:00 EST,+1.2,+0.81,+0.6,+0,+0,+0
2017-01-06 03:00:00 EST,-0.8,+0.41,+0.61,+0,+0,+0
2017-01-06 04:00:00 EST,-2.6,+0.78,+0.63,+0,+0,+0
2017-01-06 05:00:00 EST,-4,+1.69,+0.61,+0,+0,+0
2017-01-06 06:00:00 EST,-5.4,+1.78,+0.59,+0,+0,+0
2017-01-06 07:00:00 EST,-5.1,+2.84,+0.59,+0,+0,+0
2017-01-06 08:00:00 EST,-6.3,+2.48,+0.58,+0,+0,+0
2017-01-06 09:00:00 EST,-6.7,+2.71,+0.59,+0,+0,+0
2017-01-06 10:00:00 EST,-7.2,+2.47,+0.59,+0,+0,+0
2017-01-06 11:00:00 EST,-8.1,+3.07,+0.6,+0,+0,+0
2017-01-06 12:00:00 EST,-8,+3.1,+0.62,+0,+0,+0
2017-01-06 13:00:00 EST,-8.1,+2.83,+0.64,+0,+0,+0
2017-01-06 14:00:00 EST,-6.2,+3.21,+0.62,+0,+0,+1
2017-01-06 15:00:00 EST,-10.5,+1.46,+0.6,+8,+3,+11
2017-01-06 16:00:00 EST,-6,+2.95,+0.62,+19,+6,+25
2017-01-06 17:00:00 EST,-2.6,+2.41,+0.57,+27,+9,+36
2017-01-06 18:00:00 EST,+1.2,+2.16,+0.52,+33,+11,+44
2017-01-06 19:00:00 EST,+6.3,+1.09,+0.5,+34,+11,+46
2017-01-06 20:00:00 EST,+9.1,+1.28,+0.5,+32,+11,+42
2017-01-06 21:00:00 EST,+10.2,+1.67,+0.52,+25,+8,+33
2017-01-06 22:00:00 EST,+8.6,+1.91,+0.54,+16,+5,+21
2017-01-06 23:00:00 EST,+4.1,+1.25,+0.59,+5,+2,+7
2017-01-07 00:00:00 EST,+1.2,+1.05,+0.63,+0,+0,+0
2017-01-07 01:00:00 EST,+0.5,+0.65,+0.62,+0,+0,+0
2017-01-07 02:00:00 EST,+2.1,+1.15,+0.63,+0,+0,+0
2017-01-07 03:00:00 EST,+0.9,+0.37,+0.64,+0,+0,+0
2017-01-07 04:00:00 EST,-3.1,+0.28,+0.7,+0,+0,+0
2017-01-07 05:00:00 EST,-3.3,+0.46,+0.73,+0,+0,+0
2017-01-07 06:00:00 EST,-4.2,+0.34,+0.74,+0,+0,+0
2017-01-07 07:00:00 EST,-5.3,+1.63,+0.75,+0,+0,+0
2017-01-07 08:00:00 EST,-3.8,+1.1,+0.75,+0,+0,+0
2017-01-07 09:00:00 EST,-2.6,+0.96,+0.73,+0,+0,+0
2017-01-07 10:00:00 EST,-3.5,+0.82,+0.73,+0,+0,+0
2017-01-07 11:00:00 EST,-3.3,+0.25,+0.75,+0,+0,+0
2017-01-07 12:00:00 EST,-5.1,+0.48,+0.75,+0,+0,+0
2017-01-07 13:00:00 EST,-5.1,+0.68,+0.76,+0,+0,+0
2017-01-07 14:00:00 EST,-4.5,+1.47,+0.76,+0,+0,+0
2017-01-07 15:00:00 EST,-3.6,+0.66,+0.74,+6,+2,+8
2017-01-07 16:00:00 EST,-1.7,+0.88,+0.77,+13,+4,+18
2017-01-07 17:00:00 EST,+1.9,+0.95,+0.75,+19,+6,+25
2017-01-07 18:00:00 EST,+5.4,+1.91,+0.72,+21,+7,+28
2017-01-07 19:00:00 EST,+5.4,+2.49,+0.71,+25,+8,+34
2017-01-07 20:00:00 EST,+7.3,+1.97,+0.69,+25,+8,+33
2017-01-07 21:00:00 EST,+7.3,+1.85,+0.66,+14,+5,+18
2017-01-07 22:00:00 EST,+6.3,+1.86,+0.69,+7,+2,+10
2017-01-07 23:00:00 EST,+5.9,+1.33,+0.69,+1,+0,+2
2017-01-08 00:00:00 EST,+5.9,+1.65,+0.72,+0,+0,+0
2017-01-08 01:00:00 EST,+7.2,+1.06,+0.73,+0,+0,+0
2017-01-08 02:00:00 EST,+6.1,+1.59,+0.77,+0,+0,+0
2017-01-08 03:00:00 EST,+7,+1.54,+0.8,+0,+0,+0
2017-01-08 04:00:00 EST,+7.3,+1.45,+0.78,+0,+0,+0
2017-01-08 05:00:00 EST,+6.4,+1.33,+0.79,+0,+0,+0
2017-01-08 06:00:00 EST,+7.3,+1.6,+0.81,+0,+0,+0
2017-01-08 07:00:00 EST,+8.2,+1.29,+0.81,+0,+0,+0
2017-01-08 08:00:00 EST,+8.8,+0.8,+0.81,+0,+0,+0
2017-01-08 09:00:00 EST,+8.2,+1.31,+0.8,+0,+0,+0
2017-01-08 10:00:00 EST,+9.5,+1.01,+0.8,+0,+0,+0
2017-01-08 11:00:00 EST,+10.6,+1.18,+0.78,+0,+0,+0
2017-01-08 12:00:00 EST,+9.5,+1.69,+0.79,+0,+0,+0
2017-01-08 13:00:00 EST,+9.7,+1.1,+0.81,+0,+0,+0
2017-01-08 14:00:00 EST,+10.2,+0.82,+0.79,+0,+0,+0
2017-01-08 15:00:00 EST,+11.7,+0.53,+0.77,+3,+1,+4
2017-01-08 16:00:00 EST,+12.9,+0.92,+0.76,+8,+3,+10
2017-01-08 17:00:00 EST,+14.5,+0.96,+0.73,+15,+5,+20
2017-01-08 18:00:00 EST,+16.7,+1.57,+0.71,+13,+4,+17
2017-01-08 19:00:00 EST,+16.7,+1.37,+0.75,+16,+5,+21
2017-01-08 20:00:00 EST,+17.4,+1.02,+0.83,+15,+5,+20
2017-01-08 21:00:00 EST,+17.6,+1.34,+0.86,+9,+3,+12
2017-01-08 22:00:00 EST,+16.9,+1.62,+0.87,+4,+1,+5
2017-01-08 23:00:00 EST,+16.7,+1.13,+0.88,+1,+0,+1
2017-01-09 00:00:00 EST,+16.7,+0.91,+0.88,+0,+0,+0
2017-01-09 01:00:00 EST,+17.1,+0.78,+0.89,+0,+0,+0
2017-01-09 02:00:00 EST,+17.1,+0.75,+0.87,+0,+0,+0
2017-01-09 03:00:00 EST,+18.3,+0.88,+0.88,+0,+0,+0
2017-01-09 04:00:00 EST,+17.1,+0.85,+0.88,+0,+0,+0
2017-01-09 05:00:00 EST,+18.3,+1.04,+0.88,+0,+0,+0
2017-01-09 06:00:00 EST,+28.6,+2.05,+0.87,+0,+0,+0
2017-01-09 07:00:00 EST,+29.5,+3.35,+0.81,+0,+0,+0
2017-01-09 08:00:00 EST,+17.2,+2.04,+0.86,+0,+0,+0
2017-01-09 09:00:00 EST,+16.7,+1.03,+0.91,+0,+0,+0
2017-01-09 10:00:00 EST,+21.2,+2.09,+0.91,+0,+0,+0
2017-01-09 11:00:00 EST,+34.3,+3.47,+0.79,+0,+0,+0
2017-01-09 12:00:00 EST,+35.2,+3.4,+0.75,+0,+0,+0
2017-01-09 13:00:00 EST,+33.8,+3.23,+0.76,+0,+0,+0
2017-01-09 14:00:00 EST,+36.5,+2.11,+0.74,+0,+0,+0
2017-01-09 15:00:00 EST,+36.9,+1.78,+0.71,+1,+0,+1
2017-01-09 16:00:00 EST,+36.9,+1.63,+0.71,+2,+1,+2
2017-01-09 17:00:00 EST,+36,+1.83,+0.71,+2,+1,+3
2017-01-09 18:00:00 EST,+32.4,+2.8,+0.75,+2,+1,+3
2017-01-09 19:00:00 EST,+33.1,+2.52,+0.83,+2,+1,+3
2017-01-09 20:00:00 EST,+32.9,+2.41,+0.87,+4,+1,+5
2017-01-09 21:00:00 EST,+34,+2.02,+0.87,+5,+2,+6
2017-01-09 22:00:00 EST,+34.3,+2.47,+0.85,+3,+1,+5
2017-01-09 23:00:00 EST,+30.7,+1.21,+0.88,+1,+0,+1
2017-01-10 00:00:00 EST,+31.6,+1.16,+0.92,+0,+0,+0
2017-01-10 01:00:00 EST,+33.4,+2.74,+0.9,+0,+0,+0
2017-01-10 02:00:00 EST,+32.9,+3.22,+0.88,+0,+0,+0
2017-01-10 03:00:00 EST,+28.8,+3.39,+0.92,+0,+0,+0
2017-01-10 04:00:00 EST,+28.8,+2.44,+0.93,+0,+0,+0
2017-01-10 05:00:00 EST,+28.6,+1.8,+0.91,+0,+0,+0
2017-01-10 06:00:00 EST,+28.9,+2.49,+0.82,+0,+0,+0
2017-01-10 07:00:00 EST,+25.7,+1.49,+0.81,+0,+0,+0
2017-01-10 08:00:00 EST,+25.5,+0.9,+0.83,+0,+0,+0
2017-01-10 09:00:00 EST,+22.3,+1.36,+0.83,+0,+0,+0
2017-01-10 10:00:00 EST,+23.2,+1.57,+0.85,+0,+0,+0
2017-01-10 11:00:00 EST,+25,+1.63,+0.82,+0,+0,+0
2017-01-10 12:00:00 EST,+24.8,+1.26,+0.79,+0,+0,+0
2017-01-10 13:00:00 EST,+28,+1.42,+0.75,+0,+0,+0
2017-01-10 14:00:00 EST,+29.3,+2.39,+0.68,+0,+0,+0
2017-01-10 15:00:00 EST,+31.5,+2.81,+0.64,+2,+1,+3
2017-01-10 16:00:00 EST,+34.2,+1.92,+0.61,+14,+5,+18
2017-01-10 17:00:00 EST,+34.7,+2.33,+0.62,+23,+8,+31
2017-01-10 18:00:00 EST,+37,+2.45,+0.6,+31,+10,+41
2017-01-10 19:00:00 EST,+38.7,+3.53,+0.54,+39,+13,+52
2017-01-10 20:00:00 EST,+38.8,+3.36,+0.52,+33,+11,+43
2017-01-10 21:00:00 EST,+38.1,+3.61,+0.52,+10,+3,+14
2017-01-10 22:00:00 EST,+38.3,+3.25,+0.52,+7,+2,+9
2017-01-10 23:00:00 EST,+37.2,+3.04,+0.52,+1,+0,+1
