Timestamp,Meter_1.csv-V_A,Meter_1.csv-V_B,Meter_1.csv-V_C,Meter_2.csv-V_A,Meter_2.csv-V_B,Meter_2.csv-V_C,Meter_3.csv-V_A,Meter_3.csv-V_B,Meter_3.csv-V_C,Meter_4.csv-V_A,Meter_4.csv-V_B,Meter_4.csv-V_C,Meter_5.csv-V_A,Meter_5.csv-V_B,Meter_5.csv-V_C,Meter_6.csv-V_A,Meter_6.csv-V_B,Meter_6.csv-V_C,Meter_7.csv-V_A,Meter_7.csv-V_B,Meter_7.csv-V_C,Meter_8.csv-V_A,Meter_8.csv-V_B,Meter_8.csv-V_C,Meter_9.csv-V_A,Meter_9.csv-V_B,Meter_9.csv-V_C,Meter_10.csv-V_A,Meter_10.csv-V_B,Meter_10.csv-V_C,Meter_11.csv-V_A,Meter_11.csv-V_B,Meter_11.csv-V_C,Meter_12.csv-V_A,Meter_12.csv-V_B,Meter_12.csv-V_C,Meter_13.csv-V_A,Meter_13.csv-V_B,Meter_13.csv-V_C,Meter_14.csv-V_A,Meter_14.csv-V_B,Meter_14.csv-V_C,Meter_15.csv-V_A,Meter_15.csv-V_B,Meter_15.csv-V_C,Meter_16.csv-V_A,Meter_16.csv-V_B,Meter_16.csv-V_C,Meter_17.csv-V_A,Meter_17.csv-V_B,Meter_17.csv-V_C,Meter_18.csv-V_A,Meter_18.csv-V_B,Meter_18.csv-V_C,Meter_19.csv-V_A,Meter_19.csv-V_B,Meter_19.csv-V_C,Meter_20.csv-V_A,Meter_20.csv-V_B,Meter_20.csv-V_C,Meter_21.csv-V_A,Meter_21.csv-V_B,Meter_21.csv-V_C,Meter_22.csv-V_A,Meter_22.csv-V_B,Meter_22.csv-V_C
2014-01-01 10:00:00 EST,5.0827,5.153,5.1444,0,5.153,0,0,5.153,0,0,5.153,0,0,5.153,0,5.0826,0,0,5.0827,5.153,5.1444,5.0827,0,0,5.0826,0,0,5.0826,0,0,0,0,5.1444,132.047,133.874,133.6474,5.0828,5.1531,5.1444,5.0827,5.153,5.1444,5.0827,5.153,5.1444,5.0828,0,5.1443,0,0,5.0827,5.0827,0,0,5.0827,5.153,5.1444,5.0828,5.153,5.1444,0,0,5.1444,0,0,5.1444
2014-01-01 11:00:00 EST,5.0466,5.1157,5.1087,0,5.1157,0,0,5.1156,0,0,5.1157,0,0,5.1156,0,5.0465,0,0,5.0466,5.1157,5.1086,5.0466,0,0,5.0465,0,0,5.0465,0,0,0,0,5.1086,131.1092,132.904,132.719,5.0467,5.1158,5.1087,5.0466,5.1157,5.1087,5.0466,5.1157,5.1087,5.0467,0,5.1086,0,0,5.0466,5.0466,0,0,5.0466,5.1157,5.1087,5.0466,5.1157,5.1086,0,0,5.1086,0,0,5.1086
2014-01-01 12:00:00 EST,5.0086,5.0793,5.0673,0,5.0792,0,0,5.0792,0,0,5.0793,0,0,5.0792,0,5.0084,0,0,5.0086,5.0793,5.0673,5.0085,0,0,5.0085,0,0,5.0084,0,0,0,0,5.0673,130.1198,131.958,131.6451,5.0086,5.0794,5.0673,5.0085,5.0793,5.0673,5.0085,5.0792,5.0673,5.0086,0,5.0672,0,0,5.0085,5.0085,0,0,5.0085,5.0793,5.0673,5.0086,5.0793,5.0673,0,0,5.0673,0,0,5.0673
2014-01-01 13:00:00 EST,4.9905,5.0623,5.05,0,5.0622,0,0,5.0622,0,0,5.0622,0,0,5.0622,0,4.9904,0,0,4.9905,5.0622,5.05,4.9905,0,0,4.9904,0,0,4.9904,0,0,0,0,5.05,129.651,131.516,131.1958,4.9906,5.0623,5.05,4.9905,5.0622,5.05,4.9905,5.0622,5.05,4.9906,0,5.0499,0,0,4.9905,4.9904,0,0,4.9905,5.0622,5.05,4.9905,5.0623,5.05,0,0,5.05,0,0,5.05
2014-01-01 14:00:00 EST,4.9719,5.0406,5.0329,0,5.0406,0,0,5.0406,0,0,5.0406,0,0,5.0406,0,4.9717,0,0,4.9719,5.0406,5.0329,4.9719,0,0,4.9718,0,0,4.9718,0,0,0,0,5.0329,129.1671,130.954,130.7525,4.9719,5.0407,5.0329,4.9719,5.0406,5.0329,4.9719,5.0406,5.0329,4.9719,0,5.0329,0,0,4.9718,4.9718,0,0,4.9719,5.0406,5.033,4.9719,5.0406,5.0329,0,0,5.0329,0,0,5.0329
2014-01-01 15:00:00 EST,4.9574,5.0276,5.0168,0,5.0276,0,0,5.0275,0,0,5.0276,0,0,5.0275,0,4.9572,0,0,4.9574,5.0276,5.0168,4.9574,0,0,4.9573,0,0,4.9573,0,0,0,0,5.0168,128.7906,130.615,130.3333,4.9574,5.0277,5.0168,4.9574,5.0276,5.0168,4.9574,5.0276,5.0168,4.9574,0,5.0167,0,0,4.9573,4.9573,0,0,4.9574,5.0276,5.0168,4.9574,5.0276,5.0168,0,0,5.0168,0,0,5.0168
2014-01-01 16:00:00 EST,4.9263,4.995,4.983,0,4.995,0,0,4.995,0,0,4.995,0,0,4.995,0,4.9261,0,0,4.9263,4.995,4.983,4.9263,0,0,4.9262,0,0,4.9262,0,0,0,0,4.983,127.9825,129.769,129.4546,4.9263,4.9951,4.983,4.9263,4.995,4.983,4.9263,4.995,4.983,4.9264,0,4.9829,0,0,4.9262,4.9262,0,0,4.9263,4.995,4.983,4.9263,4.995,4.983,0,0,4.9829,0,0,4.9829
2014-01-01 17:00:00 EST,4.8927,4.9648,4.9534,0,4.9648,0,0,4.9648,0,0,4.9648,0,0,4.9648,0,4.8926,0,0,4.8927,4.9648,4.9534,4.8927,0,0,4.8926,0,0,4.8926,0,0,0,0,4.9533,127.1096,128.984,128.6844,4.8927,4.9649,4.9534,4.8927,4.9648,4.9534,4.8927,4.9648,4.9534,4.8928,0,4.9533,0,0,4.8926,4.8926,0,0,4.8927,4.9648,4.9534,4.8927,4.9648,4.9533,0,0,4.9533,0,0,4.9533
2014-01-01 18:00:00 EST,4.8475,4.9274,4.9178,0,4.9273,0,0,4.9273,0,0,4.9273,0,0,4.9273,0,4.8473,0,0,4.8475,4.9273,4.9178,4.8475,0,0,4.8474,0,0,4.8474,0,0,0,0,4.9178,125.9352,128.011,127.7619,4.8475,4.9274,4.9178,4.8475,4.9273,4.9178,4.8475,4.9273,4.9178,4.8476,0,4.9178,0,0,4.8474,4.8474,0,0,4.8475,4.9273,4.9178,4.8475,4.9274,4.9178,0,0,4.9178,0,0,4.9178
2014-01-01 19:00:00 EST,4.8548,4.9297,4.9192,0,4.9296,0,0,4.9296,0,0,4.9297,0,0,4.9296,0,4.8546,0,0,4.8548,4.9297,4.9192,4.8548,0,0,4.8547,0,0,4.8547,0,0,0,0,4.9192,126.1256,128.072,127.7987,4.8548,4.9298,4.9192,4.8548,4.9297,4.9192,4.8548,4.9297,4.9192,4.8548,0,4.9192,0,0,4.8548,4.8547,0,0,4.8548,4.9297,4.9192,4.8548,4.9297,4.9192,0,0,4.9192,0,0,4.9192
2014-01-01 20:00:00 EST,4.8593,4.934,4.9237,0,4.934,0,0,4.934,0,0,4.934,0,0,4.934,0,4.8591,0,0,4.8593,4.934,4.9237,4.8592,0,0,4.8592,0,0,4.8591,0,0,0,0,4.9237,126.2411,128.185,127.9153,4.8593,4.9341,4.9237,4.8592,4.934,4.9237,4.8592,4.934,4.9237,4.8593,0,4.9237,0,0,4.8592,4.8592,0,0,4.8592,4.934,4.9237,4.8593,4.9341,4.9237,0,0,4.9237,0,0,4.9237
2014-01-01 21:00:00 EST,4.8734,4.9457,4.9341,0,4.9456,0,0,4.9456,0,0,4.9457,0,0,4.9456,0,4.8732,0,0,4.8734,4.9456,4.9341,4.8734,0,0,4.8733,0,0,4.8733,0,0,0,0,4.9341,126.6083,128.487,128.1844,4.8734,4.9457,4.9341,4.8734,4.9456,4.9341,4.8734,4.9456,4.9341,4.8734,0,4.934,0,0,4.8734,4.8733,0,0,4.8734,4.9456,4.9341,4.8734,4.9457,4.9341,0,0,4.934,0,0,4.934
2014-01-01 22:00:00 EST,4.9029,4.9732,4.962,0,4.9732,0,0,4.9732,0,0,4.9732,0,0,4.9732,0,4.9027,0,0,4.9029,4.9732,4.962,4.9028,0,0,4.9028,0,0,4.9028,0,0,0,0,4.962,127.3739,129.203,128.9085,4.9029,4.9733,4.962,4.9028,4.9732,4.962,4.9028,4.9732,4.962,4.9029,0,4.9619,0,0,4.9028,4.9028,0,0,4.9028,4.9732,4.962,4.9029,4.9732,4.962,0,0,4.9619,0,0,4.9619
2014-01-01 23:00:00 EST,4.9281,4.9943,4.9831,0,4.9943,0,0,4.9943,0,0,4.9943,0,0,4.9943,0,4.928,0,0,4.9281,4.9943,4.9831,4.9281,0,0,4.928,0,0,4.928,0,0,0,0,4.9831,128.0308,129.751,129.4582,4.9282,4.9944,4.9831,4.9281,4.9943,4.9831,4.9281,4.9943,4.9831,4.9282,0,4.9831,0,0,4.9281,4.9281,0,0,4.9281,4.9943,4.9831,4.9281,4.9943,4.9831,0,0,4.9831,0,0,4.9831
2014-01-02 00:00:00 EST,4.9354,5.0002,4.9882,0,5.0002,0,0,5.0002,0,0,5.0002,0,0,5.0002,0,4.9353,0,0,4.9354,5.0002,4.9882,4.9354,0,0,4.9353,0,0,4.9353,0,0,0,0,4.9882,128.2192,129.904,129.5887,4.9354,5.0003,4.9882,4.9354,5.0002,4.9882,4.9354,5.0002,4.9882,4.9355,0,4.9881,0,0,4.9354,4.9353,0,0,4.9354,5.0002,4.9882,4.9354,5.0002,4.9881,0,0,4.9881,0,0,4.9882
2014-01-02 01:00:00 EST,4.9405,5.003,4.9883,0,5.003,0,0,5.003,0,0,5.003,0,0,5.003,0,4.9404,0,0,4.9405,5.003,4.9883,4.9405,0,0,4.9404,0,0,4.9404,0,0,0,0,4.9883,128.3509,129.976,129.5921,4.9405,5.0031,4.9883,4.9405,5.003,4.9883,4.9405,5.003,4.9883,4.9405,0,4.9882,0,0,4.9405,4.9403,0,0,4.9405,5.003,4.9883,4.9405,5.003,4.9883,0,0,4.9882,0,0,4.9883
2014-01-02 02:00:00 EST,4.9464,5.0084,4.9944,0,5.0084,0,0,5.0083,0,0,5.0084,0,0,5.0083,0,4.9463,0,0,4.9464,5.0084,4.9944,4.9463,0,0,4.9462,0,0,4.9463,0,0,0,0,4.9944,128.5032,130.116,129.7503,4.9464,5.0084,4.9944,4.9463,5.0084,4.9944,4.9463,5.0084,4.9944,4.9464,0,4.9943,0,0,4.9463,4.9462,0,0,4.9463,5.0084,4.9944,4.9464,5.0084,4.9944,0,0,4.9943,0,0,4.9944
2014-01-02 03:00:00 EST,4.9613,5.0226,5.0064,0,5.0226,0,0,5.0226,0,0,5.0226,0,0,5.0226,0,4.9612,0,0,4.9613,5.0226,5.0063,4.9613,0,0,4.9612,0,0,4.9612,0,0,0,0,5.0063,128.8924,130.487,130.061,4.9614,5.0227,5.0064,4.9613,5.0226,5.0064,4.9613,5.0226,5.0063,4.9614,0,5.0063,0,0,4.9613,4.9612,0,0,4.9613,5.0226,5.0064,4.9614,5.0226,5.0063,0,0,5.0063,0,0,5.0063
2014-01-02 04:00:00 EST,4.9594,5.0189,5.0044,0,5.0188,0,0,5.0188,0,0,5.0189,0,0,5.0188,0,4.9593,0,0,4.9594,5.0189,5.0044,4.9593,0,0,4.9593,0,0,4.9593,0,0,0,0,5.0044,128.8414,130.389,130.0113,4.9594,5.0189,5.0044,4.9593,5.0189,5.0044,4.9593,5.0188,5.0044,4.9594,0,5.0044,0,0,4.9593,4.9592,0,0,4.9594,5.0188,5.0044,4.9594,5.0189,5.0044,0,0,5.0044,0,0,5.0044
2014-01-02 05:00:00 EST,4.9518,5.0126,4.9966,0,5.0126,0,0,5.0126,0,0,5.0126,0,0,5.0126,0,4.9517,0,0,4.9518,5.0126,4.9966,4.9518,0,0,4.9517,0,0,4.9517,0,0,0,0,4.9966,128.6441,130.226,129.8081,4.9518,5.0127,4.9966,4.9518,5.0126,4.9966,4.9518,5.0126,4.9966,4.9518,0,4.9966,0,0,4.9517,4.9516,0,0,4.9518,5.0126,4.9966,4.9518,5.0126,4.9966,0,0,4.9966,0,0,4.9966
2014-01-02 06:00:00 EST,4.9275,4.9905,4.9779,0,4.9905,0,0,4.9904,0,0,4.9905,0,0,4.9904,0,4.9274,0,0,4.9275,4.9905,4.9779,4.9275,0,0,4.9274,0,0,4.9274,0,0,0,0,4.9779,128.0146,129.651,129.3218,4.9275,4.9906,4.9779,4.9275,4.9905,4.9779,4.9275,4.9905,4.9779,4.9276,0,4.9778,0,0,4.9275,4.9274,0,0,4.9275,4.9905,4.9779,4.9275,4.9905,4.9778,0,0,4.9778,0,0,4.9779
2014-01-02 07:00:00 EST,4.8956,4.9624,4.952,0,4.9624,0,0,4.9624,0,0,4.9624,0,0,4.9624,0,4.8955,0,0,4.8956,4.9624,4.952,4.8956,0,0,4.8955,0,0,4.8955,0,0,0,0,4.952,127.1856,128.922,128.6487,4.8956,4.9625,4.952,4.8956,4.9624,4.952,4.8956,4.9624,4.952,4.8957,0,4.9519,0,0,4.8956,4.8955,0,0,4.8956,4.9624,4.952,4.8956,4.9624,4.9519,0,0,4.9519,0,0,4.952
2014-01-02 08:00:00 EST,4.8996,4.9682,4.9608,0,4.9681,0,0,4.9681,0,0,4.9681,0,0,4.9681,0,4.8995,0,0,4.8996,4.9681,4.9608,4.8996,0,0,4.8995,0,0,4.8995,0,0,0,0,4.9608,127.2896,129.071,128.8785,4.8996,4.9682,4.9608,4.8996,4.9681,4.9608,4.8996,4.9681,4.9608,4.8997,0,4.9608,0,0,4.8996,4.8995,0,0,4.8996,4.9681,4.9608,4.8996,4.9682,4.9608,0,0,4.9608,0,0,4.9608
2014-01-02 09:00:00 EST,4.904,4.971,4.9634,0,4.971,0,0,4.971,0,0,4.971,0,0,4.971,0,4.9039,0,0,4.904,4.971,4.9634,4.904,0,0,4.9039,0,0,4.9039,0,0,0,0,4.9634,127.4026,129.145,128.9455,4.904,4.9711,4.9634,4.904,4.971,4.9634,4.904,4.971,4.9634,4.904,0,4.9634,0,0,4.9039,4.9038,0,0,4.904,4.971,4.9634,4.904,4.971,4.9634,0,0,4.9634,0,0,4.9634
2014-01-02 10:00:00 EST,4.8965,4.9623,4.9532,0,4.9623,0,0,4.9622,0,0,4.9623,0,0,4.9622,0,4.8964,0,0,4.8965,4.9623,4.9532,4.8965,0,0,4.8964,0,0,4.8964,0,0,0,0,4.9532,127.2089,128.919,128.6799,4.8966,4.9624,4.9532,4.8965,4.9623,4.9532,4.8965,4.9623,4.9532,4.8966,0,4.9531,0,0,4.8965,4.8964,0,0,4.8965,4.9623,4.9532,4.8966,4.9623,4.9532,0,0,4.9531,0,0,4.9532
2014-01-02 11:00:00 EST,4.8858,4.9522,4.9457,0,4.9521,0,0,4.9521,0,0,4.9522,0,0,4.9521,0,4.8857,0,0,4.8858,4.9521,4.9457,4.8858,0,0,4.8857,0,0,4.8857,0,0,0,0,4.9457,126.9305,128.656,128.4869,4.8858,4.9522,4.9457,4.8858,4.9521,4.9457,4.8858,4.9521,4.9457,4.8859,0,4.9457,0,0,4.8858,4.8857,0,0,4.8858,4.9521,4.9457,4.8858,4.9522,4.9457,0,0,4.9457,0,0,4.9457
2014-01-02 12:00:00 EST,4.8801,4.9497,4.9397,0,4.9496,0,0,4.9496,0,0,4.9497,0,0,4.9496,0,4.88,0,0,4.8801,4.9496,4.9397,4.8801,0,0,4.88,0,0,4.88,0,0,0,0,4.9397,126.7816,128.591,128.3289,4.8801,4.9497,4.9397,4.8801,4.9496,4.9397,4.8801,4.9496,4.9397,4.8801,0,4.9396,0,0,4.88,4.8799,0,0,4.8801,4.9496,4.9397,4.8801,4.9497,4.9396,0,0,4.9396,0,0,4.9397
2014-01-02 13:00:00 EST,4.8861,4.953,4.9422,0,4.953,0,0,4.953,0,0,4.953,0,0,4.953,0,4.886,0,0,4.8861,4.953,4.9422,4.886,0,0,4.886,0,0,4.886,0,0,0,0,4.9422,126.9373,128.677,128.3956,4.8861,4.9531,4.9422,4.886,4.953,4.9422,4.886,4.953,4.9422,4.8861,0,4.9422,0,0,4.886,4.8859,0,0,4.8861,4.953,4.9422,4.8861,4.953,4.9422,0,0,4.9422,0,0,4.9422
2014-01-02 14:00:00 EST,4.8929,4.9601,4.9518,0,4.9601,0,0,4.96,0,0,4.9601,0,0,4.96,0,4.8928,0,0,4.8929,4.9601,4.9518,4.8929,0,0,4.8928,0,0,4.8928,0,0,0,0,4.9518,127.1151,128.862,128.644,4.8929,4.9601,4.9518,4.8929,4.9601,4.9518,4.8929,4.9601,4.9518,4.8929,0,4.9517,0,0,4.8929,4.8928,0,0,4.8929,4.9601,4.9518,4.8929,4.9601,4.9518,0,0,4.9518,0,0,4.9518
2014-01-02 15:00:00 EST,4.8956,4.9631,4.9536,0,4.963,0,0,4.963,0,0,4.9631,0,0,4.963,0,4.8955,0,0,4.8956,4.9631,4.9536,4.8955,0,0,4.8955,0,0,4.8955,0,0,0,0,4.9536,127.1834,128.939,128.6924,4.8956,4.9631,4.9536,4.8955,4.9631,4.9536,4.8955,4.963,4.9536,4.8956,0,4.9536,0,0,4.8955,4.8954,0,0,4.8955,4.963,4.9536,4.8956,4.9631,4.9536,0,0,4.9536,0,0,4.9536
2014-01-02 16:00:00 EST,4.8874,4.9553,4.947,0,4.9553,0,0,4.9553,0,0,4.9553,0,0,4.9553,0,4.8873,0,0,4.8874,4.9553,4.947,4.8873,0,0,4.8873,0,0,4.8873,0,0,0,0,4.947,126.9709,128.738,128.5193,4.8874,4.9554,4.947,4.8874,4.9553,4.947,4.8874,4.9553,4.947,4.8874,0,4.947,0,0,4.8873,4.8872,0,0,4.8874,4.9553,4.947,4.8874,4.9553,4.947,0,0,4.947,0,0,4.947
2014-01-02 17:00:00 EST,4.8765,4.9466,4.9394,0,4.9466,0,0,4.9466,0,0,4.9466,0,0,4.9466,0,4.8764,0,0,4.8765,4.9466,4.9394,4.8765,0,0,4.8764,0,0,4.8764,0,0,0,0,4.9394,126.6891,128.512,128.3219,4.8765,4.9467,4.9394,4.8765,4.9466,4.9394,4.8765,4.9466,4.9394,4.8766,0,4.9394,0,0,4.8765,4.8764,0,0,4.8765,4.9466,4.9394,4.8765,4.9466,4.9394,0,0,4.9394,0,0,4.9394
2014-01-02 18:00:00 EST,4.84,4.9196,4.9121,0,4.9195,0,0,4.9195,0,0,4.9195,0,0,4.9195,0,4.8399,0,0,4.84,4.9195,4.9121,4.84,0,0,4.8399,0,0,4.8399,0,0,0,0,4.9121,125.7399,127.808,127.613,4.84,4.9196,4.9121,4.84,4.9195,4.9121,4.84,4.9195,4.9121,4.84,0,4.9121,0,0,4.8399,4.8398,0,0,4.84,4.9195,4.9121,4.84,4.9196,4.9121,0,0,4.9121,0,0,4.9121
2014-01-02 19:00:00 EST,4.8594,4.9355,4.925,0,4.9354,0,0,4.9354,0,0,4.9355,0,0,4.9354,0,4.8593,0,0,4.8594,4.9355,4.9249,4.8594,0,0,4.8593,0,0,4.8593,0,0,0,0,4.9249,126.2436,128.222,127.9466,4.8594,4.9355,4.925,4.8594,4.9355,4.925,4.8594,4.9355,4.9249,4.8594,0,4.9249,0,0,4.8593,4.8592,0,0,4.8594,4.9355,4.925,4.8594,4.9355,4.9249,0,0,4.9249,0,0,4.9249
2014-01-02 20:00:00 EST,4.8615,4.9373,4.9258,0,4.9372,0,0,4.9372,0,0,4.9373,0,0,4.9372,0,4.8614,0,0,4.8615,4.9372,4.9257,4.8614,0,0,4.8614,0,0,4.8614,0,0,0,0,4.9257,126.2978,128.268,127.9674,4.8615,4.9373,4.9258,4.8614,4.9372,4.9258,4.8614,4.9372,4.9257,4.8615,0,4.9257,0,0,4.8614,4.8613,0,0,4.8615,4.9372,4.9258,4.8615,4.9373,4.9257,0,0,4.9257,0,0,4.9257
2014-01-02 21:00:00 EST,4.8628,4.9379,4.928,0,4.9378,0,0,4.9378,0,0,4.9378,0,0,4.9378,0,4.8628,0,0,4.8628,4.9378,4.928,4.8628,0,0,4.8627,0,0,4.8628,0,0,0,0,4.928,126.3336,128.284,128.0263,4.8629,4.9379,4.928,4.8628,4.9378,4.928,4.8628,4.9378,4.928,4.8629,0,4.928,0,0,4.8628,4.8627,0,0,4.8628,4.9378,4.928,4.8628,4.9379,4.928,0,0,4.928,0,0,4.928
2014-01-02 22:00:00 EST,4.8784,4.9514,4.9397,0,4.9513,0,0,4.9513,0,0,4.9514,0,0,4.9513,0,4.8783,0,0,4.8784,4.9514,4.9397,4.8783,0,0,4.8783,0,0,4.8783,0,0,0,0,4.9397,126.7365,128.635,128.3289,4.8784,4.9514,4.9397,4.8783,4.9513,4.9397,4.8783,4.9513,4.9397,4.8784,0,4.9396,0,0,4.8783,4.8782,0,0,4.8783,4.9513,4.9397,4.8784,4.9514,4.9396,0,0,4.9396,0,0,4.9397
