# VoltFault.csv run at 2000-01-01 05:06:00 EST on 72 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
load832,2406.862410,-1446.630592,-2469.121563,-1409.271311,11.460214,2652.024280
load832a,2406.862410,-1446.630592,-2469.121563,-1409.271311,11.460214,2652.024280
load833,2398.259053,-1446.426685,-2471.819974,-1410.276834,9.486254,2647.735771
load833a,2398.259053,-1446.426685,-2471.819974,-1410.276834,9.486254,2647.735771
load834,2386.165357,-1446.969908,-2475.423063,-1413.174204,6.564035,2635.947942
load834b,2386.165357,-1446.969908,-2475.422757,-1413.174478,6.560456,2635.946695
load834a,2386.165357,-1446.969908,-2475.422757,-1413.174478,6.560456,2635.946695
load835,2386.361562,-1449.412746,-2474.123585,-1415.552073,5.898340,2625.263771
load835a,2386.361562,-1449.412746,-2474.123585,-1415.552073,5.898340,2625.263771
load836,2387.096477,-1448.260648,-2471.257981,-1413.551065,6.871678,2628.704782
load836a,2387.096477,-1448.260648,-2471.257981,-1413.551065,6.871678,2628.704782
load837,2372.416391,-1444.646637,-2480.288791,-1413.534762,2.619509,2631.772517
load837a,2372.416391,-1444.646637,-2480.288791,-1413.534762,2.619509,2631.772517
load838,2367.423246,-1443.140340,-2482.020220,-1413.831745,1.335224,2628.992380
load838a,2367.423246,-1443.140340,-2482.020220,-1413.831745,1.335224,2628.992380
load840,0.000000,0.000000,-2481.958583,-1415.409215,1.341682,2622.613052
load840a,0.000000,0.000000,-2481.958583,-1415.409215,1.341682,2622.613052
load841,0.000000,0.000000,-2481.975295,-1414.802840,1.603961,2625.457293
load841a,0.000000,0.000000,-2481.975295,-1414.802840,1.603961,2625.457293
load842,2459.120938,-1444.247111,-2455.078851,-1403.901998,16.786394,2696.203420
load842a,2459.120938,-1444.247111,-2455.078851,-1403.901998,16.786394,2696.203420
load844,2430.655658,-1440.249387,-2461.205714,-1400.753131,17.209190,2681.166780
load844a,2430.655658,-1440.249387,-2461.205714,-1400.753131,17.209190,2681.166780
load830a,2420.852720,-1444.718305,-2465.255946,-1405.378318,15.135897,2667.672504
node775,241.561184,-144.516578,-246.640999,-140.643537,1.395279,266.263684
trip_node,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
trip_load_node,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
