Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.L21,    18.7437,   -61.66, 0.00576916,   -33.35,    18.7488,   118.34,          0,     0.00, 2.40865E-6,    94.00,    18.7483,   118.33, 8.78263E-12,   -68.75,    18.7483,   -61.67,          0,     0.00, 1.54346E-11,   -45.00
Line.L22,    38.8523,   -31.25,    71.3089,  -136.09,     71.937,    75.38,          0,     0.00, 0.0000377173,   -68.37,    38.8605,   148.73,     71.313,    43.89,    71.9487,  -104.63,          0,     0.00, 0.0000314578,   106.26
Line.L23,    17.6659,     1.60,     17.652,  -178.42,  0.0150464,  -156.05,          0,     0.00, 4.54872E-6,   -47.91,    17.6644,  -178.45,    17.6644,     1.55, 2.27374E-13,     0.00,          0,     0.00, 5.48649E-12,    84.05
Line.L24,    4.69427,   -60.57,    42.2354,  -121.56,     44.701,    63.71,          0,     0.00, 0.0000124676,   -95.39,    4.71574,   119.26,    42.2344,    58.41,    44.7213,  -116.31,          0,     0.00, 6.30065E-6,    75.23
Line.L25,  0.0287242,    85.78,    10.0245,  -121.50,    9.99895,    58.43,          0,     0.00, 7.28951E-6,   -73.21, 0.00784407,   -94.22,    10.0236,    58.38,    10.0167,  -121.64,          0,     0.00, 1.96564E-6,   104.44
Line.L26,    34.4632,   -14.04,     35.374,  -165.80,    17.0621,    87.11,          0,     0.00, 8.42099E-6,   -15.12,    34.4648,   165.94,    35.3808,    14.19,    17.0666,   -92.92,          0,     0.00, 4.77926E-6,   165.62
Line.L27,    123.714,   -27.35,    96.0785,  -165.15,    83.2082,   101.80,          0,     0.00, 0.000054837,    76.11,    123.717,   152.65,    96.0833,    14.84,    83.2097,   -78.20,          0,     0.00, 0.0000543013,  -102.20
Line.L28,    99.3483,   -29.57,    65.1483,  -172.63,    61.3897,   110.80,          0,     0.00, 0.0000484521,    87.68,    99.3564,   150.42,    65.1635,     7.36,    61.3907,   -69.22,          0,     0.00, 0.000043757,   -90.42
Line.L29,    77.0328,   -18.30,      59.93,  -179.38,    28.1263,   118.02,          0,     0.00, 0.0000277163,    91.81,     77.038,   161.69,    59.9491,     0.60,    28.1244,   -62.03,          0,     0.00, 0.000020129,   -86.31
Line.L30,    18.7597,   -61.41,    9.02527,  -121.38,    24.5532,   100.03,          0,     0.00, 0.0000160976,    85.75,    18.7716,   118.56,    9.02474,    58.52,    24.5566,   -80.00,          0,     0.00, 0.0000118877,   -92.87
Line.L31,    48.1509,   -30.48,    28.3086,  -179.16,    28.1244,   117.97,          0,     0.00, 0.000020129,    93.69,    48.1569,   149.50,    28.3204,     0.82,    28.1233,   -62.06,          0,     0.00, 0.0000143769,   -86.00
Line.L32,    28.0931,   -62.09,   0.034435,   -33.35,    28.1233,   117.94,          0,     0.00, 0.0000143769,    94.00,    28.1045,   117.89,  0.0201021,   146.65,    28.1221,   -62.09,          0,     0.00,  8.3926E-6,   -86.00
Line.L33,    16.4181,   -30.96,    17.2521,  -150.09,    17.0703,    87.06,          0,     0.00, 1.98328E-6,   -14.56,    16.4205,   149.02,    17.2547,    29.89,    17.0728,   -92.96,          0,     0.00, 5.53691E-12,   160.82
Line.L34,    9.67522,     0.25,    9.66779,  -179.77, 0.00809278,  -156.31,          0,     0.00,   2.796E-6,   -14.25,    9.67458,  -179.80,    9.67458,     0.20,          0,     0.00,          0,     0.00, 8.23582E-12,     6.34
Line.L35,    352.922,   -37.33,    271.679,  -151.91,    344.363,    96.83,          0,     0.00, 0.00022552,   -33.76,    352.999,   142.65,    271.748,    28.06,    344.407,   -83.20,          0,     0.00, 0.000124326,   161.53
Transformer.REG1A,    352.922,   -37.33,    352.922,   142.67,          0,     0.00,          0,     0.00, 0.000112861,  -154.43,    352.922,   142.67,    352.922,   -37.33,          0,     0.00,          0,     0.00, 0.000113052,  -155.39
Transformer.REG1C,    344.364,    96.83,    344.363,   -83.17,          0,     0.00,          0,     0.00, 0.000111648,    85.79,    344.363,   -83.17,    344.364,    96.83,          0,     0.00,          0,     0.00, 0.000109826,    85.97
Line.JUMPER, 0.000111774,   -34.20,          0,     0.00,          0,     0.00,          0,     0.00, 0.000111774,   -34.20, 0.000111774,   145.80,          0,     0.00,          0,     0.00,          0,     0.00, 0.000111774,   145.80
Load.S701A,    32.8659,     0.27,    32.8659,  -179.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S701B,    33.9768,  -121.38,    33.9768,    58.62,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S701C,    81.2505,   117.91,    81.2505,   -62.09,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S712C,    19.2711,   119.11,    19.2711,   -60.89,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S713C,    19.2736,   119.08,    19.2736,   -60.92,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S714A,    3.89798,     1.54,    3.89798,  -178.46,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S714B,    4.98894,  -120.51,    4.98894,    59.49,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S718A,    17.6644,     1.55,    17.6644,  -178.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S720C,    19.1723,   119.18,    19.1723,   -60.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S722B,    33.2145,  -121.63,    33.2145,    58.37,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S722C,    4.73631,   119.09,    4.73631,   -60.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S724B,    9.01885,  -121.62,    9.01885,    58.38,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S725B,    10.0233,  -121.67,    10.0233,    58.33,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S727C,    9.56986,   117.44,    9.56986,   -62.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S728,    16.4205,   -30.98,    17.2547,  -150.11,    17.0728,    87.04,          0,     0.00, 8.88178E-16,   180.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S729A,    9.67458,     0.20,    9.67458,  -179.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S730C,    17.3295,   118.71,    17.3295,   -61.29,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S731B,    18.1516,  -120.37,    18.1516,    59.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S732C,    9.47654,   117.25,    9.47654,   -62.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S733A,    19.1432,     1.68,    19.1432,  -178.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S734C,    9.42335,   117.10,    9.42335,   -62.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S735C,    18.8056,   118.49,    18.8056,   -61.51,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S736B,    9.02336,  -121.75,    9.02336,    58.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S737A,     31.641,     0.40,     31.641,  -179.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S738A,    28.3489,     0.78,    28.3489,  -179.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S740C,    18.7483,   118.33,    18.7483,   -61.67,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S741C,    9.37402,   116.96,    9.37402,   -63.04,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S742A,    1.68829,     0.21,    1.68829,  -179.79,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S742B,    18.2738,  -120.23,    18.2738,    59.77,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S744A,    9.67877,     0.20,    9.67877,  -179.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
