Name, Imax, %normal, %emergency, kW, kvar, NumCustomers, TotalCustomers, NumPhases, kVBase
Line.MDV201_1144230FUSE,    7.13533,     0.36,     0.30,     47.363,    19.8349, 0, 10, 1, 7.2 
Line.MDV201_HN_2_105_ABC39582,    69.1772,    31.73,    26.40,     854.51,    331.922, 0, 198, 3, 7.2 
Line.MDV201_DA_8_691_B46386,    15.3172,     9.40,     7.81,     102.33,    39.2582, 0, 20, 1, 7.2 
Line.MDV201_HN_2_457_C62244,    20.3865,     9.35,     7.78,    135.912,    53.8572, 0, 25, 1, 7.2 
Line.C_1P038_SW,    21.5604,     5.39,     3.59,    142.581,    57.6173, 0, 25, 1, 7.2 
Line.MDV201_8075ELB,    21.5604,     1.08,     1.08,     142.58,    57.6168, 0, 25, 1, 7.2 
Line.C_1P032_SW,    3.10856,     0.78,     0.52,    20.5119,    8.39144, 0, 3, 1, 7.2 
Line.MDV201_107997ELB,    3.10855,     0.16,     0.16,    20.5118,    8.39141, 0, 3, 1, 7.2 
Line.MDV201_HN_2_949_C8180,    3.05451,     1.40,     1.17,     20.357,    7.91227, 0, 3, 1, 7.2 
Line.MDV201_C_1P024_A8100,    19.9364,    13.29,    13.29,    132.058,    53.2193, 0, 24, 1, 7.2 
Line.MDV201_HN_2_166_C33824,    5.16058,     4.13,     3.44,    34.3818,     13.835, 0, 11, 1, 7.2 
Line.MDV201_HN_2_827_A14873,    2.75454,     1.69,     1.41,    18.2784,    7.71214, 0, 4, 1, 7.2 
Line.HN_2P017_SW,    1.47085,     0.37,     0.25,     9.8645,     3.8044, 0, 1, 1, 7.2 
Line.MDV201_62249ELB,    1.47085,     0.07,     0.07,    9.86448,    3.80441, 0, 1, 1, 7.2 
Line.MDV201_HN_2_397_B63634,    15.9566,     9.79,     8.14,    107.159,     41.456, 0, 22, 1, 7.2 
Line.MDV201_C_1P037_A1160467,    18.8016,    12.53,    12.53,    124.353,    50.2034, 0, 22, 1, 7.2 
Line.MDV201_HN_2_280_A8185,     1.0674,     0.85,     0.71,    7.09133,    2.95245, 0, 2, 1, 7.2 
Line.MDV201_HN_2_794_ABC791,    378.141,    61.09,    50.89,    7235.13,     3020.9, 0, 1379, 3, 7.2 
Line.MDV201_HN_2_677_C62303,      5.374,     2.47,     2.05,    35.7915,    14.0294, 0, 6, 1, 7.2 
Line.MDV201_100478FUSE,   0.771481,     0.04,     0.03,    5.15311,    2.20145, 0, 1, 1, 7.2 
Line.MDV201_HN_2_115_ABC58446,    22.4446,    10.30,     8.57,    209.826,    84.6807, 0, 58, 3, 7.2 
Line.MDV201_HN_2_895_B52515,    13.1933,     8.09,     6.73,    87.5562,    32.4397, 0, 17, 1, 7.2 
Line.MDV201_98795FUSE,   0.394912,     0.02,     0.02,    7.79745,    3.23904, 0, 3, 3, 7.2 
Line.MDV201_HN_2_246_B39602,    6.13845,     2.82,     2.34,    40.9643,    15.2947, 0, 6, 1, 7.2 
Line.MDV201_DA_8_149_ABC56778,    37.1815,    11.00,     9.16,    527.698,    205.897, 0, 107, 3, 7.2 
Line.MDV201_HN_2_083_ABC62239,    85.3304,    25.25,    21.02,    1297.77,    519.748, 0, 232, 3, 7.2 
Line.MDV201_DA_8_145_ABC46393, 0.00216247,     0.00,     0.00, -5.98009E-011, -0.0431255, 0, 0, 3, 7.2 
Line.MDV201_HN_2_729_B28246,    1.37629,     0.84,     0.70,    9.22849,    3.63782, 0, 2, 1, 7.2 
Line.MDV201_HN_2_954_B39771,    3.56477,     2.19,     1.82,    23.4099,    8.68894, 0, 6, 1, 7.2 
Line.MDV201_108776FUSE,    2.06649,     0.10,     0.09,    13.5937,    5.76956, 0, 2, 1, 7.2 
Line.HN_2P028_SW,      1.652,     0.41,     0.28,    10.9384,    4.88935, 0, 2, 1, 7.2 
Line.MDV201_795ELB,      1.652,     0.08,     0.08,    10.9383,    4.88936, 0, 2, 1, 7.2 
Line.MDV201_1140227FUSE,    2.75452,     0.14,     0.11,    18.2784,     7.7118, 0, 4, 1, 7.2 
Line.MDV201_HN_2_488_C8103,    8.45398,     5.19,     4.31,    56.8847,     22.837, 0, 9, 1, 7.2 
Line.MDV201_DA_8_917_A56768,      47.76,    21.91,    18.23,    316.007,    128.788, 0, 43, 1, 7.2 
Line.MDV201_HN_2_029_ABC62262,    85.3337,    25.25,    21.02,    1088.39,    436.866, 0, 197, 3, 7.2 
Line.MDV201_HN_2_955_B39752,    2.90782,     1.78,     1.48,    19.1055,    7.05919, 0, 5, 1, 7.2 
Line.MDV201_DA_8_215_B1017348,     6.2916,     2.32,     1.94,    41.3902,     15.107, 0, 8, 1, 7.2 
Line.MDV201_DA_8_678_A56764,     6.1222,     3.76,     3.12,    40.4956,    16.5852, 0, 7, 1, 7.2 
Line.MDV201_HN_2_834_B39617,    7.54771,     3.46,     2.88,    50.3542,    18.9874, 0, 9, 1, 7.2 
Line.MDV201_HN_2_906_A39580,    2.18131,     1.34,     1.11,    14.3849,    5.83187, 0, 2, 1, 7.2 
Line.MDV201_DA_8_734_C74440,    8.16554,     5.01,     4.17,    54.1098,     20.868, 0, 10, 1, 7.2 
Line.MDV201_DA_8_157_ABC58429,    36.8434,     8.13,     6.77,    281.093,    109.951, 0, 57, 3, 7.2 
Line.MDV201_HN_2_605_A21655,    16.1471,     9.91,     8.24,     106.75,    45.4714, 0, 31, 1, 7.2 
Line.MDV201_HN_2_636_AC28249,    33.7439,    15.48,    12.88,    250.159,    104.233, 0, 46, 2, 7.2 
Line.MDV201_HN_2_705_ABC52524,    93.3533,    27.62,    22.99,    906.898,    349.924, 0, 176, 3, 7.2 
Line.MDV201_DA_8_928_A39733,    16.6245,     7.63,     6.35,    109.793,    44.5785, 0, 15, 1, 7.2 
Line.MDV201_HN_2_383_ABC8113,    21.8926,     9.77,    12.95,    225.782,     94.304, 0, 60, 3, 7.2 
Line.MDV201_HN_2_803_B837,    28.2474,    12.96,    10.78,    188.455,    71.0091, 0, 30, 1, 7.2 
Line.SW-HN_2_793_SW,    378.141,    94.54,    63.02,    7235.51,    3021.56, 0, 1379, 3, 7.2 
Line.MDV201_796USD,    378.141,    18.91,    15.76,    7235.13,    3021.17, 0, 1379, 3, 7.2 
Line.MDV201_HN_1_332_C28263,     0.7211,     0.44,     0.37,    4.81234,    1.93145, 0, 1, 1, 7.2 
Line.MDV201_HN_2_890_B52521,    4.69809,     2.88,     2.40,      31.08,    11.5111, 0, 7, 1, 7.2 
Line.MDV201_HN_2_377_ABC28196,    1.01449,     0.45,     0.60,    16.6383,     6.8116, 0, 5, 3, 7.2 
Line.MDV201_HN_1_331_C28262,   0.720646,     0.44,     0.37,    4.81238,     1.9227, 0, 1, 1, 7.2 
Line.MDV201_HN_2_628_C52531,    4.15911,     1.91,     1.59,    28.0376,    11.1337, 0, 3, 1, 7.2 
Line.MDV201_HN_2_964_A14870,    15.7772,     9.68,     8.05,    104.975,    43.8333, 0, 21, 1, 7.2 
Line.MDV201_DA_8_200_C46399,    29.7512,    23.80,    19.83,     197.72,     77.061, 0, 40, 1, 7.2 
Line.MDV201_106895FUSE,    1.10269,     0.06,     0.05,    7.38687,    2.87201, 0, 1, 1, 7.2 
Line.HN_2P054_SW, 1.08567E-006,     0.00,     0.00, 3.92546E-006, -6.71737E-006, 0, 0, 1, 7.2 
Line.MDV201_1163443ELB,          0,     0.00,     0.00,          0,          0, 0, 0, 1, 7.2 
Line.MDV201_DA_8_142_ABC6584,    75.5808,    22.36,    18.62,    1012.41,    403.847, 0, 180, 3, 7.2 
Line.MDV201_1144249FUSE,    18.8971,     0.94,     0.79,    127.248,    51.9851, 0, 28, 1, 7.2 
Line.MDV201_HN_2_965_A63726,    13.2141,     8.11,     6.74,    87.8983,    36.7113, 0, 17, 1, 7.2 
Line.MDV201_C_1_410_A8131,    5.11527,     3.14,     2.61,    33.7412,    14.4888, 0, 11, 1, 7.2 
Line.MDV201_HN_2_463_C62234,    12.6501,     5.80,     4.83,    84.3273,    33.3434, 0, 15, 1, 7.2 
Line.MDV201_HN_2_133_ABC8083,    138.615,    61.88,    82.02,    1768.28,    692.066, 0, 353, 3, 7.2 
Line.MDV201_HN_2_840_B52518,    43.7782,    20.08,    16.71,    290.243,    107.873, 0, 65, 1, 7.2 
Line.MDV201_HN_2_808_ABC783,    378.143,    61.09,    50.89,    7226.46,    2990.76, 0, 1379, 3, 7.2 
Line.MDV201_HN_2_608_A8133,   0.521448,     0.32,     0.27,    3.42855,     1.5006, 0, 1, 1, 7.2 
Line.MDV201_C_1P032_1160490, 5.3948E-006,     0.00,     0.00, -7.21304E-006, 3.7834E-005, 0, 0, 1, 7.2 
Line.MDV201_HN_2_077_C28274,    1.49933,     1.20,     1.00,    10.0627,    4.16446, 0, 3, 1, 7.2 
Line.MDV201_HN_2_711_A63676,    4.42079,     2.71,     2.26,    29.3303,    12.4351, 0, 7, 1, 7.2 
Line.MDV201_HN_2_923_C28266,   0.965735,     0.59,     0.49,    6.45407,    2.55115, 0, 1, 1, 7.2 
Line.MDV201_HN_21041_C39773,     1.1483,     0.53,     0.44,    7.65726,    3.06136, 0, 1, 1, 7.2 
Line.MDV201_HN_2_644_A28238,    14.7142,     6.75,     5.62,    97.7378,    40.9148, 0, 20, 1, 7.2 
Line.MDV201_1144260FUSE,    51.9931,     2.60,     2.17,    347.104,    130.993, 0, 57, 1, 7.2 
Line.MDV201_HN_2_539_C8098,    3.95084,     2.42,     2.02,    26.4505,    10.7631, 0, 7, 1, 7.2 
Line.MDV201_HN_2_800_B850,    16.9885,     7.79,     6.48,    113.401,    42.6699, 0, 19, 1, 7.2 
Line.MDV201_HN_2_092_ABC63711,    137.125,    40.57,    33.77,    1921.51,    770.489, 0, 340, 3, 7.2 
Line.MDV201_HN_2P014_B1160485,    11.1054,     7.40,     7.40,    73.1637,    26.1466, 0, 10, 1, 7.2 
Line.MDV201_C_1_412_A8128,     4.5105,     2.77,     2.30,     29.754,    12.7636, 0, 8, 1, 7.2 
Line.MDV201_HN_2_533_A8117,    2.48059,     1.52,     1.27,    16.3774,    6.83987, 0, 4, 1, 7.2 
Line.MDV201_HN_2_970_A63710,    3.07992,     1.89,     1.57,    20.4671,     8.5731, 0, 4, 1, 7.2 
Line.MDV201_C_1_400_A21653,    14.0194,     8.60,     7.15,    92.6633,    39.4417, 0, 27, 1, 7.2 
Line.MDV201_HN_2_124_C63703,    3.82815,     3.06,     2.55,     25.658,    10.5693, 0, 7, 1, 7.2 
Line.MDV201_106254FUSE,    1.06934,     0.05,     0.04,    7.07786,    2.89065, 0, 1, 1, 7.2 
Line.MDV201_HN_1_380_C1012407,    2.59591,     1.59,     1.32,    17.3944,    6.87654, 0, 1, 1, 7.2 
Line.MDV201_HN_2_381_ABC1010731,    21.8908,     9.77,    12.95,    295.625,    122.406, 0, 72, 3, 7.2 
Line.MDV201_DA_8_732_C74453,    11.2578,     6.91,     5.74,    74.6021,    28.8045, 0, 14, 1, 7.2 
Line.MDV201_DA_8_144_ABC6582,    77.6731,    22.98,    19.13,    1026.36,     409.67, 0, 182, 3, 7.2 
Line.MDV201_HN_1_147_C1012412,    2.26645,     1.81,     1.51,    15.0692,    6.29315, 0, 5, 1, 7.2 
Line.MDV201_HN_2_846_B69620,    30.1105,    13.81,    11.49,    199.342,    73.9572, 0, 46, 1, 7.2 
Line.MDV201_HN_2_814_ABC14891,    137.121,    40.57,    33.77,    2059.34,     832.94, 0, 368, 3, 7.2 
Line.MDV201_DA_8_868_B1103250, 0.000852979,     0.00,     0.00, -2.37846E-011, -0.00597316, 0, 0, 1, 7.2 
Line.MDV201_1017350FUSE,    6.29158,     0.31,     0.26,    41.3902,    15.1067, 0, 8, 1, 7.2 
Line.MDV201_HN_2_719_C14872,    6.67584,     3.06,     2.55,    44.8095,    18.2743, 0, 8, 1, 7.2 
Line.MDV201_HN_2_930_B62301,   0.869595,     0.53,     0.44,    5.76129,    2.21101, 0, 2, 1, 7.2 
Line.MDV201_HN_2_407_B809,    20.4347,    12.54,    10.43,    137.067,    53.1506, 0, 28, 1, 7.2 
Line.MDV201_HN_2_650_A28242,    4.03919,     1.85,     1.54,    26.8379,    11.2129, 0, 6, 1, 7.2 
Line.MDV201_DA_8_492_ABC74428,    37.1837,    11.00,     9.16,    494.586,    193.008, 0, 102, 3, 7.2 
Line.MDV201_HN_2_151_C14833,    16.8012,    13.44,    11.20,    113.091,    46.2444, 0, 26, 1, 7.2 
Line.MDV201_HN_2_641_AC14893,     32.314,    14.82,    12.33,    214.801,    89.6789, 0, 39, 2, 7.2 
Line.MDV201_DA_8_203_C46407,    26.1825,    20.95,    17.45,    173.834,    67.5768, 0, 36, 1, 7.2 
Line.MDV201_HN_1_172_A94737,   0.976359,     0.78,     0.65,    6.42581,    2.63315, 0, 2, 1, 7.2 
Line.MDV201_HN_1_165_C89780,    1.83172,     1.47,     1.22,    12.2242,    4.96895, 0, 3, 1, 7.2 
Line.MDV201_HN_2_127_C63708,    5.03544,     4.03,     3.36,    33.7641,    13.8744, 0, 8, 1, 7.2 
Line.MDV201_PB_0928_A1000987,   0.646751,     0.43,     0.43,    4.31918,    1.66397, 0, 1, 1, 7.2 
Line.MDV201_HN_2_128_ABC28288,    19.5255,     8.96,     7.45,    152.016,    60.6786, 0, 39, 3, 7.2 
Line.SW-HN_2_381_SW,    21.8916,     5.47,     3.65,    295.586,    122.402, 0, 72, 3, 7.2 
Line.MDV201_1010732USD,    21.8916,     1.09,     0.91,    295.585,    122.402, 0, 72, 3, 7.2 
Line.MDV201_1144262FUSE,    17.3437,     0.87,     0.72,    116.686,    47.1413, 0, 19, 1, 7.2 
Line.MDV201_C_1_138_ABC1127424, 0.00297752,     0.00,     0.00, 3.27025E-009, -0.0605439, 0, 0, 3, 7.2 
Line.MDV201_DA_8_234_ABC56762,    55.0048,    16.27,    13.55,    860.619,    341.567, 0, 152, 3, 7.2 
Line.MDV201_1144253FUSE,    2.79655,     0.14,     0.12,    18.4797,    6.70547, 0, 2, 1, 7.2 
Line.MDV201_HN_2_120_A28281,    5.16025,     4.13,     3.44,    33.8891,    14.1721, 0, 12, 1, 7.2 
Line.MDV201_HN_1_274_A94747,  0.0626162,     0.05,     0.04,   0.392435,   0.210509, 0, 1, 1, 7.2 
Line.MDV201_HN_2_852_B39588,    9.22416,     4.23,     3.52,     61.061,    22.4954, 0, 13, 1, 7.2 
Line.MDV201_HN_2_820_B39623,    8.64652,     3.97,     3.30,    57.6965,    21.5718, 0, 9, 1, 7.2 
Line.MDV201_C_1_506_A8143,    28.7077,    17.61,    14.65,    190.214,    76.7537, 0, 32, 1, 7.2 
Line.MDV201_DA_8_216_B1017349,    4.06734,     1.50,     1.25,    26.7388,    9.80894, 0, 6, 1, 7.2 
Line.MDV201_HN_2_291_ABC63681,    93.3488,    20.61,    17.16,    1400.33,    554.849, 0, 269, 3, 7.2 
Line.MDV201_106259FUSE,    33.0324,     1.65,     1.38,     219.64,    85.5785, 0, 43, 1, 7.2 
Line.MDV201_HN_2_382_ABC823,    21.8916,     9.77,    12.95,    295.585,    122.402, 0, 72, 3, 7.2 
Line.MDV201_HN_2_821_B39618,    4.88849,     2.24,     1.87,    32.6101,    12.2223, 0, 5, 1, 7.2 
Line.MDV201_HN_2_927_C94731,    1.63574,     1.00,     0.83,    10.9938,    4.44847, 0, 2, 1, 7.2 
Line.MDV201_HN_2_235_ABC854,    0.70894,     0.32,     0.42,    13.9744,    5.85684, 0, 3, 3, 7.2 
Line.MDV201_HN_2_306_ABC28286,    21.0322,     9.65,     8.03,    200.338,    80.6981, 0, 54, 3, 7.2 
Line.MDV201_C_1_411_A8127,    4.51009,     2.77,     2.30,    29.7552,     12.757, 0, 8, 1, 7.2 
Line.MDV201_HN_2_520_A8092,    15.3546,     9.42,     7.83,    101.608,    42.0106, 0, 19, 1, 7.2 
Line.MDV201_HN_2_420_A814,     16.977,    10.42,     8.66,    113.283,    48.2102, 0, 24, 1, 7.2 
Line.MDV201_HN_2_153_B14829,    93.3628,    74.69,    62.24,     624.75,    228.947, 0, 114, 1, 7.2 
Line.MDV201_HN_2_870_C831,    29.2306,    13.41,    11.16,    196.325,    78.0952, 0, 31, 1, 7.2 
Line.MDV201_C_1_354_B1008227,     1.1931,     0.73,     0.61,    7.92935,    2.99086, 0, 1, 1, 7.2 
Line.MDV201_HN_21036_ABC28186,   0.708417,     0.32,     0.42,    13.9744,    5.82005, 0, 3, 3, 7.2 
Line.MDV201_DA_8_139_B56756,    2.00401,     1.60,     1.34,    13.1966,    4.77628, 0, 2, 1, 7.2 
Line.MDV201_HN_2_422_A790,    21.2746,    13.05,    10.85,        142,    60.4994, 0, 29, 1, 7.2 
Line.HN_2P011_SW,     20.254,     5.06,     3.38,    133.398,    47.8535, 0, 19, 1, 7.2 
Line.MDV201_15005ELB,     20.254,     1.01,     1.01,    133.398,     47.853, 0, 19, 1, 7.2 
Line.MDV201_1149717FUSE,    2.23766,     0.11,     0.09,    15.0126,    5.71828, 0, 2, 3, 7.2 
Line.MDV201_DA_8_218_B8204,    1.17771,     0.43,     0.36,    7.72049,    2.89638, 0, 2, 1, 7.2 
Line.MDV201_HN_2_387_B804,    4.72549,     2.90,     2.41,    31.7333,    12.2468, 0, 6, 1, 7.2 
Line.MDV201_HN_2_859_B94734,    1.02334,     0.63,     0.52,    6.75698,    2.54795, 0, 2, 1, 7.2 
Line.MDV201_HN_2_830_A14875,   0.813541,     0.50,     0.42,    5.38299,    2.31373, 0, 1, 1, 7.2 
Line.MDV201_1012406FUSE,    8.28988,     0.41,     0.35,    55.3336,    22.5255, 0, 12, 1, 7.2 
Line.MDV201_HN_2_186_ABC15011,    82.9091,    24.53,    20.42,    1061.85,    425.523, 0, 191, 3, 7.2 
Line.MDV201_HN_2_522_C855,    14.2802,     8.76,     7.29,    95.7473,    38.6084, 0, 19, 1, 7.2 
Line.MDV201_108027FUSE,    1.46492,     0.07,     0.06,    9.80003,    3.94893, 0, 2, 1, 7.2 
Line.MDV201_1010727FUSE,    23.2729,     1.16,     0.97,    155.369,    66.3133, 0, 32, 1, 7.2 
Line.MDV201_HN_2_831_ABC39762, 0.000401547,     0.00,     0.00, 2.44475E-010, -0.00803475, 0, 0, 3, 7.2 
Line.MDV201_1145433FUSE,   0.877035,     0.04,     0.04,    5.85421,    2.37533, 0, 1, 1, 7.2 
Line.MDV201_HN_2_540_C8108,    2.31647,     1.42,     1.18,    15.5175,    6.28712, 0, 4, 1, 7.2 
Line.MDV201_HN_2_653_A14878,    2.26793,     1.04,     0.87,    15.0465,    6.33623, 0, 4, 1, 7.2 
Line.MDV201_C_1_083_B69488,    2.46384,     1.97,     1.64,    16.3745,    6.17385, 0, 3, 1, 7.2 
Line.MDV201_HN_2P016_B1160487,    4.27817,     2.85,     2.85,    28.1844,    10.0666, 0, 4, 1, 7.2 
Line.MDV201_HN_2_223_B8168,    1.14595,     0.92,     0.76,    7.68103,    3.00087, 0, 2, 1, 7.2 
Line.MDV201_1163441ELB-1_SW,  0.0135583,     0.00,     0.00, 3.92982E-006, -0.0971634, 0, 0, 1, 7.2 
Line.MDV201_1163441ELB,  0.0135604,     0.00,     0.00, -4.72214E-005,  -0.097178, 0, 0, 1, 7.2 
Line.MDV201_HN_2_731_B14852,   0.647436,     0.40,     0.33,    4.33113,    1.73659, 0, 1, 1, 7.2 
Line.C_1P035_SW,     15.083,     3.77,     2.51,    99.6959,    40.3428, 0, 17, 1, 7.2 
Line.MDV201_8082ELB,     15.083,     0.75,     0.75,    99.6957,    40.3425, 0, 17, 1, 7.2 
Line.MDV201_HN_2_064_C14871,    6.72713,     3.09,     2.57,    45.1105,     18.533, 0, 10, 1, 7.2 
Line.MDV201_HN_2_878_B1144266,    7.15285,     4.39,     3.65,    47.9933,    18.4718, 0, 11, 1, 7.2 
Line.MDV201_HN_2_149_C28298,    8.33045,     6.66,     5.55,    56.0341,    22.8986, 0, 13, 1, 7.2 
Line.MDV201_HN_1_177_C69626,    1.46494,     0.90,     0.75,    9.80003,    3.94929, 0, 2, 1, 7.2 
Line.MDV201_DA_8_809_C46402,    1.30314,     0.60,     0.50,    8.65301,     3.3879, 0, 1, 1, 7.2 
Line.MDV201_1144263FUSE,    8.75097,     0.44,     0.36,    58.2439,    24.2003, 0, 12, 1, 7.2 
Line.MDV201_HN_2_868_C833,    36.1829,    16.60,    13.81,    243.153,    96.6916, 0, 37, 1, 7.2 
Line.MDV201_HN_2_836_B39616,    2.82878,     1.30,     1.08,    18.8614,    7.13779, 0, 3, 1, 7.2 
Line.MDV201_103731FUSE,    6.71085,     0.34,     0.28,    44.2509,    18.0819, 0, 8, 1, 7.2 
Line.MDV201_C_1P031_A1160501,    1.69579,     1.13,     1.13,    11.2567,    4.45713, 0, 3, 1, 7.2 
Line.MDV201_HN_2_404_B799,    1.00109,     0.61,     0.51,    6.70332,    2.64129, 0, 2, 1, 7.2 
Line.MDV201_HN_2_121_C28294,    1.78891,     1.43,     1.19,    12.0163,    4.86786, 0, 3, 1, 7.2 
Line.MDV201_C_1_389_A1000986,    10.2375,     6.28,     5.22,    67.7083,    27.9935, 0, 11, 1, 7.2 
Line.MDV201_HN_2_491_C8114,    4.90316,     3.01,     2.50,    33.0089,    13.1843, 0, 4, 1, 7.2 
Line.MDV201_HN_2_837_B39584,    50.1099,    22.99,    19.13,    332.516,     123.76, 0, 74, 1, 7.2 
Line.MDV201_DA_8_150_ABC56781,    37.1823,    11.00,     9.16,    509.322,    198.709, 0, 104, 3, 7.2 
Line.MDV201_C_1P026_A1160505,    5.38514,     3.59,     3.59,    35.6448,    14.4097, 0, 6, 1, 7.2 
Line.MDV201_HN_2_659_C62237,    56.7634,    26.04,    21.67,    378.887,    148.563, 0, 60, 1, 7.2 
Line.MDV201_HN_2_893_A39590,    13.0509,    10.44,     8.70,    86.0301,     35.067, 0, 16, 1, 7.2 
Line.HN_2P009_SW,    26.8765,     6.72,     4.48,    177.105,    63.4363, 0, 25, 1, 7.2 
Line.MDV201_15008ELB,    26.8765,     1.34,     1.34,    177.105,    63.4356, 0, 25, 1, 7.2 
Line.MDV201_HN_2_173_B39600, 0.00111697,     0.00,     0.00, -1.06816E-010, -0.00791956, 0, 0, 1, 7.2 
Line.MDV201_HN_2_220_B44580,    2.72376,     2.18,     1.82,     18.261,    7.12794, 0, 4, 1, 7.2 
Line.MDV201_HN_2_630_C28228,    7.99903,     3.67,     3.05,    53.8401,    21.6386, 0, 8, 1, 7.2 
Line.MDV201_HN_2_427_B826,    1.86271,     1.14,     0.95,    12.5026,    4.80678, 0, 2, 1, 7.2 
Line.MDV201_C_1P032_A69460,    3.10373,     2.07,     2.07,    20.5122,    8.30028, 0, 3, 1, 7.2 
Line.MDV201_HN_2_350_ABC52517,    34.8846,    16.00,    13.31,    415.881,     165.01, 0, 105, 3, 7.2 
Line.MDV201_HN_2_796_ABC782,    378.142,    61.09,    50.89,     7229.5,    3001.36, 0, 1379, 3, 7.2 
