Frequency,Year,Station Name,Total Lines,Valid Lines,Invalid Lines
subhourly,2018,GA_Newton_11_SW,105120,101371,3749
subhourly,2018,GA_Watkinsville_5_SSE,105120,105084,36
subhourly,2018,HI_Hilo_5_S,105120,99756,5364
subhourly,2018,HI_Mauna_Loa_5_NNE,105120,105048,72
subhourly,2018,IA_Des_Moines_17_E,105120,105060,60
subhourly,2018,ID_Arco_17_SW,105120,105084,36
subhourly,2018,ID_Murphy_10_W,105120,105084,36
subhourly,2018,IL_Champaign_9_SW,105120,104396,724
subhourly,2018,IL_Shabbona_5_NNE,105120,105072,48
subhourly,2018,IN_Bedford_5_WNW,105120,105060,60
subhourly,2018,KS_Manhattan_6_SSW,105120,105072,48
subhourly,2018,KS_Oakley_19_SSW,105120,105072,48
subhourly,2018,KY_Bowling_Green_21_NNE,105120,105000,120
subhourly,2018,KY_Versailles_3_NNW,105120,105000,120
subhourly,2018,LA_Lafayette_13_SE,105120,105036,84
subhourly,2018,LA_Monroe_26_N,105120,105084,36
subhourly,2018,ME_Limestone_4_NNW,105120,104640,480
subhourly,2018,ME_Old_Town_2_W,105120,105060,60
subhourly,2018,MI_Chatham_1_SE,105120,105084,36
subhourly,2018,MI_Gaylord_9_SSW,105120,105084,36
subhourly,2018,MN_Goodridge_12_NNW,105120,103236,1884
subhourly,2018,MN_Sandstone_6_W,105120,105072,48
subhourly,2018,MO_Chillicothe_22_ENE,105120,105072,48
subhourly,2018,MO_Joplin_24_N,105120,105072,48
subhourly,2018,MO_Salem_10_W,105120,105072,48
subhourly,2018,MS_Holly_Springs_4_N,105120,105072,48
subhourly,2018,MS_Newton_5_ENE,105120,104484,636
subhourly,2018,MT_Dillon_18_WSW,105120,105084,36
subhourly,2018,MT_Lewistown_42_WSW,105120,105072,48
subhourly,2018,MT_St._Mary_1_SSW,105120,105084,36
subhourly,2018,MT_Wolf_Point_29_ENE,105120,103704,1416
subhourly,2018,MT_Wolf_Point_34_NE,105120,105048,72
subhourly,2018,NC_Asheville_8_SSW,105120,105036,84
subhourly,2018,NC_Asheville_13_S,105120,105000,120
subhourly,2018,NC_Durham_11_W,105120,105072,48
subhourly,2018,ND_Jamestown_38_WSW,105120,84060,21060
subhourly,2018,ND_Medora_7_E,105120,105084,36
subhourly,2018,ND_Northgate_5_ESE,105120,105024,96
subhourly,2018,NE_Harrison_20_SSE,105120,105084,36
subhourly,2018,NE_Harrison_20_SSE,105120,105084,36
subhourly,2018,NE_Lincoln_8_ENE,105120,104208,912
subhourly,2018,NE_Lincoln_11_SW,105120,105024,96
subhourly,2018,NE_Whitman_5_ENE,105120,105096,24
subhourly,2018,NH_Durham_2_N,105120,105072,48
subhourly,2018,NH_Durham_2_SSW,105120,105048,72
subhourly,2018,NM_Las_Cruces_20_N,105120,105084,36
subhourly,2018,NM_Los_Alamos_13_W,105120,105084,36
subhourly,2018,NM_Socorro_20_N,105120,105084,36
subhourly,2018,NV_Baker_5_W,105120,99660,5460
subhourly,2018,NV_Denio_52_WSW,105120,105072,48
subhourly,2018,NV_Mercury_3_SSW,105120,105084,36
subhourly,2018,NY_Ithaca_13_E,105120,105048,72
subhourly,2018,NY_Millbrook_3_W,105120,105036,84
subhourly,2018,OH_Wooster_3_SSE,105120,105060,60
subhourly,2018,OK_Goodwell_2_E,105120,105072,48
subhourly,2018,OK_Goodwell_2_SE,105120,105084,36
subhourly,2018,OK_Stillwater_2_W,105120,105072,48
