# file...... weather_triplex_meter_all.csv
# date...... Wed Jul 30 12:19:33 2014
# user...... gour967
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 900
# limit..... 0
# property.. timestamp,max(measured_voltage_1.mag),max(measured_voltage_2.mag),avg(measured_voltage_1.mag),avg(measured_voltage_2.mag),min(measured_voltage_1.mag),min(measured_voltage_2.mag),sum(measured_real_energy),sum(measured_reactive_energy)
2010-01-01 07:00:00 EST,+120.274,+120.274,+117.655,+118.128,+115.897,+116.45,+5.02661e+006,+2.90827e+006
2010-01-01 07:15:00 EST,+120.656,+120.656,+118.164,+118.637,+116.744,+117.297,+5.44778e+006,+3.04435e+006
2010-01-01 07:30:00 EST,+121.623,+121.623,+117.972,+118.465,+116.425,+117.024,+5.77636e+006,+3.17568e+006
2010-01-01 07:45:00 EST,+121.54,+121.54,+117.454,+117.946,+113.862,+114.406,+6.26034e+006,+3.31074e+006
2010-01-01 08:00:00 EST,+121.512,+121.512,+117.631,+118.13,+113.695,+114.246,+6.74116e+006,+3.44653e+006
2010-01-01 08:15:00 EST,+120.902,+120.902,+118.015,+118.515,+114.637,+115.188,+7.1807e+006,+3.58513e+006
2010-01-01 08:30:00 EST,+121.217,+121.546,+118.89,+119.382,+115.387,+115.959,+7.53124e+006,+3.72432e+006
2010-01-01 08:45:00 EST,+121.211,+121.364,+119.083,+119.576,+115.729,+116.3,+7.76386e+006,+3.85983e+006
2010-01-01 09:00:00 EST,+121.403,+121.403,+119.212,+119.702,+115.976,+116.545,+7.94674e+006,+3.99629e+006
2010-01-01 09:15:00 EST,+121.59,+121.59,+119.311,+119.801,+116.037,+116.606,+8.1019e+006,+4.13168e+006
2010-01-01 09:30:00 EST,+121.493,+121.496,+119.349,+119.833,+116.301,+116.862,+8.25006e+006,+4.26621e+006
2010-01-01 09:45:00 EST,+121.633,+121.633,+119.438,+119.922,+116.629,+117.19,+8.39344e+006,+4.397e+006
2010-01-01 10:00:00 EST,+121.564,+121.564,+119.428,+119.91,+116.613,+117.172,+8.5347e+006,+4.52763e+006
2010-01-01 10:15:00 EST,+121.604,+121.604,+119.429,+119.911,+116.499,+117.058,+8.67588e+006,+4.65769e+006
2010-01-01 10:30:00 EST,+121.587,+121.587,+119.471,+119.949,+116.642,+117.197,+8.81517e+006,+4.78777e+006
2010-01-01 10:45:00 EST,+121.589,+121.589,+119.45,+119.927,+116.608,+117.162,+8.95472e+006,+4.91684e+006
2010-01-01 11:00:00 EST,+121.613,+121.613,+119.451,+119.928,+116.619,+117.173,+9.09617e+006,+5.0459e+006
2010-01-01 11:15:00 EST,+121.509,+121.525,+119.454,+119.931,+116.7,+117.254,+9.23662e+006,+5.17463e+006
2010-01-01 11:30:00 EST,+121.679,+121.679,+119.484,+119.956,+116.601,+117.149,+9.37546e+006,+5.30337e+006
2010-01-01 11:45:00 EST,+121.598,+121.598,+119.498,+119.969,+116.641,+117.188,+9.51481e+006,+5.43073e+006
2010-01-01 12:00:00 EST,+121.478,+121.569,+119.462,+119.932,+116.641,+117.186,+9.65227e+006,+5.5581e+006
2010-01-01 12:15:00 EST,+121.51,+121.612,+119.46,+119.93,+116.668,+117.213,+9.79025e+006,+5.68501e+006
2010-01-01 12:30:00 EST,+121.638,+121.638,+119.508,+119.976,+116.712,+117.255,+9.92783e+006,+5.81193e+006
2010-01-01 12:45:00 EST,+121.627,+121.627,+119.482,+119.95,+116.61,+117.153,+1.00648e+007,+5.93826e+006
2010-01-01 13:00:00 EST,+121.592,+121.592,+119.514,+119.981,+116.752,+117.294,+1.02055e+007,+6.06455e+006
2010-01-01 13:15:00 EST,+121.617,+121.617,+119.534,+120.001,+116.784,+117.326,+1.03414e+007,+6.19069e+006
2010-01-01 13:30:00 EST,+121.663,+121.663,+119.48,+119.945,+116.7,+117.24,+1.04792e+007,+6.31682e+006
2010-01-01 13:45:00 EST,+121.582,+121.604,+119.519,+119.984,+116.737,+117.276,+1.06216e+007,+6.44253e+006
2010-01-01 14:00:00 EST,+121.619,+121.619,+119.515,+119.98,+116.593,+117.133,+1.07603e+007,+6.56817e+006
2010-01-01 14:15:00 EST,+121.626,+121.626,+119.533,+119.997,+116.751,+117.291,+1.08958e+007,+6.69367e+006
2010-01-01 14:30:00 EST,+121.578,+121.578,+119.504,+119.968,+116.735,+117.274,+1.1034e+007,+6.81916e+006
2010-01-01 14:45:00 EST,+121.55,+121.555,+119.487,+119.952,+116.617,+117.156,+1.11708e+007,+6.94477e+006
2010-01-01 15:00:00 EST,+121.67,+121.67,+119.5,+119.964,+116.59,+117.129,+1.13141e+007,+7.07025e+006
2010-01-01 15:15:00 EST,+121.607,+121.607,+119.513,+119.977,+116.726,+117.265,+1.14523e+007,+7.1958e+006
2010-01-01 15:30:00 EST,+121.613,+121.613,+119.485,+119.957,+116.59,+117.138,+1.15911e+007,+7.32129e+006
2010-01-01 15:45:00 EST,+121.603,+121.603,+119.449,+119.921,+116.556,+117.104,+1.17293e+007,+7.44883e+006
2010-01-01 16:00:00 EST,+121.589,+121.589,+119.466,+119.941,+116.7,+117.25,+1.18738e+007,+7.57639e+006
2010-01-01 16:15:00 EST,+121.326,+121.326,+119.31,+119.784,+116.7,+117.239,+1.20377e+007,+7.70435e+006
2010-01-01 16:30:00 EST,+121.164,+121.164,+119.149,+119.65,+116.511,+117.084,+1.22048e+007,+7.83229e+006
2010-01-01 16:45:00 EST,+121.184,+121.329,+119.152,+119.654,+116.463,+117.033,+1.23775e+007,+7.9675e+006
2010-01-01 17:00:00 EST,+120.763,+121.224,+118.554,+119.064,+115.146,+115.738,+1.2552e+007,+8.10259e+006
2010-01-01 17:15:00 EST,+120.85,+120.85,+118.435,+118.945,+115.348,+115.94,+1.28647e+007,+8.23971e+006
2010-01-01 17:30:00 EST,+120.307,+120.883,+118.617,+119.143,+115.745,+116.355,+1.3132e+007,+8.37828e+006
2010-01-01 17:45:00 EST,+120.509,+120.77,+118.725,+119.251,+116.179,+116.789,+1.337e+007,+8.52126e+006
2010-01-01 18:00:00 EST,+121.021,+121.021,+117.621,+118.151,+113.951,+114.553,+1.35954e+007,+8.66534e+006
2010-01-01 18:15:00 EST,+120.933,+120.933,+117.849,+118.379,+114.231,+114.832,+1.40059e+007,+8.81219e+006
2010-01-01 18:30:00 EST,+119.768,+119.958,+117.853,+118.381,+114.964,+115.563,+1.44278e+007,+8.95981e+006
2010-01-01 18:45:00 EST,+120.451,+121.111,+118.009,+118.537,+115.067,+115.667,+1.48338e+007,+9.11027e+006
2010-01-01 19:00:00 EST,+119.936,+120.594,+117.866,+118.393,+115.944,+116.543,+1.51418e+007,+9.26276e+006
2010-01-01 19:15:00 EST,+119.991,+120.649,+118.016,+118.543,+116.111,+116.723,+1.54605e+007,+9.4169e+006
2010-01-01 19:30:00 EST,+119.855,+120.453,+118.269,+118.789,+116.357,+116.961,+1.57503e+007,+9.57172e+006
2010-01-01 19:45:00 EST,+120.505,+120.561,+118.498,+119.018,+116.597,+117.201,+1.60074e+007,+9.72656e+006
2010-01-01 20:00:00 EST,+120.87,+120.978,+118.571,+119.088,+116.7,+117.302,+1.62449e+007,+9.88305e+006
2010-01-01 20:15:00 EST,+120.998,+120.998,+118.57,+119.088,+116.532,+117.133,+1.6472e+007,+1.00407e+007
2010-01-01 20:30:00 EST,+120.757,+120.757,+118.562,+119.068,+116.578,+117.166,+1.66938e+007,+1.01978e+007
2010-01-01 20:45:00 EST,+120.789,+120.789,+118.647,+119.153,+116.554,+117.142,+1.69133e+007,+1.03533e+007
2010-01-01 21:00:00 EST,+120.987,+120.987,+118.664,+119.166,+115.967,+116.55,+1.71366e+007,+1.05097e+007
2010-01-01 21:15:00 EST,+120.91,+120.91,+118.577,+119.079,+116.2,+116.783,+1.73423e+007,+1.06618e+007
2010-01-01 21:30:00 EST,+120.762,+120.762,+118.679,+119.158,+116.507,+117.064,+1.75523e+007,+1.0815e+007
2010-01-01 21:45:00 EST,+121.004,+121.004,+118.766,+119.246,+116.247,+116.804,+1.77612e+007,+1.09634e+007
2010-01-01 22:00:00 EST,+121.981,+121.981,+119.034,+119.506,+116.242,+116.778,+1.79592e+007,+1.11092e+007
2010-01-01 22:15:00 EST,+121.851,+121.851,+119.09,+119.562,+116.472,+117.02,+1.81489e+007,+1.12515e+007
2010-01-01 22:30:00 EST,+121.916,+121.916,+119.27,+119.711,+116.734,+117.246,+1.83383e+007,+1.13937e+007
2010-01-01 22:45:00 EST,+121.243,+121.243,+119.006,+119.447,+116.755,+117.267,+1.85233e+007,+1.15285e+007
2010-01-01 23:00:00 EST,+120.751,+121.289,+118.922,+119.353,+116.925,+117.426,+1.87469e+007,+1.16626e+007
2010-01-01 23:15:00 EST,+120.808,+120.808,+119.252,+119.682,+117.458,+117.958,+1.89069e+007,+1.17848e+007
2010-01-01 23:30:00 EST,+120.992,+120.992,+119.438,+119.84,+117.475,+117.942,+1.90504e+007,+1.19074e+007
2010-01-01 23:45:00 EST,+121.208,+121.208,+119.64,+120.042,+117.89,+118.357,+1.91851e+007,+1.2022e+007
2010-01-02 00:00:00 EST,+121.254,+121.254,+119.694,+120.086,+117.943,+118.398,+1.92962e+007,+1.21309e+007
2010-01-02 00:15:00 EST,+121.269,+121.269,+119.704,+120.096,+117.921,+118.377,+1.94064e+007,+1.22376e+007
2010-01-02 00:30:00 EST,+121.302,+121.302,+119.773,+120.148,+118.061,+118.498,+1.95174e+007,+1.23446e+007
2010-01-02 00:45:00 EST,+121.253,+121.253,+119.723,+120.099,+118.028,+118.465,+1.96281e+007,+1.2448e+007
2010-01-02 01:00:00 EST,+121.22,+121.22,+119.745,+120.116,+118.111,+118.542,+1.97403e+007,+1.25519e+007
2010-01-02 01:15:00 EST,+121.191,+121.191,+119.724,+120.094,+118.152,+118.583,+1.98535e+007,+1.26549e+007
2010-01-02 01:30:00 EST,+121.067,+121.096,+119.712,+120.073,+118.171,+118.591,+1.99695e+007,+1.27587e+007
2010-01-02 01:45:00 EST,+120.877,+121.155,+119.645,+120.006,+118.102,+118.522,+2.00887e+007,+1.28611e+007
2010-01-02 02:00:00 EST,+121.035,+121.111,+119.662,+120.02,+118.076,+118.492,+2.02099e+007,+1.29641e+007
2010-01-02 02:15:00 EST,+120.898,+121.033,+119.543,+119.901,+117.927,+118.343,+2.03406e+007,+1.30689e+007
2010-01-02 02:30:00 EST,+120.879,+121.036,+119.543,+119.897,+117.875,+118.281,+2.04813e+007,+1.31759e+007
2010-01-02 02:45:00 EST,+120.987,+121.089,+119.441,+119.795,+117.654,+118.057,+2.06282e+007,+1.32838e+007
2010-01-02 03:00:00 EST,+120.617,+120.739,+119.293,+119.646,+117.738,+118.148,+2.0783e+007,+1.33933e+007
2010-01-02 03:15:00 EST,+120.996,+121.029,+119.402,+119.754,+117.712,+118.113,+2.09432e+007,+1.3504e+007
2010-01-02 03:30:00 EST,+120.737,+120.905,+119.361,+119.715,+117.57,+117.982,+2.11103e+007,+1.36164e+007
2010-01-02 03:45:00 EST,+120.922,+120.922,+119.258,+119.613,+117.371,+117.783,+2.12835e+007,+1.37308e+007
2010-01-02 04:00:00 EST,+120.675,+120.675,+119.012,+119.367,+117.049,+117.461,+2.14582e+007,+1.38455e+007
2010-01-02 04:15:00 EST,+120.798,+120.798,+119.14,+119.495,+117.134,+117.547,+2.16348e+007,+1.3961e+007
2010-01-02 04:30:00 EST,+120.458,+120.458,+119.069,+119.436,+117.62,+118.047,+2.18152e+007,+1.40772e+007
2010-01-02 04:45:00 EST,+120.963,+120.963,+119.148,+119.515,+117.41,+117.837,+2.20019e+007,+1.41971e+007
2010-01-02 05:00:00 EST,+120.036,+120.499,+118.635,+119.006,+116.477,+116.908,+2.21849e+007,+1.43163e+007
2010-01-02 05:15:00 EST,+120.187,+120.55,+118.473,+118.844,+115.9,+116.33,+2.2499e+007,+1.44353e+007
2010-01-02 05:30:00 EST,+120.258,+120.76,+118.536,+118.938,+116.353,+116.82,+2.2742e+007,+1.45549e+007
2010-01-02 05:45:00 EST,+119.97,+120.472,+117.78,+118.182,+115.2,+115.667,+2.3106e+007,+1.46787e+007
2010-01-02 06:00:00 EST,+120.057,+120.553,+117.003,+117.415,+114.474,+114.942,+2.35285e+007,+1.48023e+007
2010-01-02 06:15:00 EST,+120.426,+120.731,+117.09,+117.502,+114.254,+114.722,+2.41487e+007,+1.49222e+007
2010-01-02 06:30:00 EST,+119.455,+120.004,+117.185,+117.642,+115.121,+115.636,+2.47492e+007,+1.50432e+007
2010-01-02 06:45:00 EST,+120.295,+120.689,+117.695,+118.153,+115.525,+116.045,+2.52885e+007,+1.51746e+007
2010-01-02 07:00:00 EST,+120.189,+120.189,+117.273,+117.745,+115.354,+115.887,+2.58105e+007,+1.53074e+007
2010-01-02 07:15:00 EST,+120.731,+120.821,+117.803,+118.275,+115.504,+115.991,+2.63566e+007,+1.54443e+007
2010-01-02 07:30:00 EST,+121.817,+121.817,+117.705,+118.198,+115.464,+116.02,+2.67299e+007,+1.558e+007
2010-01-02 07:45:00 EST,+121.723,+121.723,+117.318,+117.811,+113.444,+113.987,+2.72376e+007,+1.57168e+007
2010-01-02 08:00:00 EST,+121.502,+121.502,+117.353,+117.852,+113.639,+114.19,+2.77522e+007,+1.58532e+007
2010-01-02 08:15:00 EST,+121.458,+121.458,+117.525,+118.025,+113.571,+114.122,+2.82525e+007,+1.59915e+007
2010-01-02 08:30:00 EST,+120.694,+121.277,+118.435,+118.927,+114.463,+115.034,+2.86693e+007,+1.61298e+007
2010-01-02 08:45:00 EST,+121.515,+121.546,+119.014,+119.506,+115.004,+115.575,+2.8951e+007,+1.62644e+007
2010-01-02 09:00:00 EST,+121.405,+121.405,+119.06,+119.55,+115.284,+115.853,+2.91791e+007,+1.64015e+007
2010-01-02 09:15:00 EST,+121.482,+121.482,+119.142,+119.632,+115.522,+116.091,+2.93574e+007,+1.65399e+007
2010-01-02 09:30:00 EST,+121.479,+121.479,+119.202,+119.685,+115.777,+116.339,+2.95208e+007,+1.66771e+007
2010-01-02 09:45:00 EST,+121.449,+121.573,+119.39,+119.874,+116.574,+117.136,+2.96654e+007,+1.68083e+007
2010-01-02 10:00:00 EST,+121.549,+121.549,+119.432,+119.914,+116.635,+117.195,+2.98123e+007,+1.69392e+007
2010-01-02 10:15:00 EST,+121.659,+121.659,+119.435,+119.917,+116.601,+117.16,+2.99503e+007,+1.70694e+007
2010-01-02 10:30:00 EST,+121.555,+121.555,+119.449,+119.926,+116.534,+117.089,+3.00949e+007,+1.72001e+007
2010-01-02 10:45:00 EST,+121.575,+121.575,+119.454,+119.932,+116.69,+117.245,+3.02343e+007,+1.73297e+007
2010-01-02 11:00:00 EST,+121.59,+121.59,+119.448,+119.924,+116.605,+117.159,+3.0379e+007,+1.74594e+007
2010-01-02 11:15:00 EST,+121.515,+121.55,+119.426,+119.903,+116.588,+117.141,+3.0522e+007,+1.75894e+007
2010-01-02 11:30:00 EST,+121.675,+121.675,+119.461,+119.933,+116.555,+117.09,+3.06674e+007,+1.77188e+007
2010-01-02 11:45:00 EST,+121.51,+121.51,+119.44,+119.911,+116.697,+117.245,+3.08099e+007,+1.78477e+007
2010-01-02 12:00:00 EST,+121.609,+121.609,+119.434,+119.904,+116.49,+117.035,+3.0953e+007,+1.7976e+007
2010-01-02 12:15:00 EST,+121.65,+121.65,+119.44,+119.91,+116.591,+117.137,+3.1097e+007,+1.81043e+007
2010-01-02 12:30:00 EST,+121.571,+121.571,+119.483,+119.95,+116.735,+117.278,+3.12417e+007,+1.82329e+007
2010-01-02 12:45:00 EST,+121.567,+121.567,+119.41,+119.878,+116.661,+117.192,+3.13819e+007,+1.83602e+007
2010-01-02 13:00:00 EST,+121.529,+121.529,+119.47,+119.937,+116.752,+117.294,+3.15339e+007,+1.84886e+007
2010-01-02 13:15:00 EST,+121.601,+121.601,+119.443,+119.909,+116.645,+117.187,+3.16736e+007,+1.86159e+007
2010-01-02 13:30:00 EST,+121.648,+121.648,+119.418,+119.883,+116.656,+117.196,+3.18216e+007,+1.87439e+007
2010-01-02 13:45:00 EST,+121.525,+121.555,+119.436,+119.901,+116.685,+117.225,+3.19706e+007,+1.88718e+007
2010-01-02 14:00:00 EST,+121.591,+121.591,+119.456,+119.921,+116.653,+117.192,+3.21187e+007,+1.89993e+007
2010-01-02 14:15:00 EST,+121.719,+121.719,+119.466,+119.93,+116.699,+117.238,+3.22684e+007,+1.91277e+007
2010-01-02 14:30:00 EST,+121.49,+121.569,+119.442,+119.906,+116.718,+117.257,+3.24111e+007,+1.92548e+007
2010-01-02 14:45:00 EST,+121.636,+121.636,+119.431,+119.895,+116.51,+117.049,+3.25577e+007,+1.93823e+007
2010-01-02 15:00:00 EST,+121.682,+121.682,+119.432,+119.896,+116.575,+117.103,+3.27078e+007,+1.95104e+007
2010-01-02 15:15:00 EST,+121.59,+121.59,+119.446,+119.911,+116.602,+117.141,+3.28578e+007,+1.96385e+007
2010-01-02 15:30:00 EST,+121.514,+121.514,+119.374,+119.846,+116.526,+117.074,+3.30022e+007,+1.97663e+007
2010-01-02 15:45:00 EST,+121.424,+121.424,+119.299,+119.771,+116.485,+117.033,+3.31543e+007,+1.98961e+007
2010-01-02 16:00:00 EST,+121.376,+121.397,+119.329,+119.803,+116.547,+117.098,+3.33096e+007,+2.00268e+007
2010-01-02 16:15:00 EST,+121.258,+121.258,+119.162,+119.636,+116.492,+117.03,+3.34932e+007,+2.01585e+007
2010-01-02 16:30:00 EST,+121.021,+121.028,+119.015,+119.516,+116.243,+116.812,+3.36803e+007,+2.02918e+007
2010-01-02 16:45:00 EST,+120.916,+120.916,+118.892,+119.393,+116.441,+117.023,+3.38757e+007,+2.04312e+007
2010-01-02 17:00:00 EST,+120.448,+121.085,+118.458,+118.968,+115.59,+116.182,+3.40771e+007,+2.05732e+007
2010-01-02 17:15:00 EST,+120.405,+120.537,+118.255,+118.765,+115.28,+115.873,+3.44404e+007,+2.07166e+007
2010-01-02 17:30:00 EST,+120.546,+121.203,+117.91,+118.435,+114.719,+115.329,+3.48529e+007,+2.0861e+007
2010-01-02 17:45:00 EST,+119.816,+120.472,+117.801,+118.326,+114.766,+115.375,+3.52463e+007,+2.10103e+007
2010-01-02 18:00:00 EST,+119.384,+119.601,+116.462,+116.991,+112.958,+113.559,+3.56274e+007,+2.11619e+007
2010-01-02 18:15:00 EST,+119.879,+119.879,+116.505,+117.034,+112.701,+113.302,+3.62721e+007,+2.1311e+007
2010-01-02 18:30:00 EST,+119.126,+119.126,+116.497,+117.024,+113.3,+113.899,+3.69393e+007,+2.14625e+007
2010-01-02 18:45:00 EST,+119.381,+119.381,+116.826,+117.353,+114.056,+114.655,+3.76401e+007,+2.16138e+007
2010-01-02 19:00:00 EST,+119.731,+119.731,+116.967,+117.493,+114.003,+114.596,+3.82503e+007,+2.17696e+007
2010-01-02 19:15:00 EST,+119.591,+119.591,+116.959,+117.485,+113.953,+114.546,+3.88746e+007,+2.19238e+007
2010-01-02 19:30:00 EST,+119.781,+119.8,+117.299,+117.818,+114.716,+115.301,+3.94528e+007,+2.20811e+007
2010-01-02 19:45:00 EST,+120.424,+120.424,+117.686,+118.206,+114.798,+115.384,+3.99678e+007,+2.22409e+007
2010-01-02 20:00:00 EST,+120.555,+120.555,+118.079,+118.596,+116.313,+116.896,+4.0415e+007,+2.24069e+007
2010-01-02 20:15:00 EST,+120.392,+120.572,+118.288,+118.806,+116.565,+117.166,+4.08145e+007,+2.25765e+007
2010-01-02 20:30:00 EST,+120.542,+120.542,+118.548,+119.053,+116.938,+117.513,+4.11762e+007,+2.27485e+007
2010-01-02 20:45:00 EST,+120.729,+120.729,+118.761,+119.268,+117.166,+117.742,+4.15075e+007,+2.29197e+007
2010-01-02 21:00:00 EST,+121.56,+121.595,+119.018,+119.52,+116.362,+116.946,+4.1822e+007,+2.30933e+007
2010-01-02 21:15:00 EST,+121.402,+121.527,+118.983,+119.485,+116.046,+116.629,+4.20856e+007,+2.32602e+007
2010-01-02 21:30:00 EST,+121.956,+121.956,+119.221,+119.7,+116.202,+116.758,+4.23486e+007,+2.3427e+007
2010-01-02 21:45:00 EST,+121.46,+121.536,+119.078,+119.558,+116.455,+117.012,+4.26125e+007,+2.35894e+007
2010-01-02 22:00:00 EST,+121.79,+121.79,+119.254,+119.726,+116.585,+117.133,+4.28546e+007,+2.37463e+007
2010-01-02 22:15:00 EST,+121.691,+121.691,+119.17,+119.642,+116.622,+117.17,+4.3084e+007,+2.38986e+007
2010-01-02 22:30:00 EST,+121.243,+121.243,+119.084,+119.525,+116.614,+117.126,+4.33101e+007,+2.40501e+007
2010-01-02 22:45:00 EST,+121.176,+121.176,+118.993,+119.434,+116.592,+117.105,+4.35326e+007,+2.41943e+007
2010-01-02 23:00:00 EST,+120.743,+121.281,+119.077,+119.507,+117.129,+117.629,+4.3798e+007,+2.4339e+007
2010-01-02 23:15:00 EST,+120.841,+120.841,+119.325,+119.755,+117.38,+117.881,+4.39739e+007,+2.44651e+007
2010-01-02 23:30:00 EST,+120.728,+120.775,+119.446,+119.848,+118.004,+118.471,+4.41364e+007,+2.45925e+007
2010-01-02 23:45:00 EST,+121.09,+121.09,+119.803,+120.205,+118.666,+119.133,+4.42927e+007,+2.47125e+007
2010-01-03 00:00:00 EST,+121.093,+121.093,+119.847,+120.239,+118.784,+119.24,+4.44181e+007,+2.4825e+007
2010-01-03 00:15:00 EST,+120.852,+120.892,+119.742,+120.134,+118.788,+119.244,+4.45443e+007,+2.49358e+007
2010-01-03 00:30:00 EST,+120.752,+121.047,+119.763,+120.139,+118.836,+119.273,+4.46747e+007,+2.50476e+007
2010-01-03 00:45:00 EST,+120.713,+121.182,+119.693,+120.068,+118.797,+119.234,+4.48093e+007,+2.5157e+007
2010-01-03 01:00:00 EST,+120.694,+120.999,+119.641,+120.012,+118.775,+119.193,+4.49511e+007,+2.52684e+007
2010-01-03 01:15:00 EST,+120.632,+121.017,+119.566,+119.937,+118.365,+118.783,+4.5102e+007,+2.53808e+007
2010-01-03 01:30:00 EST,+120.44,+120.891,+119.517,+119.878,+118.632,+119.052,+4.52628e+007,+2.54955e+007
2010-01-03 01:45:00 EST,+120.558,+120.789,+119.416,+119.777,+118.485,+118.895,+4.54412e+007,+2.56125e+007
2010-01-03 02:00:00 EST,+120.399,+120.72,+119.27,+119.628,+118.131,+118.539,+4.56312e+007,+2.57325e+007
2010-01-03 02:15:00 EST,+120.309,+120.459,+118.988,+119.346,+117.953,+118.36,+4.5844e+007,+2.58572e+007
2010-01-03 02:30:00 EST,+120.417,+120.417,+118.924,+119.278,+117.635,+118.038,+4.60613e+007,+2.59832e+007
2010-01-03 02:45:00 EST,+120.376,+120.4,+118.954,+119.308,+117.293,+117.705,+4.63033e+007,+2.61143e+007
2010-01-03 03:00:00 EST,+120.158,+120.158,+118.821,+119.173,+117.751,+118.161,+4.65444e+007,+2.62453e+007
2010-01-03 03:15:00 EST,+120.347,+120.347,+118.976,+119.329,+117.6,+118.01,+4.67899e+007,+2.63771e+007
2010-01-03 03:30:00 EST,+120.478,+120.478,+118.781,+119.135,+117.934,+118.334,+4.70396e+007,+2.651e+007
2010-01-03 03:45:00 EST,+120.305,+120.305,+118.847,+119.201,+117.498,+117.901,+4.72829e+007,+2.66416e+007
2010-01-03 04:00:00 EST,+120.244,+120.244,+118.8,+119.155,+117.441,+117.854,+4.75324e+007,+2.67746e+007
2010-01-03 04:15:00 EST,+120.14,+120.236,+118.808,+119.163,+117.38,+117.793,+4.77842e+007,+2.69083e+007
2010-01-03 04:30:00 EST,+120.049,+120.317,+118.583,+118.95,+117.333,+117.759,+4.80373e+007,+2.70423e+007
2010-01-03 04:45:00 EST,+120.233,+120.233,+118.645,+119.012,+117.252,+117.679,+4.8291e+007,+2.71789e+007
2010-01-03 05:00:00 EST,+119.835,+120.298,+118.304,+118.674,+116.304,+116.735,+4.85547e+007,+2.73174e+007
