# currDump.csv run at 2012-01-01 12:00:00 EST on 5938 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
OH3128307759001,0.000000,0.000000,0.000000,0.000000,0.306081,-0.462348
OH3128307707001,12.186405,-22.736218,-20.124517,-1.396899,12.850550,21.369199
OH3128306757001,12.186405,-22.736218,-20.124517,-1.396899,12.850550,21.369199
OH3128306756001,12.186405,-22.736218,-20.124517,-1.396899,11.770298,22.478745
FS3128306756001,0.000000,0.000000,-12.067640,-5.738335,0.000000,0.000000
OH3128307705001,0.000000,0.000000,-12.067640,-5.738335,0.000000,0.000000
OH3128307705002,0.000000,0.000000,-12.067640,-5.738335,0.000000,0.000000
OH3128307701001,0.000000,0.000000,-11.004866,-5.073527,0.000000,0.000000
OH3128307609001,0.000000,0.000000,-9.348253,-4.152744,0.000000,0.000000
OH3128307605001,0.000000,0.000000,-9.348253,-4.152744,0.000000,0.000000
OH3128306695002,0.000000,0.000000,-0.974672,-0.311860,0.000000,0.000000
OH3128307601001,0.000000,0.000000,-7.588992,-3.697137,0.000000,0.000000
