Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"47", 4.16, 1,    2364.54,   -2.5,    0.9845, 2,    2447.91, -121.5,    1.0192, 3,    2404.56,  118.6,    1.0012
"46", 4.16, 1,     2364.8,   -2.5,    0.9846, 0, 0, 0, 0, 0, 0, 0, 0
"48", 4.16, 1,    2363.89,   -2.5,   0.98422, 2,    2447.22, -121.5,    1.0189, 3,    2404.03,  118.6,    1.0009
"49", 4.16, 1,    2363.88,   -2.5,   0.98422, 2,    2446.58, -121.5,    1.0187, 3,    2403.79,  118.6,    1.0008
"50", 4.16, 1,    2363.83,   -2.5,    0.9842, 2,    2446.64, -121.5,    1.0187, 3,    2402.98,  118.6,    1.0005
"51", 4.16, 1,    2363.43,   -2.5,   0.98403, 2,    2446.83, -121.5,    1.0188, 3,    2402.94,  118.6,    1.0005
"151", 4.16, 1,    2363.43,   -2.5,   0.98403, 2,    2446.83, -121.5,    1.0188, 3,    2402.94,  118.6,    1.0005
"52", 4.16, 1,    2390.98,   -2.2,    0.9955, 2,    2470.68, -121.2,    1.0287, 3,    2426.15,  118.7,    1.0101
"53", 4.16, 1,     2384.4,   -2.4,   0.99277, 2,    2468.84, -121.3,    1.0279, 3,    2422.32,  118.5,    1.0086
"54", 4.16, 1,     2380.7,   -2.5,   0.99123, 2,    2467.47, -121.4,    1.0274, 3,    2419.97,  118.4,    1.0076
"55", 4.16, 1,     2380.2,   -2.5,   0.99102, 2,     2467.3, -121.4,    1.0273, 3,    2420.13,  118.5,    1.0076
"57", 4.16, 1,     2373.1,   -2.8,   0.98806, 2,    2460.72, -121.6,    1.0245, 3,    2413.74,  118.2,     1.005
"56", 4.16, 1,    2380.13,   -2.5,   0.99099, 2,    2466.88, -121.4,    1.0271, 3,    2420.34,  118.5,    1.0077
"58", 4.16, 2,    2459.16, -121.6,    1.0239, 0, 0, 0, 0, 0, 0, 0, 0
"60", 4.16, 1,    2357.29,   -3.5,   0.98148, 2,    2448.67, -122.0,    1.0195, 3,    2399.18,  117.8,   0.99892
"59", 4.16, 2,    2458.39, -121.6,    1.0236, 0, 0, 0, 0, 0, 0, 0, 0
"61", 4.16, 1,    2357.29,   -3.5,   0.98148, 2,    2448.67, -122.0,    1.0195, 3,    2399.18,  117.8,   0.99892
"62", 4.16, 1,    2355.44,   -3.5,   0.98071, 2,    2445.96, -122.0,    1.0184, 3,    2394.24,  117.8,   0.99686
"63", 4.16, 1,    2353.98,   -3.5,    0.9801, 2,    2443.88, -122.0,    1.0175, 3,    2391.83,  117.8,   0.99586
"64", 4.16, 1,     2353.2,   -3.5,   0.97978, 2,    2439.36, -121.9,    1.0156, 3,    2386.63,  117.7,   0.99369
"65", 4.16, 1,    2351.56,   -3.5,   0.97909, 2,    2438.56, -121.9,    1.0153, 3,    2379.41,  117.7,   0.99069
"66", 4.16, 1,    2352.13,   -3.5,   0.97933, 2,    2439.14, -121.9,    1.0156, 3,    2375.77,  117.7,   0.98917
"67", 4.16, 1,    2470.53,   -3.8,    1.0286, 2,    2477.08, -122.2,    1.0314, 3,    2468.94,  117.6,     1.028
"68", 4.16, 1,    2466.83,   -3.8,    1.0271, 0, 0, 0, 0, 0, 0, 0, 0
"72", 4.16, 1,    2471.45,   -3.9,     1.029, 2,    2474.94, -122.3,    1.0305, 3,    2468.41,  117.5,    1.0277
"97", 4.16, 1,    2468.11,   -3.8,    1.0276, 2,    2475.87, -122.2,    1.0309, 3,    2467.19,  117.6,    1.0272
"69", 4.16, 1,    2462.59,   -3.8,    1.0253, 0, 0, 0, 0, 0, 0, 0, 0
"70", 4.16, 1,    2459.58,   -3.8,    1.0241, 0, 0, 0, 0, 0, 0, 0, 0
"71", 4.16, 1,    2457.88,   -3.9,    1.0234, 0, 0, 0, 0, 0, 0, 0, 0
"73", 4.16, 3,    2463.23,  117.5,    1.0256, 0, 0, 0, 0, 0, 0, 0, 0
"76", 4.16, 1,    2471.21,   -3.9,    1.0289, 2,    2473.69, -122.4,    1.0299, 3,    2469.88,  117.5,    1.0284
"74", 4.16, 3,     2458.8,  117.5,    1.0237, 0, 0, 0, 0, 0, 0, 0, 0
"75", 4.16, 3,    2456.33,  117.4,    1.0227, 0, 0, 0, 0, 0, 0, 0, 0
"77", 4.16, 1,    2473.96,   -4.0,    1.0301, 2,    2476.45, -122.5,    1.0311, 3,    2471.99,  117.4,    1.0292
"86", 4.16, 1,    2469.05,   -3.9,     1.028, 2,    2469.45, -122.5,    1.0282, 3,    2473.29,  117.4,    1.0298
"78", 4.16, 1,    2474.68,   -4.0,    1.0304, 2,    2477.45, -122.5,    1.0315, 3,    2472.37,  117.4,    1.0294
"79", 4.16, 1,    2473.95,   -4.0,    1.0301, 2,    2477.77, -122.5,    1.0316, 3,    2472.26,  117.4,    1.0293
"80", 4.16, 1,    2479.65,   -4.1,    1.0324, 2,     2481.5, -122.5,    1.0332, 3,     2474.4,  117.3,    1.0302
"81", 4.16, 1,    2481.54,   -4.1,    1.0332, 2,    2483.52, -122.5,     1.034, 3,     2474.9,  117.2,    1.0304
"82", 4.16, 1,    2483.58,   -4.1,    1.0341, 2,    2486.54, -122.6,    1.0353, 3,    2476.75,  117.2,    1.0312
"84", 4.16, 3,    2468.67,  117.2,    1.0279, 0, 0, 0, 0, 0, 0, 0, 0
"83", 4.16, 1,    2486.38,   -4.1,    1.0352, 2,    2489.23, -122.6,    1.0364, 3,    2478.71,  117.2,     1.032
"85", 4.16, 3,    2465.74,  117.2,    1.0266, 0, 0, 0, 0, 0, 0, 0, 0
"87", 4.16, 1,     2467.8,   -4.0,    1.0275, 2,    2467.55, -122.6,    1.0274, 3,     2474.6,  117.4,    1.0303
"88", 4.16, 1,    2467.68,   -4.0,    1.0274, 0, 0, 0, 0, 0, 0, 0, 0
"89", 4.16, 1,    2466.76,   -4.0,    1.0271, 2,    2466.91, -122.7,    1.0271, 3,    2475.55,  117.4,    1.0307
"90", 4.16, 2,    2466.69, -122.7,     1.027, 0, 0, 0, 0, 0, 0, 0, 0
"91", 4.16, 1,    2466.28,   -4.0,    1.0269, 2,    2466.13, -122.7,    1.0268, 3,    2476.06,  117.4,    1.0309
"92", 4.16, 3,    2475.86,  117.3,    1.0308, 0, 0, 0, 0, 0, 0, 0, 0
"93", 4.16, 1,    2465.52,   -4.0,    1.0265, 2,    2465.74, -122.7,    1.0266, 3,    2476.29,  117.4,     1.031
"94", 4.16, 1,    2463.82,   -4.0,    1.0258, 0, 0, 0, 0, 0, 0, 0, 0
"95", 4.16, 1,    2465.42,   -4.0,    1.0265, 2,    2464.83, -122.7,    1.0263, 3,    2476.73,  117.4,    1.0312
"96", 4.16, 2,    2464.21, -122.7,     1.026, 0, 0, 0, 0, 0, 0, 0, 0
"98", 4.16, 1,    2467.62,   -3.8,    1.0274, 2,    2475.26, -122.2,    1.0306, 3,     2466.7,  117.6,     1.027
"99", 4.16, 1,    2468.31,   -3.8,    1.0277, 2,    2473.29, -122.2,    1.0298, 3,     2465.9,  117.6,    1.0267
"100", 4.16, 1,    2468.78,   -3.8,    1.0279, 2,    2473.13, -122.2,    1.0297, 3,    2464.93,  117.6,    1.0263
"450", 4.16, 1,    2468.78,   -3.8,    1.0279, 2,    2473.13, -122.2,    1.0297, 3,    2464.93,  117.6,    1.0263
"197", 4.16, 1,    2468.11,   -3.8,    1.0276, 2,    2475.87, -122.2,    1.0309, 3,    2467.19,  117.6,    1.0272
"101", 4.16, 1,    2466.15,   -3.9,    1.0268, 2,    2475.23, -122.2,    1.0306, 3,    2465.88,  117.6,    1.0267
"102", 4.16, 3,    2462.41,  117.6,    1.0252, 0, 0, 0, 0, 0, 0, 0, 0
"105", 4.16, 1,    2462.96,   -3.9,    1.0255, 2,    2474.86, -122.3,    1.0304, 3,    2466.55,  117.6,     1.027
"103", 4.16, 3,    2458.39,  117.6,    1.0236, 0, 0, 0, 0, 0, 0, 0, 0
"104", 4.16, 3,    2454.06,  117.5,    1.0218, 0, 0, 0, 0, 0, 0, 0, 0
"106", 4.16, 2,    2472.09, -122.3,    1.0293, 0, 0, 0, 0, 0, 0, 0, 0
"108", 4.16, 1,     2459.4,   -4.0,     1.024, 2,    2476.41, -122.3,    1.0311, 3,     2466.2,  117.7,    1.0268
"107", 4.16, 2,    2468.56, -122.3,    1.0278, 0, 0, 0, 0, 0, 0, 0, 0
"109", 4.16, 1,     2449.5,   -4.0,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0
"300", 4.16, 1,     2459.4,   -4.0,     1.024, 2,    2476.41, -122.3,    1.0311, 3,     2466.2,  117.7,    1.0268
"110", 4.16, 1,    2444.76,   -4.1,    1.0179, 0, 0, 0, 0, 0, 0, 0, 0
"111", 4.16, 1,    2442.97,   -4.1,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0
"112", 4.16, 1,    2443.17,   -4.1,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0
"113", 4.16, 1,    2438.16,   -4.1,    1.0151, 0, 0, 0, 0, 0, 0, 0, 0
"114", 4.16, 1,    2437.15,   -4.1,    1.0147, 0, 0, 0, 0, 0, 0, 0, 0
"135", 4.16, 1,    2383.79,   -2.3,   0.99251, 2,    2463.74, -121.2,    1.0258, 3,    2416.12,  118.8,     1.006
"152", 4.16, 1,    2405.46,   -1.9,    1.0015, 2,    2473.67, -121.0,    1.0299, 3,    2433.96,  118.9,    1.0134
"160R", 4.16, 1,    2475.15,   -3.5,    1.0306, 2,    2479.28, -122.0,    1.0323, 3,    2474.15,  117.8,    1.0301
"160", 4.16, 1,    2357.29,   -3.5,   0.98148, 2,    2448.67, -122.0,    1.0195, 3,    2399.18,  117.8,   0.99892
"61S", 4.16, 1,    2357.29,   -3.5,   0.98148, 2,    2448.67, -122.0,    1.0195, 3,    2399.18,  117.8,   0.99892
"300_OPEN", 4.16, 1,    2363.43,   -2.5,   0.98403, 2,    2446.83, -121.5,    1.0188, 3,    2402.94,  118.6,    1.0005
"94_OPEN", 4.16, 1,     2380.7,   -2.5,   0.99123, 0, 0, 0, 0, 0, 0, 0, 0
"610", 0.48, 1,    274.217,   -2.7,   0.98949, 2,    278.057, -122.0,    1.0034, 3,    279.057,  117.0,     1.007
