Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.L26,    37.1008,   -29.05, 0.00308505,   -34.79,    18.5897,    92.23,          0,     0.00,    31.7194,     1.01,    37.1011,   150.95, 0.00249745,   145.21,    18.5901,   -87.78,          0,     0.00,    31.7194,  -178.99
Line.L27,    18.6338,   -29.08, 0.000725821,  -142.23,          0,     0.00,          0,     0.00,    18.6335,   -29.08,     18.634,   150.92, 7.27596E-12,     0.00,          0,     0.00,          0,     0.00,     18.634,   150.92
Line.L28,    18.5918,    92.22,          0,     0.00,          0,     0.00,          0,     0.00,    18.5918,    92.22,     18.592,   -87.78,          0,     0.00,          0,     0.00,          0,     0.00,     18.592,   -87.78
Line.L29,     18.634,   -29.08,          0,     0.00,          0,     0.00,          0,     0.00,     18.634,   -29.08,    18.6344,   150.91,          0,     0.00,          0,     0.00,          0,     0.00,    18.6344,   150.91
Line.L30,    18.4667,   -29.06, 0.00249745,   -34.79,    18.5901,    92.22,          0,     0.00,      18.17,    31.92,    18.4671,   150.94,   0.001616,   145.21,    18.5906,   -87.78,          0,     0.00,      18.17,  -148.08
Line.L31, 0.00186865,    83.52,   0.001616,   -34.79,    18.5906,    92.22,          0,     0.00,    18.5915,    92.22, 0.000679519,   -96.48, 0.000587634,   145.22,    18.5913,   -87.78,          0,     0.00,    18.5916,   -87.78
Line.L32, 0.000679519,    83.52, 0.000587634,   -34.78, 0.000641208,  -143.63,          0,     0.00, 0.0000589254,   -43.10, 4.06738E-12,  -116.57, 2.75263E-11,     7.59, 2.18279E-11,   180.00,          0,     0.00, 3.63798E-12,     0.00
Line.L33,    9.29768,    92.22,          0,     0.00,          0,     0.00,          0,     0.00,    9.29768,    92.22,    9.29796,   -87.79,          0,     0.00,          0,     0.00,          0,     0.00,    9.29796,   -87.79
Line.L34,    27.6195,    92.31,          0,     0.00,          0,     0.00,          0,     0.00,    27.6195,    92.31,    27.6196,   -87.69,          0,     0.00,          0,     0.00,          0,     0.00,    27.6196,   -87.69
Line.L35,    18.4232,   -28.97,    18.4276,  -147.92,          0,     0.00,          0,     0.00,    18.7153,   -88.46,    18.4242,   151.03,    18.4281,    32.07,          0,     0.00,          0,     0.00,    18.7158,    91.54
Line.L36,    108.722,   -34.93,    108.376,  -155.43,    98.1725,    86.61,          0,     0.00,    10.0053,  -111.25,    108.723,   145.07,    108.376,    24.57,    98.1728,   -93.39,          0,     0.00,    10.0053,    68.75
Line.L37,    18.4242,   -28.97,          0,     0.00,          0,     0.00,          0,     0.00,    18.4242,   -28.97,    18.4245,   151.03,          0,     0.00,          0,     0.00,          0,     0.00,    18.4245,   151.03
Line.L38,    18.4281,  -147.93,          0,     0.00,          0,     0.00,          0,     0.00,    18.4281,  -147.93,    18.4283,    32.07,          0,     0.00,          0,     0.00,          0,     0.00,    18.4283,    32.07
Line.L39,    9.11154,  -147.93,          0,     0.00,          0,     0.00,          0,     0.00,    9.11154,  -147.93,    9.11185,    32.06,          0,     0.00,          0,     0.00,          0,     0.00,    9.11185,    32.06
Line.L40,    9.27786,    92.17,          0,     0.00,          0,     0.00,          0,     0.00,    9.27786,    92.17,    9.27816,   -87.84,          0,     0.00,          0,     0.00,          0,     0.00,    9.27816,   -87.84
Line.L41,    108.723,   -34.93,    108.376,  -155.43,    88.9431,    86.03,          0,     0.00,    18.8824,   -99.99,    108.723,   145.07,    108.376,    24.57,    88.9434,   -93.97,          0,     0.00,    18.8824,    80.01
Line.L42,    19.0136,  -147.99,          0,     0.00,          0,     0.00,          0,     0.00,    19.0136,  -147.99,     19.014,    32.01,          0,     0.00,          0,     0.00,          0,     0.00,     19.014,    32.01
Line.L43,    99.3414,   -35.50,    89.5567,  -157.00,    88.9434,    86.03,          0,     0.00,    6.05294,   -40.63,    99.3419,   144.50,    89.5571,    23.00,    88.9437,   -93.97,          0,     0.00,    6.05296,   139.38
Line.L44,     18.773,   -29.05,          0,     0.00,          0,     0.00,          0,     0.00,     18.773,   -29.05,    18.7732,   150.95,          0,     0.00,          0,     0.00,          0,     0.00,    18.7732,   150.95
Line.L45,     80.715,   -36.99,    89.5571,  -157.00,    88.9437,    86.03,          0,     0.00,    12.9003,   156.35,    80.7155,   143.01,    89.5576,    23.00,     88.944,   -93.97,          0,     0.00,    12.9003,   -23.65
Line.L46,    9.45593,   -29.06,          0,     0.00,          0,     0.00,          0,     0.00,    9.45593,   -29.06,    9.45621,   150.94,          0,     0.00,          0,     0.00,          0,     0.00,    9.45621,   150.94
Line.L47,    35.2513,   -38.04,    36.4937,  -157.01,    35.8499,    83.07,          0,     0.00,    1.55845,  -165.47,    35.2515,   141.96,    36.4941,    22.99,    35.8501,   -96.93,          0,     0.00,    1.55862,    14.53
Line.L48,    27.5814,   -34.98,    35.1559,  -157.00,     35.366,    90.52,          0,     0.00,    11.6446,   150.01,    27.5815,   145.02,    35.1566,    23.00,    35.3662,   -89.48,          0,     0.00,    11.6448,   -29.98
Line.L49,     9.4613,   -29.07, 0.00316318,    -9.59,    18.6099,    92.03,          0,     0.00,    15.9362,    61.46,    9.46139,   150.92, 0.00237244,   170.41,    18.6101,   -87.97,          0,     0.00,    15.9359,  -118.54
Line.L50,    9.46139,   -29.08, 0.00237244,    -9.59, 0.00240223,  -159.81,          0,     0.00,    9.46206,   -29.08,    9.46149,   150.92, 0.00158165,   170.41, 0.00160149,    20.19,          0,     0.00,    9.46193,   150.91
Line.L51, 0.00121767,    69.68, 0.00158165,    -9.59, 0.00160149,  -159.81,          0,     0.00, 0.000579472,    34.21, 7.40463E-8,    -2.54, 1.46541E-8,  -121.36, 1.76081E-8,   118.74,          0,     0.00, 5.78822E-8,    -0.35
Line.L52,    315.191,   -13.65,    245.432,  -129.28,    265.582,   111.88,          0,     0.00,    54.9403,   -19.01,    315.191,   166.35,    245.433,    50.72,    265.582,   -68.12,          0,     0.00,    54.9403,   160.99
Line.L53,    297.143,   -12.69,    245.433,  -129.28,    265.582,   111.88,          0,     0.00,    36.6106,   -13.93,    297.144,   167.31,    245.433,    50.72,    265.582,   -68.12,          0,     0.00,    36.6107,   166.07
Line.L54,    9.23908,   -29.08,    9.06313,  -147.98,  0.0016037,  -155.50,          0,     0.00,    9.30505,   -87.61,    9.23958,   150.91,    9.06349,    32.02, 0.000801858,    24.50,          0,     0.00,    9.30503,    92.39
Line.L55,    288.292,   -12.17,    236.866,  -128.57,    265.583,   111.88,          0,     0.00,    35.1493,     0.79,    288.292,   167.83,    236.866,    51.43,    265.583,   -68.12,          0,     0.00,    35.1492,  -179.21
Line.L56, 0.000872556,    96.09,    9.06349,  -147.98, 0.000801858,  -155.50,          0,     0.00,    9.06391,  -147.99, 1.12498E-11,  -104.04,    9.06385,    32.01, 3.63798E-12,     0.00,          0,     0.00,    9.06385,    32.01
Line.L57,    18.4113,  -148.19,          0,     0.00,          0,     0.00,          0,     0.00,    18.4113,  -148.19,    18.4115,    31.81,          0,     0.00,          0,     0.00,          0,     0.00,    18.4115,    31.81
Line.L58,    288.292,   -12.17,     219.61,  -126.96,    265.583,   111.88,          0,     0.00,    51.8038,    11.35,    288.292,   167.83,    219.611,    53.04,    265.583,   -68.12,          0,     0.00,    51.8037,  -168.65
Line.L59,    9.09486,  -148.19,          0,     0.00,          0,     0.00,          0,     0.00,    9.09486,  -148.19,     9.0951,    31.81,          0,     0.00,          0,     0.00,          0,     0.00,     9.0951,    31.81
Line.L60, 0.00183611,    91.54, 0.00175348,   -40.04, 0.00157555,  -148.94,          0,     0.00, 0.000119613,  -118.21, 0.0000136829,    88.25, 0.0000140455,   -30.06, 0.0000139233,  -150.75,          0,     0.00, 4.55143E-7,   -20.61
Line.L61,    45.3221,   -41.28,    52.1539,  -150.52,    80.6851,    92.24,          0,     0.00,    28.9491,   120.04,    45.3267,   138.71,    52.1576,    29.47,    80.6884,   -87.77,          0,     0.00,    28.9494,   -59.96
Line.L62,    45.3267,   -41.29,    52.1576,  -150.53,    62.1031,    92.54,          0,     0.00,    15.5165,   155.33,    45.3299,   138.71,    52.1602,    29.46,    62.1053,   -87.47,          0,     0.00,    15.5168,   -24.67
Line.L63,    26.9493,   -49.19,    52.1602,  -150.54,    62.1053,    92.53,          0,     0.00,    34.4795,   152.37,    26.9568,   130.80,    52.1654,    29.45,    62.1099,   -87.48,          0,     0.00,      34.48,   -27.63
Line.L64,    26.9568,   -49.20,    17.8806,  -157.49,    62.1099,    92.52,          0,     0.00,    34.8368,    92.70,     26.966,   130.78,    17.8883,    22.47,    62.1154,   -87.49,          0,     0.00,    34.8371,   -87.30
Line.L65, 0.00973136,    86.51,  0.0100914,   -31.88,    34.8332,    92.72,          0,     0.00,    34.8371,    92.70, 7.11792E-12,    63.43, 6.55846E-12,  -146.31,    34.8373,   -87.30,          0,     0.00,    34.8373,   -87.30
Line.L66,    54.5178,   -30.39,          0,     0.00,          0,     0.00,          0,     0.00,    54.5178,   -30.39,    54.5179,   149.61,          0,     0.00,          0,     0.00,          0,     0.00,    54.5179,   149.61
Line.L67,    118.529,    22.26,    126.096,  -108.08,    132.955,   133.66,          0,     0.00,    30.0231,   135.01,    118.528,  -157.74,    126.095,    71.92,    132.955,   -46.34,          0,     0.00,     30.023,   -44.99
Line.L68,    82.9572,   -30.59,    54.2755,  -148.83,    64.6277,    91.00,          0,     0.00,    24.5166,   -13.42,    82.9575,   149.41,     54.276,    31.17,     64.628,   -89.00,          0,     0.00,    24.5166,   166.58
Line.L69,    45.4522,   -30.40,          0,     0.00,          0,     0.00,          0,     0.00,    45.4522,   -30.40,    45.4525,   149.60,          0,     0.00,          0,     0.00,          0,     0.00,    45.4525,   149.60
Line.L70,    27.2896,   -30.41,          0,     0.00,          0,     0.00,          0,     0.00,    27.2896,   -30.41,      27.29,   149.59,          0,     0.00,          0,     0.00,          0,     0.00,      27.29,   149.59
Line.L71,    18.1974,   -30.42,          0,     0.00,          0,     0.00,          0,     0.00,    18.1974,   -30.42,    18.1977,   149.58,          0,     0.00,          0,     0.00,          0,     0.00,    18.1977,   149.58
Line.L72,    55.4522,    90.89,          0,     0.00,          0,     0.00,          0,     0.00,    55.4522,    90.89,    55.4524,   -89.11,          0,     0.00,          0,     0.00,          0,     0.00,    55.4524,   -89.11
Line.L73,    118.528,    22.26,    126.095,  -108.08,    99.6346,   155.86,          0,     0.00,    39.8259,  -120.76,    118.528,  -157.74,    126.095,    71.92,    99.6341,   -24.14,          0,     0.00,    39.8259,    59.24
Line.L74,    37.2966,    90.88,          0,     0.00,          0,     0.00,          0,     0.00,    37.2966,    90.88,    37.2969,   -89.12,          0,     0.00,          0,     0.00,          0,     0.00,    37.2969,   -89.12
Line.L75,    18.2065,    90.87,          0,     0.00,          0,     0.00,          0,     0.00,    18.2065,    90.87,    18.2068,   -89.13,          0,     0.00,          0,     0.00,          0,     0.00,    18.2068,   -89.13
Line.L76,    77.1725,    60.28,    77.3055,   -57.30,    76.9104,  -177.75,          0,     0.00,     3.3404,   -18.36,    77.1713,  -119.72,    77.3044,   122.70,    76.9092,     2.25,          0,     0.00,    3.34029,   161.64
Line.L77,    32.8624,     5.06,    57.6727,  -129.86,    20.9811,   156.99,          0,     0.00,    40.6745,  -125.37,     32.862,  -174.94,    57.6733,    50.14,    20.9794,   -23.02,          0,     0.00,    40.6747,    54.63
Line.L78,    77.1713,    60.28,     79.913,   -44.25,    76.9092,  -177.75,          0,     0.00,    20.3916,    23.84,     77.171,  -119.72,    79.9127,   135.75,    76.9088,     2.25,          0,     0.00,    20.3916,  -156.16
Line.L79,    19.2078,   -30.58, 0.000667787,   -28.92, 0.000794599,  -148.39,          0,     0.00,    19.2081,   -30.58,    19.2081,   149.42, 1.10645E-11,    -9.46, 2.99995E-11,  -104.04,          0,     0.00,    19.2081,   149.42
Line.L80,    79.8041,    74.21,    79.9121,   -44.25,    76.9082,  -177.75,          0,     0.00,    18.1364,    83.30,    79.8025,  -105.79,    79.9107,   135.75,    76.9067,     2.25,          0,     0.00,    18.1364,   -96.70
Line.L81,    79.8025,    74.21,    86.3058,   -32.60,    76.9067,  -177.75,          0,     0.00,    32.4416,    57.19,    79.8019,  -105.79,    86.3053,   147.40,    76.9062,     2.25,          0,     0.00,    32.4416,  -122.81
Line.L82,    79.8019,    74.21,    86.3053,   -32.60,    82.3028,  -158.46,          0,     0.00,    17.8674,     0.24,    79.8011,  -105.79,    86.3045,   147.40,    82.3019,    21.54,          0,     0.00,    17.8673,  -179.76
Line.L83,    27.1942,    90.61,          0,     0.00,          0,     0.00,          0,     0.00,    27.1942,    90.61,    27.1948,   -89.39,          0,     0.00,          0,     0.00,          0,     0.00,    27.1948,   -89.39
Line.L84,    86.2058,    85.86,    86.3045,   -32.60,    82.3019,  -158.46,          0,     0.00,    9.56669,    75.60,     86.205,   -94.14,    86.3038,   147.40,    82.3011,    21.54,          0,     0.00,    9.56669,  -104.40
Line.L85,    18.1369,    90.60,          0,     0.00,          0,     0.00,          0,     0.00,    18.1369,    90.60,    18.1373,   -89.40,          0,     0.00,          0,     0.00,          0,     0.00,    18.1373,   -89.40
Line.L86,     32.862,     5.06,    49.2157,  -126.39,    20.9794,   156.98,          0,     0.00,    32.5915,  -118.94,    32.8616,  -174.95,    49.2159,    53.61,    20.9785,   -23.02,          0,     0.00,    32.5915,    61.06
Line.L87,    20.9565,    35.32,          0,     0.00,          0,     0.00,          0,     0.00,    20.9565,    35.32,    20.9563,  -144.68,          0,     0.00,          0,     0.00,          0,     0.00,    20.9563,  -144.68
Line.L88,    18.1525,   -30.53,    33.2611,  -114.20,    20.9785,   156.98,          0,     0.00,    35.8159,  -118.89,    18.1528,   149.46,    33.2611,    65.80,    20.9779,   -23.02,          0,     0.00,    35.8159,    61.11
Line.L89,    21.1637,   -84.67,          0,     0.00,          0,     0.00,          0,     0.00,    21.1637,   -84.67,    21.1634,    95.33,          0,     0.00,          0,     0.00,          0,     0.00,    21.1634,    95.33
Line.L90,    18.1528,   -30.54,     18.143,  -149.29,    20.9779,   156.98,          0,     0.00,    21.8433,  -151.91,     18.153,   149.46,    18.1434,    30.71,    20.9775,   -23.02,          0,     0.00,    21.8434,    28.09
Line.L91,    20.9764,   156.97,          0,     0.00,          0,     0.00,          0,     0.00,    20.9764,   156.97,     20.976,   -23.03,          0,     0.00,          0,     0.00,          0,     0.00,     20.976,   -23.03
Line.L92,     18.153,   -30.54,    18.1434,  -149.29, 0.00185364,  -148.39,          0,     0.00,    18.4909,   -89.89,    18.1533,   149.46,    18.1437,    30.71, 0.00105923,    31.61,          0,     0.00,    18.4908,    90.11
Line.L93,    18.1536,   -30.54,          0,     0.00,          0,     0.00,          0,     0.00,    18.1536,   -30.54,    18.1539,   149.46,          0,     0.00,          0,     0.00,          0,     0.00,    18.1539,   149.46
Line.L94, 0.000985574,    78.20,    18.1437,  -149.29, 0.00105923,  -148.39,          0,     0.00,    18.1441,  -149.29, 4.06738E-12,  -153.43,    18.1441,    30.71, 1.31169E-11,   -33.69,          0,     0.00,    18.1441,    30.71
Line.L95,    9.07311,  -149.29,          0,     0.00,          0,     0.00,          0,     0.00,    9.07311,  -149.29,     9.0733,    30.70,          0,     0.00,          0,     0.00,          0,     0.00,     9.0733,    30.70
Line.L96,    18.1234,   -30.37,    18.0766,  -148.77,    19.1355,    91.01,          0,     0.00,   0.619212,   104.80,    18.1238,   149.63,    18.0771,    31.23,    19.1359,   -88.99,          0,     0.00,   0.619163,   -75.19
Line.L97, 0.00489579,    82.78,    18.0771,  -148.77,    19.1359,    91.01,          0,     0.00,    18.5701,   148.27, 0.00326395,   -97.22,    18.0781,    31.22,    19.1366,   -89.00,          0,     0.00,    18.5701,   -31.73
Line.L98, 0.00326395,    82.78, 0.00360355,   -24.28,    19.1366,    91.00,          0,     0.00,    19.1383,    90.99,  0.0023738,   -97.22, 0.00262076,   155.72,     19.137,   -89.00,          0,     0.00,    19.1382,   -89.01
Line.L99,  0.0023738,    82.78, 0.00262076,   -24.28, 0.00281471,  -156.95,          0,     0.00, 0.000200212,    60.95, 3.74994E-12,   -14.04, 4.63753E-12,  -101.31, 8.13477E-12,    63.43,          0,     0.00, 6.62122E-12,    15.95
Line.L118,    64.8342,   -30.65,    36.1994,  -148.85,    45.4925,    90.99,          0,     0.00,    24.8154,   -14.68,    64.8345,   149.35,    36.1999,    31.14,    45.4929,   -89.01,          0,     0.00,    24.8154,   165.32
Line.L100,     45.495,    90.99,          0,     0.00,          0,     0.00,          0,     0.00,     45.495,    90.99,    45.4952,   -89.01,          0,     0.00,          0,     0.00,          0,     0.00,    45.4952,   -89.01
Line.L101,    64.8345,   -30.65,    36.1999,  -148.86, 0.00563124,  -156.91,          0,     0.00,    57.4058,   -64.42,    64.8348,   149.35,    36.2004,    31.14, 0.00466334,    23.09,          0,     0.00,    57.4059,   115.58
Line.L102,    36.4143,    90.98,          0,     0.00,          0,     0.00,          0,     0.00,    36.4143,    90.98,    36.4146,   -89.02,          0,     0.00,          0,     0.00,          0,     0.00,    36.4146,   -89.02
Line.L103,     18.223,    90.96,          0,     0.00,          0,     0.00,          0,     0.00,     18.223,    90.96,    18.2237,   -89.04,          0,     0.00,          0,     0.00,          0,     0.00,    18.2237,   -89.04
Line.L104,    36.2029,  -148.86,          0,     0.00,          0,     0.00,          0,     0.00,    36.2029,  -148.86,    36.2031,    31.14,          0,     0.00,          0,     0.00,          0,     0.00,    36.2031,    31.14
Line.L105,    64.8348,   -30.65, 0.00434132,   -24.30, 0.00466334,  -156.91,          0,     0.00,    64.8364,   -30.65,    64.8352,   149.35, 0.00327653,   155.69, 0.00351948,    23.09,          0,     0.00,    64.8364,   149.35
Line.L106,    18.1142,  -148.88,          0,     0.00,          0,     0.00,          0,     0.00,    18.1142,  -148.88,    18.1147,    31.12,          0,     0.00,          0,     0.00,          0,     0.00,    18.1147,    31.12
Line.L107,    64.8364,   -30.65,          0,     0.00,          0,     0.00,          0,     0.00,    64.8364,   -30.65,    64.8368,   149.34,          0,     0.00,          0,     0.00,          0,     0.00,    64.8368,   149.34
Line.L108, 0.00295976,    82.65, 0.00327653,   -24.31, 0.00351948,  -156.91,          0,     0.00, 0.000242518,    58.43, 1.36424E-12,    90.00, 5.53224E-12,  -170.54, 1.81899E-12,    90.00,          0,     0.00, 5.91172E-12,   157.38
Line.L109,    46.5768,   -30.68,          0,     0.00,          0,     0.00,          0,     0.00,    46.5768,   -30.68,    46.5771,   149.32,          0,     0.00,          0,     0.00,          0,     0.00,    46.5771,   149.32
Line.L110,    9.15389,   -30.65,          0,     0.00,          0,     0.00,          0,     0.00,    9.15389,   -30.65,    9.15443,   149.34,          0,     0.00,          0,     0.00,          0,     0.00,    9.15443,   149.34
Line.L111,    37.4232,   -30.68,          0,     0.00,          0,     0.00,          0,     0.00,    37.4232,   -30.68,    37.4233,   149.32,          0,     0.00,          0,     0.00,          0,     0.00,    37.4233,   149.32
Line.L112,    28.1057,   -30.69,          0,     0.00,          0,     0.00,          0,     0.00,    28.1057,   -30.69,    28.1062,   149.30,          0,     0.00,          0,     0.00,          0,     0.00,    28.1062,   149.30
Line.L113,      9.176,   -30.70,          0,     0.00,          0,     0.00,          0,     0.00,      9.176,   -30.70,     9.1763,   149.30,          0,     0.00,          0,     0.00,          0,     0.00,     9.1763,   149.30
Line.L114,    135.871,   -31.39,    136.583,  -156.14,     98.172,    86.61,          0,     0.00,    28.2065,   -96.36,    135.871,   148.61,    136.584,    23.86,    98.1725,   -93.39,          0,     0.00,    28.2068,    83.64
Line.L116,    333.281,   -14.49,    245.432,  -129.28,    265.582,   111.88,          0,     0.00,    73.4421,   -21.50,    333.281,   165.51,    245.432,    50.72,    265.582,   -68.12,          0,     0.00,    73.4422,   158.50
Line.L117,    229.488,    -6.23,    170.928,  -120.04,     185.72,   120.02,          0,     0.00,    51.0796,   -13.64,    229.488,   173.77,    170.928,    59.96,     185.72,   -59.98,          0,     0.00,    51.0795,   166.36
Line.SW1,    630.662,   -21.76,    409.162,  -139.59,      503.1,   101.43,          0,     0.00,    174.579,    -1.95,    630.662,   158.24,    409.162,    40.41,      503.1,   -78.57,          0,     0.00,    174.579,   178.05
Line.SW2,    333.281,   -14.49,    245.432,  -129.28,    265.582,   111.88,          0,     0.00,    73.4421,   -21.50,    333.281,   165.51,    245.432,    50.72,    265.582,   -68.12,          0,     0.00,    73.4421,   158.50
Line.SW3,    135.871,   -31.39,    136.583,  -156.14,     98.172,    86.61,          0,     0.00,    28.2065,   -96.36,    135.871,   148.61,    136.583,    23.86,     98.172,   -93.39,          0,     0.00,    28.2065,    83.64
Line.SW4,    240.962,    -6.23,    173.065,  -120.04,    191.524,   120.02,          0,     0.00,    57.9614,   -10.05,    240.962,   173.77,    173.065,    59.96,    191.524,   -59.98,          0,     0.00,    57.9614,   169.95
Line.SW5,    64.8342,   -30.65,    36.1994,  -148.85,    45.4925,    90.99,          0,     0.00,    24.8154,   -14.68,    64.8342,   149.35,    36.1994,    31.15,    45.4925,   -89.01,          0,     0.00,    24.8154,   165.32
Line.SW6, 0.0000137174,   -91.99, 0.0000144828,   147.09, 0.0000142912,    27.85,          0,     0.00, 8.34465E-7,    90.00, 0.0000137174,    88.01, 0.0000144828,   -32.91, 0.0000142912,  -152.15,          0,     0.00, 8.34465E-7,   -90.00
Line.SW7,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
