Customer Name,Season,Business Type,Load Name
load_3117,summer,retail,load_3117
load_3120,summer,retail,load_3120
load_3121,summer,agriculture,load_3121
load_3122,summer,agriculture,load_3122
load_3123,summer,agriculture,load_3123
load_3124,summer,agriculture,load_3124
load_3125,summer,agriculture,load_3125
load_3126,summer,agriculture,load_3126
load_3127,summer,agriculture,load_3127
load_3128,summer,agriculture,load_3128
load_3129,summer,agriculture,load_3129
load_3130,summer,agriculture,load_3130
load_3131,summer,public,load_3131
load_3132,summer,public,load_3132
load_3134,summer,public,load_3134
load_3135,summer,public,load_3135
load_3136,summer,services,load_3136
load_3137,summer,services,load_3137
load_3138,summer,services,load_3138
load_3139,summer,services,load_3139
load_3141,summer,services,load_3141
load_3142,summer,services,load_3142
load_3143,summer,manufacturing,load_3143
load_3144,summer,manufacturing,load_3144
load_3145,summer,manufacturing,load_3145
load_3146,summer,manufacturing,load_3146
load_3147,summer,manufacturing,load_3147
load_3148,summer,manufacturing,load_3148
load_3149,summer,manufacturing,load_3149
load_3150,summer,manufacturing,load_3150
load_3151,summer,manufacturing,load_3151
load_3152,summer,manufacturing,load_3152
load_3153,summer,manufacturing,load_3153
load_3154,summer,manufacturing,load_3154
load_3155,summer,manufacturing,load_3155
load_3157,summer,manufacturing,load_3157
load_3158,summer,manufacturing,load_3158
load_3159,summer,manufacturing,load_3159
load_3160,summer,manufacturing,load_3160
load_3161,summer,manufacturing,load_3161
load_3162,summer,manufacturing,load_3162
