Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.L11, 5.34049E-81,  -176.34, 2.71285E-79,   116.78, 2.73423E-79,   -62.19,          0,     0.00, 4.2267E-84,    92.36, 9.21254E-92,   177.61, 2.73554E-79,   -63.92, 2.73554E-79,   116.08,          0,     0.00, 5.21648E-92,   107.10
Line.L12, 1.45004E-80,  -176.50, 2.66287E-79,   117.49, 2.72487E-79,   -59.72,          0,     0.00, 1.8489E-83,    98.99, 1.91761E-93,    90.00, 2.72302E-79,   -64.42, 2.72302E-79,   115.58,          0,     0.00, 4.85501E-92,   -80.91
Line.L13, 1.54186E-79,    96.35, 9.06939E-79,   115.71, 1.05364E-78,   -67.07,          0,     0.00, 2.86645E-84,    98.77, 1.54089E-79,   -84.50, 9.07911E-79,   -64.38, 1.05393E-78,   112.74,          0,     0.00, 1.23682E-91,   119.74
Line.L14, 2.5717E-78,    78.94, 1.0727E-78,  -161.37, 2.24312E-78,   -76.52,          0,     0.00, 7.92999E-83,   159.51, 2.57396E-78,  -101.24, 1.0681E-78,    18.39, 2.24675E-78,   103.17,          0,     0.00, 7.58536E-83,   -19.72
Line.L15, 3.35922E-79,    98.90, 5.14455E-81,  -117.50, 3.31793E-79,   -80.57,          0,     0.00, 2.63747E-84,   136.49, 3.35541E-79,   -82.22, 4.85122E-92,   108.43, 3.35541E-79,    97.78,          0,     0.00, 9.58807E-92,   143.13
Line.L16, 1.54713E-80,  -174.48, 6.07137E-79,   118.94, 6.13447E-79,   -59.73,          0,     0.00, 6.26909E-84,   117.73, 2.57275E-92,  -153.43, 6.13833E-79,   -61.99, 6.13833E-79,   118.01,          0,     0.00, 2.30114E-92,     0.00
Line.L17, 2.88771E-78,    81.37, 1.08104E-78,  -160.95, 2.57045E-78,   -76.76,          0,     0.00, 8.43426E-83,   157.75, 2.8897E-78,   -98.79, 1.07642E-78,    18.82, 2.57419E-78,   102.96,          0,     0.00, 8.1734E-83,   -21.22
Line.L18, 6.76532E-79,    96.95, 3.22613E-81,  -117.93, 6.73886E-79,   -82.90,          0,     0.00, 2.80126E-84,   154.04, 6.76315E-79,   -83.40, 3.06818E-92,     0.00, 6.76315E-79,    96.60,          0,     0.00, 2.30114E-91,  -143.13
Line.L19, 2.6328E-80,  -176.22, 2.89354E-79,   120.78, 3.02202E-79,   -54.77,          0,     0.00, 1.96783E-83,   149.63, 4.79404E-93,    90.00, 3.00553E-79,   -62.58, 3.00553E-79,   117.42,          0,     0.00, 1.92001E-92,   177.14
Line.L20,  3.323E-79,    98.14, 8.06473E-81,  -118.09, 3.25827E-79,   -81.02,          0,     0.00, 8.27941E-84,   170.48, 3.3156E-79,   -83.61, 3.16261E-92,    14.04, 3.3156E-79,    96.39,          0,     0.00, 6.55364E-92,   -69.44
Line.L21, 6.73538E-79,    96.54, 3.24612E-81,  -118.09, 6.70868E-79,   -83.30,          0,     0.00, 3.33212E-84,   170.47, 6.73304E-79,   -83.81, 6.13637E-92,    90.00, 6.73304E-79,    96.19,          0,     0.00, 1.89757E-91,   104.04
Line.L22, 9.15256E-79,    87.36, 1.5457E-78,   127.66, 2.32047E-78,   -67.12,          0,     0.00, 6.73558E-83,    90.08, 9.16816E-79,   -93.40, 1.54953E-78,   -52.66, 2.32249E-78,   112.41,          0,     0.00, 6.55411E-83,   -87.54
Line.L23, 2.09138E-79,    35.27, 2.24403E-79,  -145.19, 1.53673E-80,    28.51,          0,     0.00, 2.94129E-84,    69.04, 2.17673E-79,  -146.08, 2.17673E-79,    33.92, 4.33907E-92,   135.00,          0,     0.00, 4.20566E-92,   136.85
Line.L24, 1.59004E-79,   107.96, 1.16571E-78,   116.65, 1.32308E-78,   -64.39,          0,     0.00, 3.83162E-83,    97.45, 1.55581E-79,   -78.31, 1.17313E-78,   -63.89, 1.32435E-78,   114.44,          0,     0.00, 2.13555E-83,   -81.04
Line.L25, 1.95548E-80,  -176.34, 2.65433E-79,   118.70, 2.74269E-79,   -57.60,          0,     0.00, 1.47953E-83,    91.54, 5.34049E-81,     3.66, 2.71285E-79,   -63.22, 2.73423E-79,   117.81,          0,     0.00, 4.2267E-84,   -87.64
Line.L26, 1.32901E-77,  -136.20, 9.75317E-78,   -92.68, 2.14411E-77,    62.05,          0,     0.00, 2.96241E-83,   -94.35, 1.3284E-77,    43.82, 9.74788E-78,    87.34, 2.14309E-77,  -117.93,          0,     0.00, 1.99931E-83,    84.80
Line.L27, 2.88273E-78,    81.77, 1.32905E-78,   172.44, 3.1602E-78,   -73.36,          0,     0.00, 9.04131E-83,   154.49, 2.88397E-78,   -98.33, 1.32771E-78,    -7.73, 3.1621E-78,   106.49,          0,     0.00, 8.9234E-83,   -24.83
Line.L28, 2.41168E-78,    82.79, 8.39885E-79,  -165.88, 2.24675E-78,   -76.83,          0,     0.00, 7.58536E-83,   160.28, 2.41459E-78,   -97.54, 8.32437E-79,    13.55, 2.25314E-78,   102.62,          0,     0.00, 6.7965E-83,   -18.97
Line.L29, 1.47282E-78,    71.12, 7.86007E-79,  -146.54, 9.76852E-79,   -79.43,          0,     0.00, 3.92222E-83,   168.15, 1.47918E-78,  -109.46, 7.74737E-79,    33.00, 9.8529E-79,    99.17,          0,     0.00, 2.79221E-83,    -9.92
Line.L30, 6.79564E-79,   100.06, 2.8349E-79,   122.79, 9.47381E-79,   -73.30,          0,     0.00, 2.94492E-83,   151.53, 6.78497E-79,   -80.83, 2.87692E-79,   -58.67, 9.51131E-79,   105.72,          0,     0.00, 2.24723E-83,   -29.82
Line.L31, 1.19524E-78,    82.37, 3.80216E-79,  -146.12, 9.8529E-79,   -80.83,          0,     0.00, 2.79221E-83,   170.08, 1.19724E-78,   -98.11, 3.73123E-79,    33.30, 9.90812E-79,    98.30,          0,     0.00, 1.98841E-83,    -9.56
Line.L32, 1.00648E-78,    97.65, 1.93753E-80,  -118.08, 9.90812E-79,   -81.70,          0,     0.00, 1.98841E-83,   170.44, 1.00575E-78,   -82.93, 1.13109E-80,    61.91, 9.96521E-79,    97.44,          0,     0.00, 1.16115E-83,    -9.52
Line.L33, 1.35192E-77,  -136.26, 9.58624E-78,   -91.57, 2.14225E-77,    62.08,          0,     0.00, 9.36626E-84,   -95.46, 1.35155E-77,    43.75, 9.58315E-78,    88.44, 2.14164E-77,  -117.91,          0,     0.00, 6.5086E-92,   135.00
Line.L34, 1.15282E-79,    40.09, 1.24902E-79,  -140.52, 9.69759E-81,    32.18,          0,     0.00, 1.0627E-83,   -94.97, 1.20625E-79,  -141.44, 1.20625E-79,    38.56, 6.13637E-92,    90.00,          0,     0.00, 8.00819E-92,   -16.70
Line.L35, 9.66446E-78,  -176.41, 8.32261E-78,  -116.75, 1.56178E-77,    30.97,          0,     0.00, 8.29662E-84,  -117.85, 9.58102E-78,     3.58, 8.25838E-78,    63.26, 1.54884E-77,  -149.01,          0,     0.00, 7.61769E-83,   -59.43
Transformer.REG1A, 9.66446E-78,  -176.41, 9.66446E-78,     3.59,          0,     0.00,          0,     0.00, 6.81039E-84,    31.50, 9.66446E-78,     3.59, 9.66446E-78,  -176.41,          0,     0.00,          0,     0.00, 7.36305E-84,    29.07
Transformer.REG1C, 1.56178E-77,    30.97, 1.56178E-77,  -149.03,          0,     0.00,          0,     0.00, 3.84956E-84,   177.82, 1.56178E-77,  -149.03, 1.56178E-77,    30.97,          0,     0.00,          0,     0.00, 4.7461E-84,  -175.78
Line.JUMPER, 4.64642E-84,  -117.90,          0,     0.00,          0,     0.00,          0,     0.00, 4.64642E-84,  -117.90, 4.64642E-84,    62.10,          0,     0.00,          0,     0.00,          0,     0.00, 4.64642E-84,    62.10
Load.S701A,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S701B,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S701C,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S712C,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S713C,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S714A,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S714B,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S718A,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S720C,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S722B,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S722C,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S724B,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S725B,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S727C,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S728, 1.38399E-77,  -135.00, 9.7863E-78,   -90.00, 2.18827E-77,    63.43,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S729A,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S730C,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S731B,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S732C,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S733A,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S734C,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S735C,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S736B,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S737A,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S738A,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S740C,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S741C,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S742A,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S742B,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Load.S744A,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
