# file...... csv_output/Calib_ID1_Config_ID0_2012-01-19_network_node_recorder.csv
# date...... Tue Feb 25 17:35:07 2014
# user...... afisher
# host...... (null)
# target.... meter 4
# trigger... (none)
# interval.. 300
# limit..... 288
# timestamp,measured_real_power,measured_real_energy
2012-01-19 10:55:00 PST,+4109.2,+144237
2012-01-19 11:00:00 PST,+4109.2,+144580
2012-01-19 11:05:00 PST,+4109.2,+144922
2012-01-19 11:10:00 PST,+4109.2,+145265
2012-01-19 11:15:00 PST,+4109.2,+145607
2012-01-19 11:20:00 PST,+4109.2,+145949
2012-01-19 11:25:00 PST,+4109.2,+146292
2012-01-19 11:30:00 PST,+4109.2,+146634
2012-01-19 11:35:00 PST,+4109.2,+146977
2012-01-19 11:40:00 PST,+4109.2,+147319
2012-01-19 11:45:00 PST,+4109.2,+147662
2012-01-19 11:50:00 PST,+4109.2,+148004
2012-01-19 11:55:00 PST,+4109.2,+148346
2012-01-19 12:00:00 PST,+4109.2,+148689
2012-01-19 12:05:00 PST,+4109.2,+149031
2012-01-19 12:10:00 PST,+4109.2,+149374
2012-01-19 12:15:00 PST,+4109.2,+149716
2012-01-19 12:20:00 PST,+4109.2,+150059
2012-01-19 12:25:00 PST,+4109.2,+150401
2012-01-19 12:30:00 PST,+4109.2,+150743
2012-01-19 12:35:00 PST,+4109.2,+151086
2012-01-19 12:40:00 PST,+4109.21,+151428
2012-01-19 12:45:00 PST,+4109.2,+151771
2012-01-19 12:50:00 PST,+4109.2,+152113
2012-01-19 12:55:00 PST,+4109.2,+152456
2012-01-19 13:00:00 PST,+4109.2,+152798
2012-01-19 13:05:00 PST,+4109.2,+153141
2012-01-19 13:10:00 PST,+4109.2,+153483
2012-01-19 13:15:00 PST,+4109.2,+153825
2012-01-19 13:20:00 PST,+4109.2,+154168
2012-01-19 13:25:00 PST,+4109.21,+154510
2012-01-19 13:30:00 PST,+4109.2,+154853
2012-01-19 13:35:00 PST,+4109.2,+155195
2012-01-19 13:40:00 PST,+4109.2,+155538
2012-01-19 13:45:00 PST,+4109.21,+155880
2012-01-19 13:50:00 PST,+4109.2,+156222
2012-01-19 13:55:00 PST,+4109.2,+156565
2012-01-19 14:00:00 PST,+4109.2,+156907
2012-01-19 14:05:00 PST,+4109.2,+157250
2012-01-19 14:10:00 PST,+4109.2,+157592
2012-01-19 14:15:00 PST,+4109.2,+157935
2012-01-19 14:20:00 PST,+4109.2,+158277
2012-01-19 14:25:00 PST,+4109.21,+158619
2012-01-19 14:30:00 PST,+4109.2,+158962
2012-01-19 14:35:00 PST,+4109.21,+159304
2012-01-19 14:40:00 PST,+4109.21,+159647
2012-01-19 14:45:00 PST,+4109.2,+159989
2012-01-19 14:50:00 PST,+4109.2,+160332
2012-01-19 14:55:00 PST,+4109.2,+160674
2012-01-19 15:00:00 PST,+4109.2,+161017
2012-01-19 15:05:00 PST,+4109.2,+161359
2012-01-19 15:10:00 PST,+4109.2,+161701
2012-01-19 15:15:00 PST,+4109.2,+162044
2012-01-19 15:20:00 PST,+4109.2,+162386
2012-01-19 15:25:00 PST,+4109.2,+162729
2012-01-19 15:30:00 PST,+4109.2,+163071
2012-01-19 15:35:00 PST,+4109.2,+163414
2012-01-19 15:40:00 PST,+4109.21,+163756
2012-01-19 15:45:00 PST,+4109.2,+164098
2012-01-19 15:50:00 PST,+4109.2,+164441
2012-01-19 15:55:00 PST,+4109.2,+164783
2012-01-19 16:00:00 PST,+4109.21,+165126
2012-01-19 16:05:00 PST,+4109.2,+165468
2012-01-19 16:10:00 PST,+4109.2,+165811
2012-01-19 16:15:00 PST,+4109.2,+166153
2012-01-19 16:20:00 PST,+4109.2,+166495
2012-01-19 16:25:00 PST,+4109.2,+166838
2012-01-19 16:30:00 PST,+4109.2,+167180
2012-01-19 16:35:00 PST,+4109.2,+167523
2012-01-19 16:40:00 PST,+4109.21,+167865
2012-01-19 16:45:00 PST,+4109.2,+168208
2012-01-19 16:50:00 PST,+4109.2,+168550
2012-01-19 16:55:00 PST,+4109.2,+168892
2012-01-19 17:00:00 PST,+4109.2,+169235
2012-01-19 17:05:00 PST,+4109.2,+169577
2012-01-19 17:10:00 PST,+4109.2,+169920
2012-01-19 17:15:00 PST,+4109.2,+170262
2012-01-19 17:20:00 PST,+4109.21,+170605
2012-01-19 17:25:00 PST,+4109.2,+170947
2012-01-19 17:30:00 PST,+4109.2,+171290
2012-01-19 17:35:00 PST,+4109.2,+171632
2012-01-19 17:40:00 PST,+4109.2,+171974
2012-01-19 17:45:00 PST,+4109.21,+172317
2012-01-19 17:50:00 PST,+4109.2,+172659
2012-01-19 17:55:00 PST,+4109.2,+173002
2012-01-19 18:00:00 PST,+4109.2,+173344
2012-01-19 18:05:00 PST,+4109.2,+173687
2012-01-19 18:10:00 PST,+4109.21,+174029
2012-01-19 18:15:00 PST,+4109.2,+174371
2012-01-19 18:20:00 PST,+4109.2,+174714
2012-01-19 18:25:00 PST,+4109.2,+175056
2012-01-19 18:30:00 PST,+4109.2,+175399
2012-01-19 18:35:00 PST,+4109.2,+175741
2012-01-19 18:40:00 PST,+4109.21,+176084
2012-01-19 18:45:00 PST,+4109.21,+176426
2012-01-19 18:50:00 PST,+4109.2,+176768
2012-01-19 18:55:00 PST,+4109.21,+177111
2012-01-19 19:00:00 PST,+4109.2,+177453
2012-01-19 19:05:00 PST,+4109.2,+177796
2012-01-19 19:10:00 PST,+4109.2,+178138
2012-01-19 19:15:00 PST,+4109.2,+178481
2012-01-19 19:20:00 PST,+4109.2,+178823
2012-01-19 19:25:00 PST,+4109.2,+179165
2012-01-19 19:30:00 PST,+4109.2,+179508
2012-01-19 19:35:00 PST,+4109.2,+179850
2012-01-19 19:40:00 PST,+4109.21,+180193
2012-01-19 19:45:00 PST,+4109.2,+180535
2012-01-19 19:50:00 PST,+4109.2,+180878
2012-01-19 19:55:00 PST,+4109.2,+181220
2012-01-19 20:00:00 PST,+4109.2,+181563
2012-01-19 20:05:00 PST,+4109.21,+181905
2012-01-19 20:10:00 PST,+4109.2,+182247
2012-01-19 20:15:00 PST,+4109.2,+182590
2012-01-19 20:20:00 PST,+4109.2,+182932
2012-01-19 20:25:00 PST,+4109.2,+183275
2012-01-19 20:30:00 PST,+4109.2,+183617
2012-01-19 20:35:00 PST,+4109.2,+183960
2012-01-19 20:40:00 PST,+4109.2,+184302
2012-01-19 20:45:00 PST,+4109.2,+184644
2012-01-19 20:50:00 PST,+4109.2,+184987
2012-01-19 20:55:00 PST,+4109.2,+185329
2012-01-19 21:00:00 PST,+4109.21,+185672
2012-01-19 21:05:00 PST,+4109.2,+186014
2012-01-19 21:10:00 PST,+4109.2,+186357
2012-01-19 21:15:00 PST,+4109.2,+186699
2012-01-19 21:20:00 PST,+4109.2,+187041
2012-01-19 21:25:00 PST,+4109.2,+187384
2012-01-19 21:30:00 PST,+4109.2,+187726
2012-01-19 21:35:00 PST,+4109.2,+188069
2012-01-19 21:40:00 PST,+4109.2,+188411
2012-01-19 21:45:00 PST,+4109.2,+188754
2012-01-19 21:50:00 PST,+4109.2,+189096
2012-01-19 21:55:00 PST,+4109.21,+189438
2012-01-19 22:00:00 PST,+4109.2,+189781
2012-01-19 22:05:00 PST,+4109.2,+190123
2012-01-19 22:10:00 PST,+4109.2,+190466
2012-01-19 22:15:00 PST,+4109.2,+190808
2012-01-19 22:20:00 PST,+4109.2,+191151
2012-01-19 22:25:00 PST,+4109.2,+191493
2012-01-19 22:30:00 PST,+4109.2,+191836
2012-01-19 22:35:00 PST,+4109.2,+192178
2012-01-19 22:40:00 PST,+4109.2,+192520
2012-01-19 22:45:00 PST,+4109.2,+192863
2012-01-19 22:50:00 PST,+4109.2,+193205
2012-01-19 22:55:00 PST,+4109.2,+193548
2012-01-19 23:00:00 PST,+4109.2,+193890
2012-01-19 23:05:00 PST,+4109.2,+194233
2012-01-19 23:10:00 PST,+4109.2,+194575
2012-01-19 23:15:00 PST,+4109.2,+194917
2012-01-19 23:20:00 PST,+4109.2,+195260
2012-01-19 23:25:00 PST,+4109.2,+195602
2012-01-19 23:30:00 PST,+4109.2,+195945
2012-01-19 23:35:00 PST,+4109.21,+196287
2012-01-19 23:40:00 PST,+4109.2,+196630
2012-01-19 23:45:00 PST,+4109.2,+196972
2012-01-19 23:50:00 PST,+4109.2,+197314
2012-01-19 23:55:00 PST,+4109.21,+197657
