Frequency,Year,Station Name,Total Lines,Valid Lines,Invalid Lines
hourly,2017,GA_Brunswick_23_S,8760,8753,7
hourly,2017,GA_Newton_8_W,8760,8748,12
hourly,2017,GA_Newton_11_SW,8760,8752,8
hourly,2017,GA_Watkinsville_5_SSE,8760,8756,4
hourly,2017,HI_Hilo_5_S,8760,8740,20
hourly,2017,HI_Mauna_Loa_5_NNE,8760,8755,5
hourly,2017,IA_Des_Moines_17_E,8760,8753,7
hourly,2017,ID_Arco_17_SW,8760,8750,10
hourly,2017,ID_Murphy_10_W,8760,8757,3
hourly,2017,IL_Champaign_9_SW,8760,8753,7
hourly,2017,IL_Shabbona_5_NNE,8760,8753,7
hourly,2017,IN_Bedford_5_WNW,8760,8756,4
hourly,2017,KS_Manhattan_6_SSW,8760,8754,6
hourly,2017,KS_Oakley_19_SSW,8760,8755,5
hourly,2017,KY_Bowling_Green_21_NNE,8760,8748,12
hourly,2017,KY_Versailles_3_NNW,8760,8662,98
hourly,2017,LA_Lafayette_13_SE,8760,8749,11
hourly,2017,LA_Monroe_26_N,8760,8733,27
hourly,2017,ME_Limestone_4_NNW,8760,8753,7
hourly,2017,ME_Old_Town_2_W,8760,8752,8
hourly,2017,MI_Chatham_1_SE,8760,8756,4
hourly,2017,MI_Gaylord_9_SSW,8760,8758,2
hourly,2017,MN_Goodridge_12_NNW,8760,8757,3
hourly,2017,MN_Sandstone_6_W,8760,8755,5
hourly,2017,MO_Chillicothe_22_ENE,8760,8754,6
hourly,2017,MO_Joplin_24_N,8760,8662,98
hourly,2017,MO_Salem_10_W,8760,8746,14
hourly,2017,MS_Holly_Springs_4_N,8760,8755,5
hourly,2017,MS_Newton_5_ENE,8760,8756,4
hourly,2017,MT_Dillon_18_WSW,8760,8756,4
hourly,2017,MT_Lewistown_42_WSW,8760,8750,10
hourly,2017,MT_St._Mary_1_SSW,8760,8757,3
hourly,2017,MT_Wolf_Point_29_ENE,8760,8758,2
hourly,2017,MT_Wolf_Point_34_NE,8760,8754,6
hourly,2017,NC_Asheville_8_SSW,8760,8752,8
hourly,2017,NC_Asheville_13_S,8760,8748,12
hourly,2017,NC_Durham_11_W,8760,8684,76
hourly,2017,ND_Jamestown_38_WSW,8760,8757,3
hourly,2017,ND_Medora_7_E,8760,8754,6
hourly,2017,ND_Northgate_5_ESE,8760,8756,4
hourly,2017,NE_Harrison_20_SSE,8760,8757,3
hourly,2017,NE_Lincoln_8_ENE,8760,8756,4
hourly,2017,NE_Lincoln_11_SW,8760,8755,5
hourly,2017,NE_Whitman_5_ENE,8760,8755,5
hourly,2017,NH_Durham_2_N,8760,8749,11
hourly,2017,NH_Durham_2_SSW,8760,8752,8
hourly,2017,NM_Las_Cruces_20_N,8760,8755,5
hourly,2017,NM_Los_Alamos_13_W,8760,8753,7
hourly,2017,NM_Socorro_20_N,8760,8758,2
hourly,2017,NV_Baker_5_W,8760,8741,19
hourly,2017,NV_Denio_52_WSW,8760,8748,12
hourly,2017,NV_Mercury_3_SSW,8760,8756,4
hourly,2017,NY_Ithaca_13_E,8760,8754,6
hourly,2017,NY_Millbrook_3_W,8760,8746,14
hourly,2017,OH_Wooster_3_SSE,8760,8755,5
hourly,2017,OK_Goodwell_2_E,8760,8523,237
hourly,2017,OK_Goodwell_2_SE,8760,7791,969
hourly,2017,OK_Stillwater_2_W,8760,8754,6
hourly,2017,OK_Stillwater_5_WNW,8760,8755,5
hourly,2017,ON_Egbert_1_W,8760,8758,2
hourly,2017,OR_Coos_Bay_8_SW,8760,8720,40
hourly,2017,OR_Corvallis_10_SSW,8760,8753,7
hourly,2017,OR_John_Day_35_WNW,8760,8756,4
hourly,2017,OR_Riley_10_WSW,8760,8757,3
hourly,2017,PA_Avondale_2_N,8760,8753,7
hourly,2017,RI_Kingston_1_NW,8760,8750,10
hourly,2017,RI_Kingston_1_W,8760,8750,10
hourly,2017,SC_Blackville_3_W,8760,8756,4
hourly,2017,SC_McClellanville_7_NE,8760,8731,29
hourly,2017,SD_Aberdeen_35_WNW,8760,8755,5
hourly,2017,SD_Buffalo_13_ESE,8760,8715,45
hourly,2017,SD_Pierre_24_S,8760,8756,4
hourly,2017,SD_Sioux_Falls_14_NNE,8760,8526,234
hourly,2017,TN_Crossville_7_NW,8760,8753,7
hourly,2017,TX_Austin_33_NW,8760,8756,4
hourly,2017,TX_Bronte_11_NNE,8760,8756,4
hourly,2017,TX_Edinburg_17_NNE,8760,8638,122
hourly,2017,TX_Monahans_6_ENE,8760,8651,109
hourly,2017,TX_Muleshoe_19_S,8760,8757,3
hourly,2017,TX_Palestine_6_WNW,8760,8753,7
hourly,2017,TX_Panther_Junction_2_N,8760,8757,3
hourly,2017,TX_Port_Aransas_32_NNE,8760,8717,43
hourly,2017,UT_Brigham_City_28_WNW,8760,8753,7
hourly,2017,UT_Torrey_7_E,8760,8757,3
hourly,2017,VA_Cape_Charles_5_ENE,8760,8752,8
hourly,2017,VA_Charlottesville_2_SSE,8760,8754,6
hourly,2017,WA_Darrington_21_NNE,8760,8755,5
hourly,2017,WA_Quinault_4_NE,8760,7557,1203
hourly,2017,WA_Spokane_17_SSW,8760,8754,6
hourly,2017,WI_Necedah_5_WNW,8760,8755,5
hourly,2017,WV_Elkins_21_ENE,8760,8753,7
hourly,2017,WY_Lander_11_SSE,8760,8696,64
hourly,2017,WY_Moose_1_NNE,8760,8756,4
hourly,2017,WY_Sundance_8_NNW,8760,8737,23
