# file...... out_super_house.csv
# date...... Mon Feb 25 13:06:39 2019
# user...... dpinney
# host...... (null)
# target.... house 15
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,heating_demand, cooling_demand, heating_setpoint, air_temperature, outdoor_temperature
2012-01-01 12:28:00 EST,+7.63577,+3.01974,+59.2,+70.5184,+45.6004
2012-01-01 12:29:00 EST,+7.63708,+3.02077,+59.2,+70.5124,+45.6188
2012-01-01 12:30:00 EST,+7.63837,+3.02178,+59.2,+70.5065,+45.637
2012-01-01 12:31:00 EST,+7.63964,+3.02277,+59.2,+70.5009,+45.6548
2012-01-01 12:32:00 EST,+7.64088,+3.02375,+59.2,+70.4955,+45.6724
2012-01-01 12:33:00 EST,+7.64211,+3.02471,+59.2,+70.4903,+45.6896
2012-01-01 12:34:00 EST,+7.64332,+3.02565,+59.2,+70.4853,+45.7066
2012-01-01 12:35:00 EST,+7.6445,+3.02658,+59.2,+70.4803,+45.7232
2012-01-01 12:36:00 EST,+7.64567,+3.02749,+59.2,+70.4755,+45.7396
2012-01-01 12:37:00 EST,+7.64681,+3.02838,+59.2,+70.4708,+45.7556
2012-01-01 12:38:00 EST,+7.64793,+3.02926,+59.2,+70.4662,+45.7714
2012-01-01 12:39:00 EST,+7.64903,+3.03012,+59.2,+70.4616,+45.7868
2012-01-01 12:40:00 EST,+7.65011,+3.03096,+59.2,+70.4571,+45.802
2012-01-01 12:41:00 EST,+7.65117,+3.03179,+59.2,+70.4527,+45.8168
2012-01-01 12:42:00 EST,+7.65221,+3.0326,+59.2,+70.4484,+45.8314
2012-01-01 12:43:00 EST,+7.65323,+3.03339,+59.2,+70.4441,+45.8456
2012-01-01 12:44:00 EST,+7.65422,+3.03417,+59.2,+70.4398,+45.8596
2012-01-01 12:45:00 EST,+7.6552,+3.03492,+59.2,+70.4355,+45.8732
2012-01-01 12:46:00 EST,+7.65615,+3.03567,+59.2,+70.4313,+45.8866
2012-01-01 12:47:00 EST,+7.65708,+3.03639,+59.2,+70.4271,+45.8996
2012-01-01 12:48:00 EST,+7.65799,+3.0371,+59.2,+70.4229,+45.9124
2012-01-01 12:49:00 EST,+7.65888,+3.03779,+59.2,+70.4188,+45.9248
2012-01-01 12:50:00 EST,+7.65975,+3.03847,+59.2,+70.4147,+45.937
2012-01-01 12:51:00 EST,+7.6606,+3.03912,+59.2,+70.4105,+45.9488
2012-01-01 12:52:00 EST,+7.66142,+3.03977,+59.2,+70.4064,+45.9604
2012-01-01 12:53:00 EST,+7.66223,+3.04039,+59.2,+70.4023,+45.9716
2012-01-01 12:54:00 EST,+7.66301,+3.041,+59.2,+70.3982,+45.9826
2012-01-01 12:55:00 EST,+7.66377,+3.04159,+59.2,+70.3941,+45.9932
2012-01-01 12:56:00 EST,+7.66451,+3.04216,+59.2,+70.3899,+46.0036
2012-01-01 12:57:00 EST,+7.66523,+3.04272,+59.2,+70.3858,+46.0136
2012-01-01 12:58:00 EST,+7.66593,+3.04326,+59.2,+70.3817,+46.0234
2012-01-01 12:59:00 EST,+7.66661,+3.04379,+59.2,+70.3776,+46.0328
2012-01-01 13:00:00 EST,+7.66726,+3.0443,+59.2,+70.3735,+46.042
2012-01-01 13:01:00 EST,+7.66726,+3.0443,+59.2,+70.3693,+46.042
2012-01-01 13:02:00 EST,+7.66726,+3.0443,+59.2,+70.3652,+46.042
2012-01-01 13:03:00 EST,+7.66726,+3.0443,+59.2,+70.3609,+46.042
2012-01-01 13:04:00 EST,+7.66726,+3.0443,+59.2,+70.3566,+46.042
2012-01-01 13:05:00 EST,+7.66726,+3.0443,+59.2,+70.3523,+46.042
2012-01-01 13:06:00 EST,+7.66726,+3.0443,+59.2,+70.348,+46.042
2012-01-01 13:07:00 EST,+7.66726,+3.0443,+59.2,+70.3434,+46.042
2012-01-01 13:08:00 EST,+7.66726,+3.0443,+59.2,+70.3387,+46.042
2012-01-01 13:09:00 EST,+7.66726,+3.0443,+59.2,+70.3341,+46.042
2012-01-01 13:10:00 EST,+7.66726,+3.0443,+59.2,+70.3294,+46.042
2012-01-01 13:11:00 EST,+7.66726,+3.0443,+59.2,+70.3247,+46.042
2012-01-01 13:12:00 EST,+7.66726,+3.0443,+59.2,+70.32,+46.042
2012-01-01 13:13:00 EST,+7.66726,+3.0443,+59.2,+70.3154,+46.042
2012-01-01 13:14:00 EST,+7.66726,+3.0443,+59.2,+70.3107,+46.042
2012-01-01 13:15:00 EST,+7.66726,+3.0443,+59.2,+70.306,+46.042
2012-01-01 13:16:00 EST,+7.66726,+3.0443,+59.2,+70.3013,+46.042
2012-01-01 13:17:00 EST,+7.66726,+3.0443,+59.2,+70.2966,+46.042
2012-01-01 13:18:00 EST,+7.66726,+3.0443,+59.2,+70.2919,+46.042
2012-01-01 13:19:00 EST,+7.66726,+3.0443,+59.2,+70.2871,+46.042
2012-01-01 13:20:00 EST,+7.66726,+3.0443,+59.2,+70.2824,+46.042
2012-01-01 13:21:00 EST,+7.66726,+3.0443,+59.2,+70.2777,+46.042
2012-01-01 13:22:00 EST,+7.66726,+3.0443,+59.2,+70.2729,+46.042
2012-01-01 13:23:00 EST,+7.66726,+3.0443,+59.2,+70.2682,+46.042
2012-01-01 13:24:00 EST,+7.66726,+3.0443,+59.2,+70.2634,+46.042
2012-01-01 13:25:00 EST,+7.66726,+3.0443,+59.2,+70.2587,+46.042
2012-01-01 13:26:00 EST,+7.66726,+3.0443,+59.2,+70.2539,+46.042
2012-01-01 13:27:00 EST,+7.66726,+3.0443,+59.2,+70.2491,+46.042
2012-01-01 13:28:00 EST,+7.66726,+3.0443,+59.2,+70.2443,+46.042
2012-01-01 13:29:00 EST,+7.66726,+3.0443,+59.2,+70.2395,+46.042
2012-01-01 13:30:00 EST,+7.66726,+3.0443,+59.2,+70.2347,+46.042
2012-01-01 13:31:00 EST,+7.66726,+3.0443,+59.2,+70.2299,+46.042
2012-01-01 13:32:00 EST,+7.66726,+3.0443,+59.2,+70.2251,+46.042
2012-01-01 13:33:00 EST,+7.66726,+3.0443,+59.2,+70.2203,+46.042
2012-01-01 13:34:00 EST,+7.66726,+3.0443,+59.2,+70.2154,+46.042
2012-01-01 13:35:00 EST,+7.66726,+3.0443,+59.2,+70.2106,+46.042
2012-01-01 13:36:00 EST,+7.66726,+3.0443,+59.2,+70.2057,+46.042
2012-01-01 13:37:00 EST,+7.66726,+3.0443,+59.2,+70.2009,+46.042
2012-01-01 13:38:00 EST,+7.66726,+3.0443,+59.2,+70.196,+46.042
2012-01-01 13:39:00 EST,+7.66726,+3.0443,+59.2,+70.1911,+46.042
2012-01-01 13:40:00 EST,+7.66726,+3.0443,+59.2,+70.1862,+46.042
2012-01-01 13:41:00 EST,+7.66726,+3.0443,+59.2,+70.1813,+46.042
2012-01-01 13:42:00 EST,+7.66726,+3.0443,+59.2,+70.1764,+46.042
2012-01-01 13:43:00 EST,+7.66726,+3.0443,+59.2,+70.1715,+46.042
2012-01-01 13:44:00 EST,+7.66726,+3.0443,+59.2,+70.1666,+46.042
2012-01-01 13:45:00 EST,+7.66726,+3.0443,+59.2,+70.1617,+46.042
2012-01-01 13:46:00 EST,+7.66726,+3.0443,+59.2,+70.1567,+46.042
2012-01-01 13:47:00 EST,+7.66726,+3.0443,+59.2,+70.1518,+46.042
2012-01-01 13:48:00 EST,+7.66726,+3.0443,+59.2,+70.1468,+46.042
2012-01-01 13:49:00 EST,+7.66726,+3.0443,+59.2,+70.1419,+46.042
2012-01-01 13:50:00 EST,+7.66726,+3.0443,+59.2,+70.1369,+46.042
2012-01-01 13:51:00 EST,+7.66726,+3.0443,+59.2,+70.1319,+46.042
2012-01-01 13:52:00 EST,+7.66726,+3.0443,+59.2,+70.1269,+46.042
2012-01-01 13:53:00 EST,+7.66726,+3.0443,+59.2,+70.1219,+46.042
2012-01-01 13:54:00 EST,+7.66726,+3.0443,+59.2,+70.1169,+46.042
2012-01-01 13:55:00 EST,+7.66726,+3.0443,+59.2,+70.1119,+46.042
2012-01-01 13:56:00 EST,+7.66726,+3.0443,+59.2,+70.1068,+46.042
2012-01-01 13:57:00 EST,+7.66726,+3.0443,+59.2,+70.1018,+46.042
2012-01-01 13:58:00 EST,+7.66726,+3.0443,+59.2,+70.0968,+46.042
2012-01-01 13:59:00 EST,+7.66726,+3.0443,+59.2,+70.0917,+46.042
2012-01-01 14:00:00 EST,+7.66726,+3.0443,+59.2,+70.0866,+46.042
2012-01-01 14:01:00 EST,+7.66906,+3.04569,+59.2,+70.0816,+46.0671
2012-01-01 14:02:00 EST,+7.6708,+3.04703,+59.2,+70.0766,+46.0913
2012-01-01 14:03:00 EST,+7.67248,+3.04833,+59.2,+70.0718,+46.1147
2012-01-01 14:04:00 EST,+7.67409,+3.04958,+59.2,+70.067,+46.1372
2012-01-01 14:05:00 EST,+7.67565,+3.05078,+59.2,+70.0623,+46.1589
2012-01-01 14:06:00 EST,+7.67714,+3.05193,+59.2,+70.0576,+46.1797
2012-01-01 14:07:00 EST,+7.67858,+3.05304,+59.2,+70.0526,+46.1997
2012-01-01 14:08:00 EST,+7.67995,+3.0541,+59.2,+70.0477,+46.2188
2012-01-01 14:09:00 EST,+7.68127,+3.05511,+59.2,+70.0429,+46.2371
2012-01-01 14:10:00 EST,+7.68252,+3.05607,+59.2,+70.0381,+46.2545
2012-01-01 14:11:00 EST,+7.68371,+3.05699,+59.2,+70.0333,+46.2711
2012-01-01 14:12:00 EST,+7.68485,+3.05786,+59.2,+70.0286,+46.2868
2012-01-01 14:13:00 EST,+7.68592,+3.05869,+59.2,+70.0239,+46.3017
2012-01-01 14:14:00 EST,+7.68693,+3.05946,+59.2,+70.0192,+46.3157
2012-01-01 14:15:00 EST,+7.68788,+3.06019,+59.2,+70.0145,+46.3289
2012-01-01 14:16:00 EST,+7.68876,+3.06087,+59.2,+70.0098,+46.3412
2012-01-01 14:17:00 EST,+7.68959,+3.06151,+59.2,+70.0052,+46.3527
2012-01-01 14:18:00 EST,+7.69036,+3.06209,+59.2,+70.0005,+46.3633
2012-01-01 14:19:00 EST,+7.69106,+3.06264,+59.2,+69.9958,+46.3731
2012-01-01 14:20:00 EST,+7.69171,+3.06313,+59.2,+69.9911,+46.382
2012-01-01 14:21:00 EST,+7.69229,+3.06358,+59.2,+69.9864,+46.3901
2012-01-01 14:22:00 EST,+7.69281,+3.06397,+59.2,+69.9817,+46.3973
2012-01-01 14:23:00 EST,+7.69327,+3.06433,+59.2,+69.977,+46.4037
2012-01-01 14:24:00 EST,+7.69367,+3.06463,+59.2,+69.9722,+46.4092
2012-01-01 14:25:00 EST,+7.69401,+3.06489,+59.2,+69.9674,+46.4139
2012-01-01 14:26:00 EST,+7.69428,+3.0651,+59.2,+69.9626,+46.4177
2012-01-01 14:27:00 EST,+7.6945,+3.06527,+59.2,+69.9577,+46.4207
2012-01-01 14:28:00 EST,+7.69465,+3.06538,+59.2,+69.9528,+46.4228
2012-01-01 14:29:00 EST,+7.69474,+3.06546,+59.2,+69.9479,+46.4241
2012-01-01 14:30:00 EST,+7.69477,+3.06548,+59.2,+69.943,+46.4245
2012-01-01 14:31:00 EST,+7.69474,+3.06546,+59.2,+69.938,+46.4241
2012-01-01 14:32:00 EST,+7.69465,+3.06538,+59.2,+69.933,+46.4228
2012-01-01 14:33:00 EST,+7.6945,+3.06527,+59.2,+69.9279,+46.4207
2012-01-01 14:34:00 EST,+7.69428,+3.0651,+59.2,+69.9228,+46.4177
2012-01-01 14:35:00 EST,+7.69401,+3.06489,+59.2,+69.9176,+46.4139
2012-01-01 14:36:00 EST,+7.69367,+3.06463,+59.2,+69.9124,+46.4092
2012-01-01 14:37:00 EST,+7.69327,+3.06433,+59.2,+69.9072,+46.4037
2012-01-01 14:38:00 EST,+7.69281,+3.06397,+59.2,+69.9019,+46.3973
2012-01-01 14:39:00 EST,+7.69229,+3.06358,+59.2,+69.8966,+46.3901
2012-01-01 14:40:00 EST,+7.69171,+3.06313,+59.2,+69.8912,+46.382
2012-01-01 14:41:00 EST,+7.69106,+3.06264,+59.2,+69.8858,+46.3731
2012-01-01 14:42:00 EST,+7.69036,+3.06209,+59.2,+69.8803,+46.3633
2012-01-01 14:43:00 EST,+7.68959,+3.06151,+59.2,+69.8748,+46.3527
2012-01-01 14:44:00 EST,+7.68876,+3.06087,+59.2,+69.8692,+46.3412
2012-01-01 14:45:00 EST,+7.68788,+3.06019,+59.2,+69.8636,+46.3289
2012-01-01 14:46:00 EST,+7.68693,+3.05946,+59.2,+69.8579,+46.3157
2012-01-01 14:47:00 EST,+7.68592,+3.05869,+59.2,+69.8522,+46.3017
2012-01-01 14:48:00 EST,+7.68485,+3.05786,+59.2,+69.8464,+46.2868
2012-01-01 14:49:00 EST,+7.68371,+3.05699,+59.2,+69.8405,+46.2711
2012-01-01 14:50:00 EST,+7.68252,+3.05607,+59.2,+69.8346,+46.2545
2012-01-01 14:51:00 EST,+7.68127,+3.05511,+59.2,+69.8287,+46.2371
2012-01-01 14:52:00 EST,+7.67995,+3.0541,+59.2,+69.8227,+46.2188
2012-01-01 14:53:00 EST,+7.67858,+3.05304,+59.2,+69.8166,+46.1997
2012-01-01 14:54:00 EST,+7.67714,+3.05193,+59.2,+69.8105,+46.1797
2012-01-01 14:55:00 EST,+7.67565,+3.05078,+59.2,+69.8043,+46.1589
2012-01-01 14:56:00 EST,+7.67409,+3.04958,+59.2,+69.7981,+46.1372
2012-01-01 14:57:00 EST,+7.67248,+3.04833,+59.2,+69.7918,+46.1147
2012-01-01 14:58:00 EST,+7.6708,+3.04703,+59.2,+69.7854,+46.0913
2012-01-01 14:59:00 EST,+7.66906,+3.04569,+59.2,+69.779,+46.0671
