# file...... out_house_power.csv
# date...... Mon Feb 11 13:34:46 2019
# user...... tuomastalvitie
# host...... (null)
# target.... house 2
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,heating_demand, cooling_demand, heating_setpoint, air_temperature, outdoor_temperature
2012-01-01 00:39:00 EST,+26.3775,+4.34124,+70,+69.143,+26.1848
2012-01-01 00:40:00 EST,+26.3775,+4.34129,+70,+69.4937,+26.182
2012-01-01 00:41:00 EST,+26.3775,+4.34134,+70,+69.8027,+26.1788
2012-01-01 00:42:00 EST,+26.3775,+4.3414,+70,+70.0757,+26.1754
2012-01-01 00:43:00 EST,+26.3775,+4.34146,+70,+70.3179,+26.1716
2012-01-01 00:44:00 EST,+26.3775,+4.34153,+70,+70.5335,+26.1676
2012-01-01 00:45:00 EST,+26.3775,+4.3416,+70,+70.7262,+26.1632
2012-01-01 00:46:00 EST,+26.3775,+4.34167,+70,+70.8993,+26.1586
2012-01-01 00:47:00 EST,+26.3775,+4.34176,+70,+71.0554,+26.1536
2012-01-01 00:48:00 EST,+26.3775,+4.34184,+70,+70.4901,+26.1484
2012-01-01 00:49:00 EST,+26.3775,+4.34193,+70,+69.9962,+26.1428
2012-01-01 00:50:00 EST,+26.3775,+4.34203,+70,+69.5635,+26.137
2012-01-01 00:51:00 EST,+26.3775,+4.34213,+70,+69.1836,+26.1308
2012-01-01 00:52:00 EST,+26.3775,+4.34224,+70,+68.8491,+26.1244
2012-01-01 00:53:00 EST,+26.3775,+4.34235,+70,+69.2605,+26.1176
2012-01-01 00:54:00 EST,+26.3775,+4.34247,+70,+69.6215,+26.1106
2012-01-01 00:55:00 EST,+26.3775,+4.34259,+70,+69.9393,+26.1032
2012-01-01 00:56:00 EST,+26.3775,+4.34271,+70,+70.2198,+26.0956
2012-01-01 00:57:00 EST,+26.3775,+4.34285,+70,+70.4684,+26.0876
2012-01-01 00:58:00 EST,+26.3775,+4.34298,+70,+70.6894,+26.0794
2012-01-01 00:59:00 EST,+26.3775,+4.34312,+70,+70.8866,+26.0708
2012-01-01 01:00:00 EST,+26.3775,+4.34327,+70,+71.0635,+26.062
2012-01-01 01:01:00 EST,+26.3775,+4.34371,+70,+70.516,+26.0351
2012-01-01 01:02:00 EST,+26.3775,+4.34415,+70,+70.0371,+26.0086
2012-01-01 01:03:00 EST,+26.3775,+4.34458,+70,+69.6172,+25.9823
2012-01-01 01:04:00 EST,+26.3775,+4.34501,+70,+69.2481,+25.9564
2012-01-01 01:05:00 EST,+26.3775,+4.34544,+70,+68.9226,+25.9307
2012-01-01 01:06:00 EST,+26.3775,+4.34585,+70,+69.3414,+25.9054
2012-01-01 01:07:00 EST,+26.3775,+4.34627,+70,+69.7087,+25.8803
2012-01-01 01:08:00 EST,+26.3775,+4.34668,+70,+70.0316,+25.8556
2012-01-01 01:09:00 EST,+26.3775,+4.34708,+70,+70.3164,+25.8311
2012-01-01 01:10:00 EST,+26.3775,+4.34748,+70,+70.5684,+25.807
2012-01-01 01:11:00 EST,+26.3775,+4.34787,+70,+70.7921,+25.7831
2012-01-01 01:12:00 EST,+26.3775,+4.34826,+70,+70.9915,+25.7596
2012-01-01 01:13:00 EST,+26.3775,+4.34864,+70,+71.17,+25.7363
2012-01-01 01:14:00 EST,+26.3775,+4.34902,+70,+70.6237,+25.7134
2012-01-01 01:15:00 EST,+26.3775,+4.3494,+70,+70.1458,+25.6907
2012-01-01 01:16:00 EST,+26.3775,+4.34977,+70,+69.7267,+25.6684
2012-01-01 01:17:00 EST,+26.3775,+4.35013,+70,+69.3582,+25.6463
2012-01-01 01:18:00 EST,+26.3775,+4.35049,+70,+69.0332,+25.6246
2012-01-01 01:19:00 EST,+26.3775,+4.35084,+70,+68.7456,+25.6031
2012-01-01 01:20:00 EST,+26.3775,+4.35119,+70,+69.1971,+25.582
2012-01-01 01:21:00 EST,+26.3775,+4.35154,+70,+69.5924,+25.5611
2012-01-01 01:22:00 EST,+26.3775,+4.35188,+70,+69.9393,+25.5406
2012-01-01 01:23:00 EST,+26.3775,+4.35221,+70,+70.2447,+25.5203
2012-01-01 01:24:00 EST,+26.3775,+4.35254,+70,+70.5144,+25.5004
2012-01-01 01:25:00 EST,+26.3775,+4.35286,+70,+70.7533,+25.4807
2012-01-01 01:26:00 EST,+26.3775,+4.35318,+70,+70.9657,+25.4614
2012-01-01 01:27:00 EST,+26.3775,+4.3535,+70,+71.1554,+25.4423
2012-01-01 01:28:00 EST,+26.3775,+4.35381,+70,+70.6187,+25.4236
2012-01-01 01:29:00 EST,+26.3775,+4.35411,+70,+70.149,+25.4051
2012-01-01 01:30:00 EST,+26.3775,+4.35441,+70,+69.7369,+25.387
2012-01-01 01:31:00 EST,+26.3775,+4.35471,+70,+69.3744,+25.3691
2012-01-01 01:32:00 EST,+26.3775,+4.355,+70,+69.0546,+25.3516
2012-01-01 01:33:00 EST,+26.3775,+4.35528,+70,+68.7714,+25.3343
2012-01-01 01:34:00 EST,+26.3775,+4.35556,+70,+69.2266,+25.3174
2012-01-01 01:35:00 EST,+26.3775,+4.35583,+70,+69.6251,+25.3007
2012-01-01 01:36:00 EST,+26.3775,+4.3561,+70,+69.9748,+25.2844
2012-01-01 01:37:00 EST,+26.3775,+4.35637,+70,+70.2825,+25.2683
2012-01-01 01:38:00 EST,+26.3775,+4.35663,+70,+70.5541,+25.2526
2012-01-01 01:39:00 EST,+26.3775,+4.35688,+70,+70.7947,+25.2371
2012-01-01 01:40:00 EST,+26.3775,+4.35713,+70,+71.0086,+25.222
2012-01-01 01:41:00 EST,+26.3775,+4.35738,+70,+70.4927,+25.2071
2012-01-01 01:42:00 EST,+26.3775,+4.35762,+70,+70.0408,+25.1926
2012-01-01 01:43:00 EST,+26.3775,+4.35786,+70,+69.6441,+25.1783
2012-01-01 01:44:00 EST,+26.3775,+4.35809,+70,+69.2948,+25.1644
2012-01-01 01:45:00 EST,+26.3775,+4.35831,+70,+68.9863,+25.1507
2012-01-01 01:46:00 EST,+26.3775,+4.35853,+70,+69.4197,+25.1374
2012-01-01 01:47:00 EST,+26.3775,+4.35875,+70,+69.7994,+25.1243
2012-01-01 01:48:00 EST,+26.3775,+4.35896,+70,+70.1329,+25.1116
2012-01-01 01:49:00 EST,+26.3775,+4.35916,+70,+70.4267,+25.0991
2012-01-01 01:50:00 EST,+26.3775,+4.35936,+70,+70.6864,+25.087
2012-01-01 01:51:00 EST,+26.3775,+4.35956,+70,+70.9167,+25.0751
2012-01-01 01:52:00 EST,+26.3775,+4.35975,+70,+71.1217,+25.0636
2012-01-01 01:53:00 EST,+26.3775,+4.35994,+70,+70.5981,+25.0523
2012-01-01 01:54:00 EST,+26.3775,+4.36012,+70,+70.1397,+25.0414
2012-01-01 01:55:00 EST,+26.3775,+4.36029,+70,+69.7373,+25.0307
2012-01-01 01:56:00 EST,+26.3775,+4.36046,+70,+69.3831,+25.0204
2012-01-01 01:57:00 EST,+26.3775,+4.36063,+70,+69.0703,+25.0103
2012-01-01 01:58:00 EST,+26.3775,+4.36079,+70,+68.7933,+25.0006
2012-01-01 01:59:00 EST,+26.3775,+4.36095,+70,+69.2537,+24.9911
2012-01-01 02:00:00 EST,+26.3775,+4.3611,+70,+69.6567,+24.982
2012-01-01 02:01:00 EST,+26.3775,+4.36097,+70,+70.0102,+24.9894
2012-01-01 02:02:00 EST,+26.3775,+4.36086,+70,+70.3214,+24.9965
2012-01-01 02:03:00 EST,+26.3775,+4.36074,+70,+70.5962,+25.0034
2012-01-01 02:04:00 EST,+26.3775,+4.36063,+70,+70.8395,+25.01
2012-01-01 02:05:00 EST,+26.3775,+4.36053,+70,+71.0559,+25.0164
2012-01-01 02:06:00 EST,+26.3775,+4.36043,+70,+70.5423,+25.0225
2012-01-01 02:07:00 EST,+26.3775,+4.36033,+70,+70.0925,+25.0284
2012-01-01 02:08:00 EST,+26.3775,+4.36024,+70,+69.6977,+25.034
2012-01-01 02:09:00 EST,+26.3775,+4.36015,+70,+69.3502,+25.0394
2012-01-01 02:10:00 EST,+26.3775,+4.36006,+70,+69.0434,+25.0445
2012-01-01 02:11:00 EST,+26.3775,+4.35998,+70,+68.7715,+25.0494
2012-01-01 02:12:00 EST,+26.3775,+4.35991,+70,+69.2365,+25.054
2012-01-01 02:13:00 EST,+26.3775,+4.35984,+70,+69.6435,+25.0584
2012-01-01 02:14:00 EST,+26.3775,+4.35977,+70,+70.0007,+25.0625
2012-01-01 02:15:00 EST,+26.3775,+4.3597,+70,+70.315,+25.0664
2012-01-01 02:16:00 EST,+26.3775,+4.35964,+70,+70.5924,+25.07
2012-01-01 02:17:00 EST,+26.3775,+4.35959,+70,+70.838,+25.0734
2012-01-01 02:18:00 EST,+26.3775,+4.35954,+70,+71.0563,+25.0765
2012-01-01 02:19:00 EST,+26.3775,+4.35949,+70,+70.5443,+25.0794
2012-01-01 02:20:00 EST,+26.3775,+4.35945,+70,+70.096,+25.082
2012-01-01 02:21:00 EST,+26.3775,+4.35941,+70,+69.7023,+25.0844
2012-01-01 02:22:00 EST,+26.3775,+4.35937,+70,+69.3558,+25.0865
2012-01-01 02:23:00 EST,+26.3775,+4.35934,+70,+69.0498,+25.0884
2012-01-01 02:24:00 EST,+26.3775,+4.35931,+70,+68.7786,+25.09
2012-01-01 02:25:00 EST,+26.3775,+4.35929,+70,+69.2442,+25.0914
2012-01-01 02:26:00 EST,+26.3775,+4.35927,+70,+69.6517,+25.0925
2012-01-01 02:27:00 EST,+26.3775,+4.35926,+70,+70.0093,+25.0934
2012-01-01 02:28:00 EST,+26.3775,+4.35925,+70,+70.3239,+25.094
2012-01-01 02:29:00 EST,+26.3775,+4.35924,+70,+70.6015,+25.0944
2012-01-01 02:30:00 EST,+26.3775,+4.35924,+70,+70.8473,+25.0945
2012-01-01 02:31:00 EST,+26.3775,+4.35924,+70,+71.0657,+25.0944
2012-01-01 02:32:00 EST,+26.3775,+4.35925,+70,+70.5538,+25.094
2012-01-01 02:33:00 EST,+26.3775,+4.35926,+70,+70.1055,+25.0934
2012-01-01 02:34:00 EST,+26.3775,+4.35927,+70,+69.712,+25.0925
2012-01-01 02:35:00 EST,+26.3775,+4.35929,+70,+69.3654,+25.0914
2012-01-01 02:36:00 EST,+26.3775,+4.35931,+70,+69.0594,+25.09
2012-01-01 02:37:00 EST,+26.3775,+4.35934,+70,+68.7881,+25.0884
2012-01-01 02:38:00 EST,+26.3775,+4.35937,+70,+69.2536,+25.0865
2012-01-01 02:39:00 EST,+26.3775,+4.35941,+70,+69.661,+25.0844
2012-01-01 02:40:00 EST,+26.3775,+4.35945,+70,+70.0185,+25.082
2012-01-01 02:41:00 EST,+26.3775,+4.35949,+70,+70.3329,+25.0794
2012-01-01 02:42:00 EST,+26.3775,+4.35954,+70,+70.6104,+25.0765
2012-01-01 02:43:00 EST,+26.3775,+4.35959,+70,+70.8561,+25.0734
2012-01-01 02:44:00 EST,+26.3775,+4.35964,+70,+71.0744,+25.07
2012-01-01 02:45:00 EST,+26.3775,+4.3597,+70,+70.5623,+25.0664
2012-01-01 02:46:00 EST,+26.3775,+4.35977,+70,+70.1138,+25.0625
2012-01-01 02:47:00 EST,+26.3775,+4.35984,+70,+69.72,+25.0584
2012-01-01 02:48:00 EST,+26.3775,+4.35991,+70,+69.3733,+25.054
2012-01-01 02:49:00 EST,+26.3775,+4.35998,+70,+69.067,+25.0494
2012-01-01 02:50:00 EST,+26.3775,+4.36006,+70,+68.7956,+25.0445
2012-01-01 02:51:00 EST,+26.3775,+4.36015,+70,+69.2609,+25.0394
2012-01-01 02:52:00 EST,+26.3775,+4.36024,+70,+69.6681,+25.034
2012-01-01 02:53:00 EST,+26.3775,+4.36033,+70,+70.0253,+25.0284
2012-01-01 02:54:00 EST,+26.3775,+4.36043,+70,+70.3395,+25.0225
2012-01-01 02:55:00 EST,+26.3775,+4.36053,+70,+70.6167,+25.0164
2012-01-01 02:56:00 EST,+26.3775,+4.36063,+70,+70.8621,+25.01
2012-01-01 02:57:00 EST,+26.3775,+4.36074,+70,+71.0801,+25.0034
2012-01-01 02:58:00 EST,+26.3775,+4.36086,+70,+70.5678,+24.9965
2012-01-01 02:59:00 EST,+26.3775,+4.36097,+70,+70.1191,+24.9894
2012-01-01 03:00:00 EST,+26.3775,+4.3611,+70,+69.725,+24.982
2012-01-01 03:01:00 EST,+26.3775,+4.36147,+70,+69.378,+24.9596
2012-01-01 03:02:00 EST,+26.3775,+4.36183,+70,+69.0714,+24.9375
2012-01-01 03:03:00 EST,+26.3775,+4.36219,+70,+68.7994,+24.9156
2012-01-01 03:04:00 EST,+26.3775,+4.36255,+70,+69.2641,+24.894
2012-01-01 03:05:00 EST,+26.3775,+4.3629,+70,+69.6706,+24.8726
2012-01-01 03:06:00 EST,+26.3775,+4.36325,+70,+70.0271,+24.8515
2012-01-01 03:07:00 EST,+26.3775,+4.3636,+70,+70.3405,+24.8306
2012-01-01 03:08:00 EST,+26.3775,+4.36394,+70,+70.6169,+24.81
2012-01-01 03:09:00 EST,+26.3775,+4.36427,+70,+70.8614,+24.7896
2012-01-01 03:10:00 EST,+26.3775,+4.3646,+70,+71.0785,+24.7695
2012-01-01 03:11:00 EST,+26.3775,+4.36493,+70,+70.5652,+24.7496
2012-01-01 03:12:00 EST,+26.3775,+4.36526,+70,+70.1155,+24.73
2012-01-01 03:13:00 EST,+26.3775,+4.36558,+70,+69.7205,+24.7106
2012-01-01 03:14:00 EST,+26.3775,+4.36589,+70,+69.3725,+24.6915
2012-01-01 03:15:00 EST,+26.3775,+4.3662,+70,+69.065,+24.6726
2012-01-01 03:16:00 EST,+26.3775,+4.36651,+70,+68.7922,+24.654
2012-01-01 03:17:00 EST,+26.3775,+4.36681,+70,+69.2562,+24.6356
2012-01-01 03:18:00 EST,+26.3775,+4.36711,+70,+69.6621,+24.6175
2012-01-01 03:19:00 EST,+26.3775,+4.36741,+70,+70.0181,+24.5996
2012-01-01 03:20:00 EST,+26.3775,+4.3677,+70,+70.331,+24.582
2012-01-01 03:21:00 EST,+26.3775,+4.36799,+70,+70.6069,+24.5646
2012-01-01 03:22:00 EST,+26.3775,+4.36827,+70,+70.8511,+24.5475
2012-01-01 03:23:00 EST,+26.3775,+4.36855,+70,+71.0678,+24.5306
2012-01-01 03:24:00 EST,+26.3775,+4.36882,+70,+70.5542,+24.514
2012-01-01 03:25:00 EST,+26.3775,+4.36909,+70,+70.1042,+24.4976
2012-01-01 03:26:00 EST,+26.3775,+4.36936,+70,+69.7089,+24.4815
2012-01-01 03:27:00 EST,+26.3775,+4.36962,+70,+69.3607,+24.4656
2012-01-01 03:28:00 EST,+26.3775,+4.36988,+70,+69.0529,+24.45
2012-01-01 03:29:00 EST,+26.3775,+4.37013,+70,+68.78,+24.4346
2012-01-01 03:30:00 EST,+26.3775,+4.37038,+70,+69.2438,+24.4195
2012-01-01 03:31:00 EST,+26.3775,+4.37063,+70,+69.6495,+24.4046
2012-01-01 03:32:00 EST,+26.3775,+4.37087,+70,+70.0053,+24.39
2012-01-01 03:33:00 EST,+26.3775,+4.37111,+70,+70.3181,+24.3756
2012-01-01 03:34:00 EST,+26.3775,+4.37134,+70,+70.5939,+24.3615
2012-01-01 03:35:00 EST,+26.3775,+4.37157,+70,+70.8379,+24.3476
2012-01-01 03:36:00 EST,+26.3775,+4.37179,+70,+71.0545,+24.334
2012-01-01 03:37:00 EST,+26.3775,+4.37201,+70,+70.5408,+24.3206
2012-01-01 03:38:00 EST,+26.3775,+4.37223,+70,+70.0907,+24.3075
2012-01-01 03:39:00 EST,+26.3775,+4.37244,+70,+69.6953,+24.2946
2012-01-01 03:40:00 EST,+26.3775,+4.37265,+70,+69.347,+24.282
2012-01-01 03:41:00 EST,+26.3775,+4.37286,+70,+69.0392,+24.2696
2012-01-01 03:42:00 EST,+26.3775,+4.37306,+70,+68.7661,+24.2575
2012-01-01 03:43:00 EST,+26.3775,+4.37325,+70,+69.2299,+24.2456
2012-01-01 03:44:00 EST,+26.3775,+4.37344,+70,+69.6355,+24.234
2012-01-01 03:45:00 EST,+26.3775,+4.37363,+70,+69.9913,+24.2226
2012-01-01 03:46:00 EST,+26.3775,+4.37382,+70,+70.304,+24.2115
2012-01-01 03:47:00 EST,+26.3775,+4.37399,+70,+70.5797,+24.2006
2012-01-01 03:48:00 EST,+26.3775,+4.37417,+70,+70.8237,+24.19
2012-01-01 03:49:00 EST,+26.3775,+4.37434,+70,+71.0403,+24.1796
2012-01-01 03:50:00 EST,+26.3775,+4.37451,+70,+70.5266,+24.1695
2012-01-01 03:51:00 EST,+26.3775,+4.37467,+70,+70.0764,+24.1596
2012-01-01 03:52:00 EST,+26.3775,+4.37483,+70,+69.681,+24.15
2012-01-01 03:53:00 EST,+26.3775,+4.37498,+70,+69.3327,+24.1406
2012-01-01 03:54:00 EST,+26.3775,+4.37514,+70,+69.0248,+24.1315
2012-01-01 03:55:00 EST,+26.3775,+4.37528,+70,+68.7518,+24.1226
2012-01-01 03:56:00 EST,+26.3775,+4.37542,+70,+69.2155,+24.114
2012-01-01 03:57:00 EST,+26.3775,+4.37556,+70,+69.6212,+24.1056
2012-01-01 03:58:00 EST,+26.3775,+4.3757,+70,+69.9769,+24.0975
2012-01-01 03:59:00 EST,+26.3775,+4.37583,+70,+70.2897,+24.0896
2012-01-01 04:00:00 EST,+26.3775,+4.37595,+70,+70.5654,+24.082
2012-01-01 04:01:00 EST,+26.3775,+4.37595,+70,+70.8094,+24.082
2012-01-01 04:02:00 EST,+26.3775,+4.37595,+70,+71.0261,+24.082
2012-01-01 04:03:00 EST,+26.3775,+4.37595,+70,+70.5125,+24.082
2012-01-01 04:04:00 EST,+26.3775,+4.37595,+70,+70.0626,+24.082
2012-01-01 04:05:00 EST,+26.3775,+4.37595,+70,+69.6674,+24.082
2012-01-01 04:06:00 EST,+26.3775,+4.37595,+70,+69.3193,+24.082
2012-01-01 04:07:00 EST,+26.3775,+4.37595,+70,+69.0118,+24.082
2012-01-01 04:08:00 EST,+26.3775,+4.37595,+70,+68.7391,+24.082
2012-01-01 04:09:00 EST,+26.3775,+4.37595,+70,+69.2032,+24.082
2012-01-01 04:10:00 EST,+26.3775,+4.37595,+70,+69.6092,+24.082
2012-01-01 04:11:00 EST,+26.3775,+4.37595,+70,+69.9653,+24.082
2012-01-01 04:12:00 EST,+26.3775,+4.37595,+70,+70.2784,+24.082
2012-01-01 04:13:00 EST,+26.3775,+4.37595,+70,+70.5546,+24.082
2012-01-01 04:14:00 EST,+26.3775,+4.37595,+70,+70.799,+24.082
2012-01-01 04:15:00 EST,+26.3775,+4.37595,+70,+71.016,+24.082
2012-01-01 04:16:00 EST,+26.3775,+4.37595,+70,+70.5027,+24.082
2012-01-01 04:17:00 EST,+26.3775,+4.37595,+70,+70.0531,+24.082
2012-01-01 04:18:00 EST,+26.3775,+4.37595,+70,+69.6581,+24.082
2012-01-01 04:19:00 EST,+26.3775,+4.37595,+70,+69.3102,+24.082
2012-01-01 04:20:00 EST,+26.3775,+4.37595,+70,+69.0029,+24.082
2012-01-01 04:21:00 EST,+26.3775,+4.37595,+70,+68.7303,+24.082
2012-01-01 04:22:00 EST,+26.3775,+4.37595,+70,+69.1945,+24.082
2012-01-01 04:23:00 EST,+26.3775,+4.37595,+70,+69.6007,+24.082
2012-01-01 04:24:00 EST,+26.3775,+4.37595,+70,+69.9569,+24.082
2012-01-01 04:25:00 EST,+26.3775,+4.37595,+70,+70.2701,+24.082
2012-01-01 04:26:00 EST,+26.3775,+4.37595,+70,+70.5463,+24.082
2012-01-01 04:27:00 EST,+26.3775,+4.37595,+70,+70.7908,+24.082
2012-01-01 04:28:00 EST,+26.3775,+4.37595,+70,+71.0079,+24.082
2012-01-01 04:29:00 EST,+26.3775,+4.37595,+70,+70.4947,+24.082
2012-01-01 04:30:00 EST,+26.3775,+4.37595,+70,+70.045,+24.082
2012-01-01 04:31:00 EST,+26.3775,+4.37595,+70,+69.6501,+24.082
2012-01-01 04:32:00 EST,+26.3775,+4.37595,+70,+69.3023,+24.082
2012-01-01 04:33:00 EST,+26.3775,+4.37595,+70,+68.9949,+24.082
2012-01-01 04:34:00 EST,+26.3775,+4.37595,+70,+69.4292,+24.082
2012-01-01 04:35:00 EST,+26.3775,+4.37595,+70,+69.8096,+24.082
2012-01-01 04:36:00 EST,+26.3775,+4.37595,+70,+70.1436,+24.082
2012-01-01 04:37:00 EST,+26.3775,+4.37595,+70,+70.4378,+24.082
2012-01-01 04:38:00 EST,+26.3775,+4.37595,+70,+70.6976,+24.082
2012-01-01 04:39:00 EST,+26.3775,+4.37595,+70,+70.928,+24.082
2012-01-01 04:40:00 EST,+26.3775,+4.37595,+70,+71.1329,+24.082
2012-01-01 04:41:00 EST,+26.3775,+4.37595,+70,+70.6092,+24.082
2012-01-01 04:42:00 EST,+26.3775,+4.37595,+70,+70.1506,+24.082
2012-01-01 04:43:00 EST,+26.3775,+4.37595,+70,+69.7479,+24.082
2012-01-01 04:44:00 EST,+26.3775,+4.37595,+70,+69.3934,+24.082
2012-01-01 04:45:00 EST,+26.3775,+4.37595,+70,+69.0803,+24.082
2012-01-01 04:46:00 EST,+26.3775,+4.37595,+70,+68.8028,+24.082
2012-01-01 04:47:00 EST,+26.3775,+4.37595,+70,+69.2628,+24.082
2012-01-01 04:48:00 EST,+26.3775,+4.37595,+70,+69.6653,+24.082
2012-01-01 04:49:00 EST,+26.3775,+4.37595,+70,+70.0183,+24.082
2012-01-01 04:50:00 EST,+26.3775,+4.37595,+70,+70.3288,+24.082
2012-01-01 04:51:00 EST,+26.3775,+4.37595,+70,+70.6027,+24.082
2012-01-01 04:52:00 EST,+26.3775,+4.37595,+70,+70.8452,+24.082
2012-01-01 04:53:00 EST,+26.3775,+4.37595,+70,+71.0605,+24.082
2012-01-01 04:54:00 EST,+26.3775,+4.37595,+70,+70.5458,+24.082
2012-01-01 04:55:00 EST,+26.3775,+4.37595,+70,+70.0948,+24.082
2012-01-01 04:56:00 EST,+26.3775,+4.37595,+70,+69.6988,+24.082
2012-01-01 04:57:00 EST,+26.3775,+4.37595,+70,+69.35,+24.082
2012-01-01 04:58:00 EST,+26.3775,+4.37595,+70,+69.0418,+24.082
2012-01-01 04:59:00 EST,+26.3775,+4.37595,+70,+68.7685,+24.082
2012-01-01 05:00:00 EST,+26.3775,+4.37595,+70,+69.2321,+24.082
2012-01-01 05:01:00 EST,+26.3775,+4.37607,+70,+69.6377,+24.0746
2012-01-01 05:02:00 EST,+26.3775,+4.37619,+70,+69.9934,+24.0675
2012-01-01 05:03:00 EST,+26.3775,+4.37631,+70,+70.3061,+24.0606
2012-01-01 05:04:00 EST,+26.3775,+4.37641,+70,+70.5818,+24.054
2012-01-01 05:05:00 EST,+26.3775,+4.37652,+70,+70.8257,+24.0476
2012-01-01 05:06:00 EST,+26.3775,+4.37662,+70,+71.0423,+24.0415
2012-01-01 05:07:00 EST,+26.3775,+4.37672,+70,+70.5286,+24.0356
2012-01-01 05:08:00 EST,+26.3775,+4.37681,+70,+70.0785,+24.03
2012-01-01 05:09:00 EST,+26.3775,+4.3769,+70,+69.6831,+24.0246
2012-01-01 05:10:00 EST,+26.3775,+4.37698,+70,+69.3348,+24.0195
2012-01-01 05:11:00 EST,+26.3775,+4.37706,+70,+69.027,+24.0146
2012-01-01 05:12:00 EST,+26.3775,+4.37714,+70,+68.754,+24.01
2012-01-01 05:13:00 EST,+26.3775,+4.37721,+70,+69.2178,+24.0056
2012-01-01 05:14:00 EST,+26.3775,+4.37728,+70,+69.6235,+24.0015
2012-01-01 05:15:00 EST,+26.3775,+4.37735,+70,+69.9793,+23.9976
2012-01-01 05:16:00 EST,+26.3775,+4.37741,+70,+70.2921,+23.994
2012-01-01 05:17:00 EST,+26.3775,+4.37746,+70,+70.5679,+23.9906
2012-01-01 05:18:00 EST,+26.3775,+4.37751,+70,+70.812,+23.9875
2012-01-01 05:19:00 EST,+26.3775,+4.37756,+70,+71.0287,+23.9846
2012-01-01 05:20:00 EST,+26.3775,+4.3776,+70,+70.5151,+23.982
2012-01-01 05:21:00 EST,+26.3775,+4.37764,+70,+70.0651,+23.9796
