Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4, Node5, Magnitude5, Angle5, pu5, Node6, Magnitude6, Angle6, pu6
"BUS1017", 13.8, 3,    8128.52,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS1017_L", 0.208, 1,    122.128,   89.4,     1.017, 2,    122.128,  -90.6,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2002", 13.8, 1,    8124.04,  -30.6,    1.0197, 2,     8128.6, -150.5,    1.0202, 3,    8129.13,   89.4,    1.0203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2002_L", 0.208, 1,    122.071,  -30.8,    1.0165, 2,     122.14, -150.7,    1.0171, 3,    122.148,   89.2,    1.0171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2003", 13.8, 1,    8122.26,  -30.6,    1.0194, 2,    8126.51, -150.5,      1.02, 3,    8127.88,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2003_L", 0.208, 1,    121.802,  -30.8,    1.0143, 2,    121.867, -150.7,    1.0148, 3,    121.887,   89.3,     1.015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2005", 13.8, 1,     8120.8,  -30.6,    1.0192, 2,    8124.77, -150.6,    1.0197, 3,    8126.87,   89.4,      1.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2005_L", 0.208, 1,    121.645,  -30.7,     1.013, 2,    121.705, -150.6,    1.0135, 3,    121.737,   89.3,    1.0137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2008", 13.8, 1,    8120.57,  -30.6,    1.0192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2008_L", 0.208, 1,    122.063,  -30.7,    1.0164, 2,    122.063,  149.3,    1.0164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2009", 13.8, 1,    8120.58,  -30.6,    1.0192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2009_L", 0.208, 1,    122.167,  -30.7,    1.0173, 2,    122.167,  149.3,    1.0173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2010", 13.8, 1,    8120.41,  -30.6,    1.0192, 2,    8124.28, -150.6,    1.0197, 3,    8126.61,   89.4,      1.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2010_L", 0.208, 1,    122.202,  -30.6,    1.0176, 2,    122.261, -150.6,    1.0181, 3,    122.296,   89.4,    1.0184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2011", 13.8, 1,    8120.09,  -30.6,    1.0192, 2,    8123.86, -150.6,    1.0196, 3,    8126.38,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2011_L", 0.208, 1,    121.954,  -30.7,    1.0155, 2,    122.011, -150.6,     1.016, 3,    122.049,   89.4,    1.0163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2014", 13.8, 1,    8119.51,  -30.6,    1.0191, 2,    8123.02, -150.6,    1.0195, 3,    8126.03,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2014_L", 0.208, 1,     121.95, -150.6,    1.0155, 2,     121.95,   29.4,    1.0155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2015", 13.8, 2,    8123.01, -150.6,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2015_L", 0.208, 1,    122.172, -150.6,    1.0173, 2,    122.172,   29.4,    1.0173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2016", 13.8, 1,    8119.51,  -30.6,    1.0191, 2,    8122.96, -150.6,    1.0195, 3,    8126.06,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2016_L", 0.208, 1,    122.194, -150.6,    1.0175, 2,    122.194,   29.4,    1.0175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2017", 13.8, 1,    8119.52,  -30.6,    1.0191, 2,     8122.9, -150.6,    1.0195, 3,    8126.07,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2017_L", 0.208, 1,    121.727, -150.8,    1.0136, 2,    121.727,   29.2,    1.0136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2018", 13.8, 1,    8119.52,  -30.6,    1.0191, 2,    8122.84, -150.6,    1.0195, 3,    8126.09,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2018_L", 0.208, 1,    122.062, -150.7,    1.0164, 2,    122.062,   29.3,    1.0164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2020", 13.8, 2,    8122.96, -150.6,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2020_L", 0.208, 1,    122.024, -150.7,    1.0161, 2,    122.024,   29.3,    1.0161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2022", 13.8, 3,    8125.81,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2022_L", 0.208, 1,    122.066,   89.3,    1.0165, 2,    122.066,  -90.7,    1.0165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2023", 13.8, 3,    8125.78,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2023_L", 0.208, 1,    122.266,   89.4,    1.0181, 2,    122.266,  -90.6,    1.0181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2024", 13.8, 3,    8125.68,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2024_L", 0.208, 1,    122.171,   89.3,    1.0173, 2,    122.171,  -90.7,    1.0173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2025", 13.8, 3,    8125.64,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2025_L", 0.208, 1,    122.084,   89.3,    1.0166, 2,    122.084,  -90.7,    1.0166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2028", 13.8, 1,    8118.91,  -30.6,     1.019, 2,    8122.58, -150.6,    1.0195, 3,    8125.56,   89.4,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2028_L", 0.208, 1,    122.277,  -30.6,    1.0182, 2,    122.277,  149.4,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2029", 13.8, 1,    8118.87,  -30.6,     1.019, 2,    8122.57, -150.6,    1.0195, 3,    8125.54,   89.4,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2029_L", 0.208, 1,    121.976,  -30.7,    1.0157, 2,    122.032, -150.7,    1.0162, 3,    122.077,   89.3,    1.0166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2030", 13.8, 1,    8118.83,  -30.6,     1.019, 2,    8122.56, -150.6,    1.0195, 3,    8125.54,   89.4,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2030_L", 0.208, 1,    122.103,  -30.7,    1.0168, 2,    122.159, -150.6,    1.0172, 3,    122.204,   89.4,    1.0176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2031", 13.8, 1,     8118.8,  -30.6,     1.019, 2,    8122.57, -150.6,    1.0195, 3,    8125.54,   89.4,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2031_L", 0.208, 1,    121.886,  -30.8,     1.015, 2,    121.886,  149.2,     1.015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2032", 13.8, 1,    8118.84,  -30.6,     1.019, 2,    8122.46, -150.6,    1.0195, 3,    8125.48,   89.4,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2032_L", 0.208, 1,    122.179,  -30.7,    1.0174, 2,    122.233, -150.6,    1.0179, 3,    122.279,   89.4,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2034", 13.8, 1,    8118.55,  -30.6,     1.019, 2,    8122.15, -150.6,    1.0194, 3,    8125.26,   89.4,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2034_L", 0.208, 1,    122.047,  -30.7,    1.0163, 2,    122.102, -150.6,    1.0168, 3,    122.149,   89.4,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2035", 13.8, 1,     8118.4,  -30.6,    1.0189, 2,    8121.99, -150.6,    1.0194, 3,    8125.15,   89.4,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2035_L", 0.208, 1,    122.181,  -30.7,    1.0174, 2,    122.235, -150.6,    1.0179, 3,    122.283,   89.4,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2037", 13.8, 1,    8118.17,  -30.6,    1.0189, 2,    8121.76, -150.6,    1.0194, 3,    8124.99,   89.4,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2037_L", 0.208, 1,    122.041,  -30.7,    1.0163, 2,    122.095, -150.6,    1.0167, 3,    122.144,   89.3,    1.0171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2040", 13.8, 1,    8116.85,  -30.7,    1.0188, 2,    8120.41, -150.6,    1.0192, 3,    8123.93,   89.4,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2040_L", 0.208, 1,    121.326,  -31.3,    1.0103, 2,     121.38, -151.2,    1.0108, 3,    121.434,   88.8,    1.0112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2041", 13.8, 1,    8116.85,  -30.7,    1.0188, 2,    8120.41, -150.6,    1.0192, 3,    8123.93,   89.4,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2041_L", 0.208, 1,    122.196,  -30.7,    1.0175, 2,     122.25, -150.6,     1.018, 3,    122.303,   89.4,    1.0184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2042", 13.8, 1,    8116.94,  -30.7,    1.0188, 2,    8120.49, -150.6,    1.0192, 3,    8124.03,   89.4,    1.0197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2042_L", 0.208, 1,     122.13,  -30.7,     1.017, 2,    122.183, -150.6,    1.0174, 3,    122.237,   89.4,    1.0179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2043", 13.8, 1,    8116.73,  -30.7,    1.0187, 2,    8120.24, -150.6,    1.0192, 3,    8123.86,   89.4,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2043_L", 0.208, 1,    122.057,  -30.7,    1.0164, 2,     122.11, -150.7,    1.0168, 3,    122.165,   89.3,    1.0173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2045", 13.8, 2,    8119.43, -150.6,    1.0191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2045_L", 0.208, 1,    121.924, -150.7,    1.0153, 2,    121.924,   29.3,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2046", 13.8, 2,    8119.32, -150.6,    1.0191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2046_L", 0.208, 1,     121.61, -150.7,    1.0127, 2,     121.61,   29.3,    1.0127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2047", 13.8, 2,    8119.34, -150.6,    1.0191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2047_L", 0.208, 1,    121.788, -150.7,    1.0141, 2,    121.788,   29.3,    1.0141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2048", 13.8, 2,    8119.29, -150.6,    1.0191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2048_L", 0.208, 1,    121.894, -150.7,     1.015, 2,    121.894,   29.3,     1.015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2049", 13.8, 1,    8116.26,  -30.7,    1.0187, 2,    8119.66, -150.6,    1.0191, 3,    8123.39,   89.4,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2049_L", 0.208, 1,    121.834,   89.3,    1.0145, 2,    121.834,  -90.7,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2050", 13.8, 1,    8116.22,  -30.7,    1.0187, 2,    8119.61, -150.6,    1.0191, 3,    8123.29,   89.4,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2050_L", 0.208, 1,    121.873,   89.3,    1.0149, 2,    121.873,  -90.7,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2051", 13.8, 1,    8116.17,  -30.7,    1.0187, 2,    8119.56, -150.6,    1.0191, 3,    8123.19,   89.4,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2051_L", 0.208, 1,    121.474,   89.3,    1.0115, 2,    121.474,  -90.7,    1.0115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2052", 13.8, 1,    8116.12,  -30.7,    1.0187, 2,     8119.5, -150.6,    1.0191, 3,    8123.14,   89.4,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2052_L", 0.208, 1,    121.588,  -31.1,    1.0125, 2,     121.64, -151.1,    1.0129, 3,    121.695,   88.9,    1.0134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2053", 13.8, 1,     8115.8,  -30.7,    1.0186, 2,    8119.53, -150.6,    1.0191, 3,    8123.44,   89.4,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2053_L", 0.208, 1,    122.243,  -30.7,    1.0179, 2,    122.299, -150.6,    1.0184, 3,    122.358,   89.3,    1.0189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2054", 13.8, 1,    8115.69,  -30.7,    1.0186, 2,    8119.55, -150.6,    1.0191, 3,    8123.45,   89.4,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2054_L", 0.208, 1,    121.115,  -30.8,    1.0085, 2,    121.115,  149.2,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2055", 13.8, 1,    8115.63,  -30.7,    1.0186, 2,    8119.57, -150.6,    1.0191, 3,    8123.46,   89.4,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2055_L", 0.208, 1,    121.833,  -30.7,    1.0145, 2,    121.833,  149.3,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2056", 13.8, 1,    8115.58,  -30.7,    1.0186, 2,    8119.58, -150.6,    1.0191, 3,    8123.46,   89.4,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2056_L", 0.208, 1,    121.695,  -30.8,    1.0134, 2,    121.695,  149.2,    1.0134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2058", 13.8, 1,    8115.46,  -30.7,    1.0186, 2,       8119, -150.6,     1.019, 3,    8123.11,   89.4,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2058_L", 0.208, 1,    121.893,  -30.9,     1.015, 2,    121.946, -150.8,    1.0155, 3,    122.009,   89.2,     1.016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2059", 13.8, 1,    8115.61,  -30.7,    1.0186, 2,    8118.99, -150.6,     1.019, 3,    8123.28,   89.4,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2059_L", 0.208, 1,    121.966, -150.7,    1.0156, 2,    121.966,   29.3,    1.0156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2060", 13.8, 1,    8115.61,  -30.7,    1.0186, 2,    8118.96, -150.6,     1.019, 3,    8123.29,   89.4,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS2060_L", 0.208, 1,     122.08, -150.7,    1.0166, 2,     122.08,   29.3,    1.0166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3002", 13.8, 1,    8113.86,  -30.6,    1.0184, 2,    8125.53, -150.5,    1.0198, 3,    8122.02,   89.4,    1.0194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3002_L", 0.208, 1,    120.652,  -30.8,    1.0047, 2,    120.831, -150.7,    1.0062, 3,    120.777,   89.2,    1.0057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3004", 13.8, 1,    8113.87,  -30.6,    1.0184, 2,    8125.55, -150.5,    1.0198, 3,    8122.03,   89.4,    1.0194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3004_L", 0.208, 1,    122.021,  -30.7,    1.0161, 2,    122.198, -150.6,    1.0176, 3,    122.144,   89.4,    1.0171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3006", 13.8, 1,    8103.37,  -30.7,    1.0171, 2,    8120.53, -150.6,    1.0192, 3,    8114.27,   89.4,    1.0184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3006_L", 0.208, 1,    121.787,  -30.7,    1.0141, 2,    122.046, -150.6,    1.0163, 3,    121.951,   89.4,    1.0155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3007", 13.8, 1,    8103.35,  -30.7,    1.0171, 2,    8120.51, -150.6,    1.0192, 3,    8114.24,   89.4,    1.0184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"T_BUS3007_L", 0.208, 1,    121.661,  -30.7,    1.0131, 2,    121.921, -150.6,    1.0153, 3,    121.826,   89.4,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3009", 13.8, 1,    8102.71,  -30.7,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
