Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4, Node5, Magnitude5, Angle5, pu5, Node6, Magnitude6, Angle6, pu6
"BUS2001", 13.8, 1,    8128.84,  -30.6,    1.0203, 2,    8133.77, -150.5,    1.0209, 3,    8133.53,   89.5,    1.0208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2002", 13.8, 1,    8126.66,  -30.6,      1.02, 2,     8130.8, -150.5,    1.0205, 3,    8131.44,   89.4,    1.0206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2003", 13.8, 1,    8124.89,  -30.6,    1.0198, 2,    8128.71, -150.5,    1.0202, 3,     8130.2,   89.4,    1.0204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2004", 13.8, 1,    8123.84,  -30.6,    1.0196, 2,    8127.47, -150.6,    1.0201, 3,    8129.48,   89.4,    1.0203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2005", 13.8, 1,    8123.42,  -30.6,    1.0196, 2,    8126.98, -150.6,      1.02, 3,    8129.19,   89.4,    1.0203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2006", 13.8, 1,    8123.24,  -30.6,    1.0196, 2,    8126.76, -150.6,      1.02, 3,    8129.07,   89.4,    1.0203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2007", 13.8, 1,    8123.21,  -30.6,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2008", 13.8, 1,     8123.2,  -30.6,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2009", 13.8, 1,    8123.21,  -30.6,    1.0196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2010", 13.8, 1,    8123.04,  -30.6,    1.0195, 2,     8126.5, -150.6,      1.02, 3,    8128.93,   89.4,    1.0203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2011", 13.8, 1,    8122.72,  -30.6,    1.0195, 2,    8126.08, -150.6,    1.0199, 3,     8128.7,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2012", 13.8, 1,    8122.15,  -30.6,    1.0194, 2,    8125.32, -150.6,    1.0198, 3,     8128.3,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2013", 13.8, 1,    8122.15,  -30.6,    1.0194, 2,    8125.32, -150.6,    1.0198, 3,     8128.3,   89.4,    1.0202, 4,    8122.15,  -30.6,    1.0194, 5,    8125.32, -150.6,    1.0198, 6,     8128.3,   89.4,    1.0202
"BUS2014", 13.8, 1,    8122.14,  -30.6,    1.0194, 2,    8125.23, -150.6,    1.0198, 3,    8128.35,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2015", 13.8, 2,    8125.22, -150.6,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2016", 13.8, 1,    8122.14,  -30.6,    1.0194, 2,    8125.17, -150.6,    1.0198, 3,    8128.38,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2017", 13.8, 1,    8122.15,  -30.6,    1.0194, 2,    8125.11, -150.6,    1.0198, 3,    8128.39,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2018", 13.8, 1,    8122.15,  -30.6,    1.0194, 2,    8125.05, -150.6,    1.0198, 3,    8128.41,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2019", 13.8, 1,    8122.11,  -30.6,    1.0194, 2,    8125.27, -150.6,    1.0198, 3,    8128.26,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2020", 13.8, 2,    8125.18, -150.6,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2021", 13.8, 1,    8122.06,  -30.6,    1.0194, 2,    8125.22, -150.6,    1.0198, 3,    8128.22,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2022", 13.8, 3,    8128.14,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2023", 13.8, 3,     8128.1,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2024", 13.8, 3,       8128,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2025", 13.8, 3,    8127.96,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2026", 13.8, 1,    8122.06,  -30.6,    1.0194, 2,    8125.22, -150.6,    1.0198, 3,    8128.22,   89.4,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2027", 13.8, 1,    8121.63,  -30.6,    1.0194, 2,    8124.83, -150.6,    1.0198, 3,    8127.91,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2028", 13.8, 1,    8121.54,  -30.6,    1.0193, 2,    8124.79, -150.6,    1.0198, 3,    8127.88,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2029", 13.8, 1,     8121.5,  -30.6,    1.0193, 2,    8124.78, -150.6,    1.0197, 3,    8127.86,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2030", 13.8, 1,    8121.47,  -30.6,    1.0193, 2,    8124.78, -150.6,    1.0197, 3,    8127.86,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2031", 13.8, 1,    8121.43,  -30.6,    1.0193, 2,    8124.79, -150.6,    1.0197, 3,    8127.86,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2032", 13.8, 1,    8121.48,  -30.6,    1.0193, 2,    8124.67, -150.6,    1.0197, 3,     8127.8,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2033", 13.8, 1,    8121.19,  -30.6,    1.0193, 2,    8124.37, -150.6,    1.0197, 3,    8127.59,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2034", 13.8, 1,    8121.18,  -30.6,    1.0193, 2,    8124.36, -150.6,    1.0197, 3,    8127.58,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2035", 13.8, 1,    8121.03,  -30.6,    1.0193, 2,    8124.21, -150.6,    1.0197, 3,    8127.48,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2036", 13.8, 1,    8120.88,  -30.6,    1.0193, 2,    8124.05, -150.6,    1.0197, 3,    8127.36,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2037", 13.8, 1,     8120.8,  -30.6,    1.0192, 2,    8123.97, -150.6,    1.0196, 3,    8127.31,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2038", 13.8, 1,    8120.62,  -30.6,    1.0192, 2,    8123.79, -150.6,    1.0196, 3,    8127.18,   89.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2039", 13.8, 1,    8119.62,  -30.7,    1.0191, 2,    8122.77, -150.6,    1.0195, 3,     8126.4,   89.4,      1.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2040", 13.8, 1,    8119.49,  -30.7,    1.0191, 2,    8122.63, -150.6,    1.0195, 3,    8126.26,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2041", 13.8, 1,    8119.48,  -30.7,    1.0191, 2,    8122.63, -150.6,    1.0195, 3,    8126.25,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2042", 13.8, 1,    8119.58,  -30.7,    1.0191, 2,    8122.71, -150.6,    1.0195, 3,    8126.36,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2043", 13.8, 1,    8119.37,  -30.7,    1.0191, 2,    8122.45, -150.6,    1.0195, 3,    8126.19,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2044", 13.8, 1,    8118.93,  -30.7,     1.019, 2,    8121.92, -150.6,    1.0194, 3,    8125.85,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2045", 13.8, 2,    8121.64, -150.6,    1.0194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2046", 13.8, 2,    8121.53, -150.6,    1.0193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2047", 13.8, 2,    8121.56, -150.6,    1.0193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2048", 13.8, 2,    8121.51, -150.6,    1.0193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2049", 13.8, 1,     8118.9,  -30.7,     1.019, 2,    8121.88, -150.6,    1.0194, 3,    8125.72,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2050", 13.8, 1,    8118.86,  -30.7,     1.019, 2,    8121.83, -150.6,    1.0194, 3,    8125.61,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2051", 13.8, 1,    8118.81,  -30.7,     1.019, 2,    8121.78, -150.6,    1.0194, 3,    8125.52,   89.4,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2052", 13.8, 1,    8118.76,  -30.7,     1.019, 2,    8121.72, -150.6,    1.0194, 3,    8125.46,   89.4,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2053", 13.8, 1,    8118.44,  -30.7,     1.019, 2,    8121.75, -150.6,    1.0194, 3,    8125.76,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2054", 13.8, 1,    8118.33,  -30.7,    1.0189, 2,    8121.77, -150.6,    1.0194, 3,    8125.77,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2055", 13.8, 1,    8118.27,  -30.7,    1.0189, 2,    8121.79, -150.6,    1.0194, 3,    8125.78,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2056", 13.8, 1,    8118.22,  -30.7,    1.0189, 2,     8121.8, -150.6,    1.0194, 3,    8125.79,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2057", 13.8, 1,    8118.23,  -30.7,    1.0189, 2,    8121.35, -150.6,    1.0193, 3,    8125.57,   89.4,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2058", 13.8, 1,     8118.1,  -30.7,    1.0189, 2,    8121.22, -150.6,    1.0193, 3,    8125.44,   89.4,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2059", 13.8, 1,    8118.25,  -30.7,    1.0189, 2,    8121.21, -150.6,    1.0193, 3,    8125.61,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS2060", 13.8, 1,    8118.25,  -30.7,    1.0189, 2,    8121.18, -150.6,    1.0193, 3,    8125.61,   89.4,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3001", 13.8, 1,    8128.84,  -30.6,    1.0203, 2,    8133.77, -150.5,    1.0209, 3,    8133.53,   89.5,    1.0208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3003", 13.8, 1,    8116.54,  -30.6,    1.0187, 2,    8127.76, -150.5,    1.0201, 3,    8124.37,   89.4,    1.0197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3002", 13.8, 1,    8116.53,  -30.6,    1.0187, 2,    8127.75, -150.5,    1.0201, 3,    8124.36,   89.4,    1.0197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3004", 13.8, 1,    8116.54,  -30.6,    1.0187, 2,    8127.76, -150.5,    1.0201, 3,    8124.37,   89.4,    1.0197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3005", 13.8, 1,    8106.11,  -30.7,    1.0174, 2,    8122.78, -150.6,    1.0195, 3,    8116.65,   89.4,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3006", 13.8, 1,    8106.08,  -30.7,    1.0174, 2,    8122.75, -150.6,    1.0195, 3,    8116.63,   89.4,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3007", 13.8, 1,    8106.06,  -30.7,    1.0174, 2,    8122.73, -150.6,    1.0195, 3,    8116.61,   89.4,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3008", 13.8, 1,    8105.55,  -30.7,    1.0173, 2,    8122.52, -150.6,    1.0195, 3,    8116.09,   89.4,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3009", 13.8, 1,    8105.42,  -30.7,    1.0173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3010", 13.8, 1,    8105.21,  -30.7,    1.0173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3011", 13.8, 1,     8105.1,  -30.7,    1.0173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3012", 13.8, 1,    8105.06,  -30.7,    1.0173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3013", 13.8, 2,    8122.48, -150.6,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3014", 13.8, 2,    8122.44, -150.6,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3015", 13.8, 1,    8104.39,  -30.7,    1.0172, 2,    8121.87, -150.6,    1.0194, 3,    8114.76,   89.4,    1.0185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3016", 13.8, 2,    8121.75, -150.6,    1.0194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3017", 13.8, 2,    8121.67, -150.6,    1.0194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3018", 13.8, 3,    8114.58,   89.4,    1.0185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3019", 13.8, 3,    8114.37,   89.4,    1.0184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3020", 13.8, 3,     8114.2,   89.4,    1.0184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3021", 13.8, 3,     8114.1,   89.4,    1.0184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3022", 13.8, 1,    8103.29,  -30.7,    1.0171, 2,    8121.41, -150.6,    1.0193, 3,     8113.7,   89.4,    1.0184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3023", 13.8, 1,    8103.19,  -30.7,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3024", 13.8, 1,    8103.05,  -30.7,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3025", 13.8, 1,    8102.97,  -30.7,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3026", 13.8, 1,     8103.1,  -30.7,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3027", 13.8, 1,    8102.81,  -30.7,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3028", 13.8, 1,    8102.67,  -30.7,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3029", 13.8, 1,    8102.64,  -30.7,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3030", 13.8, 1,    8102.46,  -30.7,    1.0169, 2,    8120.78, -150.6,    1.0192, 3,    8112.64,   89.4,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3035", 13.8, 1,    8102.42,  -30.7,    1.0169, 2,    8120.64, -150.6,    1.0192, 3,    8112.68,   89.4,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3036", 13.8, 1,    8102.33,  -30.7,    1.0169, 2,    8120.32, -150.6,    1.0192, 3,    8112.79,   89.4,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3037", 13.8, 1,    8102.29,  -30.7,    1.0169, 2,    8120.15, -150.6,    1.0192, 3,    8112.85,   89.4,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3038", 13.8, 1,    8102.22,  -30.7,    1.0169, 2,    8119.86, -150.6,    1.0191, 3,    8112.96,   89.4,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3039", 13.8, 1,    8102.17,  -30.7,    1.0169, 2,     8119.6, -150.6,    1.0191, 3,    8113.08,   89.4,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3053", 13.8, 1,    8102.11,  -30.7,    1.0169, 2,    8119.31, -150.6,    1.0191, 3,    8113.22,   89.4,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3054", 13.8, 1,     8102.1,  -30.7,    1.0169, 2,    8119.31, -150.6,    1.0191, 3,    8113.21,   89.4,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3055", 13.8, 2,    8116.26, -150.6,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3056", 13.8, 2,    8116.13, -150.6,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3057", 13.8, 2,    8115.99, -150.6,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3058", 13.8, 2,    8115.88, -150.6,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3059", 13.8, 2,    8115.76, -150.6,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3060", 13.8, 2,    8115.74, -150.6,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3061", 13.8, 2,    8115.73, -150.6,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3062", 13.8, 2,    8115.68, -150.6,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3063", 13.8, 2,    8115.42, -150.6,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3064", 13.8, 2,    8115.27, -150.6,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3065", 13.8, 2,    8115.15, -150.6,    1.0185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3066", 13.8, 2,    8115.09, -150.6,    1.0185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3067", 13.8, 2,    8115.01, -150.6,    1.0185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3040", 13.8, 1,    8102.52,  -30.7,     1.017, 2,    8120.68, -150.6,    1.0192, 3,    8112.39,   89.4,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3044", 13.8, 3,    8112.34,   89.4,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3045", 13.8, 3,    8112.28,   89.4,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3041", 13.8, 3,    8112.31,   89.4,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3042", 13.8, 3,    8112.15,   89.4,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"BUS3043", 13.8, 3,    8112.05,   89.4,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
