"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
66, 4396.94128525029, 2099.77146712455, 5798.0975960805, 6440.03654002576, 123.223112499449, 375.949745937765, 183.131831444908
67, 4636.24653391945, 2217.90175520736, 5798.0975960805, 6440.03654002576, 132.255873963043, 410.354638324602, 183.131831444908
68, 4584.36869187448, 2192.39391855174, 5798.0975960805, 6440.03654002576, 130.262830207453, 402.762713971286, 183.131831444908
69, 4230.46159633553, 2018.32085923828, 5798.0975960805, 6440.03654002576, 117.320496243795, 353.276165152276, 183.131831444908
70, 4046.45008455144, 1928.34241908442, 5798.0975960805, 6440.03654002576, 110.996129927506, 329.129422448887, 183.131831444908
71, 3845.75783951206, 1830.78788388178, 5798.0975960805, 6440.03654002576, 104.437734069618, 304.068015640585, 183.131831444908
72, 3356.38335477903, 1595.04040160946, 5798.0975960805, 6440.03654002576, 89.922291877079, 248.482488058616, 183.131831444908
73, 2882.71259289543, 1369.62691839379, 5798.0975960805, 6440.03654002576, 77.8286587673426, 202.058893348389, 183.131831444908
74, 2413.68606087909, 1148.99675701406, 5798.0975960805, 6440.03654002576, 67.8360574028625, 163.320381457979, 183.131831444908
75, 2114.46220366988, 1009.75946180873, 5798.0975960805, 6440.03654002576, 62.3960553275407, 142.242832885526, 183.131831444908
76, 1948.52795758669, 933.050522498937, 5798.0975960805, 6440.03654002576, 59.7289786976404, 131.807004315946, 183.131831444908
77, 1802.15910319354, 865.564138995986, 5798.0975960805, 6440.03654002576, 57.5487531721615, 123.31015725149, 183.131831444908
78, 1748.2192807182, 840.85696855038, 5798.0975960805, 6440.03654002576, 56.7987837512951, 120.358633119914, 183.131831444908
79, 1759.4268955564, 846.082647121053, 5798.0975960805, 6440.03654002576, 56.9594817335085, 120.972984252443, 183.131831444908
80, 1813.6048160839, 871.061628948255, 5798.0975960805, 6440.03654002576, 57.7785090021374, 124.013028004745, 183.131831444908
81, 2137.04782827923, 1020.75798194677, 5798.0975960805, 6440.03654002576, 62.9232434883585, 143.872865156937, 183.131831444908
82, 2732.05582334365, 1298.62000147545, 5798.0975960805, 6440.03654002576, 74.5824767120669, 188.988511235985, 183.131831444908
83, 3362.65285498829, 1598.01586386468, 5798.0975960805, 6440.03654002576, 90.2153191934146, 249.200575894708, 183.131831444908
84, 4059.79439617595, 1934.81146086695, 5798.0975960805, 6440.03654002576, 111.473339932608, 330.774806572396, 183.131831444908
85, 4527.03399867521, 2163.81271148111, 5798.0975960805, 6440.03654002576, 128.060155215793, 394.32696359353, 183.131831444908
86, 4893.18939147024, 2345.55947284883, 5798.0975960805, 6440.03654002576, 142.410313242113, 449.181423922616, 183.131831444908
87, 5256.41957872992, 2527.63923798155, 5798.0975960805, 6440.03654002576, 157.821855549392, 508.02050520698, 183.131831444908
88, 5511.15855366377, 2656.5199149261, 5798.0975960805, 6440.03654002576, 169.346882463613, 551.954236879914, 183.131831444908
89, 5569.40270490018, 2686.21671905343, 5798.0975960805, 6440.03654002576, 172.094671541447, 562.365023543181, 183.131831444908
90, 5713.38143695034, 2759.45681385771, 5798.0975960805, 6440.03654002576, 179.054131615454, 588.607333581795, 183.131831444908
91, 5568.43963295889, 2685.81522923488, 5798.0975960805, 6440.03654002576, 172.154719582074, 562.365139331718, 183.131831444908
92, 5401.40368022555, 2601.11539875043, 5798.0975960805, 6440.03654002576, 164.465468501588, 533.037664520655, 183.131831444908
93, 4988.56897344849, 2393.32800977471, 5798.0975960805, 6440.03654002576, 146.484019417035, 464.476934294239, 183.131831444908
94, 4617.49326914739, 2208.89540488754, 5798.0975960805, 6440.03654002576, 131.636453413656, 407.751583742992, 183.131831444908
95, 4164.74661311928, 1986.18978624184, 5798.0975960805, 6440.03654002576, 115.033934225363, 344.534155305848, 183.131831444908
96, 3753.10423481486, 1785.95957760036, 5798.0975960805, 6440.03654002576, 101.538421807894, 292.959259870591, 183.131831444908
97, 3153.87450632192, 1498.31495388927, 5798.0975960805, 6440.03654002576, 84.5179005677501, 227.753608033409, 183.131831444908
98, 2657.44162223303, 1263.31248351095, 5798.0975960805, 6440.03654002576, 72.8065833187979, 182.588363533166, 183.131831444908
99, 2306.24615299204, 1098.93127576553, 5798.0975960805, 6440.03654002576, 65.7747125262967, 155.402973137925, 183.131831444908
100, 2073.46529566029, 990.814443353808, 5798.0975960805, 6440.03654002576, 61.7054465239565, 139.572688443648, 183.131831444908
101, 1913.22771053017, 916.758361938717, 5798.0975960805, 6440.03654002576, 59.1754903435636, 129.685423415042, 183.131831444908
102, 1875.94528579381, 899.686724320129, 5798.0975960805, 6440.03654002576, 58.6323301495775, 127.515749830792, 183.131831444908
103, 1973.84277283841, 944.995936849626, 5798.0975960805, 6440.03654002576, 60.1718577197875, 133.394622521942, 183.131831444908
104, 2160.97273501991, 1031.69153284921, 5798.0975960805, 6440.03654002576, 63.3910504901964, 145.525212809553, 183.131831444908
105, 2136.95631037434, 1020.26255433234, 5798.0975960805, 6440.03654002576, 63.2226052729388, 144.166145529544, 183.131831444908
106, 2270.76541600156, 1082.52447810706, 5798.0975960805, 6440.03654002576, 65.7286313614144, 153.477877229623, 183.131831444908
107, 2771.12898762781, 1317.03197355267, 5798.0975960805, 6440.03654002576, 75.8593026463177, 192.758936111615, 183.131831444908
108, 3450.58426842918, 1639.97308582478, 5798.0975960805, 6440.03654002576, 92.9576658330023, 258.904926505844, 183.131831444908
109, 4097.41735064459, 1953.04924449537, 5798.0975960805, 6440.03654002576, 112.968375793565, 335.850997211073, 183.131831444908
110, 4760.33734549483, 2279.55967083015, 5798.0975960805, 6440.03654002576, 137.249091355522, 428.962325933595, 183.131831444908
111, 5138.49629841628, 2468.22832086009, 5798.0975960805, 6440.03654002576, 152.839999967423, 488.595216713006, 183.131831444908
112, 5530.36580096716, 2666.39059210226, 5798.0975960805, 6440.03654002576, 170.370979421878, 555.495726003961, 183.131831444908
113, 5740.55313525444, 2773.27515310709, 5798.0975960805, 6440.03654002576, 180.370526032185, 593.554245064589, 183.131831444908
114, 5987.87541802999, 2900.01403400034, 5987.87541802999, 6653.17468726372, 192.731645105985, 640.36902770726, 192.731645105985
115, 6079.33449865322, 2947.20355644698, 6079.33449865322, 6756.0577816985, 197.499715918065, 658.288295227322, 197.499715918065
116, 5895.11671217313, 2852.57474880427, 6079.33449865322, 6756.0577816985, 188.226131088711, 622.876455667294, 197.499715918065
117, 5589.7289902846, 2696.66439532492, 6079.33449865322, 6756.0577816985, 173.359211623636, 566.458463416116, 197.499715918065
118, 5477.26075055556, 2639.43778387367, 6079.33449865322, 6756.0577816985, 168.097496837483, 546.469033471475, 197.499715918065
119, 5049.52591602019, 2423.78925142111, 6079.33449865322, 6756.0577816985, 149.159182154269, 474.39388943158, 197.499715918065
120, 4546.3556193643, 2173.51921204782, 6079.33449865322, 6756.0577816985, 128.911277896774, 397.370305763417, 197.499715918065
121, 3792.56543760099, 1804.9694107403, 6079.33449865322, 6756.0577816985, 102.749586903579, 297.632231833376, 197.499715918065
122, 3256.49838573416, 1547.24189459966, 6079.33449865322, 6756.0577816985, 87.2540684729851, 238.129322370804, 197.499715918065
123, 2873.19138600201, 1365.11220791456, 6079.33449865322, 6756.0577816985, 77.6551003702999, 201.256263094976, 197.499715918065
124, 2665.19356827371, 1267.08237104469, 6079.33449865322, 6756.0577816985, 72.9943719278774, 183.25008436342, 197.499715918065
125, 2503.06710689538, 1191.00802306427, 6079.33449865322, 6756.0577816985, 69.6139199915527, 170.18070725414, 197.499715918065
126, 2387.84546463281, 1137.14919306627, 6079.33449865322, 6756.0577816985, 67.3508372865835, 161.403120780555, 197.499715918065
127, 2445.2056852355, 1164.03544533481, 6079.33449865322, 6756.0577816985, 68.4943736820306, 165.757592293849, 197.499715918065
128, 2548.0492962632, 1212.1791507277, 6079.33449865322, 6756.0577816985, 70.6011764837605, 173.80103372177, 197.499715918065
129, 2658.18911425383, 1263.8528517366, 6079.33449865322, 6756.0577816985, 72.9717544902733, 182.794902154109, 197.499715918065
130, 3077.36611505766, 1461.95832361808, 6079.33449865322, 6756.0577816985, 82.7575843314322, 220.437784470649, 197.499715918065
131, 3598.35632982391, 1711.03191829795, 6079.33449865322, 6756.0577816985, 96.9839527979311, 275.099996719444, 197.499715918065
132, 4253.58179702489, 2029.43993638686, 6079.33449865322, 6756.0577816985, 118.244111727222, 356.456324368274, 197.499715918065
133, 4795.26586314126, 2296.88274337891, 6079.33449865322, 6756.0577816985, 138.678566152376, 434.40755993577, 197.499715918065
134, 5289.4385887806, 2544.41559034478, 6079.33449865322, 6756.0577816985, 159.523240510568, 513.944361318497, 197.499715918065
135, 5366.84122477322, 2583.42323698181, 6079.33449865322, 6756.0577816985, 162.987766635772, 527.14352034534, 197.499715918065
136, 5394.31889263245, 2597.33100425813, 6079.33449865322, 6756.0577816985, 164.272262933554, 531.937062945101, 197.499715918065
137, 5285.92834154676, 2542.68369321145, 6079.33449865322, 6756.0577816985, 159.388611675941, 513.388842602918, 197.499715918065
138, 5286.28845622394, 2542.80992511177, 6079.33449865322, 6756.0577816985, 159.378934491115, 513.417635180383, 197.499715918065
139, 5299.05713892224, 2549.27742098284, 6079.33449865322, 6756.0577816985, 159.879204714058, 515.501480507362, 197.499715918065
140, 4964.16237750921, 2381.33793528195, 6079.33449865322, 6756.0577816985, 145.46061541367, 460.592690713081, 197.499715918065
141, 4694.63040334518, 2247.08279162707, 6079.33449865322, 6756.0577816985, 134.600244499475, 419.131624606106, 197.499715918065
142, 4485.57297428061, 2143.63065218711, 6079.33449865322, 6756.0577816985, 126.617396301087, 388.631687391725, 197.499715918065
143, 4276.75710152095, 2040.93254299632, 6079.33449865322, 6756.0577816985, 119.002368554759, 359.582527033336, 197.499715918065
144, 3883.21945158313, 1848.97948869386, 6079.33449865322, 6756.0577816985, 105.695737568349, 308.732776881876, 197.499715918065
145, 3359.16783527874, 1596.37367915747, 6079.33449865322, 6756.0577816985, 90.0018017892011, 248.786443131095, 197.499715918065
146, 2892.62272292365, 1374.2835462844, 6079.33449865322, 6756.0577816985, 78.1012820943953, 203.006485396556, 197.499715918065
147, 2559.88645717007, 1217.5780654324, 6079.33449865322, 6756.0577816985, 70.7313259286884, 174.624117521564, 197.499715918065
148, 2330.5643770599, 1110.36764388824, 6079.33449865322, 6756.0577816985, 66.2195164026047, 157.150231750901, 197.499715918065
149, 2211.50317095253, 1055.00517044226, 6079.33449865322, 6756.0577816985, 64.059187735383, 148.746806189272, 197.499715918065
150, 2132.57159446122, 1018.36214353346, 6079.33449865322, 6756.0577816985, 62.717043974623, 143.448104151061, 197.499715918065
151, 2127.37655521009, 1015.9896192728, 6079.33449865322, 6756.0577816985, 62.6811123006449, 143.155834871235, 197.499715918065
152, 2191.22224004673, 1045.66279745777, 6079.33449865322, 6756.0577816985, 63.8475366971372, 147.499228890486, 197.499715918065
153, 2502.46177523361, 1190.93045778054, 6079.33449865322, 6756.0577816985, 69.7469084539571, 170.26823682969, 197.499715918065
154, 2892.49235190114, 1374.39101339226, 6079.33449865322, 6756.0577816985, 78.2681300591551, 203.138655830794, 197.499715918065
155, 3178.10751062599, 1509.86511155719, 6079.33449865322, 6756.0577816985, 85.3158633559048, 230.302445092974, 197.499715918065
156, 3421.39736626462, 1626.08755044474, 6079.33449865322, 6756.0577816985, 91.8711913250183, 255.522476755225, 197.499715918065
157, 3615.32414490189, 1719.26813744492, 6079.33449865322, 6756.0577816985, 97.4713587864393, 277.011467000471, 197.499715918065
158, 3758.77615294917, 1788.52409726371, 6079.33449865322, 6756.0577816985, 101.819934668307, 293.680011757705, 197.499715918065
159, 3807.31315601363, 1812.02991538194, 6079.33449865322, 6756.0577816985, 103.348296212279, 299.486875064456, 197.499715918065
160, 4132.81423835186, 1970.23690581048, 6079.33449865322, 6756.0577816985, 114.005280758323, 340.333008328385, 197.499715918065
161, 4501.58971396141, 2151.2355298377, 6079.33449865322, 6756.0577816985, 127.194287785534, 390.814972809395, 197.499715918065
162, 4962.71145950809, 2380.41649286966, 6079.33449865322, 6756.0577816985, 145.417837764576, 460.354784734692, 197.499715918065
163, 4984.82197157178, 2391.43061825913, 6079.33449865322, 6756.0577816985, 146.358661030494, 463.902298975714, 197.499715918065
164, 4959.73155146312, 2378.91947807985, 6079.33449865322, 6756.0577816985, 145.329495991473, 459.959102739743, 197.499715918065
165, 4689.63179577383, 2244.61556758614, 6079.33449865322, 6756.0577816985, 134.383135717104, 418.357761660297, 197.499715918065
166, 4426.35863344231, 2114.4865569049, 6079.33449865322, 6756.0577816985, 124.389044028333, 380.204470023009, 197.499715918065
167, 4165.73751505547, 1986.59724417543, 6079.33449865322, 6756.0577816985, 115.076359608056, 344.672256465041, 197.499715918065
168, 3648.10695400225, 1735.25331191966, 6079.33449865322, 6756.0577816985, 98.3317916497163, 280.691641494863, 197.499715918065
169, 3100.74416208758, 1473.0250837941, 6079.33449865322, 6756.0577816985, 83.1655255099768, 222.545330095685, 197.499715918065
170, 2647.21600074809, 1258.52596567284, 6079.33449865322, 6756.0577816985, 72.5814977580447, 181.73855572052, 197.499715918065
171, 2363.14552460586, 1125.52472149597, 6079.33449865322, 6756.0577816985, 66.8360593549039, 159.537765318644, 197.499715918065
172, 2089.74571236651, 998.327781198432, 6079.33449865322, 6756.0577816985, 61.9673697159565, 140.616530435444, 197.499715918065
173, 1938.1588925235, 928.292659119443, 6079.33449865322, 6756.0577816985, 59.5384878175398, 131.154125042273, 197.499715918065
174, 1877.36456441606, 900.324773362806, 6079.33449865322, 6756.0577816985, 58.6418999546527, 127.585883069897, 197.499715918065
175, 1846.27719203885, 886.001421731274, 6079.33449865322, 6756.0577816985, 58.2370619226562, 125.847787067944, 197.499715918065
176, 2017.86551340971, 965.394025004766, 6079.33449865322, 6756.0577816985, 60.9463799415103, 136.190848960268, 197.499715918065
177, 2389.13873007534, 1137.98156044498, 6079.33449865322, 6756.0577816985, 67.6214378438103, 161.734538794806, 197.499715918065
178, 2890.96940682957, 1373.657226054, 6079.33449865322, 6756.0577816985, 78.3989737958837, 203.155243842217, 197.499715918065
179, 3286.61602128649, 1561.56139584759, 6079.33449865322, 6756.0577816985, 88.3828671872542, 241.491290228755, 197.499715918065
180, 3874.85330683913, 1844.59914747711, 6079.33449865322, 6756.0577816985, 105.575060433284, 307.732724811024, 197.499715918065
181, 4641.85954227093, 2220.8058682931, 6079.33449865322, 6756.0577816985, 132.560130234795, 411.190790351843, 197.499715918065
182, 5308.32512807462, 2554.01929756174, 6079.33449865322, 6756.0577816985, 160.239487914065, 516.926164319666, 197.499715918065
183, 5683.98464891105, 2744.5980356932, 6079.33449865322, 6756.0577816985, 177.569159719263, 583.063904222679, 197.499715918065
184, 5934.09984215355, 2872.42641571175, 6079.33449865322, 6756.0577816985, 189.866984933555, 629.82656286385, 197.499715918065
185, 6205.73376580695, 3012.49820654711, 6205.73376580695, 6898.28072903141, 203.884075868786, 683.044226830588, 203.884075868786
186, 6229.26988256403, 3024.80765484741, 6229.26988256403, 6924.82957325614, 205.208493413292, 687.902041363632, 205.208493413292
187, 6443.74693587856, 3136.16796062503, 6443.74693587856, 7166.40942529069, 216.844961313084, 731.928021015014, 216.844961313084
188, 6311.70399212129, 3067.63564814873, 6443.74693587856, 7166.40942529069, 209.694592676066, 704.74193384728, 216.844961313084
189, 6142.04475176563, 2979.7470918965, 6443.74693587856, 7166.40942529069, 200.774478902715, 670.710582400689, 216.844961313084
190, 5758.12627738988, 2782.32987600729, 6443.74693587856, 7166.40942529069, 181.412976342472, 597.128228659935, 216.844961313084
191, 5251.32173049006, 2525.18764314422, 6443.74693587856, 7166.40942529069, 157.845174915144, 507.582191329122, 216.844961313084
192, 4459.82681387561, 2130.84040697695, 6443.74693587856, 7166.40942529069, 125.624373942038, 384.933241815112, 216.844961313084
193, 3736.86985832669, 1778.0259748615, 6443.74693587856, 7166.40942529069, 101.030272794326, 291.029478057303, 216.844961313084
194, 3195.43057700312, 1518.12616535008, 6443.74693587856, 7166.40942529069, 85.602709116678, 231.907676939087, 216.844961313084
195, 2873.09278013196, 1365.10088970875, 6443.74693587856, 7166.40942529069, 77.6285348133218, 201.237139056864, 216.844961313084
196, 2634.96840766815, 1252.89798031705, 6443.74693587856, 7166.40942529069, 72.2849053917529, 180.695285045957, 216.844961313084
197, 2542.08706219883, 1209.33045411816, 6443.74693587856, 7166.40942529069, 70.3994616525453, 173.252421454411, 216.844961313084
198, 2499.71388245219, 1189.51271681606, 6443.74693587856, 7166.40942529069, 69.5300908685276, 169.910421507046, 216.844961313084
199, 2673.63197011137, 1271.21591410843, 6443.74693587856, 7166.40942529069, 73.1732472881434, 183.963780937265, 216.844961313084
200, 2740.76658675583, 1302.78752057138, 6443.74693587856, 7166.40942529069, 74.6388065350456, 189.615278809633, 216.844961313084
201, 2825.66884761347, 1342.82520740595, 6443.74693587856, 7166.40942529069, 76.5933757544609, 197.031022154044, 216.844961313084
202, 2907.42754022566, 1381.43444472551, 6443.74693587856, 7166.40942529069, 78.5940490141765, 204.451821076777, 216.844961313084
203, 3107.48277549327, 1476.3101660383, 6443.74693587856, 7166.40942529069, 83.5477550590961, 223.35473649401, 216.844961313084
204, 3563.33041239413, 1694.27924330801, 6443.74693587856, 7166.40942529069, 95.9387843356315, 271.086021788397, 216.844961313084
205, 4256.6105947002, 2031.0709306867, 6443.74693587856, 7166.40942529069, 118.210655232997, 356.639496652943, 216.844961313084
206, 5023.94832159075, 2411.20078912557, 6443.74693587856, 7166.40942529069, 147.766488842031, 469.797709421208, 216.844961313084
207, 5328.3020659543, 2563.98449221599, 6443.74693587856, 7166.40942529069, 160.946446692562, 520.105862903977, 216.844961313084
208, 5412.64054162242, 2606.75647575665, 6443.74693587856, 7166.40942529069, 164.745618284178, 534.625893254256, 216.844961313084
209, 5559.06872945425, 2680.95466982901, 6443.74693587856, 7166.40942529069, 171.53211183808, 560.428816764619, 216.844961313084
210, 5458.28576230729, 2629.92812384046, 6443.74693587856, 7166.40942529069, 166.946316718722, 542.773464726969, 216.844961313084
211, 5486.1802419132, 2643.99636244142, 6443.74693587856, 7166.40942529069, 168.219119821814, 547.646370205655, 216.844961313084
212, 5309.5988880355, 2554.78110657824, 6443.74693587856, 7166.40942529069, 160.235602934444, 517.167526104378, 216.844961313084
213, 5066.70811917195, 2432.66381058783, 6443.74693587856, 7166.40942529069, 149.678055497959, 476.904053920285, 216.844961313084
214, 4812.48068441235, 2305.68383660886, 6443.74693587856, 7166.40942529069, 139.192424076522, 436.86993885367, 216.844961313084
215, 4511.39098869261, 2156.4516799059, 6443.74693587856, 7166.40942529069, 127.522095146844, 392.249063597127, 216.844961313084
216, 3880.26622995766, 1847.48611848695, 6443.74693587856, 7166.40942529069, 105.504302244682, 308.230055727162, 216.844961313084
217, 3221.37665135357, 1530.51742338665, 6443.74693587856, 7166.40942529069, 86.2526196415732, 234.46873920921, 216.844961313084
218, 2742.33780044085, 1303.34184790791, 6443.74693587856, 7166.40942529069, 74.6249006197199, 189.698255620211, 216.844961313084
219, 2494.17804401492, 1186.85547459967, 6443.74693587856, 7166.40942529069, 69.3727074248595, 169.414360673185, 216.844961313084
220, 2272.1057132849, 1083.16062753844, 6443.74693587856, 7166.40942529069, 65.113196234583, 152.930675844758, 216.844961313084
221, 2138.98615858152, 1021.33171384978, 6443.74693587856, 7166.40942529069, 62.7701812888206, 143.816660422938, 216.844961313084
222, 2161.66178676408, 1031.98752421691, 6443.74693587856, 7166.40942529069, 63.1596278715119, 145.334643779801, 216.844961313084
